,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6,r400_cluster7,r400_cluster8,r400_cluster9
1965-01-01,59.673294,11.10413,49.286556,28.629389,21.916752,12.745434,32.1102,43.20456,21.929855
1965-02-01,65.49648,31.101173,40.944084,11.086109,20.599777,7.7101364,32.827652,57.4423,39.722115
1965-03-01,50.9983,23.659613,49.09327,18.62923,26.56056,6.8600006,37.071785,79.04297,27.318966
1965-04-01,71.69478,46.932713,46.723045,24.861925,34.464043,13.346588,21.33525,55.486492,52.711674
1965-05-01,64.64798,56.63639,55.479942,36.59348,46.321728,13.389179,40.13326,57.86327,40.775364
1965-06-01,57.12452,67.78972,59.06231,46.908142,50.423347,22.282032,63.03125,68.59563,36.734352
1965-07-01,73.92413,39.29295,50.765697,58.353043,32.242878,41.296257,67.24098,58.855915,43.24551
1965-08-01,55.353813,51.247276,45.548576,46.375782,39.17665,51.835327,40.732777,44.93104,40.09722
1965-09-01,68.24018,53.909073,43.781147,49.969616,34.53939,51.280037,55.869793,49.714085,29.033981
1965-10-01,45.003113,59.121277,46.795116,29.420557,34.771996,31.14376,27.278015,47.890957,60.81172
1965-11-01,49.245605,36.76875,45.512543,30.748997,28.475414,10.760143,32.05123,43.417503,65.71597
1965-12-01,54.534798,19.616959,35.143826,6.344021,16.632473,9.467739,19.654633,50.893463,45.419174
1966-01-01,44.809044,21.654324,50.134384,12.712547,19.943779,5.011818,20.364029,62.523514,35.06617
1966-02-01,51.27858,13.651539,45.951595,11.660282,22.545712,4.998684,20.748161,54.660267,52.852867
1966-03-01,67.93258,20.762936,53.40937,8.723469,24.256254,7.878044,20.460884,56.01951,66.533936
1966-04-01,64.871,38.206543,56.674507,16.476727,36.32527,12.686283,21.674023,42.67333,70.173355
1966-05-01,60.04142,56.567802,53.21238,37.270836,47.401127,18.7487,53.133583,68.489075,34.115685
1966-06-01,67.834076,77.59994,60.92296,37.395596,50.485687,22.166504,41.332146,64.92681,38.08835
1966-07-01,56.620335,61.0904,59.81488,60.386154,35.287785,35.831154,61.919407,69.65297,64.79056
1966-08-01,42.640495,42.074146,52.522907,52.777355,47.452015,54.80637,47.657215,52.65916,48.21372
1966-09-01,46.647633,34.713226,42.535435,65.054855,39.33432,51.941784,48.446823,53.73933,37.497375
1966-10-01,47.760635,41.532417,47.698257,31.228117,22.754194,35.51761,33.715134,70.25543,33.245636
1966-11-01,57.011032,27.907166,48.06433,37.050858,32.11622,19.48906,45.94339,66.23845,38.434723
1966-12-01,47.151604,18.586182,52.124,24.295654,31.802675,11.384495,35.08423,64.23734,49.80771
1967-01-01,58.373257,24.917694,38.891434,15.137932,16.859104,6.523636,38.636383,70.9704,24.28429
1967-02-01,44.103928,15.8237,41.94022,22.123959,22.257397,6.890167,30.169037,51.2369,12.386425
1967-03-01,56.035572,31.307474,53.51209,11.572292,19.549805,16.933422,20.537914,61.14672,37.32566
1967-04-01,57.736473,41.509502,55.861595,23.919449,32.60131,11.573978,17.929977,65.317055,38.16513
1967-05-01,50.16096,62.479404,53.765453,28.637043,52.12198,20.461906,28.763723,69.41814,49.265747
1967-06-01,58.19759,42.42836,55.12347,34.839336,45.539642,24.937962,37.918526,59.30225,51.24028
1967-07-01,56.711205,44.37249,58.342854,60.967678,51.47844,60.67716,57.02368,58.885048,48.40263
1967-08-01,62.8358,61.126453,60.45082,68.604,44.303238,61.53521,64.506294,59.602905,48.30973
1967-09-01,56.854774,52.290886,57.498314,50.19474,44.691727,54.216434,43.149597,50.976784,37.822247
1967-10-01,53.355007,30.630154,44.13264,44.926506,32.751637,41.859142,38.335728,53.88031,26.584814
1967-11-01,54.06611,29.893717,50.887264,27.860067,25.645685,22.316513,26.387192,67.41827,38.261406
1967-12-01,44.044807,20.89769,37.69219,16.4267,31.212887,15.305153,8.773487,48.542824,43.67321
1968-01-01,50.683388,13.84655,38.560036,25.348606,13.645355,9.194866,34.75499,57.714027,34.75821
1968-02-01,65.39977,24.60337,45.185062,23.911251,18.71392,12.893681,29.549608,39.72376,22.58174
1968-03-01,53.316658,33.88421,48.91607,18.148956,47.939053,11.963345,17.083416,56.014313,21.567703
1968-04-01,38.983353,46.899265,54.00234,14.403465,33.686226,19.074467,14.442097,51.16948,39.14914
1968-05-01,48.636,50.435513,51.457596,16.483044,52.304234,24.030361,33.204964,65.60419,43.39521
1968-06-01,36.218094,68.74448,44.190342,25.403332,19.327171,27.452326,37.451035,66.2786,32.60459
1968-07-01,34.730843,45.750027,53.03015,45.96893,44.364178,45.936737,52.39276,65.000595,27.521538
1968-08-01,40.823105,57.071808,49.772366,66.006584,37.409187,56.078697,63.011154,70.97053,34.590813
1968-09-01,43.916714,36.366177,48.283504,61.939175,38.01117,43.715515,54.016827,64.33101,29.871525
1968-10-01,49.82709,49.28466,50.963455,24.376421,28.564547,26.241922,30.637684,64.374466,44.059967
1968-11-01,57.338997,28.570984,50.841125,32.696335,29.002352,28.85588,18.17471,70.04341,64.96358
1968-12-01,46.487213,15.868183,53.110634,12.951626,18.247143,5.838894,33.14058,64.80101,69.6893
1969-01-01,28.674664,31.482197,53.989243,8.843128,25.430962,13.794746,28.169977,43.661537,58.345932
1969-02-01,39.956596,11.17104,57.027393,3.8747978,9.678703,5.114792,9.645279,37.493324,44.309944
1969-03-01,46.430634,24.625467,49.052666,10.61956,34.547085,9.905979,20.661499,47.47009,55.854248
1969-04-01,71.39594,35.999313,50.96112,11.080799,31.945105,11.201118,11.288021,47.842754,46.39721
1969-05-01,49.10113,65.16088,53.569786,30.217136,41.405487,12.870598,33.024666,62.13109,64.97873
1969-06-01,45.289238,49.938377,53.32747,38.905445,66.58136,23.584341,53.57647,70.251205,52.03567
1969-07-01,66.24546,43.222023,57.57386,60.87271,42.784184,42.398148,65.87781,68.02523,48.044964
1969-08-01,51.664673,44.811287,50.072067,50.03029,37.95623,27.077045,38.818542,57.78777,33.068115
1969-09-01,56.65807,42.939598,48.27558,58.32755,44.398514,35.008324,67.86146,64.14649,28.148252
1969-10-01,48.72345,50.885918,45.646862,25.02153,42.104027,31.480524,33.235233,48.101784,37.15575
