,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,-7.63266,0.07330322,-15.915955,-12.487061,-2.3486633,-9.374054,1.7627869,-6.009552,-20.942474
1965-02-01,-9.083862,-0.21582031,-18.581116,-14.839905,-3.1756592,-11.592651,1.3594055,-6.997711,-22.829773
1965-03-01,-9.889709,-0.32061768,-20.100983,-15.63028,-3.7150574,-11.936951,1.4013062,-6.798126,-23.459991
1965-04-01,-9.895782,-0.28726196,-20.01773,-16.41623,-2.4737244,-12.020355,1.6012878,-5.698517,-20.51471
1965-05-01,-7.322296,0.15713501,-17.457214,-13.351776,-0.19412231,-9.17395,1.7059021,-3.3859863,-15.976807
1965-06-01,-4.114441,1.2499084,-14.092194,-10.152893,1.5747375,-5.8842773,2.1814575,-1.5881958,-9.583557
1965-07-01,-0.582428,2.1937866,-10.747772,-7.67218,2.8579102,-3.143097,2.5335999,1.1694336,-5.446808
1965-08-01,1.3491516,3.0052185,-6.981018,-5.000641,2.7243042,-0.65966797,3.0835571,2.3156433,-2.635559
1965-09-01,0.82650757,2.3363647,-6.9588013,-4.392151,1.2261658,-0.76919556,2.77594,0.41934204,-5.100189
1965-10-01,-2.5182495,1.9678955,-8.520294,-4.9501953,-0.03692627,-4.615387,2.5147705,-1.2019958,-9.183411
1965-11-01,-3.8545532,1.3102112,-12.083954,-8.944458,-0.4885559,-6.193695,2.4283752,-2.2783203,-13.112305
1965-12-01,-5.998474,0.3333435,-14.186951,-10.090485,-1.2583618,-8.621521,1.7583923,-3.8933716,-17.515533
1966-01-01,-7.671112,-0.08905029,-16.566345,-12.945496,-2.5000916,-11.017609,1.188324,-5.1486206,-22.243164
1966-02-01,-8.606262,-0.4538269,-18.120758,-14.920013,-3.0993652,-12.540741,0.9864197,-5.436249,-23.402222
1966-03-01,-8.251312,-0.76205444,-17.991241,-14.774353,-2.4403381,-11.603851,1.1083679,-4.609314,-23.056885
