,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9
1965-01-01,-2.755172556403597e-05,4.82671282497904e-05,1.0572312277590883e-05,-5.245399532011814e-06,-3.366180286500078e-05,1.3748937514416564e-05,6.051488481916306e-05,-5.1174262038190274e-05,-1.973518616675089e-05
1965-02-01,-2.2995358389767925e-05,5.5641788776483736e-05,7.332058706030604e-06,-3.9516032125498495e-06,-3.149020877046983e-05,-7.809646398354311e-06,6.271018763782638e-05,-4.6768967037608556e-05,-2.3785842510430182e-05
1965-03-01,-2.6126809777943875e-05,7.598105185024906e-05,6.819562284516919e-06,-4.6654330769039616e-06,-3.42458957342208e-05,9.900627230221983e-06,5.677952353058883e-05,-4.248883250021698e-05,-1.817813881643815e-05
1965-04-01,-1.5043297324035714e-05,4.678112475176022e-05,2.6306424106351957e-06,-5.286969440021494e-06,-1.6863425475427173e-05,-3.0372353605690434e-06,3.433133537239372e-05,-3.073943424589323e-05,-1.9588154979525523e-05
1965-05-01,3.601908396316891e-06,-3.620644122293015e-05,-6.960234054211367e-07,2.775617562949467e-07,-8.06064274232559e-06,-3.306920353636434e-05,2.5071960585702938e-05,-2.771566694438941e-05,-3.434968978884475e-05
1965-06-01,-5.402619379191358e-07,1.7430403431717423e-05,-8.665607073850533e-07,-5.716156042328496e-07,-2.6373027780414625e-06,-3.035534064110834e-05,2.3176615774523605e-05,-2.426912627785126e-05,-3.726618539682629e-05
1965-07-01,3.926425424502728e-06,1.1216381778922369e-05,-7.371015502504749e-06,-8.375871453204633e-07,7.051144614668143e-06,-4.141913363820918e-05,1.1739325045931676e-05,-1.0924721804118375e-05,-2.7055868182894e-05
1965-08-01,-3.2055196675546392e-06,-1.7346991398881073e-05,-1.8878395535402505e-06,-3.5348351603816913e-06,-1.572308080290306e-07,-2.182218200427347e-05,-1.1779433762279862e-05,-5.6167502512275505e-06,-1.8025540763725683e-05
1965-09-01,1.555452876882704e-06,-4.211963471334457e-05,-3.5981376551179394e-06,-5.662447064322704e-06,4.567856277889674e-07,-4.307549672722373e-05,1.3624083116954398e-05,-8.757785963098286e-06,-3.107621561563671e-05
1965-10-01,-2.59796434711163e-06,-5.703455485672748e-05,1.8621184269032313e-06,1.5827614182247394e-06,-1.0603596333374965e-05,-2.472978892564286e-05,9.577727879088078e-06,-2.0618379564369276e-05,-2.266375721167909e-05
1965-11-01,-4.126868738180225e-06,-2.8683552955044433e-05,2.9355110392559806e-06,6.613463988792824e-06,-1.4750350319573813e-05,-3.1639438886832936e-05,1.727637426506035e-05,-4.062748163190777e-05,-3.082502265291017e-05
1965-12-01,-1.3432750687361924e-05,1.7082311387639493e-05,8.515918176579388e-06,4.140461050560084e-06,-2.7855401666028244e-05,-1.252352441432387e-05,4.767968298770806e-05,-5.8957791155150444e-05,-4.0247190706092326e-05
1966-01-01,-2.876850721506463e-05,7.446798804267019e-05,1.3617365228538532e-05,-4.899236058817122e-06,-3.847809482618353e-05,3.974550314264239e-06,5.963732890938068e-05,-6.027406086034786e-05,-3.346542219636225e-05
1966-02-01,-2.1844105086514543e-05,-1.189803597867467e-05,8.402538453441928e-06,-8.29109896787688e-06,-2.5633003966043324e-05,-1.2744331321473944e-05,2.39417270832502e-05,-3.8495062863848245e-05,-1.5875816454051044e-05
1966-03-01,-1.1396367449006143e-05,3.723462782545539e-05,4.987991270726025e-06,-8.136561922987716e-06,-1.7469838113215766e-05,-1.7779493213137836e-05,4.243572287278523e-05,-3.5914966317180253e-05,-3.2059972454590024e-05
1966-04-01,-8.696608466514173e-06,2.8113052508160763e-05,3.270451357616046e-06,-3.2068660023772586e-06,-1.4707008413609748e-05,-1.6108807748033932e-05,1.9171074665969283e-05,-3.4578390393737486e-05,-2.9040694471405004e-05
1966-05-01,1.7090534859815932e-06,-3.0230470571268597e-06,-7.805779709613002e-07,-4.577888843313202e-06,-7.383685980629976e-06,-1.5635769809055743e-05,1.7402934889371576e-05,-2.194696242860608e-05,-2.1488489210241823e-05
1966-06-01,-3.882304121898564e-06,1.9187362454431423e-05,-1.7054814224407688e-06,-3.976251150561438e-06,-8.24855715749641e-06,-2.380976140903797e-05,2.625315684737161e-05,-2.4218703541779316e-05,-3.147259803881752e-05
1966-07-01,-3.2780444151464254e-06,-3.21633024213952e-05,-3.878349930410352e-06,-3.0789386250439243e-06,1.71148408747247e-07,-3.597459518849584e-05,3.6364183859227417e-07,-6.443273238031767e-06,-2.0635440023397678e-05
1966-08-01,-1.083734429409903e-05,-3.5785174645752704e-05,-2.6725208062222124e-06,-8.09270217258826e-06,7.269913797718915e-07,-1.157008054655134e-05,-2.2839807703659485e-05,4.1641713393731224e-06,-1.8541444527879018e-06
1966-09-01,-4.34978588958477e-06,-7.437753311023698e-05,-4.0049979483049195e-06,-8.503162184246725e-06,1.3960796512575643e-06,-3.632263932169215e-05,-4.87680874978584e-06,2.887153982555901e-06,-1.4474401647627626e-05
1966-10-01,9.910437614455645e-07,-6.8588768442623405e-06,-1.4502847048487652e-06,-1.1633822794010484e-07,-1.1230311198668345e-05,-2.7379614732039737e-05,2.829358602800157e-05,-2.6662778159684072e-05,-3.05026882566987e-05
1966-11-01,-5.0136529099574066e-06,5.996026786192488e-07,2.86339707625456e-06,3.6787791183693725e-06,-1.8105891311432982e-05,-2.4733255832827472e-05,2.950882622915343e-05,-4.336267850773696e-05,-3.985596777056344e-05
1966-12-01,-1.822231826706423e-05,2.5695220529087237e-05,8.446752705732623e-06,2.035784676637478e-06,-3.1443201985151156e-05,-1.2303033664855841e-05,3.614338599684898e-05,-5.8073111666509736e-05,-4.753397130722685e-05
1967-01-01,-1.7807506679435124e-05,4.747709567709535e-05,1.2970572947458902e-05,1.4855059602167685e-06,-3.140437552823462e-05,-1.3716692679043349e-05,5.732839692826951e-05,-5.9280067104667134e-05,-4.470846685459644e-05
1967-02-01,-2.4821644624576857e-05,3.464220981186372e-05,8.628434199994779e-06,-5.07032938104304e-06,-2.887293921445798e-05,2.763137477554015e-06,4.3199365680310425e-05,-4.69076859679682e-05,-2.0309238379923045e-05
1967-03-01,-1.6073498373458042e-05,9.592967131766272e-06,7.652423090816305e-06,-1.769440890105519e-06,-2.252281646319652e-05,-5.586310267279346e-06,3.8094265441830474e-05,-3.44025325970366e-05,-2.5657641344878357e-05
1967-04-01,-3.0918950780359724e-06,2.5093120825658843e-05,1.9313389523024622e-06,2.8241860011096128e-06,-1.2817082266260962e-05,-1.899483582487197e-05,2.5450989175247167e-05,-2.944968680542213e-05,-2.5509153071349527e-05
1967-05-01,-6.150116114738802e-06,4.051258173376482e-06,-1.040933579082468e-06,-3.8271015985931935e-06,-7.79009368811721e-06,-9.270527135370122e-06,1.5881397946320315e-05,-1.4380334680306707e-05,-1.9054918235876055e-05
1967-06-01,-2.7456072067983113e-06,1.7739407098815718e-05,-2.5456483694091426e-06,4.117930687799445e-08,-6.179750695518008e-06,-1.6107388286660095e-05,2.157143970224552e-05,-2.5818772323523612e-05,-2.885853215654303e-05
1967-07-01,-4.1259588707347215e-06,-3.208031955637125e-05,-4.418034318981702e-06,-6.391852972834992e-06,3.2261279019122145e-06,-2.4338582772456685e-05,7.693905090269344e-07,2.989183328211836e-06,-1.12769148093624e-05
1967-08-01,-5.563826010477554e-06,-3.167799889070011e-05,-5.148173062813109e-06,-5.481390038160802e-06,1.8568717793423787e-06,-1.6311681368582263e-05,-1.597656880288169e-05,9.476101817759067e-07,-3.853944718912317e-06
1967-09-01,-6.747035006467696e-06,-6.037433877281728e-05,-3.945984311760928e-06,-9.537861463589556e-06,6.084433088815299e-06,-3.680097939823532e-05,-2.5817643091147882e-06,1.3419073988748446e-06,-1.677156168019186e-05
1967-10-01,1.2334184151261638e-06,-4.6151123456183996e-05,-6.30801957147693e-07,1.904049737630784e-06,-4.684174725721086e-06,-5.4342849796826375e-05,1.7319065059049668e-05,-1.9135504422033242e-05,-4.182932495192897e-05
