,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9,mgv850_cluster10,mgv850_cluster11
1965-01-01,0.10846758,0.26844627,0.105965614,0.16542412,0.035910606,-0.29655656,0.05901699,-0.25328726,0.048567582,-0.021487474,-0.4633053
1965-02-01,0.016777897,0.10508256,0.29228848,0.29655653,-0.07034936,-0.25681943,0.002207613,0.077708125,-0.1215661,0.101256035,-0.2813976
1965-03-01,0.030317951,0.04694867,0.21458039,0.26035166,-0.08845186,-0.23091674,-0.10464106,-0.22635433,0.2858128,-0.16748457,-0.2164936
1965-04-01,-0.069319166,-0.04459388,0.14437814,0.035763405,0.36484545,0.063285016,-0.12524548,-0.12657003,-0.16218624,-0.091101006,-0.12774745
1965-05-01,-0.11980002,-0.22164476,0.018102456,0.012068296,-0.09978428,0.022664856,-0.21458037,0.106995866,0.03782382,-0.27418607,-0.003532195
1965-06-01,0.07800245,-0.16233341,-0.025314022,-0.073145725,0.328935,0.163658,-0.349245,0.17307718,-0.13510618,-0.12789461,-0.10508259
1965-07-01,0.08153467,-0.242102,0.33879566,0.101991914,-0.03267274,0.12833615,-0.36087182,0.024136592,0.17322436,-0.17322436,-0.12244916
1965-08-01,0.33805975,-0.08285923,0.04297495,0.21031237,0.072851375,0.27403888,-0.29802832,-0.089334905,0.005003929,-0.621665,-0.052394103
1965-09-01,0.5391001,-0.002943492,-0.011479616,0.12701157,0.0260499,0.17013368,-0.19132683,-0.14364228,-0.017955279,-0.53012246,-0.05092237
1965-10-01,0.61607236,0.0604887,-0.507752,0.24033594,-0.01839676,0.16174476,-0.17145829,-0.12760028,0.08021009,-0.2940546,0.017660927
1965-11-01,0.6608134,0.13319293,0.018544007,0.090512276,0.002207613,0.15011796,-0.100961685,-0.04959779,0.05533762,-0.22826758,-0.1125885
1965-12-01,0.22517693,0.092572734,-0.078149654,0.22561848,0.19471183,-0.45315018,0.037823845,-0.20280643,-0.09404447,-0.3414448,-0.0030906678
1966-01-01,0.30973172,-0.059168767,-0.11515479,0.56839615,0.030814027,-0.30973175,-0.061194085,-0.2576517,0.2598217,-0.17388959,0.057288073
1966-02-01,0.24246168,0.0711761,-0.18213558,0.2773264,-0.09866281,-0.15218954,-0.001736021,-0.12354553,-0.08000078,0.071465395,0.262281
1966-03-01,0.09461212,0.059168767,0.23088832,0.05077808,-0.009982014,-0.11544414,-0.05092273,-0.010416007,-0.1825696,-0.041085433,-0.10734282
1966-04-01,0.06900611,-0.07942212,-0.22162962,0.4260439,-0.26213637,0.32275176,-0.1532022,-0.07638409,0.2243783,-0.17982092,-0.07537146
1966-05-01,0.29512042,-0.03443072,0.09837346,0.076239444,0.04730606,0.116022825,-0.14018218,-0.004050684,-0.025750685,-0.24795902,-0.009403348
1966-06-01,-0.0120073315,-0.29512042,-0.024159383,0.32448778,0.039349366,0.10922346,-0.31638643,-0.026474047,-0.07146542,-0.33635047,-0.028065348
1966-07-01,0.0034720183,-0.27168438,-0.013309384,0.2200383,0.13135752,0.119205475,-0.40390986,0.006365323,-0.07812009,-0.15927823,0.06625743
1966-08-01,0.3816312,-0.04991007,0.08376217,0.14162883,0.06857209,0.23783234,-0.30148575,-0.15768686,-0.09721615,-0.5014154,0.39985925
1966-09-01,0.56391144,-0.003616667,0.10387087,0.08419611,0.32333046,0.31754377,-0.19891694,-0.0603261,0.076239444,-0.2719737,-0.01142869
1966-10-01,0.5626095,0.061628103,-0.12166481,0.12976614,-0.19602361,0.22351031,-0.17128555,0.010705352,0.17678294,-0.45772594,-0.0028933524
1966-11-01,0.5540741,0.244487,-0.06423211,0.48145136,0.07074213,0.06466608,-0.041519403,0.17171955,-0.04311075,-0.39841253,-0.2909251
1966-12-01,0.33779708,0.1550829,0.07884345,-0.17171958,0.1069088,-0.099820115,0.004340029,0.0011573315,0.081302784,-0.04354472,0.21049032
1967-01-01,0.38717785,0.17385533,0.08143224,0.40033355,-0.016319763,-0.17635326,0.02181518,-0.16020003,0.28026682,-0.2507913,0.0021648644
1967-02-01,0.24546242,-0.02331394,-0.040299796,0.14854307,-0.007327241,-0.10707758,-0.06378026,-0.1873441,0.17019172,-0.10924244,-0.013488817
1967-03-01,0.065112494,-0.0056619523,0.33488804,0.023980046,-0.08026655,-0.21881792,-0.028476309,-0.18418005,-0.16153225,-0.11723578,-0.059283994
1967-04-01,-0.032972574,-0.014154887,0.20982537,-0.17252311,0.096586324,0.055120803,-0.1280601,0.0669443,-0.299251,-0.18567882,-0.07393849
1967-05-01,-0.05045805,-0.25328928,-0.1357204,0.121232465,0.107410625,0.08326404,-0.25162396,-0.037801873,-0.20599528,-0.25328922,-0.039633654
1967-06-01,0.119234145,-0.22697783,-0.19184037,0.11906757,0.6303088,0.027144074,-0.29209033,0.0009991645,-0.081099175,-0.1325564,0.009159088
1967-07-01,-0.04779353,-0.32622856,-0.27410525,0.0053288937,0.1563699,0.089925185,-0.40832692,0.06161537,-0.107077554,-0.27227345,-0.055620383
1967-08-01,0.025978375,-0.2398005,0.055953454,0.10324742,0.29708615,0.21332249,-0.30841008,-0.07593684,-0.017651986,-0.28576222,-0.1047462
1967-09-01,0.25695285,-0.064612925,-0.23447156,0.033971738,0.21615347,0.14421335,-0.25395533,-0.08992519,0.10507922,-0.3460454,-0.041632034
1967-10-01,0.6732731,0.18201521,-0.23563726,0.46711135,0.14138237,0.038967587,-0.08393016,0.015154076,0.08709421,-0.20749402,-0.15936737
1967-11-01,0.28409696,0.02298088,0.08509586,0.2957539,0.07010833,0.09458797,-0.04796009,-0.081099175,0.035470486,-0.14804348,-0.19167385
1967-12-01,-0.031473815,0.14288111,0.20466304,0.21848488,0.16669463,-0.19317259,0.03680271,0.036636185,0.0076602935,-0.13238983,-0.31673646
1968-01-01,0.048273493,0.09994457,0.060306452,0.17100993,0.3401795,-0.16959432,0.010475779,-0.27803275,-0.121887065,-0.0668185,0.031002617
1968-02-01,0.20781675,0.19351871,-0.108438395,-0.19776568,-0.00014157295,-0.33720672,0.0066535235,-0.31512263,-0.17483225,-0.16336548,0.05761676
1968-03-01,-0.21093115,0.011749864,0.10857997,0.054927062,0.062146854,-0.031710457,0.035532713,0.23513868,-0.04912288,-0.06851728,0.029586982
