,r800_cluster1,r800_cluster2,r800_cluster3,r800_cluster4,r800_cluster5,r800_cluster6,r800_cluster7,r800_cluster8,r800_cluster9,r800_cluster10,r800_cluster11
1965-01-01,95.59755961100261,131.13043043348523,115.30182050622027,88.55082194010417,122.1095852735566,71.93031819661458,60.21435328892299,106.35700225830078,93.1674812413469,98.41715494791666,55.39029208096591
1965-02-01,93.73863220214844,125.73053925125686,118.30025548520295,89.15662217414243,122.22204440977517,73.54024759928386,69.61036137172154,98.00963768592247,80.99378754821005,113.33525241949619,66.17636247114702
1965-03-01,137.72994147406683,129.3789475052445,125.85467462954313,85.11159611844468,148.5410271621332,74.03994750976562,64.50788225446429,83.70530788715068,85.13118888758406,127.28932698567708,65.55494135076349
1965-04-01,80.40508694118924,132.87248964662905,128.0620409094769,81.96119988101653,113.81594029868522,72.04895528157552,75.62100546700614,93.12065564669095,88.24879127212718,149.48177826710236,74.06602339311078
1965-05-01,99.62622748480902,115.48352418122468,92.68630483876103,85.89631880836926,123.50792303317931,76.26730346679688,75.43054308210101,99.29166940542368,86.09860577160799,144.41446157602164,96.56917225230823
1965-06-01,105.90401543511284,113.41555913289388,128.00356823465097,78.28115704415859,137.07730363054975,76.60189310709636,81.53967721121653,112.7402745760404,75.10139368757416,160.96700032552081,106.80809714577414
1965-07-01,66.60598754882812,115.39077405576352,116.95376686427903,73.95256305563039,121.81114568942931,68.01699320475261,81.6887174333845,100.67289792574368,79.40280286571647,152.89101233849158,103.07900862260297
1965-08-01,94.73609924316406,116.29362459535952,102.59051115616508,73.68454330268948,112.33055300828887,61.83574930826823,78.46446446010044,75.34882472111629,85.94829704188093,147.4779569185697,106.81175231933592
1965-09-01,84.10423278808594,107.07918802897134,100.48904418945312,63.14303080240885,95.0673545279154,58.489349365234375,70.34172058105469,90.77460215641902,83.77906702741791,124.18336134690504,87.22101384943181
1965-10-01,86.05513678656683,106.46775916770652,96.93403658659561,67.16158198214126,89.2673399390244,62.06041463216146,61.06176103864398,84.49692359337439,93.86932759345332,87.07195184169672,73.39435924183238
1965-11-01,85.9235127766927,117.01613532172308,95.44577391251273,78.66489805024246,106.93287733124524,66.7728271484375,69.20997619628906,93.01928740281325,98.122956481161,112.80476496769832,78.06709289550781
1965-12-01,117.09871927897134,124.83562540124963,91.00923123567,89.58267562690823,96.44724217856803,72.16879781087239,60.50168718610492,83.34709314199594,93.14109705671478,97.94968825120192,76.02909434925425
1966-01-01,127.30483161078558,121.10743346037687,102.48453720756198,85.99442229873833,100.47699532857756,68.50622049967448,65.40483747209822,101.18592335627629,96.31728160230419,83.02460694924379,65.9887764670632
1966-02-01,124.77460225423177,130.0920769020363,113.37454422660495,89.23880916902388,146.16650837223705,82.09621683756511,59.21336037772043,96.35780041034404,89.51261496242088,118.37898645645532,70.3669669411399
1966-03-01,94.48106553819444,130.10921478271484,109.4060814898947,86.78388047492368,139.64325509420257,64.55194600423177,62.50516619001117,91.06766627385066,85.50418902047072,117.952640240009,63.75354420055042
1966-04-01,103.51441277398003,118.3347913953993,122.08563763162364,84.92760493837554,146.04059545005242,71.61112976074219,70.52525656563895,102.89294169499324,92.56438243238232,122.98375643216646,84.2475752397017
1966-05-01,93.55206807454427,111.42180760701497,134.35045325237772,82.22919332570044,139.19954997737233,70.5165506998698,81.81768689836775,107.53989586463341,83.73031616210938,135.45746436485877,82.4464347145774
1966-06-01,101.99593438042534,116.08150270250108,113.88096187425695,80.48542943494073,135.05284379168256,71.53255208333333,75.9564699445452,98.72730695284329,80.56047656868077,137.80209467961237,101.50991266424005
1966-07-01,77.09940592447917,111.11348116839373,115.29175302256708,79.87333275805945,110.64988113031156,65.59697977701823,73.24073791503906,97.56280458890474,85.20372608039952,137.92417477338742,94.11649530584161
1966-08-01,98.50447760687933,108.48559273613823,105.8997112771739,83.01974767926096,102.74969891804021,64.15247090657552,70.88093893868583,88.1894771869366,84.19404814514932,146.7217274201222,88.60746903852983
1966-09-01,80.75809054904514,101.95941925048828,104.26581009574558,70.23175557454427,85.18109205292492,58.73749796549479,70.62628609793528,88.85421752929688,85.14100086839893,119.5090562869341,89.79704423384233
1966-10-01,86.91663106282552,95.84451604772497,87.59880895199983,76.82603857983118,105.56426629787539,53.883402506510414,68.82066999162947,82.59209852952223,91.96147677264635,102.08744146885016,70.47633777965198
1966-11-01,87.11636861165364,103.52198636090313,105.98030090332031,82.23193815384788,111.3622339760385,63.474446614583336,76.65903363909041,88.48904096163236,93.80918092365506,93.26051565317007,69.98859752308238
1966-12-01,92.82443576388889,123.9153261537905,109.91021861200747,87.35996991738506,120.35134478313168,70.67981974283855,62.25967407226563,100.36177268395056,91.25300540199763,106.93787794846754,62.196967385031954
1967-01-01,121.72648111979166,122.62896785029658,97.53288600755774,86.68667146529275,134.87025005061452,73.441162109375,54.05586787632534,91.8404432443472,89.91013538988331,100.46407259427583,59.97873479669744
1967-02-01,155.68868001302084,125.22833788836444,114.67824189559272,89.9303918597342,144.1193371284299,70.7010498046875,58.88129098074777,104.47020897498497,79.25810512108139,119.8238274989984,72.30567238547584
