,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11
1965-01-01,0.029464994727725714,-0.12897169933869287,-0.018561652348357806,-0.013604272409515866,0.005156203405931592,-0.03265492204162809,-0.03672138601541519,-0.14068783660020145,-0.035719803418032825,0.02247302356777312,-0.12106659229506146
1965-02-01,0.013625742474072416,-0.1782000781251834,0.026258096403005173,0.011101678424214913,-0.02807476673244445,-0.017263624173255613,-0.04252058267593384,-0.21985708070652824,-0.03007759223692119,0.012245068114392365,-0.10169965469024399
1965-03-01,0.03820108643300097,-0.09209655511837739,0.06016945960570355,0.026006693557157356,0.008979344101668882,-0.05259948472181956,-0.029255578915278118,-0.15740050002932546,0.016945383686106652,0.016084365263769898,-0.12080168182199652
1965-04-01,-0.033144912564418684,0.0001590454653174115,0.011185680192952253,0.03749960244207059,0.009644257428109154,0.03548198506052111,-0.04949867228666941,-0.06996283440717628,-0.040673743933439255,0.04774721079989325,-0.05624605427411469
1965-05-01,0.005415665366175309,-0.06186803802847862,0.04492424124357652,0.04573401568804757,-0.01289532106169615,0.0258395356344588,0.010832970341046652,-0.1856566672878606,-0.01243328588316217,0.05697178878361665,-0.059574762020598755
1965-06-01,-0.01786647653076011,0.027780596596690323,0.0424536439229031,0.0812394702333515,-0.0027953619656945804,0.02638112845612161,0.04421814282735189,0.001561147967419986,0.020789507834706455,0.033692930695376815,-0.048505104231563484
1965-07-01,0.014620649457817348,0.10133377061440395,0.05699622691894064,0.07446569280099061,-0.003973746379791213,0.035025669192826306,0.018196139484643936,-0.011457125323691537,0.018187407113146037,0.07003217558317547,0.032707674174823544
1965-08-01,0.055433673338151315,-0.012456942707873307,0.10049508846535975,0.042438330286640236,-0.0182480049080962,0.02029686936257798,0.037712340553601585,-0.2897355705499649,0.00777398599893786,0.08088082452363606,0.0186101956800981
1965-09-01,0.03008990955184883,0.06786827714397357,0.055051975104273586,0.06662347685482543,0.0005912312791367208,0.028585973713133067,0.03204801678657532,-0.09511642024985381,0.00365753767255228,0.06274570581279224,0.03613235682926395
1965-10-01,0.04538200585774973,0.05978571179394539,0.03547546434767392,0.027115027404437633,-0.02211685689774242,0.021350038824258025,0.021312624216079712,-0.21105672099760597,-0.04014692676719278,0.03512514684396454,0.018931421535936268
1965-11-01,0.03835733350313885,-0.015128998515697625,0.01656725356469349,0.044915730417785,-0.007496419773304312,0.015389585844528528,0.0031571993604302406,-0.2380964479276112,-0.05465096328407526,0.04529802105094813,-0.018417538905685597
1965-12-01,0.0193103137885181,-0.11256190303426522,0.032155158720454394,-0.004682496537343931,-0.008319661046247468,-0.02516685628596647,-0.0004409563262015581,-0.37821009755134577,-0.029404592351056635,0.03521038290066055,-0.14812311326915567
1966-01-01,0.03591503580691109,0.04183207996762716,-0.0005108613772697899,0.013753430823148309,0.00834669956306288,-0.023569132166880148,-0.0033737774938344955,-0.10762752166816165,-0.04014658625237644,0.014945099578250812,-0.16127716411243787
1966-02-01,0.038832646440452256,-0.0416078962958776,0.01425510652515353,-0.04594419151544571,-0.026559056175395477,-0.03624248467845681,-0.027411254743734997,-0.16842641468558991,-0.027211153064854443,0.026270020988923084,-0.18324877389452673
1966-03-01,-0.0009643821485183189,-0.0924461163007296,0.043393131725642145,0.03681194226620561,-0.010473170718909358,-0.00012254020498122698,-0.04297558466593424,-0.15993172835026467,-0.03768803726416081,0.03492363928994046,-0.1729668372056701
1966-04-01,0.04607892896927578,-0.12048848259907502,0.023343499597846245,-0.002449428094393116,0.017780306304550984,0.005417211947065812,-0.006049333761135737,-0.12320194925580705,-0.05546981701627374,0.029863424221926095,-0.11284512213685295
1966-05-01,0.013627594625446158,0.033897587742943026,0.04991609983298243,0.004903656051699388,0.015634429556402294,0.027682241282345334,0.03705265621344248,-0.06305671829198087,0.010505563841434196,0.0302912148682377,-0.045312217182733795
1966-06-01,0.02737095658208283,-0.01786557169487843,0.10150930255043264,0.051280931901123566,0.014168670601096035,0.013696855325021861,0.040576753516991935,0.0044336230660389575,0.011410236038500443,0.02855244505254528,-0.06332156163724986
1966-07-01,0.047365597016374834,0.01643827507415643,0.045337987949653547,0.07283143951731214,-0.00523892269769976,0.032688907267134866,0.03258103628953298,-0.13366940298250743,-0.010381203173892573,0.045652366891691956,-0.03936960446563634
1966-08-01,0.01923416045979715,0.04689965325479324,0.0865403334705197,0.0588521929615635,0.0024017000432349435,0.025990347803374867,0.025701651970545452,-0.21629813792450087,0.013696329551748931,0.05679025868826274,-0.04006559452549978
1966-09-01,0.04946075274910726,0.0821164665886989,0.051134767733058153,0.05808371608540164,-0.0019092128173378875,0.019304721075811503,0.0315343514084816,-0.15413522986429076,-0.004028011608170345,0.04809099379219586,-0.014670056671920147
1966-10-01,0.03338823436011731,0.0341640104754613,0.041104416001816184,0.06635875393778591,0.006354565555152815,0.017930805269214842,0.03157009929418564,-0.16981359305126326,-0.029702624306082726,0.023995262063756774,-0.08876737715168433
1966-11-01,0.020444504654323552,-0.06005016442101735,0.03377531788178853,0.014608541219416312,0.008653406215416007,-0.0010290340503194817,0.021292974551518757,-0.11702612308519227,-0.015183597861323506,0.018401178708182104,-0.11764157732779329
1966-12-01,0.018382161645822123,-0.14080306371817222,0.0008537379991529244,0.00862317728036541,0.013367281764868863,-0.005580181899813958,-0.015422731637954712,-0.2281691612941878,-0.005398218854679726,0.018411905422240873,-0.2319241619922898
1967-01-01,0.040927078102675964,0.004971175132176051,-0.0018854347551811716,-0.013111028978127545,0.006602112057595706,-0.052223409767504086,-0.021077523628870647,-0.24622229060956408,-0.01693492813501507,0.03238095182783996,-0.21288879215717316
1967-02-01,0.037766494591471175,-0.19607821909280923,-0.018539213176284517,-0.021984336613598516,0.01508199979266352,-0.07194918062951829,-0.031418723364671074,-0.23989919573068616,-0.02345749962842092,0.031152207262908356,-0.11954063718969171
1967-03-01,0.04222234317534407,-0.012165581126912281,-0.036690631235132415,-0.02254931319315555,0.012246837785606049,-0.0249328965574135,-0.02445969233910243,0.008874873830271617,0.020425855473149568,0.02435554714897011,-0.11186211962591518
1967-04-01,-0.018111061514683172,-0.11681811884045601,0.025235565037143474,0.03427350104360257,-0.021468078686801857,0.03821775087235886,-0.021846162776152294,-0.049677145268235884,6.183889809108223e-05,0.03525327325244493,-0.09619073772972281
1967-05-01,-0.0008470708386264217,-0.0004786110926383676,0.0920835730372643,0.021644056601039435,-0.01527247863844776,0.03139484029861144,0.022019758820533752,-0.05483216872172696,-0.016745500033721328,0.031059091509897496,-0.09109175510027191
1967-06-01,-0.006076974899206364,0.06309244065330578,0.10463631882959483,0.019847639536453507,-0.009940971797409137,0.06443773522789095,0.0327064593633016,-0.06275341313864503,-0.017463575932197273,0.0499784191952476,-0.015947288325564427
1967-07-01,0.018675103258918708,0.07233058747190696,0.07698418838637217,0.04451753161216186,0.009869299598099773,0.03750329538259977,0.029477111995220184,-0.1200093887746334,0.019586586859077215,0.05989278890664064,-0.012701926541260698
1967-08-01,0.04986170941675213,0.09238782983559828,0.10266516129581296,0.07954359180846457,0.01473766121405277,0.033793584616095926,0.035354996720949806,-0.059805012175015035,0.009608480468159541,0.07075491490997846,0.003480063275095414
