,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6,zgv500_cluster7,zgv500_cluster8,zgv500_cluster9,zgv500_cluster10,zgv500_cluster11
1965-01-01,-0.024136638,-0.013098526,0.08285923,-0.008830476,-0.20604424,0.18735313,0.28036737,-0.3161308,0.217671,-0.30067745,0.0030906678
1965-02-01,0.2063385,0.030170774,-0.5597045,0.13716659,-0.20501404,0.42165488,0.12892488,0.07579489,0.20368949,0.035763394,-0.20045161
1965-03-01,0.10449386,-0.05386586,0.04915626,0.11832829,0.32775754,0.5042197,0.0696135,0.13804968,-0.15306148,-0.28787327,0.12141891
1965-04-01,0.47051686,-0.037087977,-0.3511583,-0.18058309,-0.01898551,0.492593,0.23489037,0.023695087,0.7728132,-0.29331872,-0.13996296
1965-05-01,0.062696315,0.017513752,-0.3673475,0.061813306,-0.6138647,0.39045388,0.21973152,0.36543432,0.28713742,-0.66522866,-0.4413762
1965-06-01,-0.16630726,0.07903268,-0.5491079,-0.36778903,-0.042827796,0.2501966,0.1217133,-0.1033165,0.06078305,-0.20825188,0.114501715
1965-07-01,-0.05651498,0.040178634,-0.43284017,0.0075058937,0.38957083,0.6453601,0.15718237,-0.17822829,0.07344005,-0.08874621,-0.03649926
1965-08-01,-0.49112123,0.006475687,-0.32201776,0.47243005,0.21045947,0.49421185,0.12833615,0.21840692,0.10920353,-0.49553642,-0.1557105
1965-09-01,-0.20427819,-0.008241773,-0.26167622,0.09036513,-0.04694867,0.10022583,0.27992582,0.012509823,0.068436146,-0.64491856,-0.21296148
1965-10-01,-0.39148402,0.050922345,-0.39280862,0.077119425,0.002060437,0.39207277,0.0019132614,-0.15674083,0.062990665,-0.09948993,0.468162
1965-11-01,0.20427823,0.08212336,-1.2424469,-0.06475677,0.022223353,0.48023033,0.51908433,-0.25417033,0.07564764,-0.16866195,0.10066719
1965-12-01,0.11288285,-0.061813258,-0.23062241,0.17778674,-0.40472978,0.32967082,0.28993374,0.32039884,0.20501402,-0.5789844,-0.060047247
1966-01-01,0.2990264,-0.11110415,-0.28947842,-0.0882468,0.13352752,-0.22452302,-0.044846725,-0.43776193,-0.09793945,0.45266262,0.22264233
1966-02-01,-0.15522757,-0.003327322,-0.1819909,0.3162418,-0.24376369,0.24434236,0.13077883,0.027342033,0.49172267,0.037902735,-0.34691113
1966-03-01,0.3207264,-0.020687342,-0.3567485,-0.027052712,-0.14437751,0.13323817,-0.11197219,0.13323817,0.32275176,0.0541054,-0.2524437
1966-04-01,-0.24405298,-0.0510674,-0.097360805,0.15088758,-0.57548475,0.57345945,0.04050672,0.31204647,-0.0037613392,-0.2724077,0.050488733
1966-05-01,-0.09186344,0.01953001,-0.13020019,0.11949482,-0.45772594,-0.03298404,-0.1575422,0.06582341,0.08115812,-0.23696432,-0.0075226785
1966-06-01,-0.34199244,-0.024738025,0.08101344,0.19616827,0.001012659,0.37295118,-0.34112445,0.34112448,0.003761387,0.020397997,-0.29844776
1966-07-01,-0.21237096,-0.03804741,0.073635414,0.22061697,0.14567955,0.1291875,-0.03341806,-0.23725367,-0.06350875,0.048029374,0.017794013
1966-08-01,0.11732483,-0.05974741,-0.08969345,0.18372694,-0.04079604,-0.1782296,0.10271349,0.14018217,0.062351417,-0.27645835,0.0072333813
1966-09-01,-0.21034563,-0.07783079,0.088391446,-0.076962754,-0.054250073,0.24304032,0.14162883,0.03746872,0.10907881,-0.007812023,0.014611339
1966-10-01,-0.09027211,-0.0075226785,-0.4619213,0.016492033,0.07985611,0.3064044,0.060036756,-0.11616747,-0.14090553,-0.08405147,0.23913431
1966-11-01,-0.04412346,0.024738025,-0.09085083,-0.052948095,0.03255,0.21613231,-0.18141225,0.11052549,-0.04788475,-0.32593444,-0.07826476
1966-12-01,0.0788434,0.076239444,0.014177322,-0.23609631,0.09374414,0.073056795,0.34575382,-0.0018806696,-0.019240666,-0.22119565,-0.26691037
1967-01-01,-0.022314757,-0.062448047,0.33205706,-0.042131625,0.075603746,0.4076608,0.08193183,-0.47860178,-0.19650318,0.04246465,-0.12656136
