,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1011.5808,1013.6403,1015.6658,1010.77704,1010.41046,1012.93085,1018.94586,1018.77466,1016.2382,1022.93164
1965-02-01,1010.2796,1013.6682,1013.3569,1010.8484,1008.93695,1014.2419,1016.0044,1017.4934,1015.1746,1019.87915
1965-03-01,1012.2846,1015.40155,1013.52313,1011.7829,1010.3882,1015.6943,1015.69806,1019.47424,1016.28156,1019.2993
1965-04-01,1013.4146,1015.67444,1011.3606,1011.33826,1010.23315,1015.75446,1016.5204,1020.5719,1015.01337,1012.25305
1965-05-01,1016.35046,1018.78705,1007.37915,1011.60187,1009.7556,1015.1746,1015.9219,1021.6969,1015.4096,1010.1692
1965-06-01,1018.993,1020.1018,1003.39954,1014.2159,1011.33704,1017.1591,1016.0316,1021.76447,1014.19666,1007.34814
1965-07-01,1019.2572,1020.29596,1001.72943,1014.13586,1011.1268,1015.3892,1018.5669,1020.358,1012.65674,1003.0318
1965-08-01,1018.255,1019.0227,1004.9797,1013.83875,1010.65985,1014.7597,1017.90643,1020.12726,1011.6199,1007.456
1965-09-01,1017.43756,1018.60596,1008.1252,1013.4437,1011.1063,1013.83875,1016.2239,1022.3437,1012.4087,1013.51135
1965-10-01,1015.90326,1018.2308,1011.56714,1012.18787,1010.7095,1013.9783,1018.35547,1020.7703,1013.9082,1017.9467
1965-11-01,1014.6115,1017.0401,1014.19104,1011.41266,1010.71124,1014.4112,1018.89,1020.8615,1017.13745,1021.9648
1965-12-01,1012.6691,1015.7793,1014.59906,1011.3494,1009.50195,1016.22327,1018.05096,1020.01685,1017.60565,1026.2228
1966-01-01,1013.1856,1015.0145,1016.1079,1011.16595,1011.4807,1015.783,1017.06555,1019.20166,1017.61945,1023.5829
1966-02-01,1011.44507,1015.4501,1014.1001,1011.4838,1010.36224,1014.30225,1017.16125,1019.2974,1017.61383,1019.37506
1966-03-01,1012.67804,1014.6796,1012.4634,1010.85547,1009.81464,1016.0566,1017.6545,1019.7068,1016.9741,1013.08044
1966-04-01,1014.0731,1015.1753,1010.37164,1011.1196,1009.51544,1015.937,1016.2193,1020.34705,1015.0809,1011.87445
1966-05-01,1016.6555,1017.50806,1007.9332,1011.7442,1010.617,1015.71674,1016.4246,1022.66156,1014.6646,1011.3906
1966-06-01,1018.59265,1019.2449,1002.426,1012.52966,1011.41125,1016.6912,1017.05743,1020.98486,1014.6552,1006.38727
1966-07-01,1018.0682,1021.1507,1000.9458,1013.2933,1010.1933,1015.343,1017.71204,1021.3854,1012.8007,1003.5745
1966-08-01,1017.41974,1020.0848,1003.59515,1013.8041,1010.4662,1014.84485,1018.0275,1022.2698,1010.6339,1006.38354
1966-09-01,1016.78204,1019.5397,1007.70416,1013.5355,1010.72845,1014.4618,1016.8897,1021.7271,1012.03845,1014.98944
1966-10-01,1015.32806,1017.4492,1011.11835,1011.9495,1010.4643,1014.6596,1017.4467,1021.54065,1011.3781,1018.5483
1966-11-01,1013.0436,1015.9214,1012.3727,1010.25775,1009.60864,1013.5098,1019.8013,1019.3638,1012.0466,1022.7123
1966-12-01,1010.8248,1013.3002,1013.7815,1009.5924,1008.68243,1015.6861,1018.06006,1018.31854,1014.40356,1023.65356
1967-01-01,1011.02313,1014.0554,1016.45056,1010.4956,1009.3782,1015.70026,1018.6142,1018.1571,1018.01416,1029.432
1967-02-01,1010.8809,1013.58154,1014.26794,1010.7445,1009.38696,1016.3272,1017.9946,1018.9306,1017.2218,1025.1206
1967-03-01,1010.5312,1014.5299,1011.1639,1010.7728,1009.9812,1014.5371,1017.8691,1019.4501,1016.6428,1016.8176
1967-04-01,1012.47284,1016.52673,1011.02673,1011.4367,1010.37665,1014.4218,1016.76904,1020.21704,1013.51556,1014.1722
1967-05-01,1015.16846,1017.64923,1007.00555,1012.07306,1009.64813,1015.81714,1016.8794,1019.70557,1014.9079,1007.8131
1967-06-01,1016.9214,1020.37524,1001.4991,1012.8647,1009.71783,1014.9551,1015.75903,1022.8814,1014.37897,1004.66626
1967-07-01,1017.53314,1021.452,999.6502,1013.95667,1010.25397,1014.78314,1018.9995,1020.9992,1013.2355,1002.58307
1967-08-01,1018.51337,1020.6662,1001.5977,1014.5466,1010.5552,1014.839,1018.0664,1022.11597,1011.7102,1004.04736
