,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1965-01-01,-0.4618225,-4.998871,-4.31131,-1.9137878,-1.2017822,-14.7291565,2.4077148,-7.60495,2.0030518,-9.333862
1965-02-01,0.63552856,-4.408478,-5.831543,-1.4201965,-1.5509338,-16.92694,1.5845337,-9.042358,2.0386047,-9.221985
1965-03-01,0.9873657,-5.2286987,-6.0928955,-1.8771667,-1.2654419,-18.231659,1.8555603,-9.4079895,2.4598083,-9.858551
1965-04-01,0.06808472,-6.59906,-5.662506,-2.6861877,-1.2506714,-17.954437,2.6058044,-8.862854,1.8743286,-11.266357
1965-05-01,-0.4907837,-7.2846375,-3.9819946,-4.020935,-0.6643982,-15.808899,3.1556396,-7.246704,1.6313171,-12.612061
1965-06-01,-1.7566833,-7.866974,-1.8045654,-4.568817,0.75109863,-12.960876,3.4330444,-5.5522766,0.76608276,-13.49176
1965-07-01,-3.090454,-8.881409,0.15777588,-5.383209,1.6985779,-9.363922,2.85318,-2.8404846,0.18121338,-13.635529
1965-08-01,-3.7356262,-9.387848,1.4051819,-5.958496,2.338745,-5.9555054,3.150055,-0.9728699,-0.12612915,-13.540222
1965-09-01,-3.234436,-9.767334,0.934906,-6.4951477,2.7835693,-5.2821655,3.0604858,-1.3573303,0.0068359375,-13.501556
1965-10-01,-2.6598206,-9.683197,-0.14505005,-5.571747,2.19458,-8.254181,3.2728577,-3.6781921,0.12539673,-13.569611
1965-11-01,-2.3798828,-9.180756,-1.7851257,-5.2244873,1.1717224,-11.150665,2.9704895,-6.3311768,0.8104553,-12.899506
1965-12-01,-1.0316772,-7.5980225,-2.8169556,-4.2544556,0.17330933,-12.6979065,2.712555,-7.657898,1.4576416,-12.111633
1966-01-01,-0.42416382,-6.2134705,-4.786316,-2.8770447,-0.61932373,-15.5686035,2.3776855,-8.775787,2.1245117,-10.34613
1966-02-01,0.060577393,-5.754944,-5.9501038,-2.4689636,-1.3035278,-17.835297,1.859375,-10.095886,2.076233,-9.277435
1966-03-01,-0.083343506,-6.2639465,-6.0703125,-2.6844788,-1.7500305,-16.903534,2.1784058,-10.4062195,1.9706421,-9.892853
1966-04-01,0.14376831,-6.857849,-5.528015,-3.4039307,-1.4049377,-16.602295,2.4408264,-10.368744,1.7701111,-11.0914
1966-05-01,-0.6954956,-8.041016,-4.639557,-3.8508606,-0.85079956,-15.00177,3.4472961,-8.266449,1.466919,-12.209015
1966-06-01,-1.4364929,-8.937866,-2.8626404,-5.2882996,0.19036865,-12.567749,3.2549438,-6.654419,1.0602722,-13.314606
1966-07-01,-3.1629333,-9.010712,-0.8835449,-6.6259155,1.2844238,-9.082825,3.0706177,-3.3944092,0.23348999,-13.273499
1966-08-01,-3.3518066,-9.437103,0.40115356,-6.5455017,2.47229,-3.6896667,3.3795166,-1.8459778,-0.027008057,-13.537506
1966-09-01,-3.4457397,-9.568878,1.2366028,-6.8835144,3.0238342,-3.9334106,3.0989685,-2.2914124,-0.150177,-13.57196
1966-10-01,-3.0570679,-9.225586,0.43618774,-6.194763,2.5748901,-6.4756775,2.820984,-3.9269714,0.31011963,-13.386993
1966-11-01,-2.0153503,-8.187408,-1.7496033,-5.6941833,1.5137024,-9.292816,2.9443665,-6.296814,1.0401611,-12.282776
1966-12-01,-0.8703613,-6.6046753,-3.7569275,-4.0131226,0.09234619,-12.414642,2.2456665,-7.661682,1.8180237,-11.254242
1967-01-01,-0.29574585,-5.736206,-4.9439087,-2.203888,-0.9929199,-14.619843,1.7045288,-8.4461975,2.1898499,-9.657684
1967-02-01,0.66433716,-4.97995,-5.4507446,-1.3003845,-1.5452881,-16.584564,1.6755066,-9.040649,2.553955,-8.6840515
1967-03-01,0.14868164,-5.860718,-5.3473816,-1.2185669,-1.4920349,-16.304413,2.2366028,-8.905731,2.3207397,-8.290741
1967-04-01,-0.49777222,-6.6919556,-5.036743,-2.2135925,-1.5710449,-15.02771,2.5422363,-8.281586,2.111023,-9.324799
