,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,27.427734,15.666199,17.819733,23.510895,24.2229,10.695526,21.113373,20.425812,27.832397,24.96286
1965-02-01,27.72113,16.377716,16.640167,24.26233,24.131592,8.755585,19.850983,21.274048,27.26706,26.318054
1965-03-01,28.239044,16.011475,16.371246,23.90207,24.513794,7.547577,19.68634,20.550537,27.634796,26.766602
1965-04-01,28.019012,14.572968,17.28183,23.458496,24.894012,8.190247,20.482178,19.545624,28.750488,26.212769
1965-05-01,27.674225,13.356018,18.796204,22.021973,25.37851,10.234009,22.060913,18.75827,29.198547,25.552124
1965-06-01,26.506653,12.697876,20.188293,21.171753,26.491669,12.779694,23.936005,17.873596,29.173615,23.983887
1965-07-01,25.651917,12.015808,22.630219,20.087494,27.169281,16.106781,25.628479,16.589294,28.323883,22.380249
1965-08-01,25.263733,12.669922,24.416992,19.431366,27.728607,19.434357,26.795044,16.002014,28.539917,21.654236
1965-09-01,25.477295,11.939453,24.113129,18.975311,28.254028,20.188293,26.405365,15.703125,28.530945,22.236023
1965-10-01,25.789642,12.100128,21.986053,20.092499,27.858826,17.410065,25.519196,15.981049,28.937103,23.004425
1965-11-01,26.599945,13.267181,19.458313,20.565002,26.961212,14.638824,24.004364,16.608734,28.75998,23.409607
1965-12-01,27.23413,15.237091,18.118591,21.522034,25.949799,13.078583,22.959534,18.178467,28.489044,24.744812
1966-01-01,27.967773,16.781555,17.067474,22.966217,25.223938,10.274658,21.056946,19.629791,28.220947,25.419098
1966-02-01,28.069153,17.809296,15.897034,23.523956,24.689392,8.157623,20.042816,20.237976,27.852295,26.053497
1966-03-01,28.034851,16.886444,15.6579895,23.37973,24.314178,9.160675,19.993896,19.800262,28.242615,25.980865
1966-04-01,28.046967,15.925781,15.908112,22.872925,24.871918,9.674561,20.74884,19.419006,28.717682,26.420624
1966-05-01,27.585022,14.917694,17.851654,22.267242,25.267303,11.116333,21.478546,18.077087,29.5654,25.422607
1966-06-01,26.9693,13.348328,19.254608,20.620728,26.099396,13.341278,23.046387,16.97116,29.16397,24.472534
1966-07-01,25.896667,12.551025,22.268768,19.037262,26.947601,16.580353,24.779633,16.652466,28.733795,22.500244
1966-08-01,25.381256,12.513214,23.562286,18.862762,27.880554,21.718597,25.809418,15.971161,28.78778,22.056458
1966-09-01,25.22293,12.4340515,23.081696,18.489594,28.396942,21.439697,26.60971,15.80423,28.472076,21.927368
1966-10-01,25.865906,12.641296,21.628815,19.361023,28.130676,19.080109,25.991974,16.3302,28.37677,22.498718
1966-11-01,26.7005,13.038696,19.363525,19.966156,27.174042,16.367523,23.910736,17.47293,28.604706,23.644989
1966-12-01,27.495758,15.615112,18.016052,21.664612,25.77008,13.263092,21.920807,19.07306,27.9234,24.807373
1967-01-01,27.830292,17.244354,17.194244,23.436554,24.647522,11.020599,20.696533,19.904236,27.34497,25.344696
1967-02-01,28.3266,17.971527,16.731995,24.47226,24.227356,9.18808,20.3219,20.792694,27.44815,26.436981
1967-03-01,28.250458,17.331482,17.023987,24.711151,24.437683,9.625305,20.582336,20.069,28.16632,26.0784
1967-04-01,28.228424,15.974243,17.835815,23.903809,24.546356,11.089691,21.080658,19.425446,28.659637,25.619629
1967-05-01,27.695068,13.982971,18.65216,22.121887,25.424316,13.337402,22.246582,18.248505,29.565125,24.607971
1967-06-01,27.034454,12.914215,20.734589,20.778656,26.270721,16.077423,24.037018,17.14267,28.646637,23.326355
1967-07-01,26.070892,12.681824,22.974792,19.453491,26.822632,19.311737,25.451355,16.095947,28.39972,22.19751
1967-08-01,25.279083,12.308716,24.241364,18.707764,27.444153,21.688171,26.516602,15.740356,28.5029,21.344604
1967-09-01,24.988586,11.580017,24.340027,19.180023,28.034119,21.872467,26.579224,15.495453,28.032623,21.549927
1967-10-01,25.520966,12.244598,22.570618,19.193542,27.915405,18.556,25.699768,16.129517,27.891876,22.145905
1967-11-01,26.16803,13.139587,20.496185,20.222748,27.157166,15.131866,24.15622,17.639984,28.140778,23.270782
1967-12-01,26.64383,14.1953125,18.805908,21.476807,25.752869,14.046082,22.51651,19.509064,27.700562,24.223846
1968-01-01,27.443512,15.6796875,17.505798,23.150787,24.809692,11.831116,21.386993,20.704437,27.49939,25.736603
1968-02-01,28.056824,16.62439,17.31189,24.185516,24.372955,10.234497,20.94629,20.470001,27.237244,26.073425
1968-03-01,27.9292,16.831635,17.05716,23.702759,24.066803,9.417419,20.822632,20.161346,27.393066,25.87262
1968-04-01,28.139923,16.077362,17.322296,23.003876,24.62027,11.247955,21.608582,20.104462,28.082062,26.2406
1968-05-01,27.018646,15.101471,18.311493,21.743103,25.967102,13.339172,22.744202,18.421814,28.712189,24.941772
1968-06-01,26.124878,13.5251465,19.671692,21.331604,26.864807,16.363739,23.782898,16.600159,28.497528,23.227448
1968-07-01,25.50412,13.356995,21.458221,20.312714,27.648773,18.559814,25.430939,16.310791,28.107758,22.636383
1968-08-01,24.840363,12.698669,23.225952,19.952637,28.482697,22.776855,26.62442,15.651978,28.716125,21.899902
1968-09-01,24.995667,12.06308,23.34317,19.644989,28.560822,21.64569,26.86383,15.958649,28.544495,22.235748
1968-10-01,25.934448,13.063202,21.032867,20.138092,28.184418,18.7146,25.337463,15.880493,28.355072,22.87677
1968-11-01,26.632843,14.061798,18.716095,20.282532,27.63095,18.206146,23.931763,17.270844,28.61325,23.606812
1968-12-01,27.451416,15.346802,17.245117,22.276306,26.189667,15.903259,22.530548,19.19339,28.098877,24.77359
1969-01-01,27.903198,16.896484,16.438599,23.5448,25.34253,13.682587,20.777496,20.27707,27.70987,25.61325
