,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6,r400_cluster7,r400_cluster8,r400_cluster9,r400_cluster10
1965-01-01,42.958855,50.955708,31.861217,20.362263,44.781982,37.87114,22.662054,34.60491,19.834816,60.349796
1965-02-01,38.79335,62.76261,38.159435,19.721794,42.609955,56.891922,8.378452,29.052,14.239315,48.608414
1965-03-01,34.49189,51.090027,34.729404,23.035524,44.15953,48.863945,11.236809,34.511547,12.902683,55.475025
1965-04-01,41.707405,55.3489,34.198685,26.285372,52.18423,43.360172,13.480907,41.764732,11.510361,50.88691
1965-05-01,24.58346,55.958244,47.879494,22.699728,36.105347,50.503613,23.207516,31.15195,14.12793,38.71145
1965-06-01,9.869057,64.754456,46.745975,20.855309,25.135475,56.392323,74.402435,20.673489,9.462826,43.838478
1965-07-01,19.330303,61.63401,43.807354,30.178963,19.885597,58.110615,65.43096,26.981533,8.168781,33.256817
1965-08-01,14.021458,52.80668,40.179123,31.740004,22.35738,57.270306,69.61612,22.417988,6.8632736,36.755646
1965-09-01,23.485981,62.163094,35.759724,21.11248,20.683315,44.501877,67.085365,26.110102,7.996792,38.47066
1965-10-01,20.172253,44.80819,52.244835,24.801317,30.599936,45.180023,65.52269,31.97588,12.412914,37.661476
1965-11-01,29.592548,51.868088,48.646088,26.932392,51.54212,44.51007,31.679396,33.558212,23.754618,50.850876
1965-12-01,20.013363,54.37427,34.73104,15.993641,36.898155,50.210403,18.80122,30.573729,16.522724,51.02287
1966-01-01,27.614962,54.555206,45.20467,9.087902,43.40712,41.156494,20.915607,44.173748,16.62283,55.183937
1966-02-01,26.434654,52.22578,28.695133,19.756638,42.450073,40.061546,18.884953,23.031624,16.811615,56.902687
1966-03-01,20.562664,58.263573,40.879063,17.977146,43.82409,45.478817,30.399109,24.783207,23.502762,52.90376
1966-04-01,28.08446,55.32019,37.49573,17.954166,34.728,48.63889,28.485008,39.122555,12.049343,57.308163
1966-05-01,31.459581,54.597885,48.61755,26.907434,31.535095,48.067616,34.690243,36.59778,10.3962555,38.29355
1966-06-01,23.297562,59.333893,52.414562,27.404837,31.853565,58.54921,71.36844,23.05789,5.8818626,33.7611
1966-07-01,15.01899,68.15583,37.19204,24.758583,21.432709,45.396736,48.172676,12.098591,8.690636,28.842876
1966-08-01,9.915268,56.14427,41.878796,52.430977,23.156385,51.400055,56.246048,15.669064,8.598705,34.02047
1966-09-01,15.741295,59.78533,43.43667,39.452515,26.219604,46.59346,55.83729,26.946833,11.397629,44.37074
1966-10-01,24.275953,48.95572,47.092506,24.605915,23.8081,53.967514,56.663013,42.697952,9.081337,39.890823
1966-11-01,26.451069,49.643547,44.63832,19.444736,37.771523,45.19646,20.913963,27.751215,21.255417,58.94319
1966-12-01,40.69356,53.91334,42.834206,14.549496,46.184704,48.63561,19.510399,37.11324,19.889606,58.596817
1967-01-01,22.767498,59.670467,39.038383,11.302036,47.500664,46.230476,15.864239,29.728188,19.59372,55.45622
1967-02-01,40.443695,58.98977,34.145126,18.69851,45.551468,41.301746,11.619583,27.16079,12.48777,50.89571
1967-03-01,62.960793,58.226307,24.443062,25.422728,38.933662,46.667946,14.327175,28.773857,17.646214,59.109695
1967-04-01,45.352158,62.64493,39.360996,18.389408,34.97784,50.83997,24.99708,33.959328,25.287601,51.174408
1967-05-01,22.799591,59.050575,42.77969,32.11992,31.912165,55.550808,24.113693,33.05229,16.185162,47.765846
