,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8,mgu850_cluster9,mgu850_cluster10
1965-01-01,0.9365091802643948,-0.3149966447571524,0.7746135416301155,-0.6170550440463913,0.5793068226021115,-0.9434052283250832,-0.14453434008077096,0.1291448079602687,-0.9887301921844481,0.185170509733515
1965-02-01,0.7926054085131552,-0.4944503794308581,0.9653855190585982,-0.7958460757560518,0.5598372063621043,-1.1231629908839358,-0.09381800156199571,0.14291151224742638,-0.9903903674053889,0.3152341486137604
1965-03-01,0.9315267205238342,-0.48624558824729297,0.8346946615921823,-0.6134963189828417,0.5241047160656932,-0.9627688911896717,-0.15073043518540774,0.138047171398737,-1.0347711270855318,0.057567127420337774
1965-04-01,0.6946992190157781,-0.6035224236304464,0.6821313005709937,-0.45513794679959024,0.39452779853698056,-0.2760579031479509,-0.07936620307059333,-0.05282002678778147,-0.8444265780910368,0.39126048578280154
1965-05-01,0.7714977518456881,-0.7321869528371524,0.2598735967628386,-0.29846776462747077,0.1641549111617477,0.36165238464180427,0.06335373652989025,-0.23560340053997011,-0.804415851510981,0.7576240186007966
1965-06-01,0.823924940873365,-0.806186382287468,-0.4834285269864657,-0.296996825834299,0.07976005514684094,1.3665112513530102,0.09182760918266371,-0.29465531200994743,-0.7314640091311546,0.6896010161931642
1965-07-01,0.7242074022527601,-0.7985616188033733,-0.9084915342601204,-0.041826362695799736,0.1364604284120078,1.5920129757893235,0.20475443066402296,-0.3897749787681835,-1.0075605300164991,0.9228295162088032
1965-08-01,0.6188320759378496,-0.6809363859930848,-0.7008533608092953,-0.030285678287475696,0.12558917561084917,1.2112891749490664,0.27663915446310333,-0.37108383411229784,-0.9986906025999335,0.9248479133083071
1965-09-01,0.4073465517798408,-0.6950690368421717,-0.6764599186206153,-0.29341061384367195,0.1555729390194228,1.320476584796664,0.2754822872472152,-0.2845893542145364,-0.9122977846412248,0.8820318915762263
1965-10-01,0.5624495996314971,-0.5430608062572728,0.049728833832721475,-0.3860475464470946,0.2090473773062426,0.3427733631828163,0.16103557101562263,-0.23804874562019865,-0.8693401146960514,0.8732346730811573
1965-11-01,0.6580478343807283,-0.45688462997573653,0.32714727421400513,-0.4290914799942327,0.4736740842904195,-0.3390229106703891,0.101252007439281,-0.1413136080796715,-0.9383245565557992,0.7189058254812365
1965-12-01,0.9512396987344398,-0.4790489093150968,0.5363648357661629,-0.6176096178908004,0.5860134319897139,-1.0867811079266705,-0.012705728197782235,-0.06355477233988055,-1.0138883385606992,0.5797579559581674
1966-01-01,1.0653328089440455,-0.4147570738508031,0.8946819585344569,-0.907864753508083,0.6460495219372288,-1.173616436463368,-0.0934238054127131,0.1375366439514155,-1.1009037366477392,0.29239558449415404
1966-02-01,0.8181352595813939,-0.42435457089952394,0.7492776100452129,-0.6480082015673907,0.6323108726208754,-1.0267316540585287,-0.03953033752228465,0.16279531835295052,-1.0230794773306897,0.1975562945704594
1966-03-01,0.8763497115158644,-0.49303417988851955,0.6712153252319768,-0.624505632906436,0.49563319769629555,-0.8724177185493179,-0.09905758181637364,0.016271570648962775,-1.0362841108793852,0.29740554637441013
1966-04-01,0.8673791025505692,-0.6143876734901876,0.5278935256274605,-0.4680273548291924,0.3064714796324768,-0.21128623357302026,-0.03745055191539692,-0.10620351484942818,-0.7911610603332518,0.5213807258650521
