,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,0.03755933,-0.19993538,0.3778056,-0.10758507,0.024531543,-0.04192078,0.33315384,-0.03078407,0.004937291,0.035090327
1965-02-01,0.024216354,-0.122451484,0.77342,-0.2545156,0.017965078,-0.057365,0.39067578,-0.07154852,0.004517019,0.022692919
1965-03-01,0.02206254,-0.008248091,0.29580396,-0.1987797,0.02038157,-0.062880814,0.088147104,-0.09261364,0.06534845,0.027525842
1965-04-01,0.031360626,-0.0350917,1.5855038,-0.13122422,0.023323298,-0.012030363,0.014497995,-0.039346695,0.24033076,0.01938343
1965-05-01,0.03414476,0.03220111,2.3857155,-0.17188358,0.030362546,-0.020908177,-0.08757061,-0.08058393,0.5599321,0.008982241
1965-06-01,0.027315676,0.040448546,1.7150464,-0.029523313,0.029942274,0.01901573,-0.114729345,-0.050378323,0.37712267,-0.00015825033
1965-07-01,0.02342838,0.014497995,1.8532567,-0.08867377,0.02778846,0.052478254,-0.06739855,-0.033358157,0.7395897,-0.0047810078
1965-08-01,0.0257923,0.050849795,1.6763306,-0.06440425,-0.029365718,0.0028885603,-0.08231747,-0.046806216,0.95318264,0.012029052
1965-09-01,0.0291543,0.036035895,1.0820423,-0.11662048,-0.0759086,-0.0077753067,-0.047121406,-0.06650549,0.76554024,0.01838535
1965-10-01,0.03346187,0.013552427,1.5583451,-0.04554546,-0.058835924,-0.039399266,0.08016235,-0.04864478,0.5441727,0.02411127
1965-11-01,0.031991005,0.0011550188,1.4667827,-0.10821545,0.0020480752,-0.07527822,0.23297635,-0.057154894,0.36677396,0.018805623
1965-12-01,0.027683437,0.0042018294,1.8349757,-0.2022993,0.028208733,-0.015497446,0.34029812,-0.06204033,0.10784644,0.021327138
1966-01-01,0.027797282,0.010654807,0.38418758,-0.13177365,0.021688044,-0.013235211,0.3314836,-0.060513794,0.15226263,0.027295828
1966-02-01,0.029393017,-0.04013431,0.6614763,-0.20212162,0.0058677197,0.0001231432,0.2567132,-0.057641506,0.13416272,0.022919
1966-03-01,0.023602843,0.0012629628,0.80545485,-0.26640588,0.027979672,-0.020347536,0.2628225,-0.08878064,0.159147,0.022052765
1966-04-01,0.036277354,0.025836885,1.5265787,-0.21060169,0.032675624,-0.023812473,0.13698941,-0.07391775,0.38300222,0.027797282
1966-05-01,0.026064813,0.012752056,1.7239908,-0.17677265,0.021824777,-0.015423596,0.019180477,-0.057869494,0.46196705,0.013116777
1966-06-01,0.028891504,0.01740241,2.124833,-0.038128257,0.05510676,0.0107916,-0.100999236,-0.025453806,0.72772104,0.00094377995
1966-07-01,0.025289774,0.044575036,2.127842,-0.16706163,0.042158723,0.033222735,-0.10970724,-0.08955574,0.6213556,0.0045455694
1966-08-01,0.036596477,0.01722002,1.7625613,-0.036213458,-0.03466332,0.011977017,-0.12160671,-0.07824898,0.82410187,0.0131623745
1966-09-01,0.03180939,0.024058819,1.0809199,-0.1028685,-0.076790035,-0.00890398,-0.03124392,-0.023083031,0.7123566,0.021596849
1966-10-01,0.039104044,-0.030423284,1.2143668,-0.1721679,-0.049571812,-0.04542297,0.111047745,-0.08280814,0.5827394,0.020548224
1966-11-01,0.030760765,-0.0020652413,1.0930017,-0.21812427,0.017949522,-0.05285442,0.23847654,-0.07674444,0.3414682,0.023602843
1966-12-01,0.028663576,-0.029693842,1.7653425,-0.23927885,0.0005790591,-0.09242797,0.48161703,-0.10432744,0.20232233,0.022736609
1967-01-01,0.018116415,-0.020177484,0.7301105,-0.22414994,0.02397561,-0.15064871,0.34126025,-0.083268166,0.29130036,0.01560539
1967-02-01,0.022249222,-0.09205699,0.1345675,-0.17110348,0.03757727,-0.08504689,0.3462301,-0.07777524,-0.0123826265,0.02727139
1967-03-01,0.020261288,-0.031686544,0.5000334,-0.1334374,-0.0052679777,-0.0537107,0.20184332,-0.088395,0.101923525,0.026486695
1967-04-01,0.03177041,0.012832761,0.7309998,-0.14049971,0.00671196,-0.07029426,0.13461983,-0.09802067,0.09873235,0.013408184
1967-05-01,0.031561136,0.03789115,2.727356,-0.16707528,0.014716029,-0.021537662,-0.024937987,-0.04800856,0.39896268,0.02727139
1967-06-01,0.025283456,0.0042532682,1.6245236,-0.14274919,0.0032069683,-0.031111121,-0.07672894,-0.0587852,0.8299257,-0.0066281557
1967-07-01,0.035850883,0.011786461,1.6034935,-0.10994828,0.00048661232,-0.020020485,-0.079606175,-0.08703482,0.77745473,0.018953443
1967-08-01,0.032241225,0.04275638,2.1840746,-0.057477355,-0.02096212,-0.027187467,-0.07992005,-0.11434269,0.7023841,0.0078105927
1967-09-01,0.037420332,0.029677868,1.2623535,-0.10199654,-0.030326366,-0.049316406,-0.04486966,-0.058994412,0.72383285,0.02397561
1967-10-01,0.033130586,-0.0017105341,1.6684675,-0.16357017,-0.0100284815,-0.04434657,0.085183024,-0.078402996,0.41659248,0.0052472353
1967-11-01,0.02831769,-0.003070712,0.85838455,-0.048583984,0.0276376,-0.043352604,0.3261938,-0.071759105,0.40157837,0.005979538
1967-12-01,0.029677868,-0.020752907,0.51305956,-0.058837533,0.031037986,-0.03524387,0.3804958,-0.060093045,0.031142652,0.034281492
1968-01-01,0.022571295,-0.04036364,0.20323023,-0.19346064,0.025360972,-0.028647035,0.38913375,-0.035788566,0.061738253,0.031051874
1968-02-01,0.024840206,-0.06561941,0.6039382,-0.2315489,0.035478145,-0.02325368,0.27910924,-0.082692206,-0.055911362,0.021901757
1968-03-01,0.027183533,0.013607144,0.7044035,-0.12665737,0.030307978,-0.040958762,0.115337074,-0.0340032,0.061626643,0.021418214
