,vws_v850-200_cluster1,vws_v850-200_cluster2,vws_v850-200_cluster3,vws_v850-200_cluster4,vws_v850-200_cluster5,vws_v850-200_cluster6,vws_v850-200_cluster7,vws_v850-200_cluster8,vws_v850-200_cluster9,vws_v850-200_cluster10
1965-01-01,-3.960322626022251,3.6237908713940494,2.527569582737709,-1.417081069829003,11.340664941273943,-4.216442464926443,5.029553166518849,-9.852226116814645,-3.509001910124017,11.868173619033753
1965-02-01,2.344550892547711,2.2831897709677333,2.102137658914258,-1.6131589720308515,9.399707065645007,-1.7703333845929403,4.008063356546033,-9.526204814152774,-3.420432735450353,8.459881098039002
1965-03-01,4.312071038826338,0.3577430792165596,1.7377840579158832,-0.0743027931110404,7.54613597755426,-3.6650252796412732,2.481913299008928,-7.6249133770149635,-3.169559038742931,4.601936293423067
1965-04-01,-0.7665606891528304,-3.680973248935773,2.4309393235490493,-1.4973124640749886,2.2551490544276387,-0.5196967588755359,0.5966625816714104,-5.262246031694355,-3.1951621843496394,6.762621354235531
1965-05-01,6.110516051793408,-9.190988833986097,2.148441597138482,-0.7788827413329341,-2.629349402333065,0.8132081134209141,-2.138090936286154,-4.299495879730246,-3.1186506154566542,4.093458049616321
1965-06-01,9.344933169529224,-14.644279660033192,2.3778328384384313,-1.186992550833025,-6.910209121394115,3.359591211208651,-4.667519895394438,-3.336432051731187,-4.193296216174826,1.1714498901869403
1965-07-01,10.142471324117242,-15.42627077962199,1.9410424341098602,-2.6879667377544094,-6.501591197293048,5.321169422939674,-4.154130074557438,-0.8061729120216555,-5.1425384700753245,0.924964910478118
1965-08-01,7.985225625068938,-11.761635245095485,2.437374291470352,-1.8536887541386808,-5.0778249139285565,3.4665408849039676,-2.6943973513020345,-1.6001706278538876,-5.888326172581764,2.6168000226121713
1965-09-01,6.191476434119897,-12.58512171757661,2.830259605040993,-1.6286937600568838,-3.4949803964556994,2.229481882025491,-3.1402163272428267,-5.684861663769016,-5.572605069672198,4.893880538359083
1965-10-01,4.099062595074728,-6.974485373800352,1.7165667177993635,-0.7866104978208183,0.8681277874296647,-1.2144795448372887,0.35307945207032626,-7.64777045585528,-4.250605704319832,7.089885609541677
1965-11-01,2.5981460150346964,-6.300482435014742,2.8021186616699945,-1.184652709591406,5.205827134149672,-3.3467054269690832,0.5396234080880077,-5.613043738091368,-2.9956303903706907,5.724748402420162
1965-12-01,2.528990446330194,-1.6060421471687405,2.0833100137782843,0.35213185629463395,6.030992619310362,-1.1554284578442913,1.4178574353278588,-10.55621285560919,-3.6596634445378533,8.393039236876032
1966-01-01,0.44671667076837324,1.1895336319680363,1.8437776838181394,-1.1767503255336957,7.5664175362436925,-4.323968016170854,5.2872418039594775,-12.467869124748363,-2.7637348846670355,7.4786138221532035
1966-02-01,-1.0483417769762,3.823251583387988,0.76065634707737,-0.3104025005777427,7.06921552505895,-1.8127062064860637,4.923869858573029,-9.517808679050406,-3.714919373795814,8.640395055947216
1966-03-01,1.7138876292771221,-0.32050565804970915,2.5706557601523996,-1.042348299607175,4.523214055440298,-1.788336936060597,1.7365762635893665,-7.6042049047892455,-3.235218990823002,6.002605966339564
1966-04-01,1.9206100302731062,-2.2524109891576867,1.842911811239265,-1.3305446688313995,1.9840137012711472,-0.5885994728121092,0.58130121968279,-3.565720524078507,-3.188302206607313,3.9420647643335793
1966-05-01,7.264624757350698,-8.297003203141527,2.0631760894071007,-1.1053593793284293,-3.6941195645958933,2.3942365185789023,-2.0183303124719454,-2.2526500574478505,-4.65806090630083,2.1922662157651085
1966-06-01,10.219036564925865,-11.522586642672417,2.492621231931848,-1.8697422687293141,-6.1614299002633945,1.3187669710361083,-3.4699005777554124,-5.0030697559030575,-5.459470577394106,4.17524102074653
1966-07-01,10.935962885196412,-11.031729980944887,2.0092473468023417,-2.7462035419112407,-6.915817396003065,5.159139796262503,-3.6575490719904247,-5.415764783627193,-5.15970072469,1.8805458758572293
1966-08-01,8.366569911313682,-12.264199556908514,1.5911295838132296,-1.2726188200302355,-5.348613705973284,4.010480002316659,-3.553973485857779,-4.653440718842228,-4.891605451288664,1.9244243090178788
1966-09-01,7.007525307239533,-9.975542801268602,1.6446027575576558,-0.3623053260078885,-2.325101632679991,1.2704426464194736,-2.891177021361476,-5.676925048230463,-5.533775044823322,3.7620876777291032
1966-10-01,2.7392021106351696,-8.291859359075389,2.291620133192288,-0.522897144751007,0.8875575420312957,0.05128507413186259,-0.3184402778152016,-7.872264666141475,-3.554486523551004,6.848777498287139
1966-11-01,0.3775719141168014,-5.173202669563826,2.6623775460352137,0.16603827103622792,3.9366781130060247,-1.8669098541580078,0.7699304397475386,-9.708769136836263,-3.014241923568003,7.642953867591928
1966-12-01,0.6543201349537774,-0.981201017340621,2.479483221487346,-1.0040526941678112,7.308144954769728,-3.569357125057809,3.5942863812185992,-12.643080204258718,-3.3447270819718806,10.371350010032033
1967-01-01,2.9430191031833863,2.4060108212049394,1.9061158324778664,-0.2694568110906684,9.795354548103205,-3.238325575663467,4.864378099919401,-10.49132789356209,-4.220293601346165,7.78904700802441
1967-02-01,2.860882228766864,4.234107890552502,3.061459497931337,-0.06648542002773734,9.810675899004469,-6.040579159167468,4.4224046683802625,-11.550185907840353,-3.9605925478112955,8.690193251475533
1967-03-01,3.398491954713906,4.982456165314803,0.9756740300610487,-0.13384551787741067,6.227097491867602,-2.234085920046963,1.6973221055633814,-7.413103281292071,-2.6791165369184453,5.975474542918366
1967-04-01,2.080412090974098,-1.9146923171233958,2.784563538914149,-0.8829934759167348,1.2259359280213629,-0.31110748149715894,0.04744426677990339,-5.470424221918414,-3.597705739800475,3.2463500823867197
1967-05-01,7.830308150908837,-7.926996015315657,2.564952642044808,-2.3595478789614397,-2.7707291214139116,1.1243502862998074,-1.817413876805424,-6.1766813826170415,-4.377563627973401,5.086517703416581
1967-06-01,10.459658846743803,-8.328675552838197,3.0207877815214155,-2.746769745930144,-5.601164446199566,3.4243746227674445,-3.393468130172472,-6.857571395816113,-5.919791257137296,2.4717334875831645
1967-07-01,10.721537155795357,-12.178397263852935,1.5714627247761197,-2.031932474623412,-6.574077407860354,4.5905108469237526,-5.442244054285148,-3.245943012749135,-4.617618903888572,2.471238089706058
1967-08-01,9.643723351764308,-11.564918476323603,2.484534648712717,-1.5834372225918538,-5.658557320706738,3.0008040483926384,-4.0146811478981554,-3.920042044208723,-5.4715684025755325,1.9723788811078824
1967-09-01,7.5565786481983785,-9.200678038592761,2.4358170785834696,-1.9421214983562807,-3.2221387405159447,0.8321331953240618,-3.8557130448808072,-6.502822083045576,-5.233225808606143,5.318406842625207
1967-10-01,3.576929986477222,-8.152544118650635,3.370489841269487,-0.8864096567861048,1.1286050609922282,-1.8895403606242647,-0.6180600601589481,-7.524367219767721,-4.073841272065751,7.002880601973466
1967-11-01,3.6220721461068064,-3.834958445517535,2.1575684126382173,-0.5557764446339281,6.427652902894703,-2.005393666758652,1.856849066721199,-7.90106476124041,-3.039154616417129,5.993195513535151
1967-12-01,-2.4690402509934235,-0.5978573975706025,3.1540498325967503,-1.0550783548510527,8.42749614756385,-3.9094728070761797,4.46075533575487,-10.9515165108195,-3.2383783229945777,7.975571837450137
1968-01-01,2.2760221740803566,4.072220890138779,1.5888195477430171,0.2674299260695089,9.961991498322064,-5.0524845489308525,4.574913870306291,-10.265550041698313,-3.258771108032719,9.3692380305945
1968-02-01,-4.093277020218579,5.1717978330613255,2.7216032727912616,0.3324008749828156,10.674909426634029,-7.408802001432331,5.851001164524496,-10.652169796778548,-1.9037870773473455,7.846119911427941
1968-03-01,0.01857546849153735,2.2785413077343115,2.1388427228270506,-0.8502733573807532,4.251849575048929,-2.0815397411847547,1.840372351408709,-8.81926154308679,-3.581265384335667,8.896402175998663
1968-04-01,-0.39544856524678157,-1.1165148348142195,1.0722946058614282,0.32166017966610644,1.984501696878379,0.4561234459994651,1.248606221514929,-3.7713607168416967,-3.960071496274975,4.5806325578320966
1968-05-01,4.6398169625788155,-5.110015172543753,0.6470696901156641,0.6161325702066872,-2.6306337659682866,1.8027877032919777,-1.565555999417096,-1.6204301498528306,-4.713148270860198,1.6617215822275633
1968-06-01,9.071699858687083,-10.703019257904451,3.0422563374530722,-1.4802627123729801,-6.294772286161148,0.8272113069013922,-4.055035196015983,-4.280782480146184,-4.935554501665182,3.9806646751548334
1968-07-01,9.378384729403498,-12.668075540918204,2.8137202094081397,-1.7283784066436685,-6.104716399127888,2.9049526317179932,-4.502532269398688,-4.886234607871751,-5.553408363074709,2.776119357687284
1968-08-01,8.141028328567925,-14.407227232471966,1.8226254143299283,-0.9291154002707644,-5.143122522895038,1.7223101144141315,-3.1598765238316955,-4.464038026005905,-5.506364114667424,3.4126898033019493
1968-09-01,6.320862264918459,-10.62274336563433,1.4288419886437735,-0.6594070824541379,-3.4853094270777913,1.1825599729569358,-3.0310682835033527,-1.8746251261301687,-3.699328408768476,4.15401945722159
1968-10-01,5.217423756814444,-5.962867293349868,2.9149085219496036,-1.1964664026891045,1.5310293616191835,-3.3183456635038193,-0.19799022847978326,-8.44880382666048,-3.928662931272622,7.126219359854427
1968-11-01,-0.6288222558899672,-3.9702680748902477,2.3094572517617284,-0.8718730920815203,6.025676231311106,-3.438841559633804,2.6128588924543794,-9.084494272340665,-3.4506094111450567,9.047258111999174
1968-12-01,-0.7494211311610337,0.9208403241165904,2.500818089286964,-1.4355036805939059,7.289325712476047,-2.669152936025632,3.115366179934186,-7.515038525731838,-3.20740785238946,7.97972320380761
1969-01-01,2.5421318117171596,3.4828740209600086,2.293508871601242,-0.6907810242826923,7.545308251468587,-2.3773563269784885,3.6731156035683403,-9.682909730495357,-2.6605691610884246,6.870247758709076
1969-02-01,0.02379071137880174,5.150583708541844,3.9337481116450737,-1.406879680649668,6.882323732673288,-3.6277426050354045,3.751985898530274,-12.156514489565255,-3.1674159106745807,9.740545572427616
1969-03-01,1.417124807429406,0.839910775212545,2.152903512036683,-0.8912958631991447,4.627062367455188,-2.720659404373741,2.9217919133118615,-11.074435605222526,-3.402093891831338,6.126544576964135
1969-04-01,2.846322332974089,-1.6216126812789,1.2612144868022908,-0.24103715431117004,1.24200298819442,0.7862028722513826,0.801320550659132,-6.167361009143299,-4.09801893843533,3.72524998858013
1969-05-01,5.178358953471985,-6.236158870456069,2.5350508391767153,-1.720648916572682,-3.1419008121877665,1.2620329185761783,-1.985271261987774,-5.025979666060967,-4.947880519118974,3.7289038801173615
1969-06-01,7.405846538857692,-11.301128426077693,2.6824437779825105,-2.035914725301717,-5.990044838420677,2.8623546417932073,-3.6185542251049942,-3.7605978484612206,-5.58853275153349,4.746758701323162
1969-07-01,11.03777487238341,-9.801053913541478,2.026337389793219,-1.7508065506408008,-7.415014099632446,3.670412240955578,-4.52981851658418,-1.136990474189538,-5.616029003231613,1.7711418992305912
1969-08-01,8.088059686946707,-8.297885823975479,1.8441794397509899,-1.637339326257655,-6.065141544429146,4.06681480969937,-3.539868167911668,-2.825000399489137,-5.785951476162234,0.45269305444593005
1969-09-01,7.949085359499154,-6.391029028261031,1.3301324713511065,-0.6403127991612593,-2.863170176451006,1.6174439836172183,-2.886616151261931,-2.914432824569973,-5.086227923901148,4.3935181802760335
1969-10-01,4.040664380607133,-6.08077766742581,1.900207773498059,-0.8294524148941625,1.0989978947976689,-0.004726333767453272,0.9516812553926178,-6.109832950056771,-3.6099912356423576,3.148822426408179
1969-11-01,-1.2209057101513037,-3.3509978608316073,3.053544140105823,-1.2066118884929113,5.02878184141731,-1.7554295497059196,1.4469445508785561,-9.640438309985825,-4.151374339906009,7.986462248458597
1969-12-01,-1.6058742134638615,2.3850955740451623,1.331478106288005,0.5213905370879587,9.079864987399274,-3.849968430912195,3.8548776633539386,-11.106346431181546,-4.311180168291888,7.423522516521951
1970-01-01,-0.8633018942694433,6.303515528719351,1.012873743663451,0.08977492361292966,8.748009784011014,-5.022709629142751,5.025166683437771,-12.65306441182224,-2.248115209573985,9.54854474525563
1970-02-01,2.385955136058518,4.719972936543685,2.3785233764044906,-1.7018384527652037,7.961975118296867,-4.21111713272779,4.327527158074591,-10.125243906095442,-2.8601124546280676,9.585170971290449
1970-03-01,3.8982519019747013,1.2911283762427994,1.9111436974230671,-0.37860123129679396,4.981303194334086,-2.0348657665707286,1.9151725635535926,-9.365579701698922,-3.3286863672351408,6.707829134567308
1970-04-01,0.8490531982878717,-1.4391401394474383,1.777998275736298,-0.570810612431036,1.618175185061777,-0.12870942756296347,0.3018586489663385,-6.160787263493261,-4.441517487526217,5.795200690811969
1970-05-01,5.072600842462957,-9.296167766026624,2.4708445509898675,-1.3784435011712561,-3.1292928591530074,0.8195792914621953,-1.5094004381476818,-5.3271248225520385,-3.646088138324197,5.51128491506793
1970-06-01,11.972864255016994,-12.75296865562887,2.7623792346558984,-1.8449527113338793,-5.3581693226591085,2.434005050964475,-3.5469831157749385,-4.065647902237357,-5.226178163265224,3.5254883243237023
1970-07-01,8.519961212215064,-11.37319865464349,2.2752956476029027,-2.425449999766087,-7.15040535800278,4.265917345945588,-4.186946175031659,-3.4699870646506374,-6.121352421237154,2.4332069033086907
1970-08-01,9.36262096362705,-8.72228653844688,1.6291837209163675,-1.514115605403526,-6.262021335105534,3.4267734958718434,-4.561989973746948,-4.334894176377748,-6.3215407770446115,1.736753520761491
1970-09-01,8.758161317131181,-8.578085541730662,2.1015208904859692,-0.486031380692866,-3.6815159485271627,1.0248415675802898,-2.5570230300125765,-3.785010542943586,-4.910642115147865,2.594473713227185
1970-10-01,5.660280095503854,-7.791456830839826,1.9171674690938818,-0.2866601812717992,0.9476903290975665,0.15512375600312064,-0.8034108325466462,-5.7406487292467,-3.276738438301952,5.1870697678179125
1970-11-01,2.227716477909533,-2.0957029895900403,1.9566768003947599,-0.1336947860523944,5.848392807828886,-1.5011213555099077,1.4431603073868033,-7.9158820753697885,-3.7117479638840125,5.697806553864884
1970-12-01,2.545461827575512,-0.20757011421868643,2.91106653215527,-0.46953254996980226,7.436479289824986,-3.2627044170799886,3.3972246493355494,-10.605724344316151,-5.012611448885658,9.676185122004805
1971-01-01,1.3961586868801112,4.7078861793539435,2.4637077217903025,-0.5562975420957632,9.41426815027964,-5.864304766695833,4.800669822751492,-12.683343824669429,-3.044965367285691,9.949811604459082
1971-02-01,2.8786988703176215,6.802425932819795,1.921735774561971,-0.3759224063597079,7.402580682453187,-5.2036473412693605,2.4953964036279266,-9.303673411326129,-3.0159044691934223,9.241687908716976
