,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10
1965-01-01,-1.3605757805871339e-05,-8.338767846880241e-06,0.0004109886049263878,7.3494808505018665e-06,2.1766603216140844e-05,-0.0005448554020404117,-8.22413732329061e-05,8.20439274102823e-06,-4.153628235273678e-07,0.00015782796636861014
1965-02-01,-8.316063188501104e-06,-7.916462846750417e-06,0.0004724400696431985,7.0352666066162304e-06,2.6146151791787513e-05,-0.0004650190476240823,-7.997980971525137e-05,7.958034573119931e-06,7.53833952383585e-08,0.00015665894017346496
1965-03-01,-4.634653823114394e-07,-7.590745576461959e-06,0.0004613193596014753,5.823355353584121e-06,2.6490302692157762e-05,8.581968700127618e-05,-6.724400848795015e-05,8.365311050352756e-06,-5.029520737185838e-07,9.470698530908282e-05
1965-04-01,2.2361970080781317e-05,-7.081270249734765e-06,0.0004374368472781498,1.8046634885948934e-06,2.9791599824117537e-05,0.0001811205038393382,-6.387069963518745e-05,6.912370746800131e-06,7.708103662036999e-08,-6.051612076948674e-07
1965-05-01,4.163380691142475e-05,-7.431395053523888e-06,0.0005332418368197978,-3.798408395075324e-06,3.004250856974977e-05,0.0008438506483798847,-4.8164033964544964e-05,6.318220606494279e-06,8.804506770496352e-07,-0.00019580992030617046
1965-06-01,5.933917201708447e-05,-6.952108865178383e-06,0.0005242187398835085,-9.057809317406889e-06,3.0180539548988843e-05,0.0016754413081798702,-4.205135855255111e-05,6.303894668594316e-06,2.0441653909455533e-06,-0.00032820320675933833
1965-07-01,6.245084547957119e-05,-6.945495209329793e-06,0.0005522709216165822,-1.2764871877087365e-05,3.153750753881468e-05,0.0019315924873808399,-4.99401232026195e-05,8.064889117760801e-06,2.008332654444194e-06,-0.00039294467761034245
1965-08-01,5.278059933726371e-05,-6.276902504465703e-06,0.0005634445642499486,-1.081407512381873e-05,3.189484611236064e-05,0.001720550426398404,-5.377998884516553e-05,7.0725106421268795e-06,1.412394619885721e-06,-0.00037394849258769105
1965-09-01,3.910146146014225e-05,-5.756041722988187e-06,0.0005141867859492777,-1.028355333376056e-05,2.786912697653558e-05,0.0011261358849878889,-5.650514280065321e-05,7.242846839455359e-06,1.5788274560476686e-06,-0.0003067421379168273
1965-10-01,8.518237520477738e-06,-6.205567571933057e-06,0.00041634939407231286,-4.405758923483607e-06,2.1482190959432046e-05,0.00019773162875935668,-6.818645488237962e-05,6.702802321259779e-06,1.5178062705249675e-06,-0.00012652371400403544
1965-11-01,-5.736314889759342e-06,-6.9889955902353276e-06,0.0004755289410240948,-3.9793521498100236e-07,2.5486300122186854e-05,-0.0004368132067611441,-8.120783044992444e-05,7.86269714284206e-06,4.970431148270097e-08,2.965289719500824e-05
1965-12-01,-7.066930808063122e-06,-9.039899200025633e-06,0.0004837299911741866,4.330077290412763e-06,2.208823085917781e-05,-0.00032453626772621647,-9.12193522358743e-05,8.218740789588798e-06,5.380604970332899e-07,0.00010653697436761209
1966-01-01,-1.6339469784025612e-05,-9.109653364810875e-06,0.00047504981921520084,6.27743192669473e-06,2.311837761226343e-05,-0.0002409938360870001,-8.334533889025736e-05,8.895570386298643e-06,-1.0900198622916586e-07,0.00013255067690471676
1966-02-01,-7.439571775718762e-06,-7.4549113928662185e-06,0.00044605644688999746,5.468769813633442e-06,2.322436027194878e-05,-0.0001879345063571236,-8.775462517335724e-05,8.164159914716387e-06,-7.733329860299603e-07,0.00015994265643377346
1966-03-01,6.331282957734612e-06,-7.6247668399613035e-06,0.00046109094000712503,4.8281659787781715e-06,2.75430939685369e-05,2.7387517320676125e-05,-7.139230477220665e-05,7.83602968508788e-06,1.0574400626682068e-07,7.079934699791728e-05
1966-04-01,1.3214750538281805e-05,-7.611122813933566e-06,0.00043866548367077485,2.0787966366929171e-07,2.6945915957791538e-05,0.0002874367964977864,-6.0356307165840495e-05,6.850372014668697e-06,6.6208837656292e-07,-4.502938904088775e-05
1966-05-01,4.548731409998324e-05,-5.950565239536375e-06,0.0004544457624433562,-5.734775325657982e-06,2.5753833673055247e-05,0.0007430543519149069,-4.464339046815159e-05,6.394545716320019e-06,1.0718056200057212e-06,-0.00020720922054208226
1966-06-01,6.468203012515845e-05,-7.5088407186719535e-06,0.0004790556886291597,-8.494019554035949e-06,3.2515989308497716e-05,0.0012632835932890885,-4.55039053821775e-05,6.490234564267839e-06,1.5043306196854148e-06,-0.00036304110452826867
1966-07-01,6.679044697823253e-05,-6.7568141765303096e-06,0.0004992228696210077,-1.225443191316408e-05,3.109947973219581e-05,0.001913152118504513,-3.7824772264754684e-05,7.596360679191328e-06,1.9101592938092053e-06,-0.00042590507195870345
1966-08-01,4.824094923186259e-05,-6.252483374473671e-06,0.0005115700787428068,-1.1778937095892877e-05,3.123499823232123e-05,0.0015764824638608843,-4.272308335482823e-05,7.811759546298576e-06,1.1202278253014143e-06,-0.0003676936964774014
1966-09-01,2.936597743777943e-05,-5.706308168309086e-06,0.0004478253686102107,-8.923521814290986e-06,2.6355850953526293e-05,0.0009768559721123893,-5.553668485775303e-05,6.309070413060898e-06,1.078145328109528e-06,-0.0002546799997186386
1966-10-01,7.622723894830694e-06,-5.817444830184126e-06,0.00044436178541218396,-3.7745172714445573e-06,2.363796056670253e-05,0.00010480190439920989,-7.298168874023338e-05,7.064456908216717e-06,6.797772030844803e-07,-0.00011596673989276352
1966-11-01,-1.5319571170598814e-05,-5.716225598375404e-06,0.00043379372982599307,3.259893771776251e-07,1.8764929639777016e-05,-0.00034065169529640116,-7.244195260752279e-05,6.393280482968876e-06,7.136644978988868e-07,-5.8094826128676925e-05
1966-12-01,-1.3334442227320464e-05,-8.686102853777137e-06,0.00043104219002998434,5.110825158260952e-06,2.3721179331914755e-05,-0.0007938481758174021,-8.654859322212779e-05,7.959530313681213e-06,4.197723728781996e-07,5.837936393953369e-05
1967-01-01,-1.5470316528675398e-05,-8.852885393379723e-06,0.0005033257366449106,7.910248883852738e-06,2.1951423908224875e-05,-0.00046137283788993955,-9.913655258759928e-05,9.427031372328504e-06,-4.9643381706032014e-08,0.00019618493847941098
1967-02-01,-1.6117351938541666e-05,-9.256333251029297e-06,0.0004678123787016375,7.557947056867251e-06,2.3211053227593464e-05,-0.0004423513018991798,-9.354553185403347e-05,9.236186751156276e-06,-2.4110007858322068e-08,0.00011348800303255158
1967-03-01,-4.749547490344132e-06,-7.674826061868958e-06,0.0004225727934681345,4.570133635485886e-06,2.768804658141259e-05,-0.00020206350654916605,-7.748766830235791e-05,8.648136415457685e-06,-2.4841429494350613e-07,8.771268384359581e-05
1967-04-01,2.011117557615832e-05,-6.549522152780608e-06,0.0004507544417720055,1.0959240753273689e-06,2.8611746453558833e-05,0.00031639510780223645,-5.5270780089463537e-05,7.677146238220268e-06,5.721845363582757e-07,-3.303484366992243e-05
1967-05-01,4.1977741952555683e-05,-7.244590981736804e-06,0.0004478866685531102,-2.4328827684231253e-06,2.886814627345302e-05,0.000897116660780739,-6.165789202966083e-05,6.667620565964361e-06,1.4124354701964072e-06,-0.00019825019990094006
1967-06-01,5.1826654830969906e-05,-6.854290920085889e-06,0.00048572428568149917,-8.170706497271435e-06,2.748984684330935e-05,0.0013329062312550377,-4.5113571244515835e-05,7.238098896689997e-06,1.9370610078606233e-06,-0.00035168069237107903
1967-07-01,6.019512896343188e-05,-6.53354463932075e-06,0.0005549313300434733,-1.1863665581616768e-05,3.105583914475574e-05,0.0019197956135030836,-5.297204972101519e-05,7.455171245867981e-06,2.015001252805583e-06,-0.0004357883498366726
1967-08-01,6.296168241813296e-05,-6.341098402596542e-06,0.0005422812591859838,-1.3815993826299328e-05,3.0277724742215167e-05,0.001660066300246399,-5.37470301563959e-05,8.142077027123923e-06,1.9961602801323713e-06,-0.0004319194168171012
1967-09-01,4.0101494610448404e-05,-5.538847461769135e-06,0.0003873530658893287,-1.0299445176809627e-05,2.791337768333809e-05,0.0010398673111922108,-5.655094635305711e-05,7.2443734315898165e-06,1.3857929818886722e-06,-0.0003289441673060585
1967-10-01,7.751465493409061e-06,-6.877524322395638e-06,0.00046066543291090056,-4.921332903611849e-06,1.9636623468007507e-05,0.00029116808946128003,-7.060810345977258e-05,7.543962657572324e-06,1.5141355765318523e-06,-0.00013238973463701673
1967-11-01,-1.371630079260145e-05,-7.365987848172278e-06,0.00042168089748884086,3.413859067670428e-07,2.490185693204694e-05,-0.0005361681360227522,-7.8485244067941e-05,7.798421155601449e-06,1.0355745465392892e-06,-3.193279876780396e-06
1967-12-01,-2.2912233641993505e-05,-7.220825008662637e-06,0.00042949450289597735,6.214941476594584e-06,1.8866163979206856e-05,-0.0005514292752195615,-7.67398117974293e-05,8.117666374041962e-06,9.709800874815265e-09,0.00012937020265350215
1968-01-01,-5.295246585144643e-05,-7.71357016733314e-06,0.0004406876087159617,8.871556959599773e-06,2.4391920305788517e-05,-0.0005678387879015645,-8.582316625576753e-05,8.670971769181678e-06,-4.774426519421822e-07,0.0002120853758625392
1968-02-01,-3.798776683302444e-05,-6.159526718699682e-06,0.0003940813257941045,8.343714465650468e-06,2.244615681471866e-05,-0.0006464978014264489,-8.248401242711295e-05,8.498764598758284e-06,-3.557107280004887e-07,0.00019220173463078312
1968-03-01,-2.7811970190109256e-05,-7.904077110547855e-06,0.00039174324228952173,4.6531739352528535e-06,2.6442465165625133e-05,-0.0002457074970152462,-6.747314518389221e-05,7.773004341021075e-06,2.387715740202428e-07,6.5822417271096795e-06
1968-04-01,-3.5343147758864616e-06,-6.47447825225518e-06,0.0003527366288835765,-9.957453703240313e-10,2.390263110404097e-05,0.00018083878785546403,-5.415074785839981e-05,6.629062663424085e-06,2.8156488869353733e-07,-3.497686137913996e-05
1968-05-01,2.816084973416694e-05,-6.905371023761131e-06,0.00045677475100092124,-1.4248315418396672e-06,2.7754668963098084e-05,0.0008581740985391662,-3.515900831329278e-05,6.935071325547643e-06,7.732182632297749e-07,-0.00014147417938434765
1968-06-01,4.303083887162546e-05,-6.890558973955611e-06,0.0004433154117577942,-6.43538956352351e-06,2.956446110147226e-05,0.0012881404472864233,-3.771983056839627e-05,5.208365695231824e-06,1.5603013955095534e-06,-0.0003248240988652565
1968-07-01,5.708036146993086e-05,-6.593118039308214e-06,0.000513810391566949,-1.2068406064300308e-05,3.0560975498398576e-05,0.002096096250170376,-3.9240096437144806e-05,6.677370009426237e-06,2.053256423344538e-06,-0.0004331438073055132
