,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11
1965-01-01,9.947860654882299e-06,3.242972573054048e-06,3.590672577047371e-05,1.5492150851059705e-06,2.0626132336861276e-05,-1.9196446088494223e-06,-9.661480958800626e-06,5.804798258230386e-06,1.7915447072374588e-05,1.502221370960674e-05,-1.0747433814936687e-05
1965-02-01,1.5349187029082364e-05,6.339213972463959e-06,4.6992818170110695e-05,-2.7126219492856762e-06,9.858720349779532e-06,-1.2485367162797974e-06,-1.1583982787207609e-05,5.4519639227444054e-06,1.62597905851356e-05,1.7452217631413275e-05,-1.1142268986391017e-05
1965-03-01,1.1684901962256005e-05,1.8089495394011275e-06,1.671971006089734e-05,2.170979911397808e-06,1.935324612435231e-05,-2.43179712532426e-06,-9.43629156161657e-06,7.584635981898331e-06,2.117818840522856e-05,1.5925114574791814e-05,-1.4559716497576026e-05
1965-04-01,2.3201015262832066e-06,3.724256346590425e-06,3.835699544652016e-05,5.869210326636676e-06,6.623574766676262e-07,-7.093616409738566e-06,-8.016492242337544e-07,-3.8166906403024437e-07,1.3682839087747291e-05,1.1481048155424966e-05,3.5425512515789238e-06
1965-05-01,6.483704212839187e-06,7.678283605185387e-06,2.552612841100199e-05,5.851373998666531e-06,2.2623005842181926e-06,-1.670383319244994e-05,4.541005007356079e-07,-6.266894429658847e-06,1.6893906477134344e-06,9.56204813347368e-06,1.0834553214753497e-05
1965-06-01,2.4490549759110973e-08,1.397263052862591e-06,1.0970342856353454e-05,9.226002362083818e-06,-7.630804168215075e-08,-9.768944116384613e-06,2.9540171722221175e-06,-7.2202438290828885e-06,3.7316293994574495e-06,2.2410075428991617e-06,1.596459571436722e-05
1965-07-01,-6.327714830744159e-07,3.709639091347957e-06,2.8170470045552065e-05,5.870463155588368e-06,1.4599620160569953e-05,-1.5190760356798659e-05,2.4050992862135364e-06,-7.036029294547254e-06,6.668425944014216e-06,1.3373995455834586e-05,1.1042986663032308e-05
1965-08-01,-8.022992950338028e-06,7.449168965410392e-06,1.986781938967397e-05,-1.1787080644865e-07,7.91025034599675e-06,-9.165395407334846e-06,3.915933806727808e-06,-5.356633375248004e-06,-4.895386448000771e-06,2.166198838322826e-05,2.3890068969821783e-05
1965-09-01,5.433718815066431e-06,3.806669251628735e-06,2.966346528410213e-05,5.8284985016143764e-06,1.3286197575693456e-05,-7.75112668777058e-06,6.6162094120298834e-06,-6.1262767303560395e-06,3.199947660520547e-06,1.0709359107627156e-05,1.0362712851803799e-05
1965-10-01,-7.245465765820951e-08,6.30745250275236e-06,3.423894554543949e-05,4.794619599124417e-06,1.3523785650675641e-05,-5.6951835979228185e-06,4.470296919519525e-06,-3.046016610658791e-06,2.371250194316371e-06,9.244332137018933e-06,6.482988000839371e-06
1965-11-01,-1.3826497007147946e-05,5.114827313503299e-06,4.7260115820790816e-05,2.807910561841709e-06,1.7477802256062786e-05,-6.805736370106209e-06,5.133357695203664e-06,-1.3581049012662498e-06,4.016600295302451e-06,1.2358239817675329e-05,9.678948462633657e-06
1965-12-01,3.891375399689423e-06,6.427878217532692e-06,2.3711953645033645e-05,2.7915322675653442e-06,1.1492103170739744e-05,-1.5015033497155515e-05,-2.7671791910700555e-06,2.2913326347406837e-06,7.368764611675357e-06,1.7918741709640802e-05,3.8488972928336876e-06
