,vws_u600-250_cluster1,vws_u600-250_cluster2,vws_u600-250_cluster3,vws_u600-250_cluster4,vws_u600-250_cluster5,vws_u600-250_cluster6,vws_u600-250_cluster7,vws_u600-250_cluster8,vws_u600-250_cluster9,vws_u600-250_cluster10,vws_u600-250_cluster11
1965-01-01,-3.76781364685822,38.176548294723034,20.56297042428353,-2.767245850515866,14.883416498349266,1.3332796234665598,18.205160607361687,-9.377680685277046,16.135437837124176,9.812864349670292,20.535742206754243
1965-02-01,-13.352598823359383,32.7372589148581,21.86649515803018,-12.57954593547157,16.929392470805343,0.15827855602477842,22.21028457652185,-8.38445959477145,17.477255841480588,9.23340971785785,17.30595485668573
1965-03-01,-3.2203992736111906,29.68735545873642,22.669654919028893,-7.582930474310718,19.093827386107147,-3.798061489030165,32.18669460552032,-14.325576586760997,22.99278303574474,5.033377882598256,18.096442102496823
1965-04-01,0.5417580325025932,65.92435874044895,14.33462935041212,-1.8113911649294094,18.90265598132882,11.338709456149509,34.2764467504764,3.7176927166462863,29.658237243585173,24.500261091048333,36.49814163254263
1965-05-01,-9.609171433907315,74.17757287621498,25.536350996329247,-14.24842728103548,26.901354395624047,8.118262677394597,51.033503721658825,0.980344537996469,42.048368393458475,22.491885176333106,39.194775019589805
1965-06-01,-18.14030701065052,69.10283342003822,25.04818467304107,-27.73289656357871,42.05050143059074,-0.9025911425795838,64.24435210094234,-7.7838431960725485,48.85931390679043,12.874429449222498,33.166313387004976
1965-07-01,-16.965252752636754,82.90115352720022,22.743831799419425,-27.393416811752928,33.77018475569749,0.26808999884930407,64.35960689820278,-16.439407138005954,55.849527450057536,16.305731592315105,38.27895785498899
1965-08-01,-6.746337251121306,89.95585665106773,22.786049927151833,-15.757228249791682,23.170583722918607,5.752769067523013,55.444721457084675,-1.2469738975294296,56.08069709988752,19.429969353898542,37.84539755735218
1965-09-01,-2.8745920536944185,78.66785489022732,23.072555931406377,-16.34752703383971,23.5048544704449,4.186659620946566,53.83842191925403,-9.411007699001354,45.37728676166778,21.53791765682584,40.62024564974573
1965-10-01,0.22193983006333998,80.99040891975164,26.73842812945704,-7.532328253259687,22.52872297916864,8.446269934805088,40.84712589263604,1.375179273597995,37.8458632407709,23.971476039240528,43.07293171272513
1965-11-01,4.711930959176032,78.15150171518326,23.38014538465528,-4.979732020221133,17.591122187259106,9.453672839778305,36.790135836674075,1.736087714767118,35.86053495591931,21.769679036536047,37.36626089598888
1965-12-01,-2.7783799419132076,59.94214154779911,21.532171157411437,-11.220089882158488,11.656159064503607,4.292633126825591,24.089644120549426,-2.3225949791272513,27.720153403847256,14.893292037711165,27.516997440699022
1966-01-01,-2.1869375213975744,32.13592143729329,27.822155370337295,-5.809687897383492,12.318171615041903,0.9202321898543807,18.981072685417455,-8.892804967419035,20.228851651207716,8.53587760507551,14.728873400725371
1966-02-01,-9.664645670391895,43.85379431769252,19.899036712502113,-8.797239257425073,14.122962144801942,-1.886719737155566,19.494638622543718,-8.254962843295615,22.4303841586748,5.087592416902583,15.250821352182948
1966-03-01,-3.730852166497707,49.433222226798534,18.96628725947982,-8.694733975325729,15.8726586708811,3.337180177425676,25.281917757073582,-5.527837740776181,22.898542398159975,13.75871814348797,24.860099642995046
1966-04-01,-0.9273048340305838,72.23879061639309,19.600500655782387,-4.793024398613816,21.901845108496154,10.69714773451566,33.63164258436075,0.05643738179094484,32.74772177905046,24.716966764469824,40.490557848295055
1966-05-01,5.478877456892725,99.35766737908125,17.13554144410051,-8.478613333529092,20.87237987522693,12.803629870286944,41.48741063277446,0.4698075525208265,43.21517560449409,30.2815107490482,51.881787368244105
1966-06-01,-11.08438365973824,97.14387841522694,24.48399623850418,-20.20256122113085,32.362171229009874,4.574116409377674,61.6973790648207,-3.928418368024439,56.5539816271931,18.957355064670992,42.13110082602784
1966-07-01,-19.714785875990604,78.29806413501501,27.096944600790724,-20.549219441403814,34.36878581506978,3.271780335995509,56.03120570448424,-3.684008075363816,50.206380510494576,16.157680311771752,36.6375923935659
1966-08-01,-11.468606577348178,82.39805325865746,24.12411318326962,-21.723935296602075,31.61915946513996,3.3705047909837846,54.45911979207924,-6.0591104628803585,53.898598261454865,18.733633779855143,37.3843306160364
1966-09-01,-6.690424917749534,81.63485303521156,20.36945794844588,-15.45990485502257,26.57921763296183,3.582895602533626,53.00604089819001,-6.363201706747693,52.6266043759159,17.903751919285774,39.1012877531256
1966-10-01,2.7076656496724105,95.04275862127542,18.311633195545664,-9.697030859686647,19.35008782621781,9.206276233978247,38.11862392551762,-1.976574818114711,42.57309246889815,27.81886778689726,44.950356573050264
1966-11-01,8.957941478662855,64.23578206449747,22.893057748766857,-9.47258365012439,17.736613081184586,10.71032913827153,31.210450510881362,-1.2117342624073517,29.722397992900177,24.670410086786063,32.80482264159386
1966-12-01,5.124998971362504,64.83262283727527,21.36371350168938,-10.456699061145423,16.327264298873086,5.129595324667196,25.322151062295593,-4.502640241183885,28.815272196834822,15.506904586500488,28.790325699244715
1967-01-01,-7.9638332855727745,22.608873806893826,28.657380501609964,-10.794017995697573,16.50429837909454,-3.407044027701539,18.26902989511856,-13.204578226744337,14.452115606191926,2.4165915483919647,9.119945190221449
1967-02-01,-11.484006548138757,27.95443832874298,22.77971933851374,-13.157060162706228,14.258490013597296,-5.378331784485989,20.814621350802184,-12.769613156114609,19.45157257184079,-0.4307904155684756,9.117563242329831
1967-03-01,-2.8317809246819166,30.691637378185987,21.705523562858627,-3.567567549043454,20.640380776525134,-2.083272695748384,28.05330276433462,-11.124698736381736,25.459609831294127,1.850808222009926,13.852537265015403
