,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11
1965-01-01,0.80078125,-10.03717,1.087677,-12.294983,-7.017456,-2.31073,1.1505432,-8.08374,-2.9753723,1.2608337,0.03237915
1965-02-01,1.029602,-9.686615,0.7861023,-12.664917,-6.885437,-2.2341003,0.97073364,-7.8688965,-3.2460022,1.428772,-0.034179688
1965-03-01,0.3100891,-9.852783,0.6274109,-13.159393,-7.1683655,-2.035553,1.0854492,-8.231659,-2.7814941,1.4137878,-0.5940552
1965-04-01,0.21069336,-11.12323,0.8239136,-14.650391,-7.9433594,-2.7920532,0.54599,-9.301025,-4.6766357,1.1542358,-1.5556335
1965-05-01,-0.5908203,-12.3533325,0.8935852,-15.062714,-8.517822,-3.55365,-0.2824402,-10.467773,-5.668762,0.5213623,-2.6924438
1965-06-01,-1.3332214,-12.650696,1.1022034,-14.729858,-9.729767,-4.431793,-0.96051025,-11.112396,-6.5314026,0.30236816,-2.9064636
1965-07-01,-1.5404358,-12.62738,1.6224976,-14.754456,-9.6041565,-4.9787903,-1.3697815,-11.198853,-6.9007874,-0.6198425,-3.2299194
1965-08-01,-2.457428,-12.242554,1.3227234,-14.038818,-9.969299,-5.7700195,-1.4644775,-10.833496,-7.642151,-0.9665222,-4.412842
1965-09-01,-2.4157715,-12.264282,1.191742,-14.801483,-9.456604,-6.132538,-1.0915222,-10.991913,-8.663757,-0.8070984,-4.3627014
1965-10-01,-2.2882385,-13.219513,0.61621094,-15.539185,-10.014679,-5.1727295,-0.88165283,-11.664246,-7.2314453,-0.31933594,-4.0505676
1965-11-01,-1.5548401,-12.517548,0.57522583,-15.113647,-9.043274,-4.4637756,0.10821533,-10.743225,-6.7021484,0.48989868,-3.1679993
1965-12-01,-0.27789307,-10.786041,1.0179138,-13.376648,-6.8177795,-3.1608887,1.1446533,-8.467346,-4.792511,1.1770935,-1.4614258
1966-01-01,-0.00079345703,-9.345856,1.0244141,-12.520386,-5.5626526,-2.276184,1.0924988,-7.128998,-3.3634338,1.0153503,-0.28118896
1966-02-01,0.88656616,-8.330902,1.5507202,-11.584106,-4.8603516,-2.3681335,1.2920227,-6.165985,-2.5703735,1.5608215,0.20626831
1966-03-01,0.23895264,-8.903381,1.4200134,-12.6154785,-5.383911,-2.476654,1.5672607,-6.960846,-3.0011292,1.7382202,-0.77163696
1966-04-01,-0.10684204,-10.322815,1.0933838,-13.878601,-6.4790955,-2.9984436,0.8286133,-8.039368,-4.2843933,1.7585449,-0.950531
1966-05-01,-0.7609863,-12.138855,1.3580322,-13.86557,-7.8851624,-3.8876343,-0.10391235,-10.169098,-5.1806335,1.1855774,-2.2708435
1966-06-01,-1.6305542,-12.635742,1.1123047,-14.651398,-8.344696,-4.347687,-0.71777344,-10.888367,-5.9402466,0.015960693,-3.382965
1966-07-01,-2.426422,-12.525421,1.8363647,-14.395325,-9.125977,-5.176361,-1.0300598,-11.157776,-6.868744,-0.78396606,-4.5888367
1966-08-01,-2.44281,-12.538757,1.1987,-14.153015,-9.557373,-5.6052246,-1.2173767,-10.94519,-7.4867554,-0.85427856,-4.4781494
1966-09-01,-2.1159058,-13.041412,0.98599243,-14.383331,-10.415558,-5.5728455,-1.3186035,-11.552246,-7.1966553,-0.63934326,-4.197632
1966-10-01,-2.058014,-12.850403,0.99749756,-14.856995,-10.524109,-5.432251,-0.8961487,-11.566986,-6.5356445,0.20825195,-4.072693
1966-11-01,-1.1299133,-12.626801,1.3527222,-14.812408,-8.972687,-4.4607544,0.18579102,-10.354431,-5.9247437,1.3966064,-3.3150024
1966-12-01,0.34942627,-11.08139,1.2243652,-12.79245,-7.669342,-2.9537048,0.88549805,-9.37738,-3.6037292,1.6081238,-0.7277527
1967-01-01,0.5883484,-9.330475,1.4457703,-11.5971985,-6.217346,-2.2388,1.0130615,-7.5064697,-2.8588257,1.9661255,0.26333618
1967-02-01,1.2485657,-8.490967,1.4719543,-11.00061,-5.5120544,-2.0022888,1.2075195,-6.9809875,-2.6638794,1.4699402,0.4222107
1967-03-01,0.893219,-8.793213,1.4882202,-11.768616,-5.4582214,-2.3576355,1.9499817,-6.903595,-3.7714539,1.0635071,0.07888794
1967-04-01,0.22311401,-9.6501465,1.4937134,-12.983124,-5.9275208,-3.41687,1.2513123,-7.788574,-5.2554016,1.0509949,-0.893219
1967-05-01,-1.1774597,-10.793793,1.6912537,-14.370209,-7.3280945,-3.7321777,0.33901978,-8.904205,-6.2478027,0.7697449,-2.6999817
1967-06-01,-1.9625244,-11.988556,1.7681274,-14.341431,-8.184784,-4.097046,-0.21313477,-9.939178,-7.2111816,0.39886475,-3.355835
1967-07-01,-1.8459473,-12.6698,1.9372864,-14.323517,-9.305756,-5.3136597,-1.0301208,-10.539276,-7.482239,-0.2237854,-3.6759644
1967-08-01,-2.09964,-12.869873,1.7637329,-14.100403,-9.933533,-5.5087585,-1.1475525,-11.02533,-7.5681458,0.14056396,-3.8495178
1967-09-01,-2.9066772,-12.896637,1.5055847,-14.854858,-10.628387,-5.392761,-1.155304,-11.539398,-7.922943,-0.26281738,-4.428192
1967-10-01,-1.8634338,-12.712799,1.197113,-15.134796,-9.14444,-4.806793,-0.3058777,-10.496155,-6.5732117,0.36624146,-3.6759338
1967-11-01,-0.78375244,-12.558136,1.0788269,-14.877472,-8.368744,-3.7826843,0.6235657,-10.216278,-5.810028,1.0632935,-2.501587
1967-12-01,0.80184937,-11.038147,1.3066711,-13.688507,-7.735199,-3.0565186,1.1278992,-8.861053,-4.8419495,1.4709473,-0.67007446
1968-01-01,0.60266113,-9.416687,1.2268372,-12.620758,-6.403015,-2.3007202,1.224884,-7.292816,-3.9393616,1.1936951,-0.3554077
1968-02-01,1.0983582,-8.489166,1.3338013,-12.2274475,-4.5001526,-2.352539,1.2798767,-5.8469543,-3.9466553,1.4411316,-0.041229248
1968-03-01,0.94955444,-8.547455,1.4223938,-12.185822,-4.9086304,-2.3569336,1.8784485,-6.2865906,-3.6256104,1.9293823,-0.43981934
1968-04-01,0.10244751,-10.136475,1.4591675,-13.329193,-6.3507385,-3.196106,1.3671875,-7.8835144,-4.797638,1.2024841,-1.2003479
1968-05-01,-0.7220764,-11.305786,1.3320312,-13.872314,-8.104645,-4.3584595,0.45013428,-9.065674,-5.831421,0.68756104,-2.1396484
1968-06-01,-1.2757263,-12.281799,1.2749939,-14.643066,-9.447662,-5.284546,-0.54418945,-10.665405,-7.241699,0.5484009,-3.2872925
1968-07-01,-2.3548584,-11.619385,1.2399902,-14.072662,-9.88974,-5.7335205,-1.2211914,-10.9991455,-7.399872,0.09643555,-4.14386
1968-08-01,-3.1624146,-11.545074,1.274231,-13.791107,-9.906433,-5.703247,-1.6251831,-10.726501,-7.9161377,-0.2822876,-4.585907
