,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,49.39835288307883,33.658226013183594,32.05834750471444,39.972526962692676,56.695066915976035,58.41370991298131,34.283967665684074,42.20391167534722,60.14382211785567,40.27612413678851,56.21295182601265
1965-02-01,50.22930492054332,35.3706169128418,32.16333060429014,41.623499586775495,58.2038570094753,59.1668583097912,34.617873768747586,43.64697774251302,61.40934291638826,40.53009850638254,57.21642038096552
1965-03-01,49.87898393110795,35.00620651245117,32.21411650208221,40.28734774202914,58.24817966770482,59.26393781389509,34.609959449297115,43.59093136257595,61.86223281057257,40.181154523577014,56.93303813105044
1965-04-01,49.95600266890092,33.44682312011719,33.136494954427086,38.62335101978199,56.14591546960779,58.05995577857608,35.07341926480517,41.72001308865017,59.97013794748407,41.120643615722656,56.17811368859332
1965-05-01,48.305077986283735,31.38941764831543,32.927026419804015,36.01786896989152,52.811251459894955,55.71594692411877,33.8621422096535,39.38047197129991,57.07372866178814,40.38985116141183,54.07408838686735
1965-06-01,46.148633089932524,29.337705612182617,32.58765867386741,34.20376133274388,49.29332217654667,52.80068261282785,32.501663396387926,36.68185340033637,53.70753940783049,39.148502349853516,51.862397401229195
1965-07-01,44.72948941317471,27.716833114624023,32.09207688254872,32.571014198097025,46.987605739284206,51.031426021030974,31.67518333152488,34.45304870605469,51.41748127184416,37.584969656808035,50.270938873291016
1965-08-01,43.59698208895596,27.58260726928711,31.8823277265176,32.8898455645587,46.19325689367346,49.51200939360119,31.278563134464214,33.99979485405816,49.89199889333624,37.23471777779716,48.8842425139054
1965-09-01,43.685202165083446,27.000492095947266,32.112788057875356,31.157326053928685,46.12272107923353,49.60105078560966,31.465702292359904,33.67336061265733,50.02436386911493,37.8666741507394,49.04744521431301
1965-10-01,44.7309736772017,27.17416763305664,32.06707746133037,31.177902221679688,47.07111152442726,50.57944797334217,32.32875400119357,34.39630932278103,51.448746731406764,38.73303549630302,49.92633073226265
1965-11-01,46.41510356556285,28.92220115661621,32.60289115467291,33.34038193161423,49.41530485410948,52.539403097970144,33.712172802583666,36.35820600721571,53.238502301667864,40.348494393484934,51.85865319293478
1965-12-01,48.39047518643466,32.57941818237305,32.736966801785876,37.51903224635769,54.80733819909998,56.33436838785808,34.58863011112919,40.786518520779076,57.703650625128496,40.87189538138254,54.73302758258322
1966-01-01,49.63940360329367,35.11649703979492,32.596592519475124,40.48433561582823,58.551798640070736,58.91155969528925,34.815463313349966,43.96954430474175,61.0020637512207,40.80238069806781,56.88581052033798
1966-02-01,50.87841033935546,36.70966339111328,33.110673400177355,42.079830169677734,60.15331680710251,60.44845126924061,35.165327566641345,45.61021592881944,62.60188253302323,41.395470755440854,58.4589667942213
1966-03-01,50.51691575483842,36.13409423828125,33.31899533326598,41.00768888318861,59.11477578652872,59.28665342785064,35.4368421766493,44.77186414930556,61.48850792332699,41.50959014892578,57.388276639192
1966-04-01,49.77262323552912,34.48347854614258,33.639500058930494,39.24845875920476,56.84750531170819,58.25025013514928,35.3774200251073,42.87762112087673,60.007145530299134,41.762880597795764,56.44572714100713
1966-05-01,48.33303624933416,31.896488189697266,33.432037528904004,36.73771007640942,53.541771141258444,56.02376120431083,34.1448254055447,39.837447272406685,57.60602449115954,40.711844308035715,54.280625218930446
1966-06-01,46.4194731278853,29.616750717163086,32.95855248111418,34.07369562097498,50.47330083073796,53.33891369047619,32.792329199520154,37.22698635525173,54.76853220086348,39.137916564941406,52.023995440939196
1966-07-01,44.72398237748579,27.934833526611328,32.75568951135394,32.37386394191433,47.54198435190562,51.11945924304781,31.958024295759788,34.88820605807834,52.08092739707545,37.89287567138672,50.046568331511125
1966-08-01,43.68742509321733,27.23063087463379,32.11726265392084,31.32036569956187,46.72663920634502,49.59718159266881,31.488364419819394,34.127466413709854,50.57852895636307,37.46296746390207,48.9862524944803
1966-09-01,43.7656680020419,26.76887321472168,32.029829354121766,30.99076812331741,45.44842178757126,49.34051150367374,31.497531467013886,33.41127819485134,49.86245004754317,37.77060644967216,48.54862793632175
1966-10-01,44.751240123401985,27.42005729675293,32.53672588830707,31.717212780101878,46.49284465892895,49.91062709263393,32.490002667462385,34.155983395046654,50.80381694592928,39.3381336757115,49.38531958538553
1966-11-01,46.79162458939985,29.172204971313477,32.626309888116246,33.93734596871041,49.83124088596654,52.628439948672344,33.71281094021267,36.579784817165795,53.99660311247173,40.851018088204526,51.9268450529679
1966-12-01,48.92314564098011,32.266544342041016,32.4948036807707,38.524439528181745,54.27129075333879,56.878457750592915,34.39689212375217,40.189408196343315,58.20480145906147,41.17861339024135,55.30723074208135
