,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1011.96216,1019.5195,1010.2418,1014.9433,1014.9395,1009.0809,1016.05585,1018.8547,1016.9755,1007.0455,1010.92584
1965-02-01,1010.498,1016.6922,1008.6182,1014.157,1010.8558,1008.50903,1015.0946,1014.93585,1012.15314,1006.39307,1009.3432
1965-03-01,1013.89825,1019.4668,1009.95154,1016.40936,1014.1693,1011.78046,1018.6934,1021.19086,1016.5991,1008.0446,1011.6769
1965-04-01,1013.52563,1018.55945,1009.82446,1019.6479,1017.1157,1017.88165,1020.91174,1018.90674,1016.9768,1013.592,1010.6394
1965-05-01,1016.79944,1018.193,1009.56085,1014.52466,1017.8432,1016.8007,1021.8153,1014.3194,1012.00555,1013.37305,1012.39935
1965-06-01,1019.3719,1017.89343,1011.4691,1016.9582,1019.14795,1020.47076,1021.5728,1022.16943,1013.93054,1016.85834,1015.8996
1965-07-01,1020.6457,1024.7909,1011.8022,1020.7629,1022.1843,1023.14185,1026.4617,1023.71924,1018.74304,1018.6333,1015.84937
1965-08-01,1020.2736,1022.2873,1011.33514,1014.40375,1022.94775,1017.2826,1029.7496,1026.0027,1016.516,1014.3963,1015.2701
1965-09-01,1019.7366,1022.5273,1012.21643,1017.161,1021.68884,1016.7176,1024.8765,1020.7388,1015.61365,1013.1715,1015.5225
1965-10-01,1018.0404,1023.57166,1011.71844,1015.69305,1020.632,1013.93555,1024.0417,1018.8119,1017.34827,1011.72095,1013.9268
1965-11-01,1016.70264,1022.22284,1011.1361,1016.55756,1020.15393,1012.18475,1023.7441,1017.25525,1019.65656,1010.20026,1012.4564
1965-12-01,1014.1259,1017.06055,1009.3854,1013.5268,1016.1979,1008.2505,1020.2717,1012.37085,1012.7684,1007.0957,1011.6434
1966-01-01,1014.8092,1021.22955,1011.2103,1017.7321,1016.6481,1010.9444,1018.5357,1012.2468,1017.1707,1006.90674,1012.14923
1966-02-01,1012.04407,1018.64026,1009.53986,1014.72595,1014.7885,1009.175,1019.5315,1012.7025,1017.1738,1007.8324,1010.38226
1966-03-01,1012.70685,1019.427,1009.277,1016.18805,1014.88556,1013.1919,1019.9922,1019.6855,1016.14795,1010.2621,1010.152
1966-04-01,1014.67834,1021.62445,1009.0617,1019.26807,1016.8846,1015.8732,1019.5828,1014.803,1016.5129,1011.56213,1010.7904
1966-05-01,1017.22705,1020.47034,1010.65704,1019.4433,1018.0056,1021.21075,1019.6905,1015.8707,1013.3709,1015.89825,1013.8284
1966-06-01,1019.8338,1019.3851,1011.2635,1016.8402,1019.58716,1018.88873,1025.1,1022.09393,1014.44617,1015.9402,1014.8887
1966-07-01,1019.2905,1021.81537,1010.7678,1016.9391,1020.5692,1020.6769,1023.56036,1014.2522,1012.51404,1015.9395,1014.03564
1966-08-01,1019.6799,1022.0226,1011.23975,1021.724,1021.0762,1022.1891,1027.0153,1020.8415,1017.7966,1015.7111,1014.59265
1966-09-01,1019.03455,1022.1421,1011.7643,1016.74945,1020.6368,1016.0754,1023.53284,1016.46094,1016.9291,1012.39575,1014.71155
1966-10-01,1017.54553,1021.6007,1011.15717,1019.4094,1019.19415,1016.88086,1020.93164,1014.8067,1017.6432,1012.3733,1013.3903
1966-11-01,1014.48126,1017.07245,1009.7452,1015.27234,1015.7399,1011.0527,1017.31274,1013.03235,1008.65735,1008.8514,1011.84375
1966-12-01,1011.4851,1019.2486,1008.5128,1016.8577,1012.9509,1012.0747,1015.7312,1012.9203,1018.59644,1007.92633,1009.8747
1967-01-01,1012.0121,1016.5383,1009.06915,1013.9102,1014.4152,1008.4154,1015.5494,1009.1903,1012.277,1005.2844,1010.7532
1967-02-01,1011.6559,1019.32166,1008.4857,1017.4519,1014.3695,1010.59283,1017.0266,1012.03174,1019.1679,1004.7417,1009.8346
1967-03-01,1011.1348,1021.57104,1009.4515,1018.9799,1015.3773,1014.48126,1018.55396,1017.87634,1022.605,1009.02344,1009.62274
1967-04-01,1012.3553,1018.8254,1009.7403,1017.94086,1014.5545,1017.08905,1019.6518,1020.0183,1016.867,1013.15784,1010.16187
1967-05-01,1016.08844,1016.06525,1009.43695,1015.8744,1016.3678,1017.8016,1021.1356,1018.9183,1009.6068,1014.0742,1011.26697
1967-06-01,1018.52716,1016.0413,1009.7265,1017.4939,1020.1989,1021.3823,1024.7621,1017.55853,1005.6509,1016.69867,1013.0773
1967-07-01,1018.6933,1021.867,1010.5704,1017.0092,1021.402,1021.3091,1025.7555,1020.17206,1012.9517,1016.4766,1013.76807
