,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1967-11-01,6.12981067105589,8.227529888088972,3.537339489295933,7.5871704622885945,4.102710438471293,4.5346720452777545,3.1344453457831447,8.535644944939252,2.749543455383784,6.59617311281667,4.816264419545402
1967-12-01,6.23443664718906,8.717171986065829,3.5036956615321566,8.050511423116633,4.11311761586056,4.971193648645877,2.9245435800102864,8.565981286749437,2.7222325998514645,6.831413699592524,5.094352951980755
1968-01-01,6.4082546810893914,8.681340011393875,3.377856796404235,8.021293789575802,4.002428073586268,2.754775467843806,3.256781814400649,8.52569949928885,0.0,7.118379136093181,3.2660702897709974
1968-02-01,6.826705464819469,8.75257799890483,3.5528813900825136,8.473420393088784,4.554406174475382,0.0,3.3303409267382467,8.697612718586711,2.4038950434258006,7.6457380041849365,2.9452470904667063
1968-03-01,6.517763099738034,8.817058874675816,3.9705856953171232,8.153699534952073,5.668513818747123,5.327228257053022,3.6501680618547065,8.5561661326991,4.078135807536454,7.224080570051521,5.26953789879768
1968-04-01,6.394038284676915,9.120551935698364,3.7165229047022503,8.520305456167277,5.483536681737357,6.2882515433982675,3.2213352364756935,8.855151598998177,4.7245110070215866,7.899221932669768,5.708027890906043
1968-05-01,6.006935220921204,9.090851360587598,3.782896237366288,8.113914163682075,5.496562300079297,5.871721797267601,3.533724095671504,8.8071074071941,5.062053686343908,7.776176805099307,5.609068284272854
1968-06-01,5.618454774639234,8.19249827759857,5.335364648762772,7.3647833290969364,5.637031136050773,5.703628110053433,5.036427360330681,8.723516854531828,4.5128833397263834,6.27921416961923,5.989153540536335
1968-07-01,5.525416138233375,7.536053943627234,4.437223155910093,6.57152593096506,5.132587589864279,5.046004655170397,4.523433736162543,8.384714427737741,5.254165334425551,5.766966853278071,5.067884603068615
1968-08-01,5.067749572917107,6.906480097275214,4.046491743637508,6.464921709362311,5.04343271268177,5.21312197148413,4.176352405510024,8.310226363081803,5.34367862169949,5.71072881146382,5.279659003480342
1968-09-01,4.664953924401825,7.163196705576504,3.4845753906622043,6.440714585258231,4.303634207302422,5.1108144204123445,3.406064161319015,8.402999380322159,4.560696520403797,5.734363391319627,5.207684176611429
1968-10-01,5.209836399389379,7.887973183946086,3.68419445976283,6.743857322960161,4.179109239334538,5.221892762412015,3.518569167012975,8.415013286394323,2.40372650266541,5.899317171161719,5.119197740469968
1968-11-01,5.665983578328469,8.203318379788676,3.446886191758552,7.221887085505539,4.539818226237715,3.7649299446372204,3.4003991964982854,8.749320307999913,2.961086923791302,6.4052971407643575,3.640916518330014
1968-12-01,6.580019056632851,8.703239565321706,3.3135592715368145,8.026123904893709,5.801171418127008,4.753322485553899,2.875073258293507,8.653770235778305,2.1191111451132505,7.23515412224216,4.15308387884814
1969-01-01,7.238955621947876,8.8539109648477,2.828042253248975,8.369757525335379,5.85125888908461,4.598086631635488,2.713423073926302,8.920422742820474,0.0,7.771834493968907,3.771975471033109
1969-02-01,7.221712593654751,8.858543404385065,3.5307416370911304,8.266749369297045,5.216631215098051,3.7842004117675296,3.2639153638932012,8.838475942613007,2.681234867877739,8.021514710408882,3.392670408493924
1969-03-01,6.969301349438101,9.135424951477333,4.015527349878971,8.634175427262946,5.661626087121374,5.002228534958157,3.71020845755828,8.99979221324445,3.910717242091698,7.987318689054691,5.010160878336381
1969-04-01,6.755934697254433,9.195000308048213,4.004573551622368,8.778364348997512,5.817348214319743,5.65396572724996,3.818313214234458,8.93158248323746,3.409329221541177,7.7669467550908,5.265884490651108
1969-05-01,6.035742214743144,8.954841422970373,4.244280661375346,8.19279613826223,5.792233222533719,5.923136557226929,3.607043653146416,8.926560576419762,5.324275337806653,7.059559823288424,5.548659109587314
1969-06-01,5.4656155949612915,8.382957660953728,4.254777997459929,7.329650831804193,4.999274839133113,5.476088256976428,4.194695311285727,8.84270163515364,4.645903234453233,6.300986715790435,5.074744135996203
1969-07-01,5.344800773288937,7.619605966240338,4.200201282179853,6.617725761751741,5.10289562945122,5.014845484165941,4.176522039182072,8.731255070016195,4.401584571750927,5.429955175455835,5.102885875608574
1969-08-01,4.93915262770993,7.173088389762957,4.265792437934903,6.041869550652461,4.611308932309784,5.5062049842654135,4.075659018561738,8.8541937542178,4.167062652595363,5.6170324842155255,5.2588288401918915
1969-09-01,4.662504545687589,7.0229683437961885,3.8929183487404364,6.18944128719473,4.131969814664642,5.501667992418075,3.451627383587551,8.792189437192182,4.5643467974444825,5.665012531674379,5.4197412870890345
1969-10-01,4.97611157814699,7.844703850097398,2.915620380016985,7.072383668949261,3.7711367035040806,4.57420357447229,2.5773860116286516,8.459050433793639,2.373827008149029,6.500179983540222,4.294462474037925
1969-11-01,5.023206772485166,8.44809513807668,3.3851613885242378,7.718453576522082,3.967422874458252,4.694241650303291,3.1148694273879687,8.834640595708796,2.6728929302397715,6.8892051878709815,4.797150338180072
1969-12-01,6.361802699895717,8.953755779802838,3.443347634888615,8.226324838231264,5.464657474105327,4.689876626578306,3.0381314525965384,8.907331922832354,2.9326891106904016,7.572186830456491,4.18688517248668
1970-01-01,7.126986328010157,8.849005243489225,3.950844815001777,8.37193885323027,5.987701146368072,4.967787288373702,3.561692744888438,8.914424833678236,2.5877777710130254,7.950646867302274,4.416208073221843
1970-02-01,6.840097140601319,8.778913224088727,4.019357129580994,8.27695213098898,5.306087346449119,4.234371548673419,3.617569265567564,8.707670283151485,0.0,7.718568369248235,2.8733657757364606
1970-03-01,6.846347872905933,8.889215099770743,3.7684560415210866,8.501648003284217,5.220710960999146,5.758002261027709,3.41144593362901,9.00368199714355,2.990684301455983,7.242621405079742,5.1071480346849265
1970-04-01,6.70364904501284,9.138443868616209,4.363881530754566,8.497889813503486,5.9229869705066145,6.265560014242678,3.7072926431514515,8.825690704753823,4.781751137397324,7.411160141633335,5.672628157702752
1970-05-01,6.464644505365225,8.780201040464162,4.918020511423545,7.929565523277045,5.850855152222318,6.324447363966189,4.397930185128624,8.906379125184245,5.043972317134402,7.408741955821717,6.014648309154081
1970-06-01,5.677928816796035,8.088293998449487,4.94074894234973,7.06566071528132,4.972020656108206,5.014267931260745,4.338573256877969,8.662341101818853,5.059191944499298,6.396970489027264,5.180520577170912
1970-07-01,5.362898915423114,7.793502853981714,4.32427899217872,6.615155542099727,5.044371267849915,5.1030594343958136,3.7768474584284246,8.596260203963736,5.061944532488042,5.900134772276175,5.094398146481455
1970-08-01,5.359431562525352,7.234115162072703,4.108725154494098,5.737651322927896,4.800093821418421,4.531522127681686,3.8339475188234187,8.7828863771253,4.840284470969371,5.429115070974861,4.818366616870131
1970-09-01,4.337756929758053,7.323546895229255,3.904296717443753,6.219962616628618,3.826291145665922,5.1726415487210735,3.6706777143557874,8.776079913517309,4.48628360506598,5.439499976575591,5.398689311381621
1970-10-01,3.7541419906332876,7.743947086718271,3.1125464894617356,6.79671622345313,3.6036672659295377,3.7617415489585913,2.9831086242609732,8.749132700745186,3.1649323378727994,6.162021823343084,3.9981294686270545
1970-11-01,4.048422549383519,8.472355848343684,3.2824637162274652,7.510117758554802,3.5080044355733215,4.60701199835371,3.098146388079496,8.712210933907745,2.1552518644248235,6.768535263957253,4.265716146467404
1970-12-01,5.345510871896446,8.870860989659006,3.2200160341374136,8.10002234940904,4.7535413501631965,3.367308848234413,3.2069075707619237,8.776796260429265,2.480349609828619,7.401021958127694,3.400456824826242
1971-01-01,6.056031603824404,8.887868917016235,3.5006265285794624,8.383431887900903,4.994695206865341,3.811589008860766,3.4015620873147467,8.627866646700607,2.594487857014785,7.526493391072096,3.370255499494442
1971-02-01,6.269101888559987,8.756044875394501,3.545227786050488,8.19984582110908,4.802439431585915,4.7933807725664845,3.4117485383740958,8.694604777742532,2.7365027944359475,7.5484274035156815,2.621327606834633
1971-03-01,6.543981524923689,8.954853019083608,3.8906793450859687,8.443249973512444,5.212238991002324,5.46104789224757,3.552812741317565,8.534825868878741,2.74717186965019,7.876448407666165,4.64216344253908
1971-04-01,7.238996552482587,9.24139270590552,4.0827945951908875,8.55476520225222,6.520074312269608,6.678762019140812,3.3762828475085187,9.03223302609498,5.488879014380943,7.930683175872494,6.2082468417764485
1971-05-01,6.745067310706673,9.164145121068106,4.00882004674172,8.109724251076004,6.127273593806526,6.62475336982396,3.4839310681503393,8.940239397459615,5.738465772899564,7.403288234574473,5.989038280675383
1971-06-01,5.695047222228905,8.422111267707063,4.12714134976131,7.109659545032979,5.140489842624582,5.622211652708136,3.6757048728716164,8.900703656092766,5.261879394728662,6.406140850105414,5.4332255871310515
1971-07-01,5.688276697387559,7.751696898293034,4.640422245200455,6.583531803367787,5.602895826184422,5.602872789883452,4.165076294098448,8.9663857662067,5.188291963810831,6.306456020472346,5.48400888171748
1971-08-01,5.433152174281257,7.641481740032668,4.335176863798177,6.064252757131233,4.996628145483887,5.697265834532098,4.081735551808924,8.636567265419625,5.315907119834218,5.850194707412205,5.74198854692638
1971-09-01,4.052247447678414,7.409119374052078,3.9009822437218133,6.047892107316205,3.800734961825798,4.845434236387999,3.8117435835915945,8.541924172532273,4.437482930891517,5.662248202097001,5.016145955090614
1971-10-01,4.984828756684099,7.780891193646529,3.9275625377325,6.579717494728738,4.416244199907018,4.672521984518445,3.6925223502743387,8.73006763578371,3.5986636906576916,6.275880604366961,4.835693500391433
1971-11-01,5.492554923587155,8.576398248100455,3.8230045778191215,7.624636345011139,3.8635172793396513,5.3495563950205485,3.3542152390378153,8.834295929823938,3.313645625422804,7.0342251838472825,5.495620602856291
1971-12-01,5.969825118361154,8.864065847988096,3.188789626440754,7.851433688566307,4.901497890888442,3.148903184628175,2.7466435711236965,8.920865427844646,3.10265871649545,7.3454496737532065,4.419818358114459
1972-01-01,7.0418155495024,9.004862753722815,3.4503153297153313,8.49163296274549,6.248490266913971,5.51017607599382,3.1407872901786646,8.993138798157709,2.832559727195596,8.009727695146204,4.8957392844460825
1972-02-01,7.051875966443451,8.903677299883439,3.6749571208342022,8.406770105254845,5.444928920097243,5.6642924622828135,3.4414746388469815,8.725796868351292,0.0,7.397652551413289,4.920590924147111
1972-03-01,7.700251982096325,8.94477736181578,3.9081837101626307,8.48987813302857,5.638009509825464,5.539496165641914,3.715563426024812,8.736905422541481,3.214303147191921,7.904395051685083,5.0588007840951725
1972-04-01,6.782464873202265,9.138571027376779,3.864631064310829,8.605383169607892,5.734935475377703,6.644024228923142,3.4352771101977484,8.688636244742503,4.882824885308302,7.667134299212666,6.230090871997913
1972-05-01,6.73961284298027,8.974580742280223,4.1008556905266484,8.05054199712556,5.91617240936203,6.783420869907007,3.6891527667069033,8.603271034341795,4.706155285553768,7.319837813147493,6.200289991490223
1972-06-01,6.370245513817492,8.320959337990425,5.061346037075623,7.28123535624802,6.2819058065933495,6.185411703554633,4.128050787009026,8.510425255409752,5.171857873433101,6.755698634946241,6.001394160088325
1972-07-01,5.417509075229714,7.358338007692748,4.122185782880649,6.738469710050597,5.152117701295501,5.655905311304995,3.767512487128758,8.739325726237789,4.809508652628844,6.319604988620274,5.568137810411708
1972-08-01,5.542422693059834,7.251252689711788,4.537962736926246,6.61901336144653,5.444758553472023,5.2662330892929194,4.5148207523858845,8.555938083456029,4.936219470325888,6.246338445816075,5.566103521830152
1972-09-01,5.025312085607467,7.61389123877845,3.770411843224949,6.631117689696002,4.4306854332862455,4.532196310588665,3.774322752345645,8.486181797095764,3.0876801690268305,6.094499565396029,4.7145656437439305
1972-10-01,5.590454428765672,8.106981007359016,3.4886433618983315,7.0146181102841485,4.321984169501739,5.533981447691932,3.0991207017861977,8.64815581763686,2.9516584028614465,6.184039747955317,5.264517050798908
1972-11-01,5.696134711047166,8.613343282871046,3.1962746971441627,7.7171715887928745,4.3952961718477175,5.337736953805346,2.699133417452783,8.892541134390319,3.1134659354359338,6.277392640358133,4.963185654406491
1972-12-01,6.58733684660304,8.780589371602158,3.099810901850837,8.231197696103973,5.196022053583491,4.729326407017322,3.0127084674609392,8.926644844848063,0.0,6.7872260555739725,4.138294406558438
1973-01-01,6.608091309360629,8.98536137723577,3.512454063549763,8.475608432636909,5.307631218584708,3.1654079701281597,3.125597229220016,8.819130484072858,2.620495633147262,7.168147769242503,3.518066219122007
1973-02-01,6.83155635361028,8.808007645298341,3.8987495873214084,8.768827983988919,5.733507771931907,4.85577052125255,3.5519019778384706,8.885607627227426,3.1657364449855527,7.6881944430139475,4.154076688755482
1973-03-01,6.578418870624496,8.90173575670529,3.9551921922952973,8.338618961763908,5.3340293210507514,3.5446873275350614,3.650545607406542,8.967282869247896,3.48350308945029,7.409220042190648,4.307114641338528
1973-04-01,6.146894689421655,9.075073499258394,4.082878760964051,8.38309804217912,5.07922394879508,5.51831754054621,3.6809971030844757,9.126179292789256,3.9285534912102458,7.511727590049573,5.242621993322683
1973-05-01,6.43868189119295,8.810374606456081,4.769045763227552,7.989951595993015,5.9132173559328605,6.095921708793055,4.052608757827973,8.773388907243765,3.9609106193152686,7.159540815715603,5.652517826500609
1973-06-01,5.631947522387388,8.0466943959262,4.7223025600164314,7.082064268165194,5.179486262544589,5.424125101758006,4.271308764720072,8.718076697876604,4.982740097298533,6.737001111144258,5.363896406635803
1973-07-01,5.086367290985194,7.763570040444849,4.31661009593725,6.568355962409144,4.637308896666613,5.380548484184916,4.039660221241766,8.781669252463793,4.212224522164336,6.2320400760709775,5.384672509827288
1973-08-01,5.045546109534044,7.307917485429397,3.861198016493582,6.4268742647071315,4.519104121190784,4.936658657174736,3.7469315744662453,8.555362729135334,4.736495621565278,6.055659462228496,5.0281982173353255
1973-09-01,4.065148429143578,7.292480908077686,3.4842073466432897,6.41591275888221,3.9991845070861665,4.899972123992181,3.307833505108328,8.388051499990548,3.771865632937848,5.8250703955830945,4.696290992571867
1973-10-01,4.68634625317592,7.991157904776225,3.5341942058427027,6.8543676078000955,4.0689993201169905,4.399168419907373,3.3094919260325755,8.43887438516526,2.794956586753956,5.869491516170476,4.5059347759433654
1973-11-01,3.933934350528689,8.6962613138208,3.2360350165876577,7.16945208891776,3.6643557113386547,3.780494489917859,3.03942043236843,8.776367490354026,2.88043014451708,6.293870515694378,3.727167336026175
1973-12-01,5.355117132085864,8.954823150999264,3.5294995258985544,8.184303160399486,4.558988201157787,3.1358281139618014,3.2674150389508494,8.68825983042991,2.717128346047821,7.1011401588543945,3.4581907782221433
1974-01-01,4.768971746760407,8.93354275982253,3.2865710083837887,8.389300709390435,4.040186621950321,0.0,3.1321328993370963,8.389761610058267,0.0,7.530364783203839,2.6910975466912266
1974-02-01,5.445627542598794,8.870130558358419,3.558929236166538,8.382035981043822,4.989858602262466,2.641221540057948,3.2923561979414493,8.248639011662242,3.440725454408892,8.128719570120232,3.362350570265457
1974-03-01,5.899807956195572,8.92804176415332,3.740346453872692,8.430942416449119,4.961111759592488,4.2102088618382885,3.706448483739922,8.7524727041789,3.21619111221431,8.256465759859502,3.8038100121850196
1974-04-01,6.530845006649325,8.984944344005973,3.9103887072013546,8.30498532500659,5.974023528101513,6.413783252369276,3.569693761075918,8.751932362920654,5.485815142103742,8.052517065761275,5.872628826172474
1974-05-01,6.325983328279427,8.757330409826558,5.007317851811597,8.0832046096674,6.151520802514627,6.194294167751329,4.483551852210652,8.808898533411302,6.053139375747107,7.714765174735044,5.608390385547389
1974-06-01,5.896250589243828,8.63458745148144,4.070589295270746,7.43249374536669,5.767386986649222,6.350280419451137,3.739744863966643,8.792138007771255,5.467957722401194,7.092314705994256,5.657182316071389
1974-07-01,5.232408698525889,7.724151611536219,4.482792051238395,6.431920292713532,5.411030726290636,5.949681361033299,4.263247426858688,8.606518628661744,5.341369124520817,6.302863810669631,5.7113665952042645
1974-08-01,4.552871919717066,6.757338979249496,3.6941315990142085,5.953452207768229,4.284672045716711,5.404105231987113,3.479714343872304,8.644098483224088,4.411978384657607,6.018768169225233,5.337446692072913
1974-09-01,4.620223677582827,7.146861230115377,3.56505830953616,6.112715717296396,4.267467928882904,4.617236514076045,3.4960142517614634,8.566072240327747,4.53242510034764,5.697845931889413,4.494706561865674
1974-10-01,4.2347827845661925,7.780205216968865,3.6817983954348437,6.508662148322642,4.040940673219483,4.519370443074705,3.4521191570333785,8.569289301120934,3.229699465893003,6.30710699671951,4.699704824780942
1974-11-01,4.68402477775921,8.523891644667703,3.026373231072256,7.462420169167651,3.8892388020396518,4.760694571925384,2.499171181102956,8.71735324282394,2.8718078151484208,7.08890557623138,4.774188257030904
1974-12-01,6.461397512209712,8.786053001627135,3.1269257237630885,8.21177036971919,5.140582289126074,4.363083953062761,2.470585767686044,8.883916098502802,2.782134384117798,7.6009185886622825,4.761497216971317
1975-01-01,6.736678695206931,8.93685280910163,3.1663415148549827,8.469554154810483,5.5416109814986845,4.304814215187631,2.594254226731855,8.88781893476968,3.0669972602987046,7.7658170236564805,4.203694995013376
1975-02-01,6.959588942039843,8.904217715189136,3.5064115495786656,8.547738978440194,5.059850575912696,4.241419583817061,3.0520692427532707,8.808678396924888,0.0,7.92158399021522,3.6948339176464957
1975-03-01,7.083734470587856,8.76956002868992,3.9873803112097055,8.666734427961565,5.723880428436972,5.403151079772285,3.6072495241727696,8.97339411970874,4.0689487653252625,7.8949256171372415,5.076148689038841
1975-04-01,6.835973623907791,8.9634036397076,4.20923379959012,8.428068264088106,6.091886141002092,5.710988893616179,3.4441930149047226,8.966421194978661,3.644409541720651,7.919703743504327,5.424777953260512
1975-05-01,6.57475428282011,8.842481865250624,3.9831071909776474,8.184187933445676,5.671474245684495,6.345982942174437,3.3245430725300014,8.710661413786703,4.652413448186455,7.432562412790637,5.952080021596802
1975-06-01,5.829864153859938,8.464067366996677,4.480380622509348,7.206183157765189,5.476277995667836,5.892835383389022,3.9789074867317633,8.62119083053401,5.531907171409038,6.532288484659671,5.401226533112479
1975-07-01,5.643620804065743,7.775579887115969,4.4826963061465674,6.997660607613327,4.977958830032226,5.930809853133918,4.144782487402683,8.674605707663385,4.859640835532054,6.1881821528177445,5.8719206273378886
1975-08-01,5.088229631261255,6.826433241749803,4.38884609939409,5.6862929818927075,4.723221318239755,4.955034306777635,4.254406922905355,8.5675868635226,5.021734916473376,5.514980929842207,5.109202031778036
1975-09-01,4.393512073789337,7.3925333218217935,4.080743708278261,5.88011779680581,4.173427021212778,4.984433661234667,3.7443966575054004,8.632283126581154,4.08843164137174,5.7771691680709,5.095439559099246
1975-10-01,4.234739158894194,7.599193252536704,3.7714543170247867,6.331067265475262,3.805116345419145,4.883368651874536,3.1308285721083795,8.40030685298505,4.082633802732726,5.793657441423438,5.022767947419954
1975-11-01,4.865783087259812,8.393161038132579,3.387235149656392,7.400269055787983,3.861005637541338,4.081229629802797,2.9109577062512817,8.508337959067697,2.262844654095743,6.413226994189264,4.2067559607980645
1975-12-01,5.944949778978606,8.759922868245383,3.190664483880323,7.612583793964714,4.079573842130335,2.857214404154599,2.8722740577748698,8.555602176303132,2.5581798464831627,7.209707507094513,3.4916038572309045
1976-01-01,6.537804529188793,8.966790857120342,3.5855156072595653,8.2349957735663,4.8029694881649485,2.95550181567416,3.283297510840662,8.4052245592039,3.1224622396867456,7.950997229192891,3.5131981351413932
1976-02-01,7.227193738306212,8.781551249332466,3.7272597797534748,8.290043032420662,5.868393447529973,3.107839721259012,3.3080155175152446,8.619181501207711,2.742531477515651,8.232055356225352,3.5247287833864958
1976-03-01,7.149647124732683,8.826283100229617,3.756052927411526,8.538267724289437,6.312814574540885,4.98737580281543,3.542738767089993,8.597517342400478,4.467323122204167,8.178577531294511,4.21588970657762
1976-04-01,7.153419759505952,8.938869798742868,4.068218909009586,8.536956651446012,5.890943025298289,6.4721670334442205,3.458832958076477,8.927277231219849,5.383808574799403,7.990667891401864,5.975274843453235
1976-05-01,6.705837827610213,8.861614680571126,4.791128216915069,8.186769855501945,6.078387683439486,6.126714592150297,3.8253730956234007,8.772494103166105,5.3416436328918175,7.402542413891497,5.768670339047033
1976-06-01,6.544363887275709,8.45531353203888,4.5752192842907276,7.684505175186643,5.908372711296122,6.4320951142298295,3.5462404442544617,8.587093415599943,5.7721160435526455,6.8769905605419375,5.945794034454183
1976-07-01,5.329535413646506,7.26779734972319,4.231806568687284,6.623898656483379,5.147867259970476,5.882103875201709,3.549412375121483,8.633554145192825,5.55123979244052,6.008521991616986,5.721332701144852
1976-08-01,4.949454726119787,6.97095490355903,4.361335437866728,6.046089397012804,5.162653366283288,5.426585102413347,3.7748578202162286,8.421510313617915,4.821633745507822,5.775909869031481,5.314550972324403
1976-09-01,4.651268845635368,7.198192325304911,3.9072189481077726,6.508048329665702,4.3753834711829915,5.56693949152211,3.467039275198715,8.386589151571616,4.238565503731674,6.259596911032404,5.641376867432009
1976-10-01,5.185995604179683,7.64750380958713,4.187766725274915,6.6431928595889955,4.874445272522634,5.536962868637222,3.617505446353097,8.533138754006389,4.462372223183158,6.15756614228169,5.64719745185371
1976-11-01,5.763259220015948,8.526014216433065,3.4646485178117805,7.4465024808105005,3.8430470888881287,5.014657712081169,3.016618840295146,8.85535607252464,3.9551105493009353,6.727895787627333,5.168104956378136
1976-12-01,6.710685223946226,8.744541546322337,2.3392801590427257,8.039507956253166,4.6373283699997385,0.0,1.9612882913756118,9.095583996974389,0.0,7.615896928134621,2.5320535528651975
1977-01-01,8.003232612653544,8.805849929024113,3.714287784501354,8.235362021428909,5.9252567967787755,0.0,3.28918702871794,9.028636053201406,0.0,7.780164518903046,3.708245800302069
1977-02-01,7.843136763832689,8.587882490285129,3.4878872225197273,8.33047227120064,5.877440480672552,0.0,3.1839354972156593,8.7520323904254,2.931750143816148,7.78549060038599,0.0
1977-03-01,7.46554851005424,8.841896785199243,4.405236686624641,8.447840357801567,6.452259796077665,3.8589041570353886,3.8909520352985107,8.747530905284163,3.6045119389577196,8.016424313863634,4.52791202069711
1977-04-01,7.291387384448283,8.960960406361618,3.9109042724754057,8.515036585104472,6.386040642513289,5.9667878406438986,3.0385794028642263,8.964645525741068,5.066194939908383,8.312084437811743,5.822735167619295
1977-05-01,6.86895286631148,8.863358520017778,4.284820340595024,7.8362376420233915,5.910712980276435,5.796708033660648,3.7657315073119286,8.736977445760697,5.34095611718847,7.522716467476968,5.151183738525126
1977-06-01,6.276240391986875,8.209398521671822,4.920639286911593,7.28732630319638,5.492128191220709,5.359606781249268,4.037502562493568,8.529976576069753,4.45689706134628,6.852579492787517,5.281397521041252
1977-07-01,5.523943490124791,7.378457498427895,4.8609285066810415,6.630533872180745,5.122737678866471,5.560547268222356,4.381270195305747,8.59249658127749,4.4840406188724575,6.018097877133582,5.231798200807246
1977-08-01,4.63241184346389,7.298595546380487,3.8042096367368177,6.48457169489725,4.0154593940252905,4.778333283915048,3.800334093982689,8.301754102687847,3.702537966630108,5.791925896560467,4.356297976921402
1977-09-01,4.833896701937493,7.512953881710811,3.7185912008105766,6.673421656398423,4.304027699468111,4.9086511084279,3.7147072314288496,8.67265315379315,3.9866558233525886,6.478324163482393,5.110735748237131
1977-10-01,5.067586878373999,7.858429335558926,4.064582640881495,6.664305122339509,4.721965870250789,4.647133613809294,3.609072576102836,8.532682505235012,2.3619957231874364,6.379406961995179,4.992949737665108
1977-11-01,5.63298231582364,8.360126670595783,3.6392680306646947,7.758893843208217,4.086590543437932,3.589159655371445,3.2110600833004113,8.569100887937333,2.6568506173192996,6.862936790410066,4.243223279745565
1977-12-01,6.343396000055979,8.747418098673116,3.277951657164207,7.767755171845785,4.415927326160267,3.2918152113466643,2.8247892082237582,8.79992007608208,0.0,7.439324140584726,4.372198441494935
1978-01-01,6.755820658208401,8.887226634309172,3.755335789358566,8.237766972472553,4.769847987402073,1.5982135825719503,3.0885094421617167,8.866132902389415,2.949259767691528,7.450978127909291,3.3920629409367318
1978-02-01,7.413731930161689,8.702453304697647,3.847580697806983,8.314847575990965,5.742746811341848,3.535334392769782,3.3212855646344637,8.582672534061617,2.7027255549803417,8.139507790845553,4.284109438693121
1978-03-01,7.1976412728062975,8.91313342832294,3.2977723901258713,8.379498121897337,4.756293170040952,5.183760544662976,2.860398653254098,8.809619429712928,3.72246255521261,7.960868449959629,4.83782779516564
1978-04-01,7.227858709596137,9.018484481290464,3.9329452547267127,8.155616746895339,6.003677322769721,6.330873342491023,3.1934492878893543,9.10244808962255,3.5763424883265875,7.542864311571933,5.931835445379717
1978-05-01,6.442376805123778,8.66019025250278,4.7281152018668005,7.833736810698757,5.904654018614369,6.033726351286857,3.88038819422661,8.782200775126944,5.039149690578794,7.197892471046646,5.8926158374063355
1978-06-01,5.650847946962907,8.025961796836096,4.275642327038515,6.768082761253016,5.451143302499237,6.016061621919357,3.6139577519942288,8.736270303357799,5.310098693408479,6.262534046004453,5.648663897354783
