,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12,abs_vo850GLB_cluster1,abs_vo850GLB_cluster2,abs_vo850GLB_cluster3,abs_vo850GLB_cluster4,abs_vo850GLB_cluster5,abs_vo850GLB_cluster6,abs_vo850GLB_cluster7,abs_vo850GLB_cluster8,abs_vo850GLB_cluster9,abs_vo850GLB_cluster10,abs_vo850GLB_cluster11,abs_vo850GLB_cluster12,ssta20GLB_cluster1,ssta20GLB_cluster2,ssta20GLB_cluster3,ssta20GLB_cluster4,ssta20GLB_cluster5,ssta20GLB_cluster6,ssta20GLB_cluster7,ssta20GLB_cluster8,ssta20GLB_cluster9,ssta20GLB_cluster10,ssta20GLB_cluster11,ssta20GLB_cluster12,vws850-200GLB_cluster1,vws850-200GLB_cluster2,vws850-200GLB_cluster3,vws850-200GLB_cluster4,vws850-200GLB_cluster5,vws850-200GLB_cluster6,vws850-200GLB_cluster7,vws850-200GLB_cluster8,vws850-200GLB_cluster9,vws850-200GLB_cluster10,vws850-200GLB_cluster11,vws850-200GLB_cluster12,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP
1965-11-01,1269.372695580385,1034.4911818070843,1032.009548611111,1049.3699657824611,1150.1577457911533,1441.940698126481,1071.7468905323208,1467.9291064922625,1029.900679861664,1230.3777855562878,1083.0051780765891,1329.9112357345282,-5.078699698410616e-05,8.324028846961513e-05,5.316893899528891e-06,-8.381513180211186e-05,4.068648187230271e-05,-3.770459253673102e-05,0.0002476324698363,2.6113164759696272e-05,-6.986619659201212e-05,5.719143152011133e-05,0.0001021256974461,-1.577909326812384e-05,-5.730118682916216,1.1495288222207936,-14.84649540048785,-7.486265649398168,-4.631635260908571,-3.364252171865324,-8.732678932056093,-0.0877955800866427,-11.498594775642315,-0.96252815396178,2.044111609676062,-20.004741854783965,27.795893125753828,18.880317278824503,23.02336706439454,8.029722007249756,52.36524458701356,37.35391573774566,10.800692933329003,48.28909165008433,29.016686004811003,18.728670039833908,12.68927978256019,28.31209466963672,-0.4,1.42,0.21,-1.88,-0.59,-0.81,-2.4,-0.09,-0.3,1.56
1965-12-01,1268.264351937539,1033.7573172829368,1035.876218237058,1049.4473716085272,1147.1772185849472,1442.7763301614336,1069.6737333006097,1471.2848956768328,1028.8690535429937,1230.020178369729,1080.9340908996062,1330.1773769403594,-5.107565385861337e-05,8.27200226870067e-05,5.95433398735293e-06,-8.272259728983044e-05,3.933995453274649e-05,-3.948870562022481e-05,0.0002513644540158,2.578170361918207e-05,-6.864979628235251e-05,5.603324333261016e-05,0.0001035129128576,-1.4213372969850189e-05,-4.243963999713926,0.4380653074028295,-12.717666035204862,-9.344627956549328,-6.645211128339375,-2.201311435641312,-6.958622681467157,0.4666562426035807,-13.919778214287511,-2.3944486823736453,1.8703369494995783,-17.85401274518269,30.29247553107917,17.65615281127522,23.97026002848502,8.970141399002662,64.28186892099255,30.70177044109003,17.225113296988425,58.03935811331557,33.779118232936334,21.75912689161064,18.49824036924894,21.237567543900905,-1.13,1.36,-99.9,1.18,0.06,-1.56,0.3,0.01,-0.25,0.38
1966-01-01,1269.7680085674483,1033.6193708939984,1034.2598346748737,1049.9106552557737,1147.8603653169014,1444.321908092047,1069.7497858942495,1466.385298508864,1029.7980086211187,1220.0085008000754,1080.426507933527,1330.615154590482,-5.280554703013994e-05,8.354851404822134e-05,8.691922957613106e-06,-8.058803068706765e-05,3.738844093337392e-05,-4.201323058170938e-05,0.0002607907663332,2.3649353803010235e-05,-6.836168921548645e-05,5.468968601203885e-05,0.0001064938387518,-1.2580756235711012e-05,-2.9138131107357768,-0.1914472037225688,-10.953757193236225,-10.777063171068828,-8.672237396240234,-1.1783998005273866,-5.415785772758618,0.8470974080094464,-15.925296311525956,-3.7718966427971337,1.7317392135578429,-15.740531828345324,29.396464131283945,17.07663091127458,24.226336638211095,9.93092087715973,67.17488640845328,26.9267527896275,22.75323572362983,51.37180239393095,41.05075592378875,28.508860358830265,17.51124587626445,14.70325368711084,-0.49,1.12,-0.36,-2.54,-0.82,-0.15,-2.2,-0.02,-0.19,0.42
1966-02-01,1270.555133772015,1033.6536823619494,1030.2177043876263,1050.4691505924984,1148.61357353103,1441.0960409878555,1069.32232526568,1468.6521970308745,1029.2641026199244,1230.1507053605046,1080.4517827482305,1328.988507838031,-5.3227969645483566e-05,8.435932030671825e-05,6.7264879727547045e-06,-8.141282596625387e-05,3.798013735210752e-05,-4.118140672746786e-05,0.0002606101952551,2.2829036457928457e-05,-6.882149111697028e-05,5.52059073642936e-05,0.0001058959820119,-1.1693206984504782e-05,-2.33522936594572,-0.6349353939978354,-10.081396693676975,-11.77963415781657,-9.644282789535174,-0.6420851389809353,-4.792331561707614,1.0082085178867324,-17.101922969228212,-4.542988047880285,1.618454783123482,-14.57317724460509,32.670686256912504,15.348663689113089,23.492263536262765,10.248231347744854,66.44715413533224,27.29052329432383,15.954078004167034,51.29392888951477,38.362727283450475,26.77972770132515,12.7804139004026,16.615067103600076,-0.02,0.8,-0.55,-2.02,-0.03,-2.05,-0.4,0.37,-0.28,0.73
1966-03-01,1268.8261341275718,1033.363959572532,1024.5281797466855,1049.2452301104247,1148.0185753191022,1438.1140541691352,1070.1101936648724,1469.7682600754958,1028.7198867311904,1223.1851968420558,1081.1631553193442,1326.1432921964358,-5.104852199533011e-05,8.638897653375017e-05,6.570165827632002e-06,-8.164505998138338e-05,3.7262602525251395e-05,-4.089944526623224e-05,0.0002697566742426,2.3336140641907403e-05,-6.840020004039998e-05,5.606030707236517e-05,0.000108702250983,-1.4015919238291269e-05,-2.643938373318679,-0.6589930983038124,-10.690689086914064,-12.06183930238088,-9.998994548571163,-0.7857436450516305,-5.227292378743489,1.0241557474005711,-17.082837684867307,-4.652211338865991,1.606318294893414,-15.270529491145435,34.69860563208039,15.855321091430216,24.181772611988645,6.9948295694113725,61.61825082567613,28.64704250761636,17.22221455896503,58.12073736674621,35.206502528233585,22.868867198081897,13.544337551273234,19.40130369849176,1.5,0.93,-0.94,0.18,-1.29,0.43,-1.5,0.43,-0.39,-0.76
1966-04-01,1267.0585042520652,1034.12465875799,1022.9056310172032,1049.7804942365149,1146.8120564205549,1434.8003080105896,1071.765426340757,1468.7777592585635,1028.7247928692277,1227.2834502070784,1083.19087884365,1323.728972790288,-5.0065534794069905e-05,8.54207641577669e-05,4.688647199390418e-06,-8.373716700589284e-05,3.8493561134304406e-05,-3.831323630508075e-05,0.000287297698378,2.4243298681101995e-05,-6.97682947975795e-05,5.614253244982984e-05,0.0001084372852134,-1.675038594625863e-05,-3.5684438918134296,-0.3715889951333813,-12.239391191870766,-11.74577424923579,-9.7604786424332,-1.4651680955799615,-6.413085000556812,0.768756352739247,-16.71420815064735,-4.32489226846134,1.742981539832221,-17.24677202178211,30.29475965325239,19.448275800786433,24.86054675795782,7.583372928806656,50.39020719738156,37.76555747900209,19.365560104641037,43.333193088604865,31.571189455794215,20.492006843193764,10.470794004956623,29.685672561247436,0.08,0.35,1.96,-0.96,0.06,-0.54,-0.3,0.52,0.08,0.08
1966-05-01,1265.5713621220386,1035.573078502308,1021.3159426294192,1048.5566052971576,1147.1958557988555,1431.896018077977,1072.5787814765488,1474.0002265343298,1029.713305819566,1230.1842379282757,1085.1831550272102,1323.203172870711,-4.899257459267623e-05,8.60788867085878e-05,8.937747486688085e-07,-8.582139416830614e-05,4.068799636127747e-05,-3.5807281415037796e-05,0.0003024733996426,2.4858412112067624e-05,-6.879117230972722e-05,5.9429017428242493e-05,0.0001026463102442,-1.6381495381580332e-05,-4.592104266873367,0.3943362025492781,-13.713499930052633,-10.158084332942964,-8.018775182227566,-2.3833868343655658,-7.492313719632333,0.1354347931467779,-14.58750361019803,-3.0052626366708797,1.8757330481037633,-18.87690520868069,28.50287055518669,21.72773826714988,25.513817935765292,9.762628446002644,41.14821271839787,43.42227669170448,12.555964444411632,42.151132821907616,20.93625576622329,11.419680391453657,17.956694124126216,36.76237215966387,0.06,-0.38,-0.67,0.25,-0.53,-0.15,-0.7,0.36,0.13,0.51
1966-06-01,1267.842235232232,1036.2138713489878,1015.81679835464,1049.7081825591488,1150.7771236795777,1427.5531786877964,1074.9161812458808,1473.9486107459434,1030.0466744003782,1227.3700760071538,1086.261234120426,1321.2073830997242,-4.812316691637366e-05,8.717576865080085e-05,-9.866861654090342e-07,-8.642623433843255e-05,4.213839039972692e-05,-3.5042868790843514e-05,0.0003367984027136,2.501333549051971e-05,-6.786289528722137e-05,5.930562487076808e-05,0.0001031847586841,-1.6847318383855097e-05,-5.507829377977111,1.2973061942179267,-14.911416568587311,-7.754231244325638,-5.584094948964577,-3.100468545425229,-8.61772336457905,-0.3792751801612715,-11.838030077747463,-1.3907559245240455,1.8993861036873905,-20.195929364460273,21.34830687283864,21.519540915185484,30.913278626822315,9.375698577587892,21.583331534586858,51.43633066403005,9.53252174376954,35.702476005399866,12.230829509159458,10.683295337285829,35.05515641287471,34.743227413574914,0.84,-0.08,0.23,1.37,0.16,0.1,0.5,0.27,0.62,-1.03
1966-07-01,1264.8497621912018,1035.9450114857066,1013.9180501302084,1048.240799620478,1150.5757936289613,1424.6829353802575,1074.0884522771582,1474.0187424879807,1028.7386637888137,1232.5969650084714,1086.6457947299014,1319.170245002298,-4.6787213573814854e-05,8.540534191268038e-05,-2.5963796306018756e-06,-8.699987083673477e-05,4.5278716944199106e-05,-3.4820643027828374e-05,0.0003592137727537,2.3573349598150816e-05,-6.67821328850728e-05,6.129771228533455e-05,0.0001025410867452,-1.669018080152688e-05,-6.191826895844165,1.9813887569882451,-15.410586584985785,-4.899691541989645,-2.843766724137955,-3.7201102550436818,-9.284065648129111,-0.8702975872172612,-8.23235610096725,0.178159203599481,2.0504842907570313,-20.604365279034873,19.4480907176146,22.254463440384477,31.472614643252356,10.899455294104516,13.662642915251157,49.500497685453745,11.117217646953405,21.59473123889,10.15715609210404,10.248761050954936,39.49684156802058,36.68667596316705,-1.23,0.04,-0.57,0.35,0.26,-1.18,0.1,0.15,0.28,2.82
1966-08-01,1267.6269226835257,1036.325822310014,1014.8598410866476,1048.9967681332769,1152.678085112236,1426.729956170394,1075.4462646055304,1471.5433854323169,1029.4588553070264,1232.400475927146,1087.0791573809763,1319.0449833090788,-4.858100578816272e-05,8.546401955171725e-05,-1.9385388485992687e-06,-8.632316021248699e-05,4.581582525053722e-05,-3.5358212155955336e-05,0.0003527247463352,2.2162296846756813e-05,-6.773516206657059e-05,6.245620468313252e-05,0.0001013865025779,-1.675101797212224e-05,-6.406889030401656,2.1459088686409347,-15.620127399410825,-3.0234798789024353,-0.9203179377943412,-4.1307921089777135,-9.364144843921329,-1.11005183768599,-5.111129013533445,1.2948560948465386,2.0755485867324857,-20.78102809626882,14.25246638353194,20.720576868016643,31.10897899903191,10.453810382313774,12.196086208054776,49.57820623022504,10.666368424372749,17.234827518584833,10.173972442914636,10.775212913024092,39.3028569406589,34.65114005340449,1.87,-0.37,0.63,-2.39,-0.35,1.26,1.1,0.03,-0.06,-0.34
1966-09-01,1268.0299525843595,1036.087056940252,1023.0129665798612,1048.6118208222304,1151.8101823833626,1432.2058799707495,1073.886263936182,1469.152127779447,1029.8769966660032,1225.1842085137423,1085.9359219542937,1322.338827295241,-4.950411018387465e-05,8.429097504361698e-05,-8.742548715388255e-07,-8.621717715868726e-05,4.5543630714610314e-05,-3.4608963955032656e-05,0.0003052117608604,2.267238453002216e-05,-6.922114664696616e-05,5.9891318289436616e-05,0.0001019150192296,-1.6494179343325982e-05,-6.672960391147532,2.169317253139041,-15.767585281777173,-3.0738789588212967,-0.7718834192513331,-4.289488530740505,-9.667112785473204,-1.0194865331802194,-5.606721111179628,1.4660208131752763,2.0831672437421176,-20.58989268977468,15.532942311589052,17.74558887960628,29.75585266403819,10.16568992853744,17.9188713090369,48.90610664133887,9.10479289904603,32.52009141920929,9.385718482913298,9.475168398121257,28.94648578787224,31.60135186286242,2.66,-0.44,1.58,-0.29,-0.33,0.63,-0.4,0.07,-0.07,0.55
1966-10-01,1269.079300649743,1035.0526844371448,1028.7516892558397,1048.7974970223677,1149.9333255391723,1437.4638706586938,1072.8444077637575,1467.0858236459585,1029.5162516794387,1227.281758871423,1084.1949723724626,1325.9205537683824,-5.023597638443245e-05,8.3072400969647e-05,1.9481666944258627e-06,-8.505560108460486e-05,4.2838604360745014e-05,-3.538909833740346e-05,0.0002611194940982,2.623692227684676e-05,-6.966679209928304e-05,5.755419837880944e-05,0.0001043542405337,-1.677704313869543e-05,-6.682623547615766,1.8479650993959615,-15.422576296645984,-4.829669743776321,-2.063571753567212,-4.313418996043322,-9.482109337522273,-0.7109835914008694,-8.180957479575246,0.6778576444177067,2.164336479861011,-20.40223144903416,18.374495060597475,17.87401900851268,28.1616385102003,7.684294242946456,42.409601842366584,43.10017346965192,16.725050925875493,42.844753556561386,18.2463243800039,10.164339454490044,16.261075281384297,27.056018106483215,0.87,-0.5,0.46,-0.23,-1.17,-0.61,-0.2,0.1,-0.05,-0.96
1966-11-01,1267.298261304746,1033.8411088423295,1033.841466422033,1048.137733794614,1147.045829665493,1440.318782860634,1070.6947474152844,1466.8609325702373,1028.7802532220344,1226.661921121988,1082.0211948492588,1328.4384334788604,-5.03581789846797e-05,8.361709691137387e-05,3.802067886616055e-06,-8.408351568505168e-05,4.1580316437549874e-05,-3.7804242121155034e-05,0.0002338926606171,2.5281295558099873e-05,-6.961865028546383e-05,5.737779482497617e-05,0.0001033754354416,-1.5249541193918563e-05,-5.853696864285915,1.0774307841554691,-14.50335831768745,-7.261074831088385,-4.342605207608715,-3.511424035560794,-8.556135411848102,-0.1189094070838466,-10.920411532687158,-0.7447496987879276,2.093394749368692,-19.447224314619856,24.78794417886632,19.40479411369903,26.63742568784982,8.771106821891753,50.77984805360611,36.307923436711775,23.993119986036564,56.0875722677395,25.084550131728506,18.442687697689568,16.184866307169973,23.54174383317443,-2.94,-0.47,0.74,-0.18,-1.15,-1.96,-0.0,0.35,0.21,0.95
1966-12-01,1269.7029399158355,1033.085313276811,1034.6674755366162,1048.8446376120396,1145.8335167253522,1441.230173698534,1069.1457523821946,1468.5162764329175,1028.3398048741044,1221.0321265530874,1080.0686176006611,1328.813420713337,-5.100231966448005e-05,8.305129982223601e-05,6.239607419659346e-06,-8.3168524724897e-05,3.88477884864051e-05,-3.998480696243265e-05,0.0002218480767623,2.532319447592407e-05,-6.920817118922086e-05,5.518658373806955e-05,0.0001067295712934,-1.3159890665962513e-05,-4.343073745425657,0.2946062064772352,-12.556227118568083,-9.205970168113708,-6.710438096904319,-2.265640548089656,-6.983285368534556,0.4420850281369741,-13.616670038282257,-2.4054191159267053,1.9567776898868747,-17.31955365436833,27.62585767050209,16.4337404968246,26.8728524041834,8.12171772158624,69.97275017448483,33.06070362108604,26.02877528620103,64.77842139989377,34.3558930889988,22.246685304739227,18.934585989619254,19.30716463110169,-0.61,-0.57,-99.9,0.58,-0.32,-0.21,-0.6,0.24,0.6,-1.34
1967-01-01,1269.044140746766,1033.412003950639,1039.367799084596,1049.1435994781573,1145.81298828125,1444.6154264477193,1068.4780020286412,1470.18796480619,1028.9301509006768,1223.941003270896,1079.184338170239,1331.775141697304,-5.197880340781e-05,8.238010839826504e-05,7.1649108828989655e-06,-8.132747607305645e-05,3.7644853532603544e-05,-4.051076602430736e-05,0.0002388968641753,2.448183544865791e-05,-6.794400135996394e-05,5.534208616279949e-05,0.0001058235979006,-1.193982097172794e-05,-2.8585687815714227,-0.4103885480809375,-10.516041570005164,-10.400338967641195,-8.23625255393111,-1.0873251662748618,-5.273375427513792,0.9268625686157784,-15.5150167720834,-3.519774324753705,1.7347416482553673,-15.19815677549781,27.19548537343277,16.819439843768297,25.469477251570034,12.167243327978696,75.14539664167778,22.88867960747186,38.28004122777066,68.49540258993319,35.897899914457334,23.548304991087672,15.90191310796548,12.934314947361196,0.34,-0.67,-0.22,-1.55,-0.2,-1.16,2.8,0.24,0.3,0.86
