,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12,abs_vo850GLB_cluster1,abs_vo850GLB_cluster2,abs_vo850GLB_cluster3,abs_vo850GLB_cluster4,abs_vo850GLB_cluster5,abs_vo850GLB_cluster6,abs_vo850GLB_cluster7,abs_vo850GLB_cluster8,abs_vo850GLB_cluster9,abs_vo850GLB_cluster10,abs_vo850GLB_cluster11,abs_vo850GLB_cluster12,ssta20GLB_cluster1,ssta20GLB_cluster2,ssta20GLB_cluster3,ssta20GLB_cluster4,ssta20GLB_cluster5,ssta20GLB_cluster6,ssta20GLB_cluster7,ssta20GLB_cluster8,ssta20GLB_cluster9,ssta20GLB_cluster10,ssta20GLB_cluster11,ssta20GLB_cluster12,vws850-200GLB_cluster1,vws850-200GLB_cluster2,vws850-200GLB_cluster3,vws850-200GLB_cluster4,vws850-200GLB_cluster5,vws850-200GLB_cluster6,vws850-200GLB_cluster7,vws850-200GLB_cluster8,vws850-200GLB_cluster9,vws850-200GLB_cluster10,vws850-200GLB_cluster11,vws850-200GLB_cluster12,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP
1965-01-01,1268.8718115599672,1033.3379433371804,1034.457243331755,1048.8700610414649,1147.1864512268926,1443.2784383330866,1068.6426360494013,1469.9273916391226,1029.1581036027071,1215.9156155873495,1079.299796340812,1329.1897044462316,-5.258871436023609e-05,8.276047213749434e-05,6.846413659253952e-06,-8.275842701550573e-05,3.88509132217263e-05,-4.2075395622175915e-05,0.0002201787174271,2.3359023222891503e-05,-6.922385311782391e-05,5.52442104200399e-05,0.0001089399796401,-1.1666879727077772e-05,-2.5302108672025394,-0.484556431343796,-10.10725983476217,-10.127096871534985,-8.359061201957807,-1.058676489060972,-4.849314940603156,0.873082617646483,-14.936054858964743,-3.55465898326799,1.708824528153911,-14.485386173899585,27.64456702257198,15.271942689516544,21.778158773583193,10.977991886780307,67.57265046835748,27.476693601322967,30.89600431002588,53.36041716033328,36.03253457022815,27.230249307063755,16.709475089232253,16.129642162410175,-0.37,-0.89,0.6,-0.65,-1.24,-0.92,-0.7,-0.36,-0.39,-1.0
1965-02-01,1267.0742577150872,1032.7057300914416,1031.286374487058,1048.4245517149143,1144.4383905974912,1440.309439564203,1067.7756364819036,1466.73950782189,1028.110071656051,1226.7061164580196,1078.3968672793137,1327.1823259740097,-5.256853651627508e-05,8.537250088581272e-05,6.998537357372833e-06,-8.158657583408057e-05,3.6672541594347146e-05,-4.1580290413738595e-05,0.000257932133536,2.3805677344734293e-05,-6.904799353124697e-05,5.539083978309746e-05,0.0001096593788125,-1.1501576997997128e-05,-1.9498867954281596,-0.842711179081453,-9.60112229912682,-11.320194602012634,-9.394340863510898,-0.5095149298119018,-4.359090871978224,0.962070808324646,-16.389539069736127,-4.371310121872846,1.5083729840801496,-14.181935380144818,33.345024852473806,16.09376811717202,25.265874230174777,10.473498998173204,67.80062436931944,26.201621928718392,27.322841548765087,61.43378507578004,37.5206297424505,21.623280846089415,19.372502954603977,14.455812802850986,1.46,-0.56,-0.93,-2.2,-1.16,-1.03,0.7,-0.25,-0.08,-1.04
1965-03-01,1268.78322686935,1034.0426982532847,1029.5417554450758,1049.3341490279795,1147.4901484099912,1439.8630151251482,1069.976452658172,1470.7364595853364,1029.6510266346538,1221.6687305864082,1081.3470693734976,1327.5539223664723,-5.235313544430766e-05,8.53801928610991e-05,6.398220314995955e-06,-8.176534902304411e-05,3.714426484413851e-05,-4.103624102810147e-05,0.0002810965088428,2.290720103115511e-05,-6.881800375512016e-05,5.495917321240996e-05,0.0001109515464594,-1.3165614403073643e-05,-2.069071771429597,-0.9124291377193336,-10.290903327739343,-11.671748260656994,-10.120369636849182,-0.4024071300902018,-4.758751852470532,0.961103423001015,-16.87002870225415,-4.722764725778617,1.3485001518860975,-15.27887251318955,30.665846770432218,15.451655855182814,23.21745452387642,8.958537227424948,65.57596950757299,26.43717680958931,22.69350590542715,49.10037076184933,39.55630729367916,22.34773132557133,15.575541735575335,19.01908805602114,-1.84,-0.34,2.23,-1.99,0.04,-0.8,1.2,-0.13,0.11,-1.17
1965-04-01,1267.5794948663497,1034.287802956321,1023.401248816288,1050.0274106205588,1147.5020803532132,1435.864344592343,1071.8102748448484,1471.823736337515,1029.415283203125,1228.7189529602788,1082.859893537994,1324.3069318384903,-4.995482835906974e-05,8.601056233340313e-05,6.1573578149556075e-06,-8.37839048472233e-05,3.729712085412212e-05,-3.8583262695796275e-05,0.0002834935730788,2.3103500049527348e-05,-6.975497176224116e-05,5.7665164572897306e-05,0.000107326428915,-1.580394387335758e-05,-3.153374212251293,-0.6286097912613404,-12.190018290967014,-11.632971465587616,-10.116950126543438,-1.0977201572642097,-6.078803079170093,0.7565378356027549,-16.587286880335856,-4.546715698990168,1.5333007810762889,-17.387122642703176,32.15070689270219,17.428513636327274,23.79942819847476,7.642573216640072,55.271179736224994,39.512380985516224,19.52748350206597,47.90933492432993,30.52725434365328,17.551886699371916,8.821359489324948,29.117446473503826,0.67,-0.44,1.02,0.64,0.62,-1.07,-0.9,-0.18,0.1,0.49
1965-05-01,1266.3555953865337,1034.582984230735,1019.7617656052714,1049.3241184441615,1147.2933745048415,1431.4190471341826,1072.2484407609293,1472.2920344426082,1028.7185416251991,1231.104839278991,1084.4689524071848,1322.4995930989585,-4.8614920426995945e-05,8.411480287372906e-05,3.1738749569227547e-06,-8.538090332876891e-05,4.031914457476735e-05,-3.6555418825511915e-05,0.0003308838859084,2.5596027091309868e-05,-6.801111241402164e-05,5.805013407897887e-05,0.0001042345796681,-1.70852903475584e-05,-4.225969829147669,0.2169875052133831,-13.763028541497428,-10.024713973204296,-8.394364352639952,-1.9842201889288136,-7.366159506011427,0.2318247149115828,-14.521190800617653,-3.3928465375713275,1.585981255237739,-19.11951623311857,26.943373047296067,21.88766878647309,28.68479944365769,8.933130958938445,39.44389416715571,45.208307000600584,15.673433971997584,41.818501756273434,21.345204409759745,12.793752579726506,21.02729771340578,34.01932942921821,2.95,0.06,0.07,-0.52,-0.66,-0.42,0.3,-0.21,0.15,1.18
1965-06-01,1265.87565510053,1036.7210457541726,1016.3675944010416,1049.780383837007,1148.5188400913294,1427.65546319609,1075.3221347587598,1474.5912405160757,1030.2310783240446,1229.8573689288403,1086.7941440680088,1321.22330011106,-4.8620404794210154e-05,8.714971619682681e-05,-1.2125304099779757e-06,-8.527385944034904e-05,4.403177326461013e-05,-3.5837515001709385e-05,0.0003547055894159,2.5213247011656972e-05,-6.88296066675703e-05,5.96404929794893e-05,0.0001038649949617,-1.717999355041392e-05,-5.056531223461783,1.076628103715564,-14.64789483399518,-7.380082209904989,-5.489533023747135,-2.76487624136413,-8.257042232312655,-0.3945237876141452,-11.46322820604462,-1.4735333826027666,1.7222848963433492,-19.890473528606137,21.341635990082946,22.716628952015707,28.24881686605945,11.163787786848925,21.516187103251895,46.28584896476866,7.947796307639888,39.15751530812147,11.260787722557868,11.407470790883297,44.581084292913424,36.60128255087036,1.33,0.36,-1.56,0.6,-0.8,1.89,-0.9,-0.28,-0.17,1.19
1965-07-01,1266.083433384313,1036.4844512939453,1013.314788510101,1048.3320526990472,1151.1414433868838,1426.0711525288805,1074.671901173248,1474.833767230694,1029.5970357907047,1231.997643895896,1086.8990123781384,1320.2597225413604,-4.754507077359068e-05,8.571175720518162e-05,-2.3536541435604603e-06,-8.650125091662631e-05,4.623662080361389e-05,-3.445004850614406e-05,0.0003638838097685,2.3782623564747503e-05,-6.77218035010783e-05,6.177865857196217e-05,0.0001020457085803,-1.6989447114980446e-05,-5.60492405788504,1.742287950778226,-15.101288483206153,-4.51405793428421,-2.519585144574239,-3.401148210211498,-8.704002781918174,-0.8172983482275924,-7.595714588755185,0.2844233051234601,1.7792031630357974,-20.43230475448981,20.470446152487646,21.93967660140012,28.71822031064956,12.776841824346349,14.012919110391566,51.375326574935734,8.142689443968367,24.984572411816735,10.86114424973923,11.230974890455665,45.80638067139134,36.54819728951635,0.37,0.61,0.75,0.35,-0.47,-1.26,-3.0,-0.2,-0.39,2.64
1965-08-01,1266.8928417481686,1035.9814245050602,1016.4162992226956,1048.2554354408917,1151.495859925176,1428.683167950237,1074.2251538643727,1470.6925025353064,1029.6819018710191,1229.296066100339,1085.842725965712,1320.710126091452,-4.764978291547689e-05,8.590255265734627e-05,-1.381652053504349e-06,-8.68354894919321e-05,4.6377601296874786e-05,-3.4863265570290654e-05,0.0003547390952007,2.4123313656260703e-05,-6.914535773900236e-05,6.097896026591931e-05,0.0001024571841354,-1.7297080050149114e-05,-6.268863197710875,2.082311560254578,-15.506941027345912,-2.8060048818588257,-0.8751148094325305,-3.936242330365065,-9.15334467302289,-1.0588576736515516,-5.236988952479412,1.1220715326421402,1.90072418996328,-20.71911695526867,14.69871287049188,20.91961523690398,27.800454831177117,10.459551120895496,11.48477071621356,49.12588480185865,8.056962937066913,21.588041447187205,8.68737615507906,11.521084525576326,36.33409069469351,33.845669259100596,1.29,1.12,2.32,0.45,0.2,0.32,-1.1,-0.2,-0.21,1.62
1965-09-01,1267.7652791848504,1035.7802165638316,1022.2662415167298,1048.401572846011,1152.0340696522887,1432.165700903436,1074.2584389416738,1469.26516019381,1029.869439191879,1225.0718449971762,1085.7955150115183,1322.4101945465686,-4.973812126793224e-05,8.410118917408779e-05,-8.443172826524321e-07,-8.422865794273093e-05,4.58371563068907e-05,-3.4707246711163155e-05,0.000318365455314,2.3943532794043528e-05,-6.889661731032334e-05,5.9831936909929566e-05,0.0001021973327489,-1.7051643907200834e-05,-6.515650955035532,2.108551712211119,-15.805876571520242,-3.5541247576475143,-1.1031024668314686,-4.106365834794394,-9.522652877004523,-1.0206718457071748,-6.167508154800258,1.1942445764354632,1.9263686378145477,-20.843985022568123,18.33850981328384,20.05213526918169,27.767383339203615,10.533838549406024,20.6566924409332,45.732411175133855,6.75352454018239,38.27235426332766,9.143015357842174,9.08559132695853,31.06077448304117,33.17929764591787,0.66,1.29,2.26,0.51,0.59,0.36,-2.2,-0.12,-0.03,-1.29
1965-10-01,1269.6736704381624,1035.1719388094814,1027.9254335345645,1048.8185202428538,1151.6048463633365,1437.7389916876482,1073.4691867928932,1468.4622837946963,1029.8550240097532,1227.7642307511296,1084.4649094801684,1327.0106097452,-4.925203630671482e-05,8.234913335861326e-05,2.769321749489945e-06,-8.373994351131841e-05,4.2818106673986114e-05,-3.765049915398268e-05,0.000255590693996,2.5778298491399464e-05,-6.948972989423418e-05,5.849646546768531e-05,0.0001019174756608,-1.7501694228631485e-05,-6.2879629272351165,1.8480759148204,-15.751547940009464,-5.311145881811778,-2.7026457329318947,-3.947443569578776,-9.430376354016756,-0.6809232850052995,-8.725693299598301,0.2807887453658908,1.9181221126424377,-21.0441384664396,18.486025417383512,20.17948971110728,27.576682364453102,7.954742352823279,41.09802532585832,41.51276153037893,14.388296930656375,43.522742202846345,19.055676361491013,10.97768857622863,13.65927880115744,29.63716207192338,3.08,1.45,0.85,0.92,-0.36,1.42,-1.5,-0.1,-0.17,1.57
