,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12,abs_vo850GLB_cluster1,abs_vo850GLB_cluster2,abs_vo850GLB_cluster3,abs_vo850GLB_cluster4,abs_vo850GLB_cluster5,abs_vo850GLB_cluster6,abs_vo850GLB_cluster7,abs_vo850GLB_cluster8,abs_vo850GLB_cluster9,abs_vo850GLB_cluster10,abs_vo850GLB_cluster11,abs_vo850GLB_cluster12,ssta20GLB_cluster1,ssta20GLB_cluster2,ssta20GLB_cluster3,ssta20GLB_cluster4,ssta20GLB_cluster5,ssta20GLB_cluster6,ssta20GLB_cluster7,ssta20GLB_cluster8,ssta20GLB_cluster9,ssta20GLB_cluster10,ssta20GLB_cluster11,ssta20GLB_cluster12,vws850-200GLB_cluster1,vws850-200GLB_cluster2,vws850-200GLB_cluster3,vws850-200GLB_cluster4,vws850-200GLB_cluster5,vws850-200GLB_cluster6,vws850-200GLB_cluster7,vws850-200GLB_cluster8,vws850-200GLB_cluster9,vws850-200GLB_cluster10,vws850-200GLB_cluster11,vws850-200GLB_cluster12,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP
1980-11-01,126789.94311097256,103437.00639204544,103062.38952020202,104815.01736111112,114949.31778169014,144165.69164691944,107068.33260105448,146738.232421875,102924.71536624205,122441.60391566264,108227.60082799144,132899.77022058822,-5.099852490248587e-05,8.143546368451077e-05,4.9988167698512245e-06,-8.284230134449899e-05,3.9451719812499074e-05,-3.8714437263160375e-05,0.0002318861697858,2.67556679930084e-05,-6.789548725192286e-05,5.547598260003223e-05,0.0001044246964102,-1.5146557941570886e-05,-5.388078758184859,0.932269782648174,-13.86557806909612,-7.468710591395697,-4.558008882008731,-3.1696582712778234,-8.115579705489308,0.0602046419020112,-11.93114605146585,-0.779257989397236,2.1557072906980532,-18.72790685514125,20.263033182838473,19.96095637109524,25.083511718226575,7.582512549170914,47.948632986215245,32.6294348496248,18.55757921514114,49.75933049273618,29.07622177837229,18.117717679239487,15.235907716135008,24.72124685930364,1.35,-0.1,0.15,-0.52,0.37,1.28,-0.6,0.03,-0.25,0.33
1980-12-01,126854.93298004988,103362.81960227272,103443.13446969698,104771.8104005168,114792.64084507043,144304.77636255926,106906.79509007029,147002.33999399038,102891.10867834395,120830.16754518072,108019.3342681624,132996.25714869282,-5.079198436383898e-05,8.370688623185025e-05,6.40623995862005e-06,-8.275938598671928e-05,3.794990166150432e-05,-4.109172279115047e-05,0.0002221712202299,2.4000924712090023e-05,-6.831428890053239e-05,5.608131796807043e-05,0.000106960157633,-1.3489712718460226e-05,-3.9813021961733592,0.1484633517374686,-11.633137053093025,-9.34931387503942,-6.8715513569034945,-2.07360739388117,-6.268404241193805,0.6183087247419575,-14.160554433606334,-2.263917408737482,2.0570433422081673,-16.457431607130097,26.94242581767064,15.60895568619416,23.816245729120737,8.835049892295231,68.76976944659546,30.86738239732159,23.79569198520282,56.91437159270952,37.08696250420671,25.396123125214935,20.550101980467677,19.504890476287837,-1.17,0.05,-99.9,0.63,-0.1,-0.57,-0.1,-0.02,-0.59,-2.41
1981-01-01,127108.92690149626,103396.81729403407,103661.6398358586,104960.57210917312,114911.13116197185,144457.42372630333,106975.8045913884,146982.17397836538,102973.12898089172,120788.47891566264,108003.07825854702,133067.16196895426,-5.3530673836903434e-05,8.498471323289334e-05,6.690584904455978e-06,-8.087406022241339e-05,3.6689457795141667e-05,-4.261076730765376e-05,0.0002266019691887,2.3144270888208844e-05,-6.862964064392979e-05,5.492336185852765e-05,0.000110111801251,-1.034117319595388e-05,-2.5265152934643864,-0.5389151838394479,-9.643982785992918,-10.7137198249499,-8.406102167416925,-0.9904009994210268,-4.6465604347095155,0.93884693297077,-15.92835691786304,-3.319395196204092,1.8671014866976572,-14.244506649854708,28.975557687512747,15.694520554186298,24.896791736700152,12.010290618253425,79.83745640770654,24.67982061428289,23.874778073399185,61.91906424263974,43.34941681593384,28.56194037686781,18.594281290824235,14.522872812643596,0.11,-0.36,1.02,-0.08,0.59,2.46,0.6,0.27,-0.27,-0.82
1981-02-01,127190.14572942644,103298.07794744318,103177.08333333331,104921.94161821704,114921.42825704228,144231.4684537915,106972.18530316344,147041.0907451923,102899.03363853504,121738.68599397592,107928.46888354702,132883.62949346405,-5.498008721432099e-05,8.654772818119725e-05,6.74975072647855e-06,-7.997175998752937e-05,3.564508663172965e-05,-4.327756744313994e-05,0.000253956495726,2.3581513141070596e-05,-6.89619788904961e-05,5.6098879056286215e-05,0.0001105023335031,-9.979726383366832e-06,-1.963147242292226,-0.931064333390752,-9.007546754009956,-11.613172789414724,-9.5242798600567,-0.4162424266701791,-4.103489507708633,1.1519040944284364,-17.004042556605388,-4.139663845885034,1.6426704566118278,-13.260318011772345,33.54299214065994,17.412196277203453,22.363433402293424,12.738998481948562,72.71032239692934,21.293919586308448,31.601246022135197,62.61227542347478,40.21946918867651,27.09418616240952,18.26332413590325,11.762832387150851,-1.13,-0.64,-0.03,0.6,1.46,0.21,-0.3,0.16,-0.47,-0.3
1981-03-01,126904.72841334164,103420.33203125,102718.86837121211,105105.59391149873,114795.37191901408,143911.95201421803,107040.67442882249,146568.05889423075,102990.66779458598,122660.25037650602,108160.41833600428,132625.99826388888,-5.178348580545796e-05,8.562558932724503e-05,7.072142067222464e-06,-8.129005145747214e-05,3.722604564614163e-05,-4.216332479407106e-05,0.0002593307908682,2.3358604396759937e-05,-7.000014990678892e-05,5.508900122894657e-05,0.0001087524593331,-1.2895721363961724e-05,-2.173519520450839,-0.944171798065168,-9.830826362677382,-12.10203617811203,-10.015683413640549,-0.5550229422202925,-4.518497868588096,1.0897354176055352,-17.730673563849066,-4.527836593927122,1.5205814213049216,-14.181736736762817,29.67439521608796,15.950962691057152,21.364170283020773,7.885170023836816,61.716706468582,28.39190688697144,20.572724263802296,46.38042960113126,38.72911040651237,24.894215746309136,17.01882526009322,19.663195908547145,0.9,-0.64,0.03,-1.65,0.99,1.27,-2.1,0.6,-0.64,0.35
1981-04-01,126633.38528678304,103384.53391335226,102370.80965909093,104984.25185723514,114691.11795774648,143531.6795023697,107164.88082161688,147238.818359375,102894.96218152868,123190.30496987952,108286.70205662394,132411.59875408496,-5.0353769267272106e-05,8.64189872479191e-05,4.698323835268671e-06,-8.246483484981581e-05,3.877940450129325e-05,-3.91105153091402e-05,0.0002810456317092,2.502553596706534e-05,-6.807425490436155e-05,5.668109993009772e-05,0.0001065778219699,-1.5702228077262747e-05,-3.2166360951156068,-0.5761509573240892,-11.260907206915125,-11.755178372065227,-9.80199199833282,-1.3570999226919036,-5.720212668703313,0.751534762651953,-17.155922565263573,-4.162970150218291,1.7229162713000463,-15.976983977527157,34.95510871547223,22.37322078331949,24.743678497120392,8.978138558482751,47.89206034308507,30.128937503413475,25.841138103595668,46.36865608672767,29.73238504121608,19.21287287669085,9.210309743609049,28.02864198913553,1.37,-0.53,-0.19,0.25,1.45,-1.23,-0.2,0.34,-0.52,0.22
1981-05-01,126585.82644950126,103483.69495738635,102050.46559343436,104918.7378875969,114724.15272887325,143122.75622037915,107316.23324912126,147220.06084735575,102873.3708200637,122707.20067771085,108415.84535256412,132176.0595383987,-4.957165786067109e-05,8.624588212045134e-05,1.9240290120084597e-06,-8.607349591329693e-05,4.0610673285288415e-05,-3.602479978865101e-05,0.0002931730159616,2.4507260538640247e-05,-6.937826098775345e-05,5.795232733236907e-05,0.0001061323572984,-1.6141284455920018e-05,-4.344581185484962,0.1870618852890318,-13.023976520099472,-10.364624361197157,-8.404065484869971,-2.335547601304403,-7.090278926648591,0.2031238069204979,-15.187851424069748,-3.1028925203809554,1.8738343416015957,-17.884248873082605,25.63788949940197,24.6672163480918,26.84510939796403,11.110841431690478,39.52040506913995,41.50599458203234,15.721712250878818,41.70505389402992,21.81644503934156,12.963962851207448,11.840385812852013,35.674387330114065,0.07,-0.57,0.48,0.24,1.75,1.83,1.3,0.36,-0.4,0.16
1981-06-01,126741.87188279304,103602.37748579544,101594.95738636365,104747.8500484496,115113.86443661973,142673.54487559243,107263.380107645,147158.43224158653,102927.56170382166,122816.30271084336,108578.18843482906,131982.3503880719,-4.880643109001889e-05,8.620218633959275e-05,-5.18052422306e-07,-8.628223877167329e-05,4.4039559661100995e-05,-3.555649277694541e-05,0.0003167702743667,2.315495248312647e-05,-6.85734412091094e-05,6.034083447769357e-05,0.0001048519711876,-1.670175229775393e-05,-5.3703978764925075,1.035921754093345,-14.06711603687928,-7.444370041290919,-5.003582941342707,-3.184425140299449,-8.145389891507332,-0.3561510755489134,-12.262163457182265,-0.9831277061911192,1.8637206819322376,-18.754894907881575,19.009925940569488,22.67349198568584,29.572978056122917,11.960296204470348,24.749379418446853,50.60421335798593,16.04156245084319,40.99198787304841,11.10208887139424,10.05612706779889,37.525493260145495,35.51825134093775,-0.34,-0.46,-0.82,-0.15,1.69,-0.1,2.0,0.18,-0.22,-2.09
1981-07-01,126620.1118298005,103642.9678622159,101439.70170454546,104814.7993378553,114980.9639084507,142552.98800355452,107454.43074472758,147355.908203125,102904.8765923567,123394.9265813253,108742.50968215812,131946.33884803922,-4.737253239837175e-05,8.672955749516318e-05,-1.965847251315518e-06,-8.538824622519314e-05,4.518639481814152e-05,-3.531521719480949e-05,0.000361770071322,2.295459971694062e-05,-6.725666512494943e-05,6.318979840529963e-05,0.0001007893140381,-1.7305704199909456e-05,-6.068306003543113,1.5796939577531377,-14.896866283585542,-4.83366921544075,-2.3767689047338756,-3.8343791554613817,-8.875563102856017,-0.8883323129181449,-8.152574362214079,0.5021865081553366,2.036362332724482,-19.245674319383575,16.178291597379957,21.50770055929828,31.340268918257415,12.177502341856894,13.274746552687128,48.480524047788634,12.2449553960861,16.915740271258908,10.310474960871192,11.565764909118132,44.43118983147075,34.047818652990635,-1.08,-0.64,-0.94,0.08,0.84,-1.02,1.4,0.15,-0.23,0.82
1981-08-01,126537.2506234414,103607.04811789772,101485.51136363635,104532.26946059433,115128.11399647887,142655.67609597158,107303.07969024604,147075.5108173077,102955.61206210192,122896.4796686747,108577.27530715812,131884.2933006536,-4.834554027366572e-05,8.730887689930722e-05,-1.6174622987713512e-06,-8.669620292494074e-05,4.6025061117544654e-05,-3.469379394829949e-05,0.0003316182846901,2.009405519760146e-05,-6.86829312404938e-05,6.356607831674348e-05,0.0001009641194501,-1.617344506402415e-05,-6.4378954523758924,1.908119255249653,-15.28699630129654,-3.4075704713662467,-1.0298106615265754,-4.315516643407868,-9.173382876212136,-1.1370104401623278,-5.208082788998319,1.2495862736421477,2.14922075280292,-19.99637743321861,15.26083904196329,21.860767899729662,32.50307668121507,11.580944360151182,12.99425732545426,48.38303219332435,8.04761152877926,22.540905623924047,8.857863152204848,10.78132931527103,40.89172421791663,32.96634671394806,-2.09,-0.53,0.7,0.38,0.18,-1.54,1.2,0.09,0.12,-0.96
1981-09-01,126449.18562967582,103582.29669744318,102365.34090909093,104715.85311692506,115042.09727112675,143228.65447274884,107405.57859182775,146950.64603365384,102937.28304140129,122750.82831325302,108593.73831463676,132307.79973447713,-4.799787812280784e-05,8.333160347833285e-05,-7.627290135392635e-07,-8.409505244344473e-05,4.502350231376169e-05,-3.524050500681977e-05,0.0003140668559353,2.4758582203146803e-05,-6.70608244611409e-05,5.908317893170471e-05,0.000102076116992,-1.7005996270846688e-05,-6.650653159875664,1.9980092250972712,-15.674400329589846,-3.3836675186951957,-0.9706281635859242,-4.3716892963502465,-9.420812506424753,-0.9825691444688736,-6.068791065019431,1.3296758661083148,2.1002798132557685,-20.486920519572937,14.598281462566073,21.93630736672304,31.998595128176007,9.744488802789064,19.497461547946557,43.0090869241667,13.80306945704975,35.88717172648586,8.665416789587173,9.443863447785272,30.937451187703367,30.348052996982403,-0.73,-0.19,-0.4,-1.27,0.42,0.08,0.5,0.14,0.2,-0.59
1981-10-01,126628.14837905238,103483.33451704544,102978.01452020202,104816.50516795865,114903.3934859155,143822.48222748816,107290.94079525482,146918.3856670673,102940.27368630574,122694.8889307229,108421.69304220086,132601.68249591504,-4.93830499698595e-05,8.45426570319985e-05,2.342292067341164e-06,-8.33501952001825e-05,4.2353991928329845e-05,-3.619500202368459e-05,0.0002753890476014,2.634402661481925e-05,-6.902539558093719e-05,5.760238278087165e-05,0.0001031660172598,-1.7050324410342056e-05,-6.4271300816707475,1.5357518141422797,-15.282340598317376,-5.097426722447078,-2.5125130670800058,-4.082499989649145,-9.174627337539404,-0.6044766470177533,-8.583702008748793,0.3718407656632218,2.083856030240085,-20.08916901379097,21.559915033919825,19.351851381309856,25.69935667576409,7.326351036646685,41.39127918657457,41.28066863754379,10.416876817912955,48.058633237781066,19.67934190001083,9.256784658967014,19.801624429575018,32.657899987204964,-2.08,-0.3,-0.01,-0.96,0.18,-1.43,-0.6,0.04,0.35,-0.79
1981-11-01,127110.77774314216,103388.33540482954,103449.70012626264,104900.18370478036,115094.29357394368,144125.22956161137,107066.27306678382,146727.09209735575,102907.1536624204,122771.4231927711,108159.6404246795,132969.09211601308,-5.0825417236859465e-05,8.307057936925388e-05,4.464272047263914e-06,-8.360904757864773e-05,4.067053165905268e-05,-3.92963220594314e-05,0.0002368459900026,2.5911762890098123e-05,-7.026841338267134e-05,5.631374012315566e-05,0.0001045941031889,-1.4638676888849162e-05,-5.634038911448966,0.864089355556243,-14.272321852962529,-7.385383049647014,-4.704948973982302,-3.3345821427135935,-8.430573312859785,-0.0255347327350481,-11.945486560310286,-0.9624488096611172,2.073492096204358,-19.331777619152536,23.69998612541472,16.69571380051286,26.529802563308575,8.392242806461821,59.78688545829868,40.04978563412797,20.2009047883758,62.19271687110127,28.099990492429747,18.50805949962143,19.473713831433567,23.533808223479852,-1.23,-0.41,-1.5,-0.53,0.8,1.19,0.3,0.13,0.26,-0.51
1981-12-01,127104.9057044888,103390.69424715907,103833.41224747474,104943.68741925064,115065.72183098592,144558.79739336495,107065.60715070298,146904.69125600962,102956.31667993632,122163.48832831328,108108.30328525642,133043.155126634,-5.111632691832672e-05,8.149645553064048e-05,5.631674335121011e-06,-8.244500058935955e-05,3.884860542900286e-05,-4.065392049036642e-05,0.0002495763328624,2.531507271371328e-05,-6.920012360935015e-05,5.443236879163406e-05,0.0001083581469771,-1.333580809798033e-05,-4.17696083192345,0.170572210581751,-12.458574666386156,-9.29588129123052,-6.790707644806605,-2.073126849604816,-6.881844035366125,0.5962536997718898,-14.57426818375735,-2.236588234994926,1.8408110124383033,-16.634127919266867,25.97639408271909,18.97720669284211,25.384462161353145,10.559421577610925,60.48148688044986,31.65908492292108,32.65673887608339,55.865322509862565,34.21623843560928,26.543693433916363,17.536563231015226,18.771051254517612,-1.62,-0.2,-99.9,-0.11,0.67,-0.42,0.8,0.27,0.1,0.74
1982-01-01,126918.0934382793,103391.40003551135,103453.60637626264,104881.70421511628,114763.91505281693,144452.0771623223,106931.78273286468,146969.89182692306,102960.30453821656,121997.81626506025,108009.8607772436,133020.16186683005,-5.249687670569313e-05,8.402307880997801e-05,6.267295730287891e-06,-8.0458888260182e-05,3.817774691195371e-05,-4.212888123832259e-05,0.0002187607969972,2.317982627155849e-05,-6.780170850013827e-05,5.529470148883712e-05,0.0001081452308203,-1.1020093056272756e-05,-2.795703548321621,-0.516198578914371,-10.106510820641985,-10.738507906595869,-8.650419156845302,-0.93560933885051,-5.025167799832528,1.0498017480928603,-15.980922069746194,-3.6492043850468656,1.7935489207669033,-14.187011718750002,29.12306784812337,15.839973693920395,23.941780530394723,10.775798517618638,72.08083137591969,24.175586750520395,34.33770956811823,54.835613029703765,40.75466637559279,25.642210518309025,18.964836085052283,14.068426714867154,0.3,0.13,1.11,-1.55,0.34,-1.75,2.0,0.19,0.03,0.03
