,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5
1965-01-01,-0.17691443745906535,-12.02994392031715,-15.889142453670502,-4.6250818011996975,-0.92672364013951
1965-02-01,-0.6026832857629755,-13.430154891241164,-17.320354282855988,-6.110427401087305,0.5759225749387974
1965-03-01,-0.5500685157520431,-14.002122424897692,-17.814940214157104,-6.635176383697234,2.287952638253933
1965-04-01,-0.48729281176577555,-14.494036265781947,-17.85596013069153,-6.691567103068033,1.2207444121197957
1965-05-01,0.016697635362436482,-11.927726836431594,-15.37678837776184,-5.195919243065086,0.5928431705730718
1965-06-01,0.7479066704655741,-7.746225765773228,-11.579182744026184,-2.1966953535337703,-1.6013481268068641
1965-07-01,1.1477408173320056,-3.14209018434797,-7.672477513551712,0.20561298808536013,-2.999391788389625
1965-08-01,1.4182936686735885,-0.7848935184024629,-5.212759971618652,1.4721756582861547,-3.8489495835653167
1965-09-01,1.6118573945957224,-0.9803603234745207,-6.391238421201706,2.002676489116909,-3.9177888777197865
1965-10-01,1.3544770715000864,-3.0284345717657177,-9.409357607364655,0.904350036436373,-2.698001628968774
1965-11-01,0.7689645984670618,-5.853197688148135,-12.810404598712921,-0.7860452339455888,-2.2878085694661956
1965-12-01,0.3741128267822685,-9.03188115074521,-15.037758648395538,-2.846101275435439,-2.1946966648101807
1966-01-01,-0.038118987948029905,-11.874101275489444,-16.643546521663666,-5.047475969469224,-0.09905778598494647
1966-02-01,-0.39307524214734085,-12.873828978765578,-18.04434508085251,-6.112366324072485,0.5599013188990152
1966-03-01,-0.5264182268017595,-13.858976364135742,-18.585221469402313,-6.773918383830302,0.40420849875706
1966-04-01,-0.2901853973066414,-13.731234414236885,-18.360193073749542,-6.182256260433712,-0.053739665848452876
1966-05-01,0.22390846951076618,-11.368568965366908,-16.16758555173874,-4.506161191441991,-1.3452617133535991
1966-06-01,0.7585953552644331,-8.283538364228749,-12.466682493686676,-2.196869817939964,-2.424816242078456
1966-07-01,1.2475853110407735,-4.269755681355794,-8.506201952695847,0.036995690148155964,-3.7451194553840454
1966-08-01,1.6170356299850965,-0.896503414426531,-5.9080298990011215,1.8604120692691286,-4.753289280868159
1966-09-01,1.7778439836187676,-0.3263194788069952,-5.872488394379616,2.5213637867489376,-4.418992123952727
1966-10-01,1.490807173016307,-1.6572769092661994,-8.877409994602203,1.6557126968830553,-3.747652798164182
1966-11-01,0.9913143875834706,-4.917125361306327,-12.35409528017044,-0.07240348034076861,-2.6346997516911204
1966-12-01,0.36106228337183105,-9.091149738856723,-14.730527997016907,-2.604076830116478,-1.7097351027698053
1967-01-01,0.0006727628655486054,-11.116574151175362,-16.09126329421997,-4.390917919777535,-0.12582746765962463
1967-02-01,-0.3853385060370623,-13.017002741495768,-17.152249813079834,-6.077118177671689,1.4974906677153053
1967-03-01,-0.6758295572721041,-14.143287567865281,-17.728161811828613,-7.051703521797248,1.0424843648584878
1967-04-01,-0.48209929859245215,-14.01635760352725,-17.735174298286438,-6.508112168526863,0.28485039748796603
1967-05-01,-0.0805889184658344,-12.207487197149367,-16.21461659669876,-5.5130627778199335,-1.6376602940443086
1967-06-01,0.662590972669832,-8.027531760079519,-12.066620588302612,-2.2524817569835762,-3.534022191675698
1967-07-01,1.1967966844747355,-2.9570171946570984,-7.144030928611755,0.27944269078271883,-5.856871023410704
1967-08-01,1.4850423886225774,0.06498387881687709,-4.652132093906403,1.4440096176422392,-6.022399809302354
1967-09-01,1.6771015230115953,0.3204263959612165,-5.340101942420006,2.14228952253187,-5.484034375446599
1967-10-01,1.5807500907352992,-0.9466778664361862,-7.284212112426758,1.5603915528134182,-4.189514823076202
1967-11-01,1.0384777745047769,-5.222083727518717,-11.252539604902267,-0.5332554782833064,-3.1951444904978685
1967-12-01,0.45779535731116494,-9.169797897338867,-14.067551493644714,-2.5016478590063143,-2.822980648133813
1968-01-01,-0.12975319667340635,-12.033337638491675,-15.927782654762268,-4.559719240343248,-1.4224460939081705
1968-02-01,-0.5211042997601267,-13.634743917556035,-17.125889658927917,-6.109319936047803,0.37642124949432004
1968-03-01,-0.5242196658810416,-14.139923822312127,-17.733408510684967,-6.837408177487484,0.556090219718654
1968-04-01,-0.4577176092745183,-13.973616191319056,-17.55174696445465,-6.656471888224283,0.15017418417988754
1968-05-01,0.11981699902277726,-12.09545407976423,-15.963950753211975,-5.070064518902752,-1.1758432155702172
1968-06-01,0.5590915843680665,-8.903701418922061,-12.574183940887451,-2.8087754507322567,-2.310336363024828
1968-07-01,1.0622514473212943,-3.943674450828915,-8.215855062007904,-0.20759515128694137,-3.049130265305682
1968-08-01,1.5413865283295347,-1.0757000673384893,-5.858513340353966,1.8276651163358943,-3.3753482306875835
1968-09-01,1.6281364383278312,-0.6677262697901044,-6.371505558490753,2.1489613764994853,-3.331862426385647
1968-10-01,1.391703479892605,-1.9827986615044728,-8.929658681154251,1.5831946252702591,-2.676030193887106
1968-11-01,0.8657448894374973,-5.041396277291434,-12.352950125932693,-0.24659034905132945,-1.8297220148691318
1968-12-01,0.27202524162910796,-8.918948400588262,-15.413294732570648,-2.8801377829130703,-2.120794755656545
1969-01-01,-0.1830618869472336,-11.179364976428804,-16.986025869846344,-4.911097535141953,-0.7440590276950744
1969-02-01,-0.41323670155399445,-13.023488180977957,-17.929956316947937,-6.091406109096767,0.42115566207141414
1969-03-01,-0.16111192794946524,-13.811910720098586,-18.87996941804886,-6.2903599696116395,1.9099974050754456
1969-04-01,0.0063504655282576004,-14.269116265433174,-18.800435960292816,-6.308882515709679,1.6791692594202554
1969-05-01,0.5756305960508493,-12.123023441859653,-17.022231221199036,-4.65985074773565,0.36687949081746546
1969-06-01,1.1700638375439487,-7.948356128874279,-12.942522764205933,-1.9919801402736352,-2.0843114794754403
1969-07-01,1.5934219727149377,-2.7621062596638994,-8.086132258176804,0.5102194510064683,-4.492395970879532
1969-08-01,1.7177008665524995,-0.06445839291527157,-5.68285807967186,1.8773735643507123,-4.683323313550251
1969-09-01,1.7810037502875695,-0.21964158330644878,-6.614304333925247,2.2384042138451927,-4.717661694782536
1969-10-01,1.45569948049692,-1.981784531048366,-9.347876161336899,1.3569495162448366,-3.6133088716646524
1969-11-01,1.0472212518964494,-5.111973172142392,-12.069371342658997,-0.3600375072376148,-2.6205246041460737
1969-12-01,0.5534893372556665,-8.942744845435733,-14.801794290542603,-2.3114465378426217,-1.5824166739859233
1970-01-01,0.1468925030676873,-11.941006978352863,-17.095059156417847,-4.39172413972047,-0.5421462582378853
1970-02-01,-0.2315294284086961,-13.496769950503394,-18.380585312843323,-6.021888406427056,0.8022562032792627
1970-03-01,-0.40083823131990953,-14.08351943606422,-19.042621552944183,-6.467445476635082,0.414057657486055
1970-04-01,-0.16773134306236936,-13.440374646868024,-18.579687178134918,-5.60695051072954,0.4636916082079818
1970-05-01,0.22360716363067154,-11.564319247291202,-16.315709054470062,-4.359510782602671,-1.9330880990842494
1970-06-01,0.9753855047645149,-7.3130484989711215,-12.117049843072891,-1.7882170977893175,-3.868371102868057
1970-07-01,1.3638580565924172,-3.1935717946007136,-7.780066877603531,0.5013059925388645,-5.107124840340964
1970-08-01,1.750410061616164,-0.4654369609696524,-5.129028484225273,1.72627364192997,-5.415311092283668
1970-09-01,1.836996812086839,0.018360444477626255,-5.551508069038391,2.501813355866853,-3.983113533113061
1970-10-01,1.585699044741117,-1.739077124567259,-8.760160207748413,1.5420058289089718,-3.0708042586722026
1970-11-01,1.2610094887869698,-5.32256353469122,-11.550479382276535,-0.06398972090300138,-2.131324134221891
1970-12-01,0.5977543664502574,-8.286952064150855,-14.228342473506927,-2.1402161937576154,-2.1623947271486608
1971-01-01,0.18443937648783673,-10.929900123959495,-16.431184113025665,-3.9645810385008113,-0.5551904076483192
1971-02-01,-0.2380584622477437,-13.112530027117048,-17.51682758331299,-5.658960127615713,0.6652701918671772
1971-03-01,-0.4943591962148855,-14.023395265851702,-18.31064671278,-6.646424585634523,1.755768060684204
1971-04-01,-0.49443074635096956,-14.404928116571336,-18.31182837486267,-6.999450760918694,1.7298045681744088
1971-05-01,0.22943984758067917,-12.380821591331845,-16.385965049266815,-5.207904609473975,0.7208800170479752
1971-06-01,0.8024394839674561,-8.614640008835565,-12.273773550987244,-2.5145361015388557,-1.7489581573300246
1971-07-01,1.1815643900043362,-3.5341619309924894,-8.104858547449112,0.2661323879618902,-4.010877667403803
1971-08-01,1.5756095503712748,-0.5992764234542847,-5.9112947434186935,1.9378952077917149,-5.070001323048662
1971-09-01,1.6006758579841027,-0.12861791111174084,-6.314325332641602,2.1453346218074762,-4.345939508298549
1971-10-01,1.5650924745496813,-1.151145923705328,-7.97806978225708,1.772788569733903,-2.9120820324595384
1971-11-01,1.1066263521110618,-4.8774050530933195,-11.085861921310425,0.129441635028736,-2.744872686339588
1971-12-01,0.5742873955558945,-8.872889564150855,-13.937696814537048,-2.0838498532235086,-2.218321474587045
1972-01-01,-0.11123913330036204,-12.05456188746861,-16.327519714832306,-4.509865271078573,-0.8138123081951607
1972-02-01,-0.6383861322979351,-14.071637562343051,-18.1720033288002,-6.559823869584917,1.0921233310932068
1972-03-01,-0.7330019231680985,-15.32144410269601,-18.549072742462158,-7.559134079529358,1.6803206467046972
1972-04-01,-0.4701397330551357,-14.795483180454799,-18.198083341121674,-6.90329783671611,1.4459131694421536
1972-05-01,0.034153129864525004,-12.921646663120814,-16.242271661758423,-5.69930312869785,0.19976883763220254
1972-06-01,0.6996711859336265,-8.555702481951032,-12.139541655778885,-2.6825377533027717,-1.357958520331034
1972-07-01,1.2087056270012488,-4.5773367654709585,-7.614493370056152,-0.33109335077775487,-2.762167628218488
1972-08-01,1.2934573731579624,-1.6553418976919991,-5.772924050688744,1.055360645861239,-3.689649919184243
1972-09-01,1.3897036785607808,-1.2821337722596668,-6.818894296884537,1.3648100801416345,-3.6993887366318123
1972-10-01,1.2904639099980448,-3.588433606284005,-10.109242796897888,0.6914450979984558,-2.4278775947849924
1972-11-01,0.7216160768990988,-6.888227689833868,-12.773945927619934,-1.3019997794348914,-1.3407663601200757
1972-12-01,0.10513620717184884,-10.947239285423642,-15.816323459148407,-4.127972620027559,-0.13945523376871902
1973-01-01,-0.306256444981465,-13.632943289620535,-17.639346420764923,-5.9254996411435235,1.0600398226482113
1973-02-01,-0.6783996473301898,-14.887549990699403,-18.682414293289185,-7.613891739029067,1.3824736199727874
1973-03-01,-0.5859028343315963,-15.09169442313058,-18.7199667096138,-7.691569800849432,1.6486026891847938
1973-04-01,-0.3234734103738606,-14.139869326636903,-18.00735741853714,-7.003595163156319,1.0379932275632533
1973-05-01,0.19164269810521994,-11.842966079711914,-16.18235558271408,-4.850426880089012,-0.16584899730798675
1973-06-01,0.9705940445700845,-7.106347538176037,-12.164072692394257,-1.7739060762766243,-2.5320323502145166
1973-07-01,1.450910869535509,-3.1646538916088285,-7.648935168981552,0.3376446261599257,-4.109542835049513
1973-08-01,1.679726223369221,-0.5882225646859124,-5.553650856018066,1.9558191299438474,-4.679164363116753
1973-09-01,1.7824978618831424,-0.024265476635524204,-5.883825570344925,2.315294313001203,-3.743681675050317
1973-10-01,1.5261323897393195,-2.45617253439767,-8.622908592224121,1.3299169572624,-2.91491514298974
1973-11-01,1.0786791751672933,-5.4494984944661455,-11.56749576330185,-0.3847357926068005,-2.213496405903886
1973-12-01,0.4767047343673287,-8.302185194832937,-13.500459492206573,-2.3352096209654936,-1.1885085483876672
1974-01-01,0.09244387293909932,-11.286853608630953,-15.245933830738068,-4.389687057013984,0.3557107797483119
1974-02-01,-0.34888661415367334,-13.433536802019391,-16.763626039028168,-6.2620457228239585,1.9747689002897681
1974-03-01,-0.6931854964612604,-14.490408670334588,-17.849479615688324,-7.380970319112142,1.955780459613335
1974-04-01,-0.7983555505563924,-14.443361645653134,-17.890040576457977,-7.665336883819855,1.56994607390427
1974-05-01,-0.23943677053346737,-12.402993610927036,-15.85766077041626,-6.058821592245016,0.3149784192806337
1974-06-01,0.44473964761901685,-8.241079421270461,-12.31716051697731,-2.8937637268959935,-1.3522039099437435
1974-07-01,1.069019194487687,-3.9944887161254883,-8.47332552075386,-0.246765088659149,-3.4997349832116105
1974-08-01,1.3660641489448129,-0.7237310636611212,-6.11531063914299,1.3922816461270993,-4.6652546743067305
1974-09-01,1.4767810866072937,-0.06859989393325079,-6.532961130142212,1.7060294881597293,-3.8599444598686405
1974-10-01,1.3767743176156348,-1.9835982365267617,-8.865225315093994,1.051023114170577,-3.6341460739693994
1974-11-01,0.9486868158801571,-5.765168099176316,-11.774274706840515,-0.789045965349352,-2.983299697317728
1974-12-01,0.37683287000918125,-8.757045382545108,-13.904237747192383,-2.947366130244624,-2.5569651185012447
1975-01-01,0.013193864743788163,-11.203963870093936,-15.344162285327911,-4.476277677862494,-0.5299773884982598
1975-02-01,-0.4997331035006177,-13.247129349481492,-16.78723692893982,-6.261341206662289,0.7666040484498188
1975-03-01,-0.7165258893599876,-13.775661559331985,-17.692387104034424,-6.892993858268668,1.6587459459537415
1975-04-01,-0.4664146720053075,-14.04291652497791,-17.63315051794052,-6.781846982938749,1.5422648046074845
1975-05-01,0.09762518681012666,-12.414520808628627,-15.28189480304718,-5.210792051779257,-0.2399729882798544
1975-06-01,0.7339735935022542,-8.379481179373604,-11.676539480686188,-2.1251779418807843,-1.9285191849964423
1975-07-01,1.236316823697352,-3.1944308962140764,-6.9696299731731415,0.3516677867721867,-3.7449231961878335
1975-08-01,1.691837756188361,0.5591545768436931,-4.333563894033432,2.2731433043608793,-5.010024512686381
1975-09-01,1.6609473215354666,0.26475076164518085,-5.2075110375881195,2.3259113500784108,-4.661016347931652
1975-10-01,1.5766149038796895,-1.3494555031259854,-8.09030681848526,1.7451792686909167,-3.098901597464957
1975-11-01,1.0828170802567032,-4.890419187999907,-10.963448137044907,-0.03293081446810885,-1.9289487745703722
1975-12-01,0.5571750002902942,-8.469811848231725,-13.403823971748352,-1.9715970700925534,-1.3493591692389513
1976-01-01,-0.07507927142656766,-11.21552512759254,-15.128180384635925,-4.183057084813848,-0.18724521122327667
1976-02-01,-0.6450378100623141,-13.663177036103747,-16.945894062519073,-6.316109390946122,1.0510026681713942
1976-03-01,-0.8490810191238319,-14.530248187837145,-17.64068901538849,-7.27746465184667,1.5433391419852653
1976-04-01,-0.6142906926490448,-13.821149553571429,-17.21680760383606,-6.731210098610267,1.4804453384585499
1976-05-01,-0.1059851604213191,-12.351086934407551,-15.626184642314911,-5.488962096136969,0.27515724664781155
1976-06-01,0.38852252803006015,-8.066401481628418,-11.16483137011528,-2.7163661278045925,-2.061541487530964
1976-07-01,0.9539639884298974,-3.001251447768438,-6.450851261615753,0.24740761733269903,-3.9207708544847444
1976-08-01,1.3968133664393163,0.30894060220037184,-4.452681168913841,1.9651040837571425,-4.546356782680605
1976-09-01,1.6226285434031225,0.14369482085818336,-5.744244158267975,2.4675047075426253,-3.396292139844197
1976-10-01,1.4186224112143884,-2.1276005392982844,-8.584381639957428,1.2261326785560125,-3.5857886802859427
1976-11-01,0.7749906280538538,-5.771406037466867,-12.349247932434082,-0.9348174842359782,-3.4341506841706066
1976-12-01,0.12996002294860043,-9.683154424031574,-14.805534482002258,-3.350101075730882,-1.849994281443154
1977-01-01,-0.42119740129827143,-12.730694725399925,-16.763192415237427,-5.666347022529121,-0.9078721447688778
1977-02-01,-0.6965840419570168,-14.175945463634672,-17.72232949733734,-6.8815486925142295,0.6184099650964505
1977-03-01,-0.6794335259186042,-14.047986893426804,-18.08970868587494,-6.911014436601518,1.0653463805594097
1977-04-01,-0.5105502371277127,-12.784853889828636,-17.604736983776093,-6.1028027319693345,0.24155172996404695
1977-05-01,-0.04326082602307037,-11.439034598214285,-15.11608362197876,-4.836346007682181,-1.1213058378638292
1977-06-01,0.6312218341198597,-8.236801964896065,-12.192057818174362,-1.8681209903579572,-3.5106842110796674
1977-07-01,1.1242680497221893,-3.534722328186035,-7.749813795089722,0.25066595088254223,-4.784146750845561
1977-08-01,1.5299654923952541,-1.3048706168220157,-5.527428537607193,1.5299478629687884,-5.491480013219322
1977-09-01,1.6381562738628177,-0.5247574476968674,-6.097359210252762,1.9829606150721644,-4.321662972613079
1977-10-01,1.266984788926093,-2.709297906784784,-9.128166735172272,0.9669894302213513,-3.5665744688452747
1977-11-01,0.9307065180369786,-5.668034553527832,-11.661072075366974,-0.7014114107634569,-2.955145952178211
1977-12-01,0.4815021714011391,-8.66620177314395,-14.461778104305267,-2.530628442764282,-2.305000002791242
1978-01-01,-0.0959913072350261,-11.586560294741675,-16.47728979587555,-4.796879785554903,-0.6905389995109744
1978-02-01,-0.41598307920599376,-13.069220497494651,-17.51773953437805,-6.0315789403142155,0.4850580924894752
1978-03-01,-0.45341703590455945,-13.8998844510033,-18.386131525039673,-6.788011499353357,-0.08437992414323296
1978-04-01,-0.28141045553998634,-14.257498695736839,-18.18556636571884,-6.410398998775997,-0.7438207544931552
1978-05-01,0.30603428463359456,-12.01646850222633,-16.272877156734467,-4.494125349027616,-2.3047678354309826
1978-06-01,0.7689866390857067,-7.625762167431059,-12.641847133636475,-2.0598019565547907,-4.004836663967226
1978-07-01,1.0876185291416043,-3.3229872158595493,-8.465850353240967,0.10717696434742695,-4.936935261982244
1978-08-01,1.5295877888962461,-0.3683213392893473,-5.207591876387596,1.9523391852507719,-5.757231828643055
1978-09-01,1.6731579225141924,0.5422446699369521,-5.059285461902618,2.2906109019442717,-4.50596315104787
1978-10-01,1.5854365223056668,-1.17666414805821,-8.464931696653366,1.8935865647084003,-3.3300824281645984
1978-11-01,1.0602984127107558,-4.12256501969837,-11.07473224401474,0.34911049915863585,-2.251064486619903
1978-12-01,0.332694017625117,-8.055042312258765,-14.278864860534668,-2.230539944794801,-1.3984540613686167
1979-01-01,-0.19961438336215176,-11.30063465663365,-16.567695140838623,-4.580990903012387,-0.39413633143029564
1979-02-01,-0.3386085054704121,-12.55620275224958,-18.114548921585083,-5.476225389016641,0.17530125815693925
1979-03-01,-0.5703670637948173,-14.050513676234653,-18.528449535369873,-6.745015823089324,0.560779506113471
1979-04-01,-0.36491669489295925,-13.684462138584681,-18.34941804409027,-6.142214397052387,0.625472606682196
1979-05-01,0.39196804493338194,-11.531099591936384,-16.105058789253235,-4.062440696063342,-0.5472613543998904
1979-06-01,0.9702249870195493,-7.528267587934221,-11.97611466050148,-1.2590619357856543,-2.4719805252261278
1979-07-01,1.4251810508769946,-3.6877577645438055,-7.787597179412842,0.6387233197152077,-3.8336910852571817
1979-08-01,1.6948617421663723,-1.1379064264751615,-5.455084145069122,1.8504136854463868,-3.838639724545363
1979-09-01,1.550907879085331,-0.4948660021736508,-5.885936692357063,2.1097090867188597,-3.6926673679817017
1979-10-01,1.3793526114998282,-1.646777434008462,-8.49144235253334,1.5400140940606055,-2.698856156046798
1979-11-01,0.9704771277668711,-4.839054062252953,-11.433275043964386,-0.43809193748611586,-2.214319967642063
1979-12-01,0.48880431350770887,-8.188546271551223,-14.158870279788971,-2.2222582821373464,-1.6472894970963643
1980-01-01,-0.11395541848717154,-10.780302229381743,-16.131265461444855,-4.489979335853645,-0.8136255712043948
1980-02-01,-0.48654291082869516,-12.779748553321475,-17.598475515842438,-5.511321033443416,0.06101608912392361
1980-03-01,-0.8707605056710296,-14.241783505394345,-18.307824432849884,-6.936202822504816,0.5380954320837812
1980-04-01,-0.3448408936242481,-12.822550819033667,-17.48315691947937,-5.666961111463942,0.5054005398982909
1980-05-01,0.3131434485152527,-11.341792061215354,-15.42423665523529,-4.368559519449869,-1.3046872325059844
1980-06-01,1.0030987171026375,-7.7797072274344305,-11.713092029094696,-1.5367778571876318,-2.9978353802750752
1980-07-01,1.449188884797987,-3.639700753348214,-7.4651800096035,0.44818981676488306,-4.44156338528889
1980-08-01,1.629966431921655,-0.27191713807128726,-5.264975503087044,2.2151083559603304,-4.962824612129026
1980-09-01,1.7248229011074527,0.16010216304234096,-6.13667219877243,2.3306232314926008,-4.050221966534126
1980-10-01,1.4739912617337572,-2.280744541259039,-8.230453729629517,1.2784222224811175,-3.5355021313923163
1980-11-01,1.0242223739624023,-5.5342131569271995,-11.920110136270523,-0.31251241494943427,-2.912333534985054
1980-12-01,0.38748645520472264,-9.15801002865746,-14.709730446338654,-2.707358953115102,-2.70941461004862
1981-01-01,0.008958848295630989,-11.370524905976794,-16.300946474075317,-4.420411371969961,-1.4658311518227183
1981-02-01,-0.2863451531463927,-13.551818302699496,-17.375577986240387,-6.085910883035745,0.15224324675594889
1981-03-01,-0.22385454439854882,-13.435309273856026,-17.763809859752655,-6.157684326171874,1.5320773531750935
1981-04-01,-0.19521804956289437,-13.933790297735305,-17.985248565673828,-5.997604937166781,0.5383254187863048
1981-05-01,0.3697644878219772,-12.321123395647321,-16.14331156015396,-4.5443483301111165,-0.7783114910125732
1981-06-01,0.9215704032352993,-6.722212064833868,-11.691150069236755,-1.1203645048914728,-1.9811640425426205
1981-07-01,1.3384041550395251,-3.3843852224804105,-8.349543809890747,0.645593211457536,-4.526555828931855
1981-08-01,1.649419259239029,-0.4313984087535313,-6.175077334046364,1.8758535922110615,-5.082934077193098
1981-09-01,1.9027601231585491,-0.2644748914809454,-6.3216812908649445,2.373280181541099,-4.034504948592768
1981-10-01,1.5149488553896056,-2.259829966794877,-9.097863733768463,1.4005080268189714,-2.3719714909065064
1981-11-01,0.9702918621209952,-5.106963316599527,-11.704232543706894,-0.5054950714111328,-1.9814177257258718
1981-12-01,0.6379301567654033,-8.431516374860491,-14.140079915523529,-2.249634641784805,-0.25214158543726295
1982-01-01,0.1484899402974726,-11.433015096755254,-16.670027375221252,-4.680218997302355,0.4008170308136359
1982-02-01,-0.213253555389551,-13.525902884347097,-17.80511736869812,-6.270098041843723,1.3871682853233525
1982-03-01,-0.5582158791494893,-14.308939434233165,-18.470367789268494,-6.805631706306525,2.2406926969202554
