,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5
1965-01-01,-6.321058530092675e-06,0.0008921128028305247,0.00042167885112576187,-0.002012051554629579,4.422040757450964e-06
1965-02-01,-4.528473747982145e-06,0.000662407728668768,0.0004270122190064285,-0.0019499697373248637,3.178507747868941e-06
1965-03-01,-7.067369806371261e-06,0.001004625482892152,0.00043931010319890146,-0.0017139938427135348,4.480529762944331e-06
1965-04-01,-6.053791593661906e-06,0.0015789532578007008,0.00042023775677080266,-0.0017104079597629607,3.4786450857068935e-06
1965-05-01,-6.58614777055813e-06,0.0015422110057746372,0.0003998943005475061,-0.0015208245895337313,3.487859505049104e-06
1965-06-01,-6.730523458892318e-06,0.0020139757301270342,0.00034556411871259723,-0.001317512069363147,3.200493973125314e-06
1965-07-01,-7.285032890196154e-06,0.002421381213935092,0.0004284538287417187,-0.0016733906522858888,4.00460730799938e-06
1965-08-01,-6.336428064858285e-06,0.002028911330853589,0.00037096518402298295,-0.0016210415924433619,3.6531842193472323e-06
1965-09-01,-4.6371259076857605e-06,0.0012784448093346632,0.00026402397755494655,-0.001309898216277361,2.197381639872281e-06
1965-10-01,-4.117743105722536e-06,0.0004920152302171725,0.00024257957799515378,-0.0013232612400315702,1.8249933227739882e-06
1965-11-01,-4.7337445036482075e-06,0.0006141893512297732,0.0003336783872024777,-0.0014346360694617033,2.6378278743585047e-06
1965-12-01,-6.3401476204802304e-06,0.000654169586293089,0.00040271452235174365,-0.0017437431961297989,3.7324727172971606e-06
1966-01-01,-5.682578698689969e-06,0.0005001197678211611,0.00034249075421636616,-0.0015221300418488681,3.816670241220473e-06
1966-02-01,-6.44947825628866e-06,0.0006830866671710586,0.00042369298777581815,-0.002035276556853205,3.945844907913166e-06
1966-03-01,-5.076751867749103e-06,0.001009550699867153,0.00041581988625694066,-0.0017531783669255674,3.167592516793286e-06
1966-04-01,-6.7326080068633664e-06,0.0013822607191589973,0.00043904883568757214,-0.0017830016440711915,4.121159357466201e-06
1966-05-01,-5.9717985634847825e-06,0.001552905208275964,0.0003449749177282987,-0.0014538482355419546,3.054691048784785e-06
1966-06-01,-6.0477547936509395e-06,0.0017069984702781464,0.0003076863928678601,-0.0015120377065613866,2.7412577722986185e-06
1966-07-01,-6.1414886367301105e-06,0.002134021391005566,0.0003143024211264371,-0.0013538241910282522,3.770359483066104e-06
1966-08-01,-6.9420721579482895e-06,0.0020436190728408596,0.00032672784679258865,-0.0014257956354413182,3.885417258631e-06
1966-09-01,-5.22306214156916e-06,0.001534257050176772,0.0002730909727688413,-0.001391428813803941,2.8244149099394677e-06
1966-10-01,-3.913645320513455e-06,0.0008579125884959164,0.00024763024460601934,-0.001163378037745133,2.1794833667358604e-06
1966-11-01,-3.201798483905689e-06,0.000541924297673783,0.0002881194025879571,-0.0010105375986313447,2.646612347072791e-06
1966-12-01,-5.196569810593891e-06,0.0007752580737966734,0.0003718325691200638,-0.0017971315537579358,3.6149041011655664e-06
1967-01-01,-6.323313058689284e-06,0.0006144004146335647,0.0004227015779179055,-0.0021396102965809405,4.259839983484244e-06
1967-02-01,-6.173888980489492e-06,0.000939484501335149,0.0004302999210873774,-0.0017360343190375715,4.64772587991941e-06
1967-03-01,-5.823940875841975e-06,0.0011968772014370188,0.00044800014317540143,-0.0019264203729107976,4.418246125463923e-06
1967-04-01,-4.493199152184805e-06,0.0010070030839415267,0.00042208788120963925,-0.001919938949868083,3.6290538846061987e-06
1967-05-01,-6.368045849754041e-06,0.00131466028202946,0.0004214360463568786,-0.001681309804553166,4.074352827600288e-06
1967-06-01,-5.601879991713909e-06,0.0018391251311792682,0.00032130768280088284,-0.0013031174603383988,2.5158464287735397e-06
1967-07-01,-7.436999330080426e-06,0.0024175795260816813,0.0004696057355128384,-0.0020676039275713265,4.0101825954829416e-06
1967-08-01,-6.530548542763584e-06,0.0022868630670321486,0.0004078099057854464,-0.0016872392734512687,3.0444359599544657e-06
1967-09-01,-4.476427277258322e-06,0.0014189128705766052,0.00026138674608470563,-0.001203859646921046,2.4397483435658293e-06
1967-10-01,-4.964233661292188e-06,0.0011557568844485409,0.0002748999274141776,-0.0013104561367072165,2.822201829765624e-06
