,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5
1965-01-01,-0.39236337,-0.12383576,0.05963669,0.1398037,-0.10330506
1965-02-01,-0.2978571,-0.14501801,-0.016294098,0.11275558,0.39790344
1965-03-01,-0.55563086,-0.25255966,-0.12285767,-0.043016814,0.24408646
1965-04-01,-0.39268914,-0.13002738,0.26070672,0.1958561,-0.081796646
1965-05-01,-0.3617304,0.0009773255,0.04334259,-0.005540085,-0.111125946
1965-06-01,-0.30241966,0.040084075,0.34348068,-0.08440361,-0.08244858
1965-07-01,0.034217834,0.07104187,0.5758354,-0.13263436,0.024767304
1965-08-01,-0.10526047,0.059962463,0.11373329,-0.22094879,0.0824482
1965-09-01,-0.17793235,0.1381752,0.3757431,-0.532819,0.02867775
1965-10-01,-0.22062263,0.080818936,0.7938515,0.056703568,0.09678765
1965-11-01,-0.06094017,-0.022159958,0.24962655,0.20954284,0.16424522
1965-12-01,-0.39431858,0.14306298,-0.038128663,0.15414277,0.07169418
1966-01-01,-0.19398384,0.0091903685,-0.46707115,0.14803162,-0.20350266
1966-02-01,0.068928525,-0.029212952,-0.26324043,0.022647858,-0.13227692
1966-03-01,-0.34562606,-0.042998124,0.090919495,0.1408104,0.2707897
1966-04-01,0.106674954,-0.08074455,-0.2747284,0.19299927,0.16378708
1966-05-01,-0.17035142,0.17691574,0.5888443,0.017396163,0.09518661
1966-06-01,-0.14803162,0.078775786,0.6676197,-0.3006588,-0.19103011
1966-07-01,0.08993492,0.1211174,-0.018709183,-0.07910347,0.07024078
1966-08-01,0.17133598,0.21696015,0.0022975921,-0.23566894,0.14737472
1966-09-01,0.047265243,0.04135742,0.2753849,-0.21564713,0.12308617
1966-10-01,0.16280174,0.0055797575,0.078775026,0.15755042,0.13227654
1966-11-01,0.021663284,-0.08960686,0.29015502,0.11750641,-0.12702484
1966-12-01,-0.26783562,-0.096171185,0.096171185,0.119147494,0.25175208
1967-01-01,-0.38140354,0.14204636,-0.08522797,0.05028801,0.117882535
1967-02-01,-0.6289238,0.040164948,-0.035266496,-0.044083405,0.50091857
1967-03-01,-0.53259355,0.22270317,-0.046369173,0.12702599,0.24686737
1967-04-01,-0.7030495,0.05649223,0.32295188,0.29650193,0.10384102
1967-05-01,-0.47022325,-0.0032653809,0.7435411,0.06073723,0.18188515
1967-06-01,-0.019919205,0.07837067,0.4424675,-0.2635212,0.028735733
1967-07-01,0.13159752,0.018939972,-0.025144195,-0.17274208,0.0055511473
1967-08-01,0.1978859,0.07216644,0.051920317,-0.06302337,-0.008163452
1967-09-01,0.030694962,0.13943405,0.5404304,-0.16719055,0.04865532
1967-10-01,-0.0734726,0.0734726,0.29748192,-0.17078248,0.08620758
1967-11-01,-0.4708763,-0.12669906,0.4248337,0.25601044,0.21388626
1967-12-01,0.113310814,0.0682476,-0.22498894,0.26025543,0.38075027
