,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5
1965-01-01,0.020223975,0.041814387,0.003151238,0.014182806,-0.009298742
1965-02-01,0.03624606,0.03346187,0.0062505603,-0.008668363,-0.035039127
1965-03-01,0.03960806,0.027000487,0.021852434,0.0028360486,-0.009193659
1965-04-01,0.030309975,0.015863836,0.016599298,-0.021853745,-0.026476502
1965-05-01,-0.0042032003,-0.057522595,0.004832208,-0.11110467,-0.2146442
1965-06-01,0.004937291,-0.07422763,-0.008668363,-0.042656183,-0.28787303
1965-07-01,0.015233457,-0.077064335,-0.026896775,-0.016495526,-0.20681703
1965-08-01,0.016389132,-0.061199784,-0.014341772,0.006880939,-0.1985696
1965-09-01,0.015706241,-0.05263716,0.0024157763,0.012029052,-0.17030764
1965-10-01,5.185604e-05,-0.025898695,0.010820806,0.021852434,-0.079113066
1965-11-01,-0.002732277,-0.0068297386,0.00556767,-0.0063569546,-0.10548383
1965-12-01,0.023008108,0.026317596,0.021116972,-0.007617712,-0.03924167
1966-01-01,0.01229614,0.034134567,0.0045455694,0.0006246567,-0.019800425
1966-02-01,0.040608585,0.032128513,0.031946182,-0.03940487,-0.040453434
1966-03-01,0.017721534,0.016946495,0.021140933,-0.013144016,-0.013964713
1966-04-01,0.015031636,0.009606242,0.014165401,-0.04542297,-0.051988184
1966-05-01,-0.002202034,-0.08727616,0.018815756,-0.077929854,-0.15643871
1966-06-01,-0.006897986,-0.0967136,-0.05376625,-0.02595532,-0.25300193
1966-07-01,0.0021291971,-0.12616587,-0.0015637279,-0.03256607,-0.2171213
1966-08-01,0.017858326,-0.041730046,-0.037535608,0.012888849,-0.16190976
1966-09-01,0.017448008,-0.02367574,-0.018113554,0.023420513,-0.09160733
1966-10-01,-0.0044816136,-0.012049854,-1.3649464e-05,0.030532837,-0.03904009
1966-11-01,-0.040088713,-0.01647222,0.009195924,0.020001113,-0.096303284
1966-12-01,0.007417798,0.012432933,0.0042263865,-0.010362923,-0.0671702
1967-01-01,0.03250277,0.026695967,0.0027360916,-0.034511447,-0.0100284815
1967-02-01,0.025754273,0.026172817,-0.0059480667,-0.009557724,0.0006958246
1967-03-01,0.026957512,0.01769793,-0.00019347668,-0.03456378,-0.044974327
1967-04-01,0.021726131,-0.025618076,0.007967472,-0.044555783,-0.083268166
1967-05-01,0.015814602,-0.03388369,0.008386016,-0.08159411,-0.28206158
1967-06-01,0.02256316,-0.10372293,-0.0025476217,-0.030431032,-0.33317232
1967-07-01,0.0078105927,-0.070712805,-0.02237463,-0.0069942474,-0.2875545
1967-08-01,0.0413962,-0.023054719,-0.050990462,0.019162714,-0.21400094
1967-09-01,0.024603367,-0.020177484,-0.044451118,0.026015878,-0.1292522
1967-10-01,0.025649667,-0.02567041,0.0074443817,0.019476593,-0.05616951
1967-11-01,0.012728095,0.014663696,1.5735626e-05,0.018482625,-0.08682549
1967-12-01,0.027689934,0.020052075,0.011367917,-0.014998317,-0.02394402
1968-01-01,0.040499568,0.02614206,0.03733793,-0.036086142,-0.058552265
1968-02-01,0.01922369,0.020711511,-0.0035772026,-0.02801469,-0.026489675
1968-03-01,0.02952686,0.019818813,0.019632846,-0.025671393,-0.012355357
1968-04-01,0.02171579,-0.058515072,0.02714634,-0.049290597,-0.1696927
1968-05-01,0.012640059,-0.08488673,-0.0031680465,-0.06770241,-0.26744264
1968-06-01,0.008622944,-0.10679495,0.0040850937,-0.03686726,-0.2823953
1968-07-01,0.020934671,-0.07722443,-0.015331,-0.0043955147,-0.27324516
1968-08-01,0.021901757,-0.08373368,-0.0075199306,0.0034899414,-0.14979303
1968-09-01,0.0023368895,-0.015926152,-0.06878108,0.015169382,-0.13882035
1968-10-01,0.0035271645,-0.009677291,-0.001419872,0.025918901,-0.059482157
1968-11-01,0.029675633,0.020860285,0.01435107,-0.020129234,-0.100694895
1968-12-01,0.03678,0.031944573,-4.36306e-05,-0.014810264,-0.05022049
1969-01-01,0.021267593,0.025188982,0.035017908,-0.04539597,-0.06551218
1969-02-01,0.042860687,0.02259171,0.031656742,-0.011020184,-0.095661044
1969-03-01,0.027073264,0.016276717,0.020147204,-0.0455997,-0.03750229
1969-04-01,0.017397106,-0.0544101,0.022337079,-0.06836414,-0.18045467
1969-05-01,0.0032393932,-0.099378705,0.0118460655,-0.07574856,-0.27166516
1969-06-01,0.027022362,-0.08328575,0.0048181415,-0.010918319,-0.25419718
1969-07-01,0.025188982,-0.03913194,-0.040863454,0.0060403943,-0.17913061
1969-08-01,0.0057857633,-0.0752393,-0.07472998,0.019994438,-0.19150585
1969-09-01,0.028040886,-0.029099345,-0.021256566,0.027989984,-0.11964768
1969-10-01,0.0012532473,-0.069993794,-0.03011787,0.01612395,-0.114198506
1969-11-01,-0.045294166,-0.012548029,0.03231877,0.00023472309,-0.07676709
1969-12-01,0.033082664,0.018823087,0.0023736358,0.010674775,-0.104013145
