,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,27.00113,21.189697,16.994446,23.368195,26.134918
1965-02-01,26.427307,19.762177,16.28891,23.103241,27.542511
1965-03-01,26.701233,19.55362,16.171661,23.462982,28.319366
1965-04-01,27.013092,20.039612,17.011414,23.72345,28.019012
1965-05-01,27.275543,21.53949,18.263306,24.425995,27.475128
1965-06-01,27.691193,23.334747,19.800598,26.099487,25.489777
1965-07-01,27.368347,25.108551,21.50058,27.029572,23.86264
1965-08-01,27.570435,26.313568,23.070312,27.657257,23.865143
1965-09-01,27.965607,25.86499,22.526428,28.018494,24.746826
1965-10-01,28.226074,24.912964,20.572998,27.391327,25.348053
1965-11-01,27.678223,23.134155,18.721832,26.348969,25.834564
1965-12-01,27.304504,22.046417,17.419556,25.045685,25.791626
1966-01-01,27.042908,20.715027,16.430054,24.107422,27.159393
1966-02-01,27.422638,19.938934,15.57782,23.529999,27.597137
1966-03-01,27.346497,19.793701,15.656982,23.000488,27.879547
1966-04-01,27.504852,20.621246,15.900543,23.67575,28.46402
1966-05-01,27.834656,21.414001,17.216766,24.176514,27.536102
1966-06-01,28.246674,22.46344,18.83252,25.493713,26.562317
1966-07-01,28.153381,24.358551,20.955078,26.676788,24.87143
1966-08-01,27.736816,25.272339,22.619751,27.587555,24.239044
1966-09-01,27.883057,26.205292,22.452332,28.252197,24.741821
1966-10-01,28.054535,25.29654,21.001984,28.004608,25.49524
1966-11-01,27.918365,23.266266,18.997406,26.66269,25.835144
1966-12-01,27.324799,21.329773,17.767456,24.708527,26.64151
1967-01-01,27.20224,20.447632,16.933838,23.457062,27.47168
1967-02-01,26.65384,20.087524,16.355377,23.20465,28.21341
1967-03-01,26.537659,20.374512,16.322815,23.423004,28.137299
1967-04-01,27.180206,20.956451,16.655884,23.589294,28.1503
1967-05-01,27.672516,21.376648,17.309448,24.69812,26.701904
1967-06-01,27.912415,23.214172,19.343811,25.732819,24.982574
1967-07-01,28.099213,24.69162,21.577484,26.480042,23.237701
1967-08-01,27.31842,25.80243,23.05191,27.310425,23.402985
1967-09-01,27.606415,25.932648,23.280273,27.964996,24.328522
1967-10-01,27.598907,25.231995,21.986664,27.517761,24.83133
1967-11-01,27.260834,23.666931,19.629272,26.458008,25.506958
1967-12-01,27.007935,21.896515,18.121277,24.928009,25.485413
1968-01-01,26.800018,20.934906,16.893951,24.012878,26.54776
1968-02-01,26.472595,20.573364,16.246002,23.53064,27.75708
1968-03-01,26.697632,20.561981,16.032837,23.34317,27.985596
1968-04-01,27.113586,21.118408,16.264801,23.800201,28.222015
1968-05-01,27.051788,22.197662,17.297058,25.285522,27.648773
1968-06-01,27.742737,23.534607,19.65387,26.904877,27.194214
1968-07-01,27.78479,24.85965,21.37265,27.75708,25.892914
1968-08-01,27.384155,26.333588,23.028595,28.809113,25.112885
1968-09-01,27.84909,26.686737,22.955414,28.719116,25.39383
1968-10-01,28.387238,25.096588,20.73114,27.758575,26.02002
1968-11-01,27.789246,23.351593,18.526672,27.040405,26.69168
1968-12-01,27.79419,22.048798,16.702545,25.444275,26.404327
1969-01-01,27.560669,20.572388,15.800751,24.333923,27.323273
1969-02-01,27.464264,20.163727,15.401825,23.823761,28.523102
1969-03-01,27.695526,19.251556,15.055206,23.400726,28.947662
1969-04-01,27.789368,19.738678,15.680267,23.767853,29.147125
1969-05-01,28.227234,20.65033,16.506805,24.629791,27.740143
1969-06-01,28.671814,22.496246,18.331177,25.815796,25.564545
1969-07-01,28.5831,24.088837,21.526123,27.448883,24.610321
1969-08-01,28.086243,25.786041,22.590057,27.728851,24.523651
1969-09-01,28.145203,25.810669,22.026062,28.122131,24.835907
1969-10-01,28.056,24.837463,20.374481,27.587341,25.463531
1969-11-01,27.86267,23.091034,18.4404,26.429047,25.701447
1969-12-01,27.534515,21.21231,17.090302,24.768738,25.571716
1970-01-01,27.554016,20.31955,15.59198,24.030548,26.32251
1970-02-01,27.334473,19.482208,15.102295,23.38742,27.347382
1970-03-01,27.482727,19.265778,15.205597,23.067657,27.799377
1970-04-01,27.61081,20.17804,15.9133,24.062042,28.0065
1970-05-01,27.846893,21.296906,16.9552,24.67212,26.89383
1970-06-01,28.030792,22.722076,18.237823,26.079742,25.794586
1970-07-01,27.979645,23.939636,20.677032,27.20224,25.204163
1970-08-01,27.755463,25.34726,22.94162,27.604095,24.661774
1970-09-01,28.0654,26.121063,22.621887,27.726532,25.161285
1970-10-01,28.250336,25.223267,20.668243,27.184143,25.63034
1970-11-01,28.314392,23.068176,18.930542,25.938202,26.743011
1970-12-01,27.737885,21.815002,17.13858,24.607025,26.042542
1971-01-01,27.601776,20.872162,15.977753,23.970886,26.552734
1971-02-01,26.935669,19.835968,15.306732,23.315643,27.180756
1971-03-01,26.486023,19.766296,15.451019,23.435242,27.83551
1971-04-01,26.62091,20.408173,15.101654,23.770264,28.392395
1971-05-01,27.140259,21.464142,16.351837,24.926025,28.428955
1971-06-01,27.53952,22.979156,18.41977,26.305176,26.341248
1971-07-01,27.506409,24.67749,20.219421,26.973236,24.363708
1971-08-01,27.447601,25.11084,21.644012,27.630432,23.85971
1971-09-01,27.666992,25.55951,21.94049,27.455994,24.762482
1971-10-01,28.081573,24.643402,20.87561,27.0271,25.018433
1971-11-01,27.650208,22.80423,19.219269,25.736908,25.496765
1971-12-01,27.203003,21.529358,17.814453,24.450195,25.309479
1972-01-01,26.895294,20.479218,16.175507,23.503601,26.069366
1972-02-01,26.408905,19.682465,15.102356,23.12387,27.472534
1972-03-01,26.355835,19.290314,14.657562,22.927795,27.419922
1972-04-01,26.86612,20.477295,16.141571,23.659027,27.924957
1972-05-01,26.985687,21.006226,17.354858,24.12915,27.288391
1972-06-01,27.399353,22.835968,19.190338,25.420868,25.332397
1972-07-01,27.716919,24.39743,22.041138,26.499298,24.46582
1972-08-01,27.35727,25.980896,23.161652,27.321869,24.235779
1972-09-01,27.407959,26.041626,21.86084,27.64038,24.3367
1972-10-01,27.831207,24.193695,19.314697,27.477783,25.57248
1972-11-01,27.312805,22.81781,18.279785,25.946472,26.454346
1972-12-01,26.963684,21.545685,16.749878,24.801544,26.956024
1973-01-01,26.776184,20.366089,15.589905,24.153412,27.595612
1973-02-01,26.46988,19.848602,14.894775,23.383026,28.149475
1973-03-01,26.96988,19.48648,15.112244,23.451477,28.633942
1973-04-01,27.31601,19.887451,15.817108,23.597107,28.989777
1973-05-01,27.573273,20.52771,16.666107,24.711182,28.12326
1973-06-01,28.030548,22.194702,18.762695,26.167938,26.383972
1973-07-01,28.293182,24.01651,20.733551,26.625214,24.92865
1973-08-01,27.99173,24.842224,22.86264,27.12912,25.01892
1973-09-01,28.130066,26.56018,22.602936,27.773743,25.880096
1973-10-01,28.32425,25.278625,20.98938,27.43686,26.332031
1973-11-01,27.902893,23.321869,18.800568,26.406769,26.499512
1973-12-01,27.474243,21.655853,17.894257,24.50534,26.704834
1974-01-01,27.067963,20.42923,16.655884,23.392029,27.261292
1974-02-01,26.682251,19.934875,15.944672,22.798279,28.170258
1974-03-01,26.15509,19.683289,15.4331665,23.231964,28.193268
1974-04-01,26.088043,20.228546,15.336761,23.417969,28.488403
