,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1017.46545,1019.20935,1011.96094,1016.5557,1019.57153
1965-02-01,1014.78705,1015.383,1011.6446,1015.8828,1018.71204
1965-03-01,1015.5957,1017.9747,1011.48834,1016.2494,1017.10455
1965-04-01,1012.78076,1018.4429,1011.30786,1015.22797,1017.35693
1965-05-01,1010.4397,1020.312,1012.0043,1014.59906,1019.5071
1965-06-01,1011.2558,1024.6619,1014.1557,1015.8853,1019.1604
1965-07-01,1008.1891,1026.9558,1013.9554,1015.67444,1018.23456
1965-08-01,1008.7664,1021.4991,1013.01276,1014.7901,1018.1613
1965-09-01,1012.5315,1018.6153,1012.92773,1013.24646,1017.49396
1965-10-01,1013.7879,1021.282,1012.6518,1013.20435,1015.77057
1965-11-01,1017.0215,1018.43726,1011.9485,1013.5901,1018.56384
1965-12-01,1019.92694,1018.8807,1012.1129,1014.7647,1019.4779
1966-01-01,1018.47186,1013.7709,1011.8669,1014.5369,1017.8466
1966-02-01,1017.15375,1017.8084,1011.7787,1016.78394,1020.926
1966-03-01,1014.17206,1019.50085,1010.8342,1015.2555,1019.6817
1966-04-01,1010.8342,1017.8041,1011.0332,1015.3869,1019.46454
1966-05-01,1010.4705,1026.9182,1011.9395,1014.91315,1017.23206
1966-06-01,1010.20264,1024.931,1012.44775,1014.8248,1018.475
1966-07-01,1008.1454,1023.6442,1013.40283,1014.67834,1016.28186
1966-08-01,1008.25494,1022.7636,1012.8589,1014.8198,1017.67017
1966-09-01,1011.022,1020.01654,1013.03674,1013.9091,1015.03204
1966-10-01,1013.262,1018.19336,1012.04846,1012.6743,1015.5121
1966-11-01,1015.6623,1016.47406,1010.96625,1013.24506,1019.2286
1966-12-01,1017.724,1015.7875,1010.10626,1015.02765,1019.46765
1967-01-01,1020.07556,1019.86804,1010.9607,1016.7872,1020.4666
1967-02-01,1015.0828,1022.2342,1010.9607,1016.76685,1018.9509
1967-03-01,1014.00604,1019.43854,1010.574,1016.5811,1021.22125
1967-04-01,1011.46936,1015.7503,1011.1893,1015.9869,1020.1931
1967-05-01,1010.6168,1024.5757,1012.13904,1015.6821,1017.1769
1967-06-01,1010.14514,1025.1938,1012.8052,1014.5589,1015.92224
1967-07-01,1007.7333,1026.8308,1013.8253,1016.28217,1019.86584
1967-08-01,1007.615,1024.31,1013.3914,1015.63135,1018.5852
1967-09-01,1011.25604,1019.5009,1013.1099,1013.411,1014.6772
1967-10-01,1013.65924,1019.4291,1012.9568,1013.144,1017.55414
1967-11-01,1014.5792,1018.96686,1011.33655,1013.3218,1018.0207
1967-12-01,1018.33344,1011.875,1012.45905,1015.96875,1019.7352
1968-01-01,1019.6679,1018.5795,1012.1842,1016.7118,1021.33026
1968-02-01,1015.04443,1012.21716,1011.6755,1014.9457,1013.91315
1968-03-01,1013.48944,1019.2422,1011.75415,1016.83276,1020.34564
1968-04-01,1010.9727,1017.748,1011.46936,1015.58685,1018.2067
1968-05-01,1009.92584,1020.9045,1011.8229,1014.5593,1016.34186
1968-06-01,1010.0525,1023.0513,1013.06726,1015.23846,1015.6463
1968-07-01,1007.56647,1024.3057,1013.66693,1016.5959,1020.58673
1968-08-01,1008.3437,1020.08154,1012.9213,1015.4638,1018.5223
