,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5
1965-01-01,1.3947799,-0.2955761,0.048882294,-0.8450149,0.4210411
1965-02-01,1.2210842,-0.27993393,0.2857994,-0.89715654,0.32881624
1965-03-01,1.361866,-0.43440208,0.3073078,-1.0219692,0.26917952
1965-04-01,0.7342148,-0.18868637,0.0671318,-0.6615429,0.35032463
1965-05-01,0.09124718,-0.15935668,0.3174099,-1.2337936,0.16522256
1965-06-01,0.9147541,0.36661834,0.029655457,-1.5101426,0.3333786
1965-07-01,0.7922222,0.40767974,-0.60027695,-1.4446404,0.27113494
1965-08-01,0.7860302,0.22029686,-0.69250184,-1.2386822,0.17956161
1965-09-01,-0.3278385,0.2675503,-0.5230423,-1.292453,0.17271805
1965-10-01,0.4392906,-0.08375206,-0.048882294,-1.0861686,0.25842553
1965-11-01,0.7485539,-0.12350998,0.3659668,-0.9160576,0.3920372
1965-12-01,0.64687806,-0.18705711,0.3151291,-0.6061428,0.27504578
1966-01-01,0.90394515,-0.047264863,0.59737855,-0.8353451,0.13720016
1966-02-01,0.9886284,0.041028596,0.02494583,-1.1067909,0.12866631
1966-03-01,0.70470965,0.05054741,0.17888565,-0.91576195,0.18413696
1966-04-01,0.3951885,-0.19102974,0.6265907,-0.99486506,0.19825096
1966-05-01,0.5107258,0.011487961,-0.13555908,-1.3020878,0.28555983
1966-06-01,0.48840636,0.39289132,-0.30886382,-1.5794426,0.20711288
1966-07-01,0.61740077,0.7273575,-1.0572284,-1.506575,0.35974008
1966-08-01,0.7749508,0.5343582,-1.019482,-1.2787842,0.30164337
1966-09-01,1.2105118,0.3229782,-0.5084286,-1.1625904,0.22811966
1966-10-01,-0.0026260377,0.028227616,-0.4545986,-0.9367687,0.29212457
1966-11-01,0.58523405,0.17757264,0.41258508,-0.7352352,0.39256287
1966-12-01,0.8353451,-0.112910844,0.808102,-0.90591466,0.51860315
1967-01-01,1.0482063,-0.38728142,-0.044083405,-1.0795543,0.20506974
1967-02-01,1.1412716,-0.33601418,-0.011428833,-1.0224091,0.3836891
1967-03-01,0.6677826,-0.06759453,0.023184586,-0.96689683,0.5404304
1967-04-01,0.48067284,-0.049308013,0.25209236,-0.68410987,0.26776618
1967-05-01,0.41438445,-0.4519371,-0.0897995,-1.1206996,0.29193038
1967-06-01,0.4552025,0.45912132,0.019592285,-1.3140132,0.3820568
1967-07-01,1.2271526,0.35887185,-0.5907181,-1.4025066,0.35038185
1967-08-01,0.6119434,0.45781478,-0.48426476,-1.2297646,0.19004898
1967-09-01,0.6909672,0.19102821,-0.6713745,-1.1164544,0.13584252
