experiment,model,n_clusters,n_features,MSE_mlp,MSE_mlp_noFS,MSE_lgbm,MSE_lgbm_noFS,MSE_pi-lgbm,MSE_pi-lgbm_noFS,MSE_Y_mlp,MSE_Y_mlp_noFS,MSE_Y_lgbm,MSE_Y_lgbm_noFS,MSE_Y_pi-lgbm,MSE_Y_pi-lgbm_noFS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS
test1_linreg_nc5_nv8_nd9,linreg,5,16,0.7742907303788101,0.8143180738708687,1.1102035259036247,1.1285831943032325,0.9525124059826792,0.9698989142481932,9.5185157115509,9.99768605416282,9.507119262021783,9.440284088521285,12.719343062903391,13.416765931643315,0.6860117589912135,0.6697799810785718,0.5497933288059784,0.5423400563791029,0.6137397967463342,0.6066892678772844,-0.0295966222207377,-0.0814274098321814,-0.0283638936844756,-0.0211344819813312,-0.3758229803140538,-0.4512616570651713,0.8283970736933643,0.8187989612794158,0.794470807056348,0.7911134611032934,0.8050520217833143,0.8025787076077443,0.3781388714654876,0.4339131088392782,0.1148704933985736,0.1312709051500914,0.1818117247356619,0.1382224631958329
test1_linreg_DSnc5_nv8_nd9,linreg,5,15,0.5501604239034273,0.545156158411614,0.5957706120668418,0.5839276780753655,0.6213047751147761,0.6125373344827933,8.685137035079388,7.13497273169314,9.698857917940082,9.640222715508507,13.186009876793513,13.145223121735574,0.1719427517514385,0.1794747699276198,0.1032939626678282,0.1211189949785721,0.0648619928802047,0.0780580397939258,0.0086470498846751,0.1855884094876877,-0.1070627177054539,-0.100369883651556,-0.505098853226047,-0.5004433055025048,0.4256987136142361,0.4393259163430776,0.3450519212208013,0.3700495722056716,0.3704739102882471,0.3897147289298917,0.3776909205763389,0.5001865770242044,-0.0419691279870726,-0.0614814627209526,0.0915355631813726,0.0955674998903342
test2_linreg_nc5_nv8_nd9,linreg,5,15,0.7825894730921766,0.8143180738708687,1.0588984433674613,1.1285831943032325,0.9266084574253336,0.9698989142481932,9.024627640959569,9.99768605416282,10.426029191682725,9.440284088521285,12.900082767684191,13.416765931643315,0.6826464757391724,0.6697799810785718,0.5705984243447813,0.5423400563791029,0.6242442945061404,0.6066892678772844,0.0238261492118787,-0.0814274098321814,-0.1277603319921711,-0.0211344819813312,-0.3953731912064582,-0.4512616570651713,0.8263828042957299,0.8187989612794158,0.8010298679718254,0.7911134611032934,0.8087954293575079,0.8025787076077443,0.4299919654255999,0.4339131088392782,0.0220391547369184,0.1312709051500914,0.1007099733878158,0.1382224631958329
test2_linreg_DSnc5_nv8_nd9,linreg,5,17,0.5181715305520902,0.545156158411614,0.5885167551157895,0.5839276780753655,0.6207882452390401,0.6125373344827933,7.497335782079979,7.13497273169314,9.51099216657813,9.640222715508507,13.492153856274776,13.145223121735574,0.2200898627615075,0.1794747699276198,0.1142118850866379,0.1211189949785721,0.0656394321305701,0.0780580397939258,0.1442269804667239,0.1855884094876877,-0.085619041447259,-0.100369883651556,-0.5400432341831893,-0.5004433055025048,0.4721144530394401,0.4393259163430776,0.3652446573629725,0.3700495722056716,0.3721399024658586,0.3897147289298917,0.444408667237574,0.5001865770242044,-0.0197209441750949,-0.0614814627209526,0.0736718984941823,0.0955674998903342
test3_linreg_nc5_nv8_nd9,linreg,5,17,0.8331174753276426,0.8143180738708687,1.129584851190064,1.1285831943032325,0.9451639025306738,0.9698989142481932,11.001832726925343,9.99768605416282,9.609880688008245,9.440284088521285,12.49930484231806,13.416765931643315,0.6621564996602387,0.6697799810785718,0.5419338672415464,0.5423400563791029,0.6167197415944576,0.6066892678772844,-0.1900437165989887,-0.0814274098321814,-0.0394793680185521,-0.0211344819813312,-0.3520219365862804,-0.4512616570651713,0.8144847311301475,0.8187989612794158,0.7856878362700332,0.7911134611032934,0.8067654300712724,0.8025787076077443,0.3512783889922539,0.4339131088392782,0.1179864809815887,0.1312709051500914,0.203148250830859,0.1382224631958329
test3_linreg_DSnc5_nv8_nd9,linreg,5,23,0.5040004166743127,0.545156158411614,0.5816711344247372,0.5839276780753655,0.6160665982125949,0.6125373344827933,7.247167992411405,7.13497273169314,9.302700542288258,9.640222715508507,13.078313641329832,13.145223121735574,0.2414190842983684,0.1794747699276198,0.1245153631008638,0.1211189949785721,0.0727460757095084,0.0780580397939258,0.172782036686341,0.1855884094876877,-0.0618438821849398,-0.100369883651556,-0.4928060154375344,-0.5004433055025048,0.4950809039443307,0.4393259163430776,0.3893473821282318,0.3700495722056716,0.3832720870546921,0.3897147289298917,0.4982204850857806,0.5001865770242044,0.025433244420722,-0.0614814627209526,0.0731769555329359,0.0955674998903342
test4_linreg_nc5_nv8_nd9,linreg,5,19,0.799597153801398,0.8143180738708687,1.1382606351665905,1.1285831943032325,0.9452365434433464,0.9698989142481932,10.63694107931228,9.99768605416282,9.665056636870048,9.440284088521285,13.109917334775494,13.416765931643315,0.675749567975709,0.6697799810785718,0.5384156872565825,0.5423400563791029,0.6166902844519394,0.6066892678772844,-0.1505742006320127,-0.0814274098321814,-0.0454476273877095,-0.0211344819813312,-0.4180705284856498,-0.4512616570651713,0.8223841772819849,0.8187989612794158,0.786600833455187,0.7911134611032934,0.8116926966915038,0.8025787076077443,0.3952765951780477,0.4339131088392782,0.1122653127526648,0.1312709051500914,0.2342988324858518,0.1382224631958329
test4_linreg_DSnc5_nv8_nd9,linreg,5,19,0.5030977261992688,0.545156158411614,0.6026973082323973,0.5839276780753655,0.6200758042705637,0.6125373344827933,7.72992608076861,7.13497273169314,9.174330924609654,9.640222715508507,12.863871355606204,13.145223121735574,0.2427777414432819,0.1794747699276198,0.0928684563662143,0.1211189949785721,0.0667117410104244,0.0780580397939258,0.1176782826347994,0.1855884094876877,-0.0471913097871923,-0.100369883651556,-0.4683287974359134,-0.5004433055025048,0.4941817677617786,0.4393259163430776,0.3449530153080885,0.3700495722056716,0.390034809852176,0.3897147289298917,0.435162252035323,0.5001865770242044,0.0255788144819666,-0.0614814627209526,0.1031949087143319,0.0955674998903342
test5_linreg_nc5_nv8_nd9,linreg,5,16,0.8091208663899725,0.8143180738708687,1.1416549496652657,1.1285831943032325,0.9519160862986272,0.9698989142481932,9.886193709902836,9.99768605416282,9.658048892061256,9.440284088521285,13.19770515852484,13.416765931643315,0.6718875383191008,0.6697799810785718,0.5370392342047059,0.5423400563791029,0.6139816146595911,0.6066892678772844,-0.0693675315347439,-0.0814274098321814,-0.044689615256074,-0.0211344819813312,-0.4275663416505901,-0.4512616570651713,0.8200547852016611,0.8187989612794158,0.7853966444594763,0.7911134611032934,0.8095294635854824,0.8025787076077443,0.3811048931870954,0.4339131088392782,0.1134318556932292,0.1312709051500914,0.2116441409262511,0.1382224631958329
test5_linreg_DSnc5_nv8_nd9,linreg,5,17,0.5717392490281967,0.545156158411614,0.6041717394711554,0.5839276780753655,0.6215799868014785,0.6125373344827933,8.018289863137282,7.13497273169314,9.616229664356478,9.640222715508507,13.56574370496825,13.145223121735574,0.1394640386763047,0.1794747699276198,0.0906492609801934,0.1211189949785721,0.0644477663708537,0.0780580397939258,0.0847633976763971,0.1855884094876877,-0.0976312300245882,-0.100369883651556,-0.5484430456434064,-0.5004433055025048,0.3808145876499031,0.4393259163430776,0.3228956334596863,0.3700495722056716,0.3693677373236437,0.3897147289298917,0.3980367184644794,0.5001865770242044,-0.0354689820187349,-0.0614814627209526,0.064889785122669,0.0955674998903342
