,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,-2.4864328774721038e-05,-4.455328568847389e-06,-1.4891611499479039e-05,-4.485866309679835e-06,-3.2593558785265486e-05,-4.5054121469349965e-05,-1.5614927285830217e-05,-3.1174135983746964e-05,1.857295253351119e-05,-1.718342010823468e-06,2.8312892343661666e-05,1.6080818160593608e-05
1965-02-01,-2.836351022990637e-05,-6.855508058599542e-06,-1.1575165461051384e-06,-8.751324425795037e-06,-1.3540595489303087e-05,4.048968390713486e-05,2.721420808965751e-05,6.444937298510922e-05,-2.291978599907562e-05,-1.6222076014814733e-06,1.7881597080343887e-05,2.868502774774619e-06
1965-03-01,-2.6789426598508387e-05,-3.753538313156748e-06,3.2574585670123005e-05,-1.1349601486753941e-05,-5.2002792472194415e-05,-2.4636260011744604e-05,-2.8013228609993614e-05,2.2207816527952673e-05,-1.260582945233733e-05,-1.080677787097368e-06,-2.0794876668926165e-05,3.2481634191534455e-05
1965-04-01,-2.573198037490054e-05,-8.64244902538875e-06,2.6196807669163847e-05,-1.1267633276756656e-07,-9.746229778784254e-06,-7.367265346186721e-05,-1.2730403314515784e-05,-3.875857601087773e-05,7.742649662153173e-06,-8.887523717971857e-07,4.113721645452365e-05,-8.945255950524809e-06
1965-05-01,-1.792941263776684e-05,-1.0084262537498738e-05,-2.455164503446992e-06,-3.0525109598309317e-06,-1.8678831281704333e-05,-5.054791630675975e-05,-7.249455874818308e-06,-2.026026777457446e-05,-9.863701548469676e-06,5.256131450002064e-07,-1.0498961669129683e-05,-3.6085071017090555e-05
1965-06-01,-9.971887096938634e-06,-4.250566150600657e-06,-3.135926038209748e-05,-2.8153841107011264e-06,-2.4402501708209456e-05,-3.203178849893764e-05,4.9712702869274995e-06,-7.479179657821078e-05,-3.2674630677899003e-05,-3.31824065722128e-07,-2.4385146547422703e-05,-2.113512013677572e-05
1965-07-01,-8.06116351964721e-06,3.066486559751847e-06,-4.263512697174779e-05,-6.621539177731635e-06,-1.0265588201718856e-05,-2.553859738564706e-05,2.6649831852409985e-05,-7.091713086992968e-05,-5.6755456942923814e-05,-8.177499358344567e-08,-5.887918039503426e-05,-1.3800308806821706e-05
1965-08-01,-1.9150085663991483e-05,4.365430643317559e-06,-3.4525364104151125e-05,-4.043243961859844e-06,-9.44245286405021e-06,-1.9717582171838526e-05,7.751673499168485e-06,-4.690407877205871e-05,-2.934631276840457e-05,-3.9650439968378726e-07,-5.415654611525773e-05,-1.884293945702917e-05
1965-09-01,-1.1628936738625905e-05,-1.6879010958685277e-06,3.035009703873064e-07,1.8001858018023433e-06,-1.3430403100755939e-05,-4.147010733267171e-05,-1.0761077780497382e-06,-4.237958819430787e-05,-3.426120835656272e-05,2.2812149926811887e-07,1.05623356553817e-05,-5.2266013567689165e-05
1965-10-01,-4.698173608292479e-06,-5.663116905086952e-06,-2.6494376470509447e-05,3.3233431393262084e-06,-3.56273773149951e-05,-8.084876042077035e-06,2.1684993899886167e-05,-9.833186595642474e-05,-2.6981064310706586e-05,-1.3755249079901028e-06,3.972744035190376e-05,-8.155733498511084e-07
1965-11-01,-1.732175701892079e-05,-6.3923806985408145e-06,-1.3350006611290153e-05,-2.064275421198384e-06,-8.016785102427093e-06,-4.824405155175001e-05,-1.3084475620630923e-06,-6.661311090283561e-05,-2.3867100522197273e-05,-1.4225763694158304e-06,-1.1222354971877117e-05,-3.952608355559968e-07
1965-12-01,-2.1062808014522847e-05,-4.468759086484704e-06,7.145862517583217e-06,-9.387853810748094e-06,-3.20425641575639e-05,-8.0947321966169e-05,-3.0735062704051786e-05,-5.81472795602167e-05,-4.08342002904674e-06,-3.433523373927413e-06,-2.1840752078392338e-05,1.7334438558887558e-07
1966-01-01,-1.641323314986441e-05,-3.1806035322099975e-06,1.785197127901483e-05,-1.7566123130716863e-05,-3.2702527619221655e-05,6.543988369546993e-06,-2.7229763124042243e-05,3.358534058861551e-05,-1.653608678404425e-05,-3.2891164338679654e-06,-5.018531658646205e-05,2.8251602559286203e-05
1966-02-01,-2.4249575924545224e-05,-1.812517340797583e-06,1.0584034271232666e-05,-1.674165250089605e-05,-4.692813604378898e-05,2.5843847533510793e-05,-3.0221623520072383e-05,3.639081796791288e-05,-3.020926890189223e-05,-1.090776276509427e-06,-4.0968263973532565e-05,1.8366464591336214e-05
1966-03-01,-8.393128028242351e-06,-8.394992394257606e-06,-6.932289409178337e-07,-1.0595607641616639e-05,-3.208053556136292e-06,-1.0968746328612525e-05,1.2105480142482144e-05,3.3203252769453684e-06,-3.033617510730189e-06,-2.5071298406711884e-06,3.13487461149318e-05,2.0087694291101674e-05
1966-04-01,-1.8583550838737336e-05,-5.786559245514338e-06,1.2188030495963174e-05,-7.898394358610947e-06,-3.011802220953541e-05,-3.446508819014644e-05,-4.2038875429117225e-05,1.7853486724561662e-05,4.385318182661043e-06,-1.5659550853228095e-06,-1.647491325971002e-05,1.6628744811771022e-05
1966-05-01,-1.7636769233683672e-06,-9.62281774263829e-06,-5.511867259753801e-05,-1.6808656303598898e-06,-1.9042720111883682e-05,-5.6052285008658856e-05,2.2087110932368564e-05,-9.079206392925698e-05,-3.837557497635399e-05,2.8814167148379347e-07,2.0591642169165425e-05,-2.7855163227349263e-05
1966-06-01,-1.9120332232231767e-06,-1.3786855551816846e-06,-3.153405227099678e-05,-4.58872774586265e-06,-5.605495445593078e-06,-3.274292438341629e-05,2.3858932335689827e-05,-7.219917733891634e-05,-7.448811767531107e-05,2.1078558318207681e-07,1.9159445044984434e-05,-1.7661518384180642e-05
1966-07-01,-5.799037628390198e-06,2.4284089863847597e-06,-1.73030441276621e-05,-9.350421664869595e-06,-1.011773331782706e-07,3.881200427713338e-06,2.203245030079201e-05,2.127906242321842e-06,-5.991191067027323e-05,1.0309041788393703e-07,-3.128909710263226e-05,-2.0001320520130887e-05
1966-08-01,-1.6117029761432585e-05,5.717791132202862e-06,-4.261442947089173e-05,-5.378201240896448e-06,-1.9411005780511914e-05,-3.090479604788529e-05,-4.876958695711115e-06,-6.124284027464455e-05,-4.259963768135728e-05,-5.526310844374706e-07,-4.2835543591417775e-05,-5.719345671391709e-06
1966-09-01,-1.3277571439217819e-05,6.665163358231495e-07,-2.3603940592563178e-05,-2.837598317576288e-06,-2.1122308169196913e-05,-4.627758659373048e-06,2.0176272260762154e-06,-6.360358838719549e-05,-4.024699537143478e-05,-3.578370800873066e-07,-1.0708972892999832e-05,1.1446657261895498e-05
1966-10-01,-1.7388780433129583e-05,-4.301884623554046e-06,-3.0883640127805325e-05,7.972389096971107e-07,-2.3026875339837716e-05,-5.714478289598406e-06,-5.550054324617924e-06,-3.199645107088145e-05,-2.1045897566099566e-05,-2.2959732853672212e-07,1.866666895258949e-05,-1.3124990957670702e-05
1966-11-01,-1.6458468878205844e-05,-6.547162163619807e-06,8.24137811962698e-06,-3.5080439068876164e-06,1.2858420461725473e-05,-5.183136656104698e-06,1.1235605972401304e-05,-1.0773385383799905e-05,-1.1917676822508149e-05,-3.9002739936632173e-07,3.4835086452126824e-05,8.427864995924054e-07
1966-12-01,-1.7189606381201207e-05,-6.346819233287308e-06,-1.3645918426975965e-06,-6.25483954109744e-06,4.14915142243899e-06,-5.16846660542322e-05,1.3774730898402968e-07,-2.2164601887197932e-05,9.586942999731312e-06,-2.4643203129766627e-06,7.041359881638883e-06,1.196413230555381e-05
