,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10,r850_cluster11,r850_cluster12
1965-01-01,72.530174,61.881355,70.27461,23.449945,52.354584,56.624924,74.90695,62.502167,65.991165,81.09706,87.53942,67.44737
1965-02-01,63.733963,75.74562,61.946877,19.969135,51.50936,52.26777,76.25014,37.704063,72.00109,77.627716,87.44114,68.80857
1965-03-01,59.773212,51.913956,62.516907,15.851135,69.861824,44.870434,73.25091,16.566952,66.38265,70.230385,89.390396,39.546844
1965-04-01,69.69311,45.392967,72.81027,19.772572,54.45126,43.523975,68.42691,27.137146,65.98461,57.60938,88.07834,40.91296
1965-05-01,62.25974,46.372505,71.94704,14.132843,69.66854,28.608095,57.866547,25.815256,69.69802,70.67265,88.753204,36.66883
1965-06-01,60.344883,56.19576,63.57016,19.289352,72.8545,32.337883,63.447308,49.773052,70.39582,76.95612,88.77777,22.131332
1965-07-01,66.92157,61.46038,60.143406,17.597271,69.92407,18.277054,64.66764,73.419624,65.815895,81.688385,89.22168,24.447504
1965-08-01,68.593994,58.79367,64.46125,34.198685,70.27297,23.630127,69.150925,79.15272,72.006004,82.561455,89.44772,29.659708
1965-09-01,70.35159,69.56862,67.72911,38.116844,68.7021,44.74758,73.06581,81.67692,70.01907,85.483696,87.909615,53.455338
1965-10-01,67.101746,65.768394,67.612816,37.102905,46.649334,67.18857,70.6317,81.08887,65.25078,90.32898,90.50426,66.06651
1965-11-01,72.944595,67.09356,75.76364,29.101141,55.524166,57.861633,76.7612,60.277725,68.797104,83.89645,89.09064,67.609535
1965-12-01,69.00022,53.360332,68.04853,19.577648,44.778706,53.86976,80.82351,42.211914,68.326996,83.465645,88.179886,41.035812
1966-01-01,57.651257,69.06528,66.50767,11.739082,52.80198,49.51222,76.20622,22.685247,75.04233,83.09272,89.24542,44.83531
1966-02-01,66.77689,71.52603,65.711494,14.339371,65.55062,44.616978,72.69321,17.254845,66.955826,79.129906,87.38057,32.265606
1966-03-01,64.33748,65.56539,66.771965,19.970047,49.44984,36.497643,70.55749,24.666655,72.03,82.70531,90.07115,44.180313
1966-04-01,62.595745,46.62301,65.83626,14.130886,63.74486,39.18986,65.71478,17.1268,65.53913,73.49431,90.82957,32.153976
1966-05-01,68.259254,44.44297,69.78265,16.415989,55.74372,34.75755,56.116364,42.386047,61.9112,75.87627,89.85281,42.264572
1966-06-01,68.82561,49.742043,63.746506,12.922672,61.630486,34.778893,61.54348,55.779835,65.260056,84.58329,89.74776,27.301416
1966-07-01,72.86393,50.278847,65.96102,15.468788,72.56844,23.837648,65.02695,75.566,70.53451,83.5064,90.57676,14.411598
1966-08-01,69.0029,55.9522,65.517784,24.770075,70.96461,24.586216,65.72791,78.52744,61.312016,78.929634,90.95761,22.402893
1966-09-01,65.80507,59.26002,65.657326,29.356695,67.07074,42.11683,69.82369,78.02676,75.01607,88.67251,88.47223,38.626793
1966-10-01,73.20046,68.477585,74.17229,32.93702,47.11549,54.699665,78.41417,68.07375,71.50469,86.33652,89.97758,56.969994
1966-11-01,74.51045,79.39749,73.791435,26.75969,62.132816,51.912235,74.59582,58.52951,70.74463,83.01228,90.3338,67.55173
1966-12-01,70.94327,63.075092,76.4344,18.500816,54.942623,40.05498,80.99312,36.079033,67.5468,75.918945,89.155136,65.1435
1967-01-01,70.73899,64.69209,65.46569,10.14333,44.858944,39.85083,73.93135,36.46592,74.33335,79.18269,88.86618,32.621574
1967-02-01,68.38273,59.048885,64.69716,29.875137,45.60552,54.75863,72.569954,35.46936,59.33772,77.4041,86.29709,51.598366
1967-03-01,69.11748,40.963932,73.328354,16.602364,51.608498,39.972443,73.69657,23.453262,55.006924,71.619,84.29553,32.130054
1967-04-01,72.63414,70.26605,75.524155,20.296375,59.28198,53.27731,75.654205,35.869675,71.64096,72.86723,90.641396,69.49414
1967-05-01,68.89621,64.11274,64.14484,14.144756,56.85984,46.31493,66.558525,39.031628,67.87601,68.32868,90.48262,58.76681
1967-06-01,65.26976,46.20176,63.063824,15.088951,76.870346,43.907993,72.433136,47.22534,71.227135,82.05582,89.53505,22.661087
1967-07-01,67.79324,52.13718,63.66345,18.115776,69.380974,12.28508,63.030045,74.96675,60.258266,76.99365,88.19223,14.876125
1967-08-01,66.13457,61.49636,62.28347,28.571169,66.565285,17.205364,65.5569,72.2541,63.977615,81.65382,90.295135,26.035864
1967-09-01,71.70853,66.15822,67.11592,26.49698,72.5007,34.92379,70.485634,79.62692,72.5007,82.29228,90.5164,38.91339
1967-10-01,68.38949,63.28678,71.45516,34.677185,57.09969,57.59797,71.62238,80.97143,73.94148,89.90665,90.72078,60.224483
1967-11-01,70.42651,73.720215,69.5009,33.707653,53.267174,66.07376,76.318016,75.59171,71.52611,82.241615,91.6616,73.50739
1967-12-01,71.2643,66.72237,71.583534,28.407328,56.069355,54.500202,73.04289,56.586212,75.58158,78.206406,89.51816,54.07962
1968-01-01,70.91741,64.39217,69.84865,13.043373,62.726257,34.14335,79.25825,41.40899,79.523834,84.57308,83.37717,55.170895
1968-02-01,64.886314,73.72935,77.407234,26.02463,53.604774,66.51038,72.139084,41.618233,72.28394,81.159164,84.19483,60.32316
1968-03-01,72.85051,64.71731,75.886185,20.440998,57.93615,60.5485,67.30712,30.854977,72.35637,78.33757,86.923065,67.94452
1968-04-01,68.17308,69.79231,69.781044,20.27843,54.200317,57.09917,68.85715,31.11251,68.03304,65.54302,87.59104,53.319878
1968-05-01,71.30371,52.563374,66.84839,14.702847,64.632,39.327805,62.15325,32.49836,71.07515,77.8386,89.783295,46.860634
1968-06-01,70.10135,43.915104,67.04959,17.15102,67.92842,36.01851,58.77796,42.91073,64.44851,82.51765,88.15118,31.598602
1968-07-01,64.995766,55.021202,64.698,18.655975,69.53639,21.920202,67.761024,64.03485,65.83114,80.62317,89.87825,15.221134
1968-08-01,69.761734,64.382515,66.9176,22.185783,71.19748,31.062613,65.59453,70.30094,72.2437,83.46569,89.421135,36.799156
1968-09-01,67.8077,63.143143,67.84633,23.399406,60.84627,32.467773,68.29701,72.1423,67.36024,87.55402,89.38089,30.904875
1968-10-01,64.31331,68.91831,68.93924,22.687971,44.15815,40.467384,71.8735,60.03987,72.127815,87.41882,90.679825,38.57935
1968-11-01,69.74242,74.91721,73.89674,27.529587,67.27493,59.43628,74.79971,51.2902,61.38387,79.26791,90.37401,73.911224
1968-12-01,73.4026,62.064724,77.31387,25.87011,51.560608,60.096207,75.86687,43.723564,67.39565,79.46106,88.39261,69.54443
1969-01-01,66.838715,72.66769,71.47282,29.446735,57.15106,51.06473,79.78345,35.48293,71.39761,76.88901,86.55996,62.111034
1969-02-01,66.94233,76.096886,69.594444,23.719704,54.991936,72.76628,76.43446,30.532984,72.0644,79.60129,87.519196,70.88791
1969-03-01,65.824326,71.20209,69.666306,17.772083,61.733353,52.187744,72.15297,22.170547,64.05124,84.429245,88.70572,45.693657
1969-04-01,66.99413,57.63402,69.38555,24.142506,60.545166,59.08792,56.20686,36.453865,61.633083,75.44681,86.9109,55.650368
1969-05-01,67.14955,51.61788,71.79869,16.644054,66.10508,50.19406,54.788055,37.225937,57.739304,77.93515,87.001144,56.993973
1969-06-01,64.72972,53.309086,68.90092,16.057484,66.6716,44.214687,68.59676,44.299915,67.91995,77.33186,88.15591,34.87463
1969-07-01,62.647472,41.067913,61.997395,17.056831,69.68803,25.801958,65.394844,68.3344,59.73967,78.77574,89.5463,22.578308
1969-08-01,66.30395,48.97078,65.09236,27.959412,65.52185,29.907972,64.4356,79.664795,68.215744,87.14486,89.16695,22.717014
1969-09-01,72.11788,73.01863,71.18705,27.239147,69.82339,48.99919,71.69842,80.159454,67.66426,89.302315,90.3401,47.8344
1969-10-01,69.04463,71.54468,75.67242,36.56082,50.01525,55.281044,78.65876,76.24228,72.958466,85.45032,85.08266,62.996742
1969-11-01,70.28964,71.177025,77.8165,35.008324,50.877563,58.668465,76.414406,64.15819,71.62489,86.326,91.05869,64.833336
1969-12-01,69.51089,68.91261,78.749,17.563187,53.279007,55.50999,77.49898,57.395046,74.95048,74.11825,90.75955,73.39965
1970-01-01,61.21991,70.75238,71.63115,21.713127,52.735023,61.660126,76.63405,48.253437,74.56371,79.74037,88.91702,47.881077
1970-02-01,64.485115,57.296043,74.864914,16.071426,56.15579,35.900948,77.0544,37.72635,69.226524,77.44,87.167755,59.74867
1970-03-01,63.79831,75.824776,63.24225,21.49302,62.28404,56.496704,67.89595,36.644016,67.318375,72.941864,90.86986,72.57944
1970-04-01,66.44953,52.10945,68.25176,16.817806,58.462776,42.626633,68.69859,21.147137,64.86079,70.684525,92.23685,27.05859
1970-05-01,72.22528,44.730064,74.10198,15.149624,60.741634,41.082573,70.7408,38.193043,70.500824,71.24886,91.129684,31.598097
1970-06-01,69.716385,60.981598,67.34651,12.509991,70.5753,47.98699,69.36057,56.21371,63.945602,82.00102,91.06514,34.21125
1970-07-01,70.63819,47.780125,64.84258,16.30643,66.75569,17.982887,68.64233,71.15949,64.85085,83.77678,90.38992,13.94648
1970-08-01,71.017166,59.98367,67.82148,21.128933,73.86698,21.85876,67.58647,76.24182,63.50373,80.89387,91.52356,22.755741
1970-09-01,66.28238,66.22942,69.5029,26.110308,69.0329,31.98701,68.41725,69.567444,63.60965,85.193405,88.06639,42.17649
1970-10-01,67.490486,62.557106,71.50041,29.6072,64.16902,45.041195,73.96628,54.471058,72.14253,85.43668,92.35434,56.071384
1970-11-01,72.44373,67.40608,74.68618,25.862066,58.12848,49.853767,73.723,67.39119,76.48013,81.592255,89.20333,67.23563
1970-12-01,69.83885,68.97331,69.48801,20.182304,52.311356,56.504982,79.64439,60.230255,73.76934,75.85457,91.88434,66.96256
1971-01-01,69.3905,67.27734,69.25526,24.539171,44.93705,56.315975,77.61998,35.34501,67.26044,73.76558,88.77913,42.49424
1971-02-01,67.40075,57.479057,69.831726,25.14438,57.433414,48.203144,76.43153,41.285515,72.73774,66.930786,88.55092,70.05488
1971-03-01,61.47208,61.56844,67.786194,22.96191,52.72361,59.238895,74.39615,45.21261,66.44222,70.146164,89.91179,64.75339
1971-04-01,61.25231,71.37349,66.68397,25.989643,52.574844,64.574196,67.49373,49.79562,65.92492,65.07797,89.12738,66.99333
1971-05-01,69.351616,65.66458,71.522255,19.797249,54.78267,68.34914,58.412228,42.26602,60.8618,74.59732,89.064835,65.88266
1971-06-01,63.353634,58.273605,61.047756,11.505222,70.053185,44.70376,68.32885,35.257103,64.77199,73.46129,90.801,30.87188
1971-07-01,60.719795,60.344498,62.574303,17.843002,70.75137,35.612114,60.949707,65.69501,64.42712,77.17199,89.695404,26.157005
1971-08-01,66.285,59.35723,68.9442,24.106396,66.944305,28.855083,66.52844,88.00318,63.977436,81.73134,90.58461,29.025826
1971-09-01,67.24691,77.55574,65.46003,26.157005,70.26788,46.218468,71.03031,72.21199,70.78011,83.59091,91.03598,47.822777
1971-10-01,66.11426,63.777954,72.044624,28.265089,64.638435,45.144985,71.794426,52.18264,77.647026,85.64997,89.82219,48.355293
1971-11-01,62.778854,75.848305,76.798386,29.161068,47.011326,63.419563,81.131195,63.292774,73.309135,84.32291,92.09256,66.60959
1971-12-01,69.39557,73.81291,68.641594,26.26689,50.66624,68.054985,76.03934,52.961975,74.92021,78.27083,90.121414,76.385895
1972-01-01,66.914154,73.64288,66.119385,23.06528,47.519493,64.37707,70.649086,53.261665,71.242325,78.185585,90.24692,70.98552
1972-02-01,71.603134,67.444,71.5365,19.475002,53.323425,66.43469,79.35092,33.83287,63.080082,74.98375,84.9517,55.14701
1972-03-01,71.148056,70.25739,68.622345,25.708014,54.19296,62.290188,75.656624,41.088196,72.17524,68.15101,83.96352,66.29004
1972-04-01,67.598404,48.75472,64.71838,26.449148,50.324753,47.90794,67.889336,35.7881,66.54196,66.20065,89.82921,45.193695
1972-05-01,72.44829,50.836723,71.323586,19.24746,58.18144,52.00206,61.050087,37.285,72.96351,74.063835,89.14821,44.61834
1972-06-01,64.76552,61.8286,65.982864,16.55922,63.52379,42.139763,71.18218,49.256935,69.76005,86.40634,88.65412,39.575043
1972-07-01,66.13889,59.44267,62.114655,14.657623,71.67953,39.10208,67.61954,58.03516,63.77896,81.17776,90.1559,26.141968
1972-08-01,69.58939,64.75576,68.21927,20.513565,66.98242,31.711859,77.082016,70.35329,65.885345,82.26183,88.010506,35.435413
1972-09-01,73.535614,71.98671,68.40456,30.710676,75.1219,59.44267,65.555405,72.89687,73.91431,83.3134,89.03932,58.350468
1972-10-01,70.75473,76.46765,74.346634,32.73092,60.629135,64.87929,77.03813,80.02542,73.24956,83.06798,88.44608,63.855347
1972-11-01,71.544624,67.08319,71.81442,26.055826,58.235073,58.87219,74.930115,48.962757,74.141846,84.638016,90.38669,63.946365
1972-12-01,74.53842,69.6414,72.81561,33.93689,49.760777,56.513885,68.01773,62.504726,73.03827,74.50267,87.368515,67.82595
1973-01-01,69.66974,65.994415,70.347984,16.01294,55.329727,50.25522,75.14003,27.073402,70.1427,81.20481,88.0513,62.87088
