,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11,ssta20_cluster12
1965-01-01,1.154541,-0.07141113,-1.9120789,-3.195404,-6.4611206,-6.706085,-7.7703857,-6.3652954,-2.7987366,-1.2120361,-0.09286499,-19.783905
1965-02-01,1.3868713,0.017700195,-3.046936,-3.6875916,-6.775177,-7.071045,-8.758545,-7.879883,-1.0840149,-2.0055847,-0.72525024,-21.526978
1965-03-01,2.0544434,0.9667053,-3.0668945,-3.5648499,-7.6788025,-7.522644,-9.6596985,-8.515076,0.15588379,-2.4367065,-0.881958,-22.909637
1965-04-01,1.585846,1.5079956,-3.1672668,-3.8947754,-8.185852,-7.892456,-9.781525,-8.543091,-0.48535156,-1.6584167,-0.65649414,-23.08783
1965-05-01,1.3546448,1.2458801,-2.5761719,-3.0681458,-6.0654297,-7.0398865,-8.626099,-6.673645,-0.8078613,-0.6896057,-0.3732605,-18.517517
1965-06-01,0.42861938,1.2758484,-1.304779,-0.7170105,-2.4494019,-5.588379,-5.695648,-4.621399,-0.8607178,1.1571045,0.20358276,-11.681213
1965-07-01,-0.13833618,1.0866089,0.20742798,0.71936035,0.42248535,-4.058197,-2.450531,-2.4016418,-1.5309448,2.3120422,0.9124756,-5.779602
1965-08-01,-0.5553894,0.86465454,0.7913208,1.5442505,1.2892761,-3.3450623,-0.30340576,-0.60128784,-3.3745117,2.8634949,1.7837524,-4.008209
1965-09-01,-0.8699646,0.5206299,1.4047852,1.5949097,0.115478516,-3.118805,-1.4233398,-1.6822815,-3.6696472,2.1487427,2.0325012,-6.8435364
1965-10-01,-0.39468384,0.4550476,0.42959595,0.48947144,-2.1914368,-3.107544,-3.0047607,-3.0651245,-2.663971,1.3172607,1.4978943,-11.671722
1965-11-01,0.00390625,0.097717285,-0.29296875,-0.5918579,-3.5686646,-4.5526123,-5.0106506,-5.2147217,-3.5472107,0.08074951,1.1854553,-15.289276
