,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,25.924866,27.969116,16.25299,19.761688,12.296204,25.912384,15.849823,27.876312,28.207123,14.145874,17.638092
1965-02-01,26.4393,27.576935,15.317932,18.233856,9.810394,25.707825,14.171326,27.57193,28.26648,13.138458,16.363739
1965-03-01,26.871887,27.88379,15.251068,17.659058,8.737122,25.862,13.229279,27.424744,27.82492,12.982269,16.494965
1965-04-01,28.250519,28.465576,14.804504,18.603088,9.606293,26.454773,14.342468,28.546417,28.679138,13.186371,16.72699
1965-05-01,29.189087,28.476044,16.613739,20.936737,12.305206,27.26706,16.914612,28.749481,28.29544,14.77005,17.928986
1965-06-01,28.398224,28.843292,18.944885,23.33075,16.287903,27.910736,20.02414,28.92163,28.183167,16.181122,21.070953
1965-07-01,28.035461,28.872223,22.297394,26.694763,19.153961,28.572845,22.761932,28.301422,28.566864,19.27768,24.042267
1965-08-01,28.735016,29.305328,24.926453,27.467651,24.525269,29.437561,26.203278,28.707062,28.352325,22.183655,25.401459
1965-09-01,28.311401,29.381683,25.489258,27.615356,20.341461,28.76944,24.000854,28.48404,29.000977,21.942139,25.30365
1965-10-01,28.854279,29.22699,23.978424,24.591644,18.293732,28.554382,22.053406,28.981018,29.275879,21.265045,24.334656
1965-11-01,29.01593,29.05783,20.573486,23.783813,17.101227,27.892761,20.569489,29.120728,29.675049,18.572662,21.908722
1965-12-01,28.331848,28.345337,18.527252,21.438202,14.971161,26.784088,17.626617,28.627747,28.726044,15.955597,19.444855
1966-01-01,27.757996,28.012665,16.570251,20.17395,12.761841,26.269836,15.393738,27.7005,29.00412,14.075531,17.75232
1966-02-01,27.695984,27.887604,15.288849,19.370605,12.057343,26.025238,14.596466,27.342468,28.758514,13.363953,16.527893
1966-03-01,28.300629,27.959717,15.164795,19.58191,12.645355,26.054504,14.777985,27.318268,28.706573,13.972137,16.649933
1966-04-01,29.473602,28.307678,15.583862,20.338837,12.755768,26.736298,15.300934,27.809448,29.285004,13.322113,16.375092
1966-05-01,29.541687,28.921906,17.722565,21.443237,13.497101,27.403992,17.332733,28.67279,29.716675,15.833984,18.434631
