,vws500-250_cluster1,vws500-250_cluster2,vws500-250_cluster3,vws500-250_cluster4,vws500-250_cluster5,vws500-250_cluster6,vws500-250_cluster7,vws500-250_cluster8,vws500-250_cluster9,vws500-250_cluster10,vws500-250_cluster11
1965-01-01,28.263363861424896,6.67635872166873,86.69141129378177,12.195611713941744,93.84311787862141,46.801861642817485,83.6168736331758,7.141816397517667,33.88186541686277,126.57556498429456,5.567832602233626
1965-02-01,23.648962862698344,11.844339137749255,109.58049398101072,9.349007136987563,79.0097756318504,53.56868427476007,62.199184826817124,8.065388010683211,45.92779820470737,118.37313694654675,4.6826561701819
1965-03-01,28.517448756826084,10.995221462424137,83.68355237585116,10.989438506220715,84.20880411524998,43.00219735896653,65.47050572268185,8.618198262379854,46.16393873826999,120.11090656650701,5.032747448814354
1965-04-01,13.333318145278827,14.053068233337688,70.22099194039725,4.637095816408731,51.82504356746579,54.57648240268856,52.72668033830963,10.874210147847288,26.26626026750777,61.809713647022555,5.853772667728627
1965-05-01,9.073747862757608,10.760834478734251,69.6841274383735,7.079601639788369,29.115093806194732,45.54363995809477,54.19294958039171,13.441988327350805,8.029773659274905,57.462232419846,4.258321250550174
1965-06-01,12.560446143948612,6.608459750718224,73.74522573663855,15.593317729650389,23.279046742942974,48.36058538710384,59.95739180047551,6.245326281956232,6.138594311332421,30.047029458964595,6.272599457287497
1965-07-01,12.696771774368662,7.564506189501279,30.23393622439055,26.111467967064666,13.823795429007705,48.11875975386469,34.60348648134338,4.667514738886365,8.664061524329508,19.496540220314138,8.05567181163517
1965-08-01,9.615217043717017,4.496069839628193,32.654185513517206,7.208594352276414,9.6594654034017,31.031995244916562,21.474030635644244,2.368339786093536,6.149212041186212,16.493661181496055,4.433206121111694
1965-09-01,5.954510214965805,5.426708494731905,71.88916943961244,16.02155644340292,12.544689015030388,59.35421011912935,38.10803299458274,2.9591163169334456,4.850407135110617,28.659562010683246,6.7459773844008035
1965-10-01,12.647330358258113,7.259161283631786,77.90032709123288,4.013887405469906,25.393975035760427,41.922132387977435,39.298243777878774,3.682737119748732,11.505552336561065,66.49978289710366,3.051060677712078
1965-11-01,19.290592638421,13.041244418475157,87.11652181288409,3.3268088308321286,50.64534654088007,54.1911915369425,56.35034217233283,7.064780386777341,25.530430309442934,82.02909517684915,3.5155127989040964
1965-12-01,17.620295707298702,13.603684071141853,117.02995735735799,4.4331640803538415,69.6547060872009,61.70631393907407,63.4226963661712,11.92920088665866,34.23825818601349,103.99675755680441,4.4631586562782255
1966-01-01,24.911583826090105,9.817422834983,106.29427887410459,8.068060569588312,92.88439243140239,53.681919596669715,80.2397052351687,11.711794229585143,37.992439761226755,124.61212090191701,6.438542947354946
1966-02-01,26.70989399668042,15.4293025060123,82.35488744764679,7.476965358100248,72.96066669175413,49.67793921540714,53.56107533317129,10.422189691130098,51.98724093984386,118.25088629737961,4.858349124113793
1966-03-01,22.05771044192384,15.214043374906613,81.35133033794844,7.667887472760185,52.581951629320855,55.882667084674985,63.674224299946765,9.881625169588533,31.892002569623457,86.62732878110307,4.639409024688881
1966-04-01,19.580191701258823,17.005715627255615,68.79845056092975,3.858587232193574,50.63117939484998,57.91535695576294,62.983294475749275,8.681630063806667,22.447060600636703,59.414851098679996,4.610372763715551
1966-05-01,10.518018648565096,8.677538102330809,65.18490550834949,8.96767000368837,29.989364568774658,50.03498816725248,36.505047985808346,13.217997503461433,14.100404534478173,54.626691011790236,5.024462765626025
1966-06-01,12.125163317167063,8.155084187586052,63.095406937395595,7.346931971260945,21.913862930006506,37.72130212199062,60.31762385374093,8.967969924692413,7.251770477064636,44.03504912057567,3.972681293254173
1966-07-01,13.13371777915843,7.69840705877311,23.393599575221987,10.606811496352119,8.36097836715956,41.6506430524255,21.042331896399276,6.814296784374009,5.641507300913269,24.66358240874373,4.195713677190265
1966-08-01,9.600807552723037,5.042105518825399,19.04973367196002,10.24055311944501,9.574182409467012,25.374870346327484,12.347845313421681,5.425426651887172,7.686288917925316,18.609747027127927,5.887387864301453
1966-09-01,5.122047667392822,4.998085212374116,47.91728244286107,13.979771379346598,8.612837827410061,55.389506441738725,18.076316028264536,3.537443010320917,4.707150903089325,22.453324601433835,8.29554308655
1966-10-01,9.657733596344555,5.995424333474686,83.18724028080761,4.596300042262054,40.17888807403275,42.516965265859334,57.83843657554994,4.850509306041663,16.329634189638252,72.78935313818033,1.5388718819074196
