,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10,r850_cluster11
1965-01-01,186.34890506142065,115.86397922400272,333.18245831657856,242.46988932291669,134.15088293687353,189.124755859375,348.5867933793501,153.43197761697974,304.61294991629467,74.56376211983817,99.69814770842252
1965-02-01,194.14851540013362,119.1739458026308,313.0864087273093,256.0676574707031,124.88396122770489,177.7172088623047,356.38424266468394,152.24156481154424,397.14860462007067,74.77057320731026,89.28913482247967
1965-03-01,196.65457073010896,116.23235760313091,263.87663448558135,244.41070556640625,115.71049960154407,168.2341766357422,367.76986555619675,147.2394091017703,358.197748093378,73.85288939184072,88.73768636625107
1965-04-01,179.85683240388568,115.84756446607184,291.7989169850069,203.844477335612,126.49777970224056,208.26399485270184,382.7496962113814,154.01285049763132,394.8230198451451,69.15273082499601,90.36736684302761
1965-05-01,138.28066775673315,121.03487650553384,294.9706133674173,227.19345092773438,130.33379608730098,154.9887212117513,376.7547607421875,133.7590075553732,350.2992902483259,65.77076036102918,96.67505760715433
1965-06-01,174.51065465023643,120.5852392948035,341.41273498535156,239.79248046875,133.54155342533903,176.537348429362,369.64895075017756,131.74009931848406,399.92225283668154,70.78535118881537,102.52457710161602
1965-07-01,186.97274860582854,117.05704313335995,413.69619930491723,216.54869079589844,144.2947243744472,218.09969584147137,370.78038995916194,146.11873220890126,375.92010498046875,76.82315281459263,104.44708001123716
1965-08-01,195.45237892552424,120.52092118696733,383.42446719898896,235.21504720052084,144.21127607237617,195.35210927327475,365.57194102894175,155.55580626142788,358.6322966076079,75.133685676419,101.98727960455908
1965-09-01,171.9974116275185,113.70236945874763,304.04169419232534,242.2893524169922,145.0796739110407,171.49335225423178,363.54162042791194,150.20755199675864,363.8144720168341,71.7399752869898,107.90816006595142
1965-10-01,178.87352391293174,115.24072126908736,313.1788141587201,228.87064615885419,145.20632186025944,203.9818827311198,364.6502061323686,152.01204989818817,360.58992658342635,71.12049180634168,101.64232645949272
1965-11-01,184.41009521484375,117.23269838275331,324.20712639303764,233.9929962158203,135.66356155107604,175.94581604003906,366.6081168434837,150.66068933365193,341.25057402111236,74.92814355966996,99.87815961445848
1965-12-01,192.74472688373766,122.28888887347597,363.26691122616035,257.11952209472656,130.40834822744694,146.21287027994794,379.6043395996094,145.54006698283743,350.86942400251115,76.9651763293208,97.0841499224101
1966-01-01,193.44380027369448,117.39066730846058,310.61717762666586,247.33784993489584,127.79517983490565,170.74848175048828,364.98995694247157,146.14325990068153,372.2415742420015,73.82427916234853,94.77327947747217
1966-02-01,181.59683629086143,115.1138247865619,287.9396775189568,242.73699442545575,133.62924827719633,156.18712107340497,391.8017647483132,150.58751207716924,357.6825823102679,74.73348500777264,89.9879664590914
1966-03-01,176.70290093672904,114.65870828339547,308.1558451933019,202.8651301066081,119.26782715995355,180.6399154663086,392.58020574396306,135.72706668934924,381.53748285202755,72.07724123584981,79.99120215847068
1966-04-01,173.62016376696135,117.9707671656753,345.53350560805376,227.82503763834637,126.42650964125147,178.80315144856772,385.3403611616655,139.75466464428192,399.87742106119794,69.67532099509725,82.12540508949594
1966-05-01,158.087148164448,121.22396411317767,301.13983154296875,214.51784769694012,128.25714687131486,164.66167449951172,372.5872733376243,139.00945135887633,352.9110863095238,64.25318036760603,101.31001929714256
1966-06-01,175.3310956453022,121.76487662575461,363.60635196461396,240.25578816731772,132.97291881633254,175.25872548421225,363.8318148526278,133.5565282943401,391.32704961867563,71.45071224290497,99.64196192075129
1966-07-01,162.20299570184005,125.56706630822383,379.9030079561121,225.70576985677084,141.04985650980248,231.47097269694012,378.52065346457744,152.51500555809508,387.0574951171875,74.97179459552376,104.12352052453447
1966-08-01,180.05431325812089,122.77493332371567,399.3633943445542,249.85486348470053,144.84238534603477,234.75115458170575,363.97008028897375,160.20631181432847,336.2519037155878,75.71745113450653,105.104817429634
1966-09-01,169.5155896638569,117.72781140876538,356.3158596263212,245.06177266438803,143.83426882186026,204.6350860595703,357.7756361527876,157.52006693089263,309.70037551153274,71.45842727349729,107.12653382183754
1966-10-01,194.65922305458471,122.5890708692146,351.39162400189565,239.56576029459637,143.65231495983195,196.66670481363934,355.2716688676314,155.9127320634558,327.18633015950525,73.96593677754305,101.42019611515411
1966-11-01,183.12978242572984,122.45160883123224,325.9016597972196,245.24131774902344,141.11427451079746,153.07242075602215,347.79996004971593,147.46163550843585,341.73227945963544,75.33469686702806,103.91427654109589
1966-12-01,186.63111234966078,121.7675122347745,407.3873632094439,260.4000600179037,132.07619145231428,201.46397908528647,364.84572670676494,140.45195883892953,395.33807663690476,77.78241683025749,102.63864177547089
1967-01-01,203.1287946199116,120.15825329404888,310.4142357321346,260.2336120605469,129.26868942548643,162.27310180664062,360.4210940274325,153.451765344498,293.3363233293806,74.94145607461735,107.02744575395977
1967-02-01,189.52700966282896,116.91371455337061,353.6584517535041,262.90863037109375,126.70496814655807,192.7373250325521,359.4575361772017,159.98838708755818,353.23242914109005,74.14676899812659,101.72323984642551
1967-03-01,171.32106580232318,114.81541720303622,324.923459221335,224.4414774576823,133.05449575748082,185.90447743733725,353.56611772017044,153.76314203789894,358.46597580682663,70.26796146314972,85.8085527811965
1967-04-01,168.36118196186266,116.7140093716708,363.6793024399701,220.64725240071616,130.18017175062647,204.14595286051434,369.12838328968394,148.611677453873,407.0146106538319,65.91209878726882,89.95708308807791
1967-05-01,165.6870490626285,123.10616464325875,302.0883672377642,218.08568318684897,137.32779160985407,191.5138371785482,372.7161754261364,145.9858184165143,394.77608090355284,62.53210184525471,93.82784072666952
1967-06-01,168.3123638755397,121.70116540157433,353.1210282269646,239.29270426432294,133.29033041900058,178.03679148356122,374.85875216397375,138.97810591028093,356.6776093982515,72.71150861467635,99.95431769384096
1967-07-01,171.93555329975328,121.34542754202178,425.09536743164057,237.04744974772137,146.4935446685215,222.3742167154948,374.57642988725144,163.02391214573638,365.2469453357515,73.32962970344389,107.29538381916203
1967-08-01,178.195531744706,115.38133910208037,365.24817522834326,236.53030395507812,146.32648971845518,242.9857889811198,354.8925573175604,158.81514853619515,381.2660217285156,75.29957051179846,108.94530831950985
1967-09-01,183.14239100406044,114.37665187951289,394.9384352740119,249.1387685139974,146.01571424952093,221.31121317545575,348.4367023814808,161.36299295628325,368.50785754975817,74.76870478415977,109.99702558125536
1967-10-01,179.59305612664474,117.74871710574988,315.66411186667045,249.205805460612,142.2181471338812,188.78387451171875,328.9821277965199,147.61636612263132,338.75227428617933,73.42148605658083,104.37847816780823
1967-11-01,194.71893310546875,117.97494021329013,383.8947969324448,250.94317118326825,136.08851882646667,227.05874125162762,345.3130895441229,146.1368479627244,390.9351530529204,77.95175046336894,99.18982100813356
1967-12-01,190.76955694901315,116.19440136533794,406.8484586827895,261.5467071533203,125.54570324016066,195.1828384399414,358.38401100852275,135.3166864273396,322.9503449939546,77.38051901058274,104.16085230161066
1968-01-01,189.50042724609375,116.0071748675722,365.72754803825825,258.6285400390625,119.6039523718492,214.93497212727866,355.9358076615767,155.7421258155336,356.7011151994978,75.53423667440609,103.19848256568386
1968-02-01,193.42171518426193,114.43073388301964,354.1012932272518,282.7969614664714,122.2823808778007,194.9984359741211,345.70960998535156,159.57680560172872,380.77803112211683,73.40746509785555,102.75683468335296
1968-03-01,160.17561460796156,118.13138326009114,270.11225083295034,215.4059600830078,129.27521039854804,181.68326059977215,343.6153065074574,137.72802149995846,385.2476574125744,69.40913297692124,88.41521380698845
1968-04-01,158.11569816187807,114.36371080803148,274.0899927475873,190.9236017862956,133.3505018702093,165.28662363688153,355.404316295277,146.60724071746176,354.27769252232144,65.38711080745774,86.87281151340433
1968-05-01,183.26130917197779,120.16347827333392,332.57291457232304,219.5734405517578,130.23197965801887,161.59727732340497,356.44784407182175,143.101160577003,388.78907703218005,68.54350810148279,94.64919207847282
1968-06-01,178.98290533768503,120.53653832637902,340.2197445140165,232.80588785807294,140.0216444483343,163.60674540201825,312.74986267089844,137.97013303066822,379.1718255905878,71.17955733318718,98.24127824339148
1968-07-01,161.73447056820518,120.746762824781,399.2667254279641,245.8880106608073,144.63580149524617,216.75676981608075,341.3690740411932,150.78344142183346,367.6882062639509,73.72727686045121,105.11036703031357
1968-08-01,184.00619908383018,118.34500630696614,406.6437665153952,243.6443328857422,149.28043293503094,229.24362182617188,345.7995674826882,160.7508882563165,385.6126694452195,75.58065920459981,110.04344992441673
1968-09-01,191.25679417660362,116.85750556714606,373.33243874942553,247.06853230794272,143.36606871406985,207.3201624552409,336.81092695756394,159.1342033223903,367.11440313430063,70.54855969487404,109.29285336847175
1968-10-01,170.94140303762336,119.49371569084398,366.81724997127753,246.9488525390625,143.09230300615417,212.30626424153647,351.22947692871094,149.05207207862367,332.3983328683036,72.6557984644053,102.74831693466396
1968-11-01,186.47784182899878,118.63481348211114,308.3753473618451,229.21358744303387,136.54800990842423,193.3780034383138,368.27139420942825,145.7572287701546,347.1527826218378,73.44362687091439,101.76828462783605
1968-12-01,173.28611675061677,121.15286046808416,369.75802253274355,242.2491200764974,132.6661019955041,203.5668182373047,377.02123468572444,155.2250314266124,376.3094220842634,71.11844432597258,92.3318523250214
