,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1009.5391,1007.0108,1022.9546,1015.4543,1010.20087,1015.6819,1008.59467,1024.0343,1014.6381,1013.7866,1013.4822
1965-02-01,1008.78687,1009.3091,1020.44666,1015.6584,1009.21173,1011.61053,1007.47833,1023.2684,1014.9321,1016.7368,1013.6378
1965-03-01,1010.9345,1006.803,1019.5133,1015.4872,1010.04584,1011.9504,1007.17694,1019.85565,1014.75415,1014.72687,1012.5606
1965-04-01,1011.00336,1015.948,1013.2266,1017.14056,1010.00305,1008.97296,1012.142,1017.9883,1013.98456,1018.07697,1014.2704
1965-05-01,1010.35406,1020.77966,1010.4384,1019.1294,1009.00214,1007.7146,1017.5554,1010.7007,1012.09424,1022.4783,1012.6406
1965-06-01,1011.30664,1015.068,1007.7766,1017.0934,1010.1147,1006.3242,1012.21704,1008.4229,1012.2679,1018.0032,1009.6328
1965-07-01,1009.7079,1015.28436,1004.43585,1014.7008,1009.5081,1005.4455,1009.1305,1004.4166,1009.4604,1016.99414,1008.2982
1965-08-01,1009.964,1015.75256,1008.2548,1013.01764,1009.639,1007.92737,1013.4636,1006.10596,1010.1426,1016.4001,1010.7262
1965-09-01,1009.8536,1016.2363,1014.0062,1015.0611,1010.044,1008.41974,1015.654,1011.9702,1007.1577,1016.60345,1010.1326
1965-10-01,1009.6316,1021.8755,1018.47205,1013.4146,1010.4204,1012.2896,1016.2872,1019.0078,1011.8071,1020.59174,1016.0633
1965-11-01,1009.89264,1023.055,1021.8476,1019.0563,1010.38635,1014.26483,1019.56226,1021.74274,1015.13245,1021.5276,1018.0062
1965-12-01,1009.4641,1015.84186,1025.506,1017.3018,1009.3705,1014.9141,1012.50415,1022.9422,1015.7495,1018.9278,1013.9504
1966-01-01,1011.0658,1006.08307,1023.3907,1017.8153,1011.6478,1015.4094,1008.2981,1024.2181,1018.2109,1015.8457,1013.7809
1966-02-01,1010.4712,1020.961,1019.161,1018.5689,1010.5012,1012.3864,1015.8025,1021.0249,1016.18365,1022.0037,1014.9012
1966-03-01,1010.1432,1010.80914,1013.8197,1016.61554,1009.6231,1009.0254,1010.65704,1015.6504,1014.24084,1016.4841,1010.9932
1966-04-01,1009.9592,1014.8317,1012.40955,1017.59186,1009.10425,1008.3532,1016.03345,1015.6805,1013.7058,1019.8382,1014.86554
1966-05-01,1011.1841,1018.60333,1011.7918,1016.5592,1009.5542,1006.9218,1013.9016,1012.32947,1012.10913,1019.4045,1013.1168
1966-06-01,1011.109,1014.3335,1007.10767,1015.8175,1010.44617,1007.2935,1013.75146,1007.8675,1012.0215,1017.31396,1010.65393
1966-07-01,1009.2081,1018.8356,1005.4171,1015.0057,1008.66797,1005.50916,1015.4307,1005.9917,1010.7466,1018.6772,1010.56696
1966-08-01,1009.92975,1018.5251,1007.6328,1012.3739,1009.38025,1006.9938,1014.4925,1004.9928,1007.7335,1017.74646,1010.6715
1966-09-01,1010.0581,1016.83203,1015.04456,1012.27936,1009.53296,1009.37714,1014.8005,1012.3445,1006.02423,1016.46216,1011.1546
1966-10-01,1009.1869,1017.70953,1018.9595,1012.6893,1009.6119,1011.6779,1016.3583,1017.7234,1011.2717,1016.48157,1015.1653
1966-11-01,1008.7938,1016.2863,1022.09766,1016.07227,1008.7274,1013.2138,1017.4023,1021.1688,1012.8915,1016.54474,1016.2863
1966-12-01,1008.7775,1008.2311,1024.0961,1015.51013,1008.0377,1013.0648,1009.10736,1025.3235,1013.76526,1015.1697,1014.8624
1967-01-01,1008.7397,1010.02325,1028.7695,1015.64435,1009.45435,1017.1319,1008.6395,1026.5427,1015.96216,1016.53906,1014.313
1967-02-01,1009.7381,1010.1822,1024.8558,1017.454,1009.92096,1014.7403,1011.26697,1025.6807,1015.90344,1016.8097,1016.9693
1967-03-01,1009.0023,1017.82764,1016.9635,1016.52094,1010.0538,1011.0449,1015.51086,1019.03,1015.0864,1019.37756,1015.6647
1967-04-01,1010.0907,1021.193,1014.8469,1018.6055,1009.868,1009.5371,1021.4695,1017.7682,1014.2622,1019.11194,1019.54803
1967-05-01,1009.154,1018.5083,1008.2071,1013.97845,1008.70197,1006.62463,1015.5443,1011.10803,1010.0842,1018.4981,1012.4677
1967-06-01,1009.6199,1012.3423,1004.6866,1013.0323,1008.4574,1004.41516,1008.96606,1006.11237,1009.27155,1015.42017,1006.81396
1967-07-01,1008.7992,1019.5996,1003.81586,1011.5506,1008.5053,1004.8519,1014.02057,1003.678,1005.5159,1016.9243,1008.7977
1967-08-01,1009.3223,1015.0451,1005.5449,1011.3924,1008.88336,1004.3376,1008.9348,1006.24146,1006.96783,1016.04346,1007.2435
1967-09-01,1009.48486,1016.7328,1013.4009,1008.72516,1009.8114,1008.01263,1014.02783,1012.6477,1005.5427,1015.7424,1008.6512
1967-10-01,1009.442,1017.00055,1020.4492,1015.51086,1009.7141,1012.377,1016.0268,1020.0095,1009.64307,1019.2179,1014.6982
1967-11-01,1008.5068,1016.47955,1024.2245,1017.29803,1009.37463,1013.86096,1018.47205,1025.5879,1013.1368,1016.6181,1020.4942
1967-12-01,1009.9841,1013.27966,1027.5615,1016.8039,1010.65015,1017.40466,1013.21216,1024.5562,1014.5176,1017.62744,1015.3128
1968-01-01,1008.3766,1004.3692,1022.9804,1013.9002,1009.3469,1014.08344,1003.9921,1021.7431,1014.81335,1010.1942,1010.8282
1968-02-01,1010.2629,995.14813,1027.0607,1015.0016,1011.4121,1015.22833,1004.37714,1025.538,1015.69214,1006.0209,1015.1218
1968-03-01,1010.2042,1019.3066,1016.0971,1019.13837,1009.39343,1009.89435,1017.02814,1017.98706,1014.64667,1022.4816,1015.26917
1968-04-01,1009.77344,1021.5206,1016.3197,1016.82776,1010.147,1011.08295,1016.5544,1018.8178,1014.1693,1021.65155,1018.1266
1968-05-01,1010.1155,1016.79193,1009.76843,1013.8194,1009.0628,1007.402,1014.9357,1010.2128,1011.1717,1016.25024,1011.5846
1968-06-01,1010.7573,1015.2863,1007.8363,1014.47986,1009.6675,1007.0828,1014.50494,1008.4746,1011.33484,1016.74896,1011.64966
1968-07-01,1009.9945,1020.3971,1004.2805,1014.2902,1008.9684,1005.5442,1014.05695,1003.7753,1008.1333,1020.5402,1007.9258
1968-08-01,1009.72974,1014.306,1007.05774,1012.1828,1009.0664,1004.5109,1012.7553,1006.3865,1008.1075,1015.3887,1009.35767
1968-09-01,1009.6761,1019.0346,1013.8823,1010.9398,1009.4872,1007.8098,1015.9941,1014.69525,1005.06836,1015.4073,1014.1421
1968-10-01,1009.39276,1018.6339,1019.6722,1014.0648,1010.0826,1012.8025,1014.3561,1018.71906,1008.4152,1018.08,1014.5464
1968-11-01,1009.90076,1014.67596,1021.6995,1015.1618,1010.6078,1015.01794,1016.5072,1021.7367,1012.56213,1017.56195,1018.8443
1968-12-01,1008.21344,1017.9984,1020.1574,1014.7611,1009.55225,1012.9213,1014.4176,1020.72345,1014.7711,1014.3389,1014.2087
1969-01-01,1008.712,1013.37915,1021.8282,1016.0709,1010.15826,1011.9459,1009.767,1022.1196,1015.6909,1017.0767,1013.2781
1969-02-01,1009.23914,1014.1947,1022.79407,1016.37164,1010.92444,1012.3209,1012.4183,1024.782,1015.37085,1017.5996,1015.26666
1969-03-01,1010.90015,1015.80005,1018.2897,1017.8211,1010.72485,1011.1891,1014.5603,1021.40643,1015.3864,1020.2614,1015.1487
