,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9,zgv200_cluster10,zgv200_cluster11
1965-01-01,-0.64197505,0.029140662,-0.6422693,-0.28728467,0.021634674,-0.95575106,-0.3554264,0.5554365,0.66037196,-0.5679462,0.2934658
1965-02-01,-0.260646,-0.058281112,0.17587347,-0.38235933,0.038854122,-0.09124813,-0.4231266,-0.3184855,-0.52776766,-0.31951576,0.16145048
1965-03-01,-0.32422537,0.33953154,0.06608124,-0.22620717,-0.1373138,-0.35984153,-0.7248342,-0.34968656,-0.09831254,-0.43754968,0.020310069
1965-04-01,-0.25873274,-0.12936635,0.05886984,-0.034438707,0.0039736987,-0.111116745,-0.17219424,0.16615999,-0.6393259,-0.17881699,0.23739243
1965-05-01,0.1904438,0.44932365,-0.93087846,0.07756095,-0.11052799,-1.0146208,-0.3446825,0.6709684,1.2832143,-0.021193122,-1.2278767
1965-06-01,-0.2962622,0.010007858,-0.5401303,-0.5901696,0.1904438,-0.6187216,0.6076833,0.96016634,1.6404068,0.613276,-1.2657006
1965-07-01,0.32761034,-0.41164708,-0.30450383,0.53439057,-0.19353446,0.6382957,-0.81696546,0.78046626,-0.57736546,-0.33438045,0.020604515
1965-08-01,-0.30465117,0.28934503,-0.41429615,0.41974154,-0.1464386,-0.71203023,0.7164453,1.1603235,-0.19000223,-0.12480392,-0.3429165
1965-09-01,-0.06490393,0.35263005,-0.6971655,-0.03782382,-0.06873055,-1.1382475,-0.106407166,0.4775812,1.4109617,0.55116844,-0.96207964
1965-10-01,0.30420965,1.1868149,-0.24769478,-0.26844624,-0.016336251,-1.0727547,-0.6368241,-0.28684312,0.34571284,0.17366585,-0.79650825
1965-11-01,0.05460167,-0.9544264,-0.8675936,0.42474556,0.1819077,0.004268074,0.75544655,0.65374887,-0.15232563,0.8097539,0.820792
1965-12-01,-0.1820548,0.25034374,-0.24210206,-0.041944694,0.051363897,-0.69907874,0.05460167,-0.0047095893,-0.02766881,-0.3140703,-0.020751595
1966-01-01,-0.09649279,0.41085386,0.13352756,-0.33794183,0.22698228,-0.4497692,-0.62872225,0.15421486,-0.02661872,0.0024593591,0.06654672
1966-02-01,-0.3939278,-0.07262287,-0.5002581,0.0066545485,-0.083617404,-0.53729266,-0.15681896,0.24723566,0.1756256,-0.30510235,0.281811
1966-03-01,-0.26517445,-0.110959485,-0.21613228,0.2164216,0.03443072,-0.28629574,-0.18965816,0.34546447,-0.05989208,0.19255161,0.12499218
1966-04-01,0.033418037,-0.21844694,-0.3801845,0.08419609,-0.10575147,-0.067559436,0.25331178,0.44296998,-0.5309273,-0.26445103,0.36600715
1966-05-01,-0.13482952,0.4979434,-0.5089381,0.8706052,-0.17417908,-0.14770488,-0.2528777,-0.17432365,0.7058297,0.05916872,-0.7749804
