,vws_v850-250_cluster1,vws_v850-250_cluster2,vws_v850-250_cluster3,vws_v850-250_cluster4,vws_v850-250_cluster5,vws_v850-250_cluster6,vws_v850-250_cluster7,vws_v850-250_cluster8,vws_v850-250_cluster9,vws_v850-250_cluster10,vws_v850-250_cluster11
1965-01-01,2.6226491928100586,9.302898406982422,9.586209297180176,-6.928974151611328,6.634625434875488,-4.282041072845459,13.35461139678955,-9.043136596679688,0.4878833293914795,4.946534156799316,-0.806516170501709
1965-02-01,3.4887709617614746,5.290185928344727,0.4231264591217041,-7.170340538024902,3.3805975914001465,5.907583713531494,1.8985505104064941,-1.9419670104980469,3.682305335998535,4.186378002166748,-2.3231492042541504
1965-03-01,3.8898212909698486,6.453600883483887,3.674210548400879,-6.068003177642822,3.0097179412841797,0.5195258259773254,2.014082670211792,-0.7042298316955566,-1.0625996589660645,6.345427989959717,-2.3606786727905273
1965-04-01,6.733232021331787,-2.443096160888672,-0.5548477172851562,-6.086400985717773,2.1884844303131104,-1.3782888650894165,1.4334794282913208,-2.695500612258911,-1.172980546951294,-3.2886135578155518,-2.72052001953125
1965-05-01,4.418177604675293,-4.486613750457764,-5.15184211730957,-2.3437533378601074,-3.0156049728393555,-6.495545387268066,12.584888458251953,-10.285287857055664,-8.920244216918945,0.02060413360595703,-2.8949220180511475
1965-06-01,-0.002207636833190918,-3.8177058696746826,-6.647871017456055,-0.10375803709030151,-3.084040880203247,-5.537439346313477,7.970233917236328,-3.1708738803863525,-8.335962295532227,-1.294399619102478,-3.084041118621826
1965-07-01,-0.4466745853424072,-3.0597572326660156,-5.117256164550781,-2.5210986137390137,-5.89360237121582,-2.3452253341674805,-3.3070104122161865,-7.096017360687256,0.49303460121154785,-7.076148509979248,-3.1127400398254395
1965-08-01,0.41650378704071045,-3.693343162536621,-2.482097625732422,-1.6667509078979492,-3.2348952293395996,-6.368975639343262,-3.4637510776519775,-9.412544250488281,2.748483180999756,-2.194371223449707,-3.1002302169799805
1965-09-01,-0.32746315002441406,-1.1693010330200195,-2.6645936965942383,-2.4342658519744873,-5.246769905090332,-5.995152473449707,14.972058296203613,-11.573063850402832,-8.1483154296875,-1.4415740966796875,-4.571974754333496
1965-10-01,-0.19427025318145752,-2.6866700649261475,6.396202564239502,-0.6387372016906738,-2.4327940940856934,1.2141892910003662,10.270570755004883,-3.878047227859497,-6.333653450012207,7.36240291595459,-2.8573923110961914
1965-11-01,2.6255927085876465,3.6153407096862793,-3.878047466278076,5.193051338195801,-1.7344510555267334,4.034788131713867,8.606762886047363,-6.038568496704102,11.380266189575195,-8.23735523223877,-8.005556106567383
1965-12-01,3.006774425506592,3.906010389328003,-0.09271979331970215,-10.70988655090332,2.362150192260742,1.9059094190597534,5.937753677368164,-7.5515217781066895,4.912683963775635,2.126671075820923,-6.303483009338379
1966-01-01,6.4767351150512695,6.259012222290039,5.818500995635986,-3.0271544456481934,3.2492177486419678,0.3074171543121338,5.146523475646973,-0.9338246583938599,1.4097788333892822,7.007663249969482,0.69874107837677
1966-02-01,5.605841159820557,3.924811840057373,1.9052624702453613,-9.359222412109375,4.73567008972168,-1.6998357772827148,3.542891502380371,-5.864070892333984,0.847747802734375,-2.167832851409912,-5.056830406188965
1966-03-01,6.217782020568848,0.23508381843566895,-1.3106818199157715,-4.5504961013793945,3.3157644271850586,-2.7660303115844727,3.632584810256958,-1.8264192342758179,0.2669103145599365,-0.16130363941192627,-7.380903244018555
1966-04-01,3.378694772720337,-1.8068891763687134,-3.189181089401245,-3.9602556228637695,1.0582382678985596,0.9598647356033325,3.3750782012939453,-3.519744873046875,1.8054425716400146,-3.7758054733276367,-3.4951515197753906
1966-05-01,2.156982898712158,-3.257174253463745,-2.6300435066223145,-2.879594087600708,-2.7602438926696777,-1.9240691661834717,4.20040225982666,-2.66693377494812,-8.00514030456543,1.546488881111145,-3.638371706008911
1966-06-01,0.4209805727005005,-7.439493656158447,-4.80366325378418,-1.9718092679977417,-1.8445024490356445,-8.252520561218262,6.661185264587402,-2.6763370037078857,-3.783038377761841,-0.9844579696655273,-4.363875865936279
1966-07-01,1.0531747341156006,-3.351207971572876,-3.4322214126586914,0.7566077709197998,-4.498416423797607,-3.2123279571533203,-3.4560914039611816,-3.924088478088379,-7.880003929138184,-6.154851913452148,-1.8582459688186646
1966-08-01,0.009403467178344727,-3.0069007873535156,-7.444557189941406,-3.6173949241638184,-3.329507827758789,-9.763566017150879,-6.428995132446289,-8.189590454101562,4.758816719055176,-4.091902256011963,-3.6839418411254883
1966-09-01,-1.6311190128326416,1.9009225368499756,-3.856095314025879,-2.290076494216919,-2.4795901775360107,-5.466237545013428,9.102439880371094,-4.418849945068359,1.0647482872009277,-0.44991397857666016,-4.634403228759766
1966-10-01,-1.4112253189086914,1.2180949449539185,0.3016303777694702,-7.210919380187988,-1.5421490669250488,4.269842147827148,9.052528381347656,-4.303838729858398,-0.6039838790893555,4.455016136169434,-1.0893415212631226
1966-11-01,-0.49548399448394775,4.831873416900635,-1.88645601272583,-4.894079208374023,-1.083554983139038,-0.6553409099578857,8.699541091918945,-4.620659828186035,3.4597082138061523,-3.0069007873535156,-4.091901779174805
1966-12-01,-0.19240713119506836,5.231877326965332,0.601090669631958,-6.3067522048950195,1.5942288637161255,3.8763487339019775,6.483245849609375,-5.012706756591797,3.5725481510162354,5.056830406188965,-2.705993890762329
