,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5,zgu50_cluster6,zgu50_cluster7,zgu50_cluster8,zgu50_cluster9,zgu50_cluster10,zgu50_cluster11
1965-01-01,-0.09255104,0.025093079,-0.21606025,0.0058660507,-0.17890987,-0.2196453,0.023463631,-0.076582715,0.08114491,0.03910599,-0.2186676
1965-02-01,-0.11080055,-0.0042362213,-0.20400295,0.09548378,0.061266135,-0.30404893,0.06550255,0.1244873,0.08864021,0.027700042,-0.019552995
1965-03-01,-0.06582832,0.019552995,-0.14012966,0.15251312,0.10428276,-0.16228981,0.1189476,-0.0009777069,0.17499924,0.10851936,0.09124718
1965-04-01,-0.018901443,0.082774356,-0.06941299,0.12253189,0.062569425,-0.19227143,0.08896599,0.035521317,0.06973896,0.11829567,0.025418853
1965-05-01,-0.01238327,0.119924925,-0.13491555,0.09678726,-0.08961792,0.021508027,0.044971846,0.031936646,-0.04627533,0.17043686,-0.14338836
1965-06-01,-0.007169342,0.01694641,-0.019552995,0.1763031,-0.017271806,0.060614012,0.08016739,-0.044646073,0.02118225,0.13784829,-0.07071686
1965-07-01,0.062569425,0.0410614,0.057681274,0.030307006,0.058985136,-0.049208067,0.03584671,0.04757919,0.03584671,0.013360977,0.02281189
1965-08-01,0.08864059,0.041387178,0.045298003,0.011732483,-0.04171295,0.010753632,-0.021508027,0.044971466,-0.024767304,-0.017923737,-0.042038728
1965-09-01,-0.032914735,0.03454361,0.016294098,0.0029327392,-0.20661011,0.13263436,-0.10265312,-0.021508789,-0.03161011,0.09483185,-0.13165665
1965-10-01,0.012057495,0.02476654,-0.15381698,-0.045949172,-0.22062263,-0.015316391,0.016294098,-0.028351594,0.017272186,0.10102387,-0.114385225
1965-11-01,0.012057495,0.084077835,-0.21638641,-0.21736412,-0.2783041,-0.253537,-0.14045563,-0.06615448,0.052793123,0.099394225,-0.10200157
1965-12-01,-0.05148964,0.043668367,-0.6129862,0.04986,-0.40767974,-0.33370477,-0.32099456,-0.16163865,0.017923737,0.018901061,-0.49175796
1966-01-01,-0.08238564,-0.035448838,-0.4815132,0.025930023,-0.24551621,-0.4033947,-0.00853386,0.05842514,0.034464262,0.18971673,-0.3462824
1966-02-01,-0.12866592,0.22352448,-0.28030834,0.1861063,0.108644105,-0.38370094,0.21433449,-0.035121154,-0.026914978,0.15229873,-0.12833786
1966-03-01,-0.048578262,0.060394287,-0.26783562,0.07385178,-0.124399185,-0.04365463,0.12177334,-0.033808134,0.13621521,0.24748535,-0.21170846
