,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7,mgu500_cluster8,mgu500_cluster9,mgu500_cluster10,mgu500_cluster11
1965-01-01,1.9940794,2.8035731,-1.5176384,-1.0470631,0.99655074,0.3020935,-2.1407268,0.51815414,2.9365335,-0.99426997,-0.31219596
1965-02-01,2.2583709,2.5777364,-1.0066532,-1.141243,0.14469223,0.61657065,-1.9738743,0.14371452,2.2437057,-0.6648018,0.98188627
1965-03-01,2.1648421,2.7677262,-2.6660507,-0.6592617,0.14860268,0.10069809,-1.9768074,0.6146156,2.397197,-1.5375175,0.056051634
1965-04-01,1.5199192,1.52383,-1.5019957,-0.6530701,0.5882193,1.2116337,-1.1093067,0.47383422,1.3071175,-0.8264397,-0.04399414
1965-05-01,1.0845394,-0.07593079,1.6844902,-0.15512046,0.053118896,0.99035895,-0.1991146,0.016620254,1.431279,1.7428234,2.0204759
1965-06-01,-0.15935668,-0.0026069642,-0.13393784,-0.12970161,0.20530625,1.9191262,-1.3341658,-0.21866798,2.1237807,0.086359024,1.6760174
1965-07-01,-0.20269966,0.070064925,-0.08798847,0.8208996,0.7954811,2.1156337,-0.18021336,-0.41061288,1.0148003,0.36303368,1.53491
1965-08-01,0.38095742,-0.0,0.9740648,0.1613121,0.45069656,0.9277897,0.9903591,0.2479969,0.3464138,1.2377043,1.2820246
1965-09-01,0.68793947,-0.32197267,1.8627484,0.32523155,0.45395547,1.3217821,-0.66643107,0.3324009,0.70130044,1.9530182,2.1306243
1965-10-01,1.8647038,0.229422,2.2065551,0.024441147,0.01759777,0.55302393,-0.34706554,-0.15577202,0.43831292,0.8635904,1.7630279
1965-11-01,2.1804843,0.82187766,1.2813728,-0.29296875,0.6732748,2.3369083,-0.09776497,-0.6722969,1.4469211,1.2002277,1.14385
1965-12-01,2.999429,1.9497589,-0.25712165,-0.8182926,0.12253227,1.7930095,-1.4905903,-0.018575286,2.5093007,-0.67718506,0.66447604
1966-01-01,2.9599776,3.1418169,-1.6221123,-0.9525234,0.7260445,0.9945366,-1.7376487,0.45427054,3.2580104,-1.4724395,0.4933296
1966-02-01,1.8489192,2.1692715,1.006353,-0.79759866,0.47593346,0.87210655,-0.35251886,0.7352352,1.5774733,0.3489086,0.49562722
1966-03-01,1.634585,1.0680603,-0.9781254,-0.7890652,0.4280119,1.5354595,-1.2285649,0.5934399,1.8459651,-0.034464262,0.98633116
