,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,r700_cluster7,r700_cluster8,r700_cluster9,r700_cluster10,r700_cluster11
1965-01-01,47.846733,56.949253,34.814583,10.260544,61.766693,67.02968,60.81336,28.567144,59.008255,58.87885,31.130657
1965-02-01,56.674065,34.69173,29.410728,16.80938,36.416573,69.16075,66.308945,36.763836,69.2836,59.83382,50.27265
1965-03-01,53.114628,47.8238,48.33159,12.961651,46.89504,79.45576,65.7471,34.59017,54.0008,73.17392,49.24397
1965-04-01,60.269535,44.22341,37.885883,24.336119,41.035812,75.76036,69.90933,26.205107,65.60132,60.906727,59.321117
1965-05-01,45.212784,49.463463,34.55905,38.447727,47.10798,76.63671,65.00507,20.73901,66.40886,66.96579,67.54238
1965-06-01,50.783714,55.378384,39.785995,51.589626,53.40456,72.51707,63.068924,28.172379,67.70946,69.625946,79.499985
1965-07-01,62.387505,68.98057,56.336628,62.028778,58.418564,63.40472,70.14848,44.13496,71.62926,62.846153,61.283474
1965-08-01,54.346424,58.97713,49.073616,55.362003,53.13101,78.274734,63.373596,50.518356,61.655304,71.08215,56.15153
1965-09-01,48.642815,61.35063,38.23642,59.651997,59.761745,75.64898,59.794506,41.181595,66.23687,68.975655,64.34822
1965-10-01,50.483955,54.538074,49.07689,57.742058,55.036034,76.895515,68.546486,45.317616,64.38262,66.92648,60.692146
1965-11-01,43.925293,53.23748,26.92584,42.529694,59.006615,72.004364,66.52189,26.529436,66.10747,63.964924,63.101685
1965-12-01,40.94572,36.709778,35.020973,24.254217,48.659195,79.40662,69.689835,15.792164,68.972374,69.7013,47.72224
1966-01-01,43.863487,26.140808,37.17562,16.082745,45.95324,79.972046,68.6319,9.795429,47.12534,69.342705,38.57426
1966-02-01,39.25224,23.865555,35.31569,18.023113,45.575672,78.499535,76.83824,20.227776,46.642708,57.812134,53.72784
1966-03-01,51.73987,35.575066,39.03391,26.309893,38.27221,78.54878,72.82453,24.67322,69.83026,56.687637,56.15412
1966-04-01,59.1763,31.738653,34.197765,34.7083,42.52394,77.885574,73.9359,33.815273,66.66691,61.43842,51.86627
1966-05-01,49.792934,49.866806,33.15207,38.07522,64.13064,75.75314,63.34267,31.52032,68.50713,72.530685,70.3605
1966-06-01,51.173515,56.60556,44.61862,45.07498,46.13053,77.30937,62.052376,29.63741,63.820377,72.80155,70.42288
1966-07-01,64.4212,59.220623,36.53704,54.46984,52.63946,78.41089,69.6382,50.667904,68.077034,76.01087,65.54241
1966-08-01,68.43983,63.00286,54.392685,57.081623,56.882988,81.04729,62.449642,60.634037,63.79247,72.68007,63.97961
1966-09-01,68.901115,66.942696,42.364708,61.66168,59.663853,75.479,62.715584,52.306217,63.697258,67.96048,45.592087
1966-10-01,56.398716,56.681072,40.018867,59.888752,51.560932,82.137314,59.04333,39.161953,64.82011,74.648346,55.159313
1966-11-01,43.37429,52.00088,30.175852,42.891663,59.560432,80.38573,60.98698,22.000702,64.46552,73.22836,54.727573
1966-12-01,50.523445,48.22685,42.885094,27.562431,53.30431,83.598335,69.17198,22.301113,63.613533,72.62918,48.07582
1967-01-01,40.514637,43.656322,41.83212,26.667578,35.22107,78.79252,64.1195,28.159033,66.14639,68.463806,57.554054
1967-02-01,57.26184,44.747467,32.27363,29.638666,26.86351,74.49719,60.496426,26.77399,59.163742,56.089622,49.563026
1967-03-01,57.69425,40.203846,36.75982,45.666325,28.272202,73.56313,62.957413,32.260117,69.90628,49.00394,46.20683
1967-04-01,63.71243,42.362488,35.11972,31.106474,36.79191,76.68286,67.52637,30.022087,63.56886,65.63798,66.71054
1967-05-01,58.322582,51.326424,41.163242,56.81255,39.506256,78.43443,66.61258,42.5922,67.3811,73.754,62.810463
1967-06-01,58.23813,58.260086,42.573624,47.5412,52.476685,76.08324,68.93168,40.643005,67.94019,69.84885,59.035374
1967-07-01,59.729584,68.30165,42.865833,60.163677,55.25691,70.97884,65.87276,57.256775,68.01451,67.7527,64.56373
1967-08-01,70.786285,71.22545,44.02623,60.648445,66.9031,71.51597,58.211105,53.887066,63.953968,66.40313,71.07681
1967-09-01,74.634,61.14841,44.206963,60.83593,60.094425,77.30275,61.594326,58.928963,61.158546,68.85736,75.12891
1967-10-01,59.128273,61.653442,31.99324,61.487915,58.260086,76.461586,53.294197,41.311882,67.83716,73.99385,54.434326
1967-11-01,63.386436,44.105618,29.763657,44.237366,44.03974,81.55247,57.165565,34.66536,63.65838,73.44321,50.49033
1967-12-01,41.79327,48.16447,44.843742,19.125847,57.309135,78.17769,61.759857,30.898718,48.556335,61.84431,60.668713
1968-01-01,48.545864,46.76889,48.156345,17.492249,40.13903,67.69342,59.690594,20.700142,54.11179,61.18589,24.360325
1968-02-01,48.99011,54.079597,40.33379,13.321827,54.874733,65.21467,59.54412,22.660608,62.143593,46.791424,56.97845
1968-03-01,53.42772,28.376225,25.71881,26.29182,32.351887,81.95751,53.192722,12.679607,66.79367,69.44464,53.892887
1968-04-01,53.84299,31.485933,34.164272,52.067623,39.223183,77.09176,64.83642,23.450912,68.17146,68.46924,53.994293
1968-05-01,55.1886,45.35568,47.676693,49.97195,49.967125,78.57901,58.982376,39.199036,65.388504,69.48328,61.779827
1968-06-01,51.576702,52.222145,51.238693,60.266823,50.20856,78.22168,50.639927,39.11695,61.261543,72.35155,70.890045
1968-07-01,61.60599,63.234886,42.658024,62.87595,55.154797,76.87929,53.891277,50.47253,61.88284,72.504456,60.072063
1968-08-01,69.46396,64.765594,42.575935,62.03253,67.53568,70.52467,55.740685,53.685253,62.774548,68.04431,69.750465
1968-09-01,57.076637,68.21815,50.079796,57.005814,61.81524,77.9883,54.359665,56.503624,59.595627,72.06826,71.71576
1968-10-01,58.81981,49.271786,35.170258,59.557,37.439766,78.29572,65.46094,49.820652,58.54135,73.82109,60.00607
1968-11-01,50.70431,49.049664,35.918716,43.21172,36.51265,79.75561,69.50259,35.86077,64.768814,70.764496,55.698837
