,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11
1965-01-01,-0.59381104,1.4504395,-10.265686,-6.7569885,-14.222473,-0.6062927,-10.668854,1.3576355,1.688446,-12.372803,-8.880585
1965-02-01,-0.38345337,0.7541809,-11.504822,-8.588898,-17.01236,-1.1149292,-12.651428,0.749176,1.4437256,-13.684296,-10.459015
1965-03-01,-0.14099121,0.87091064,-11.76181,-9.353821,-18.275757,-1.1508789,-13.7836,0.41186523,0.81204224,-14.030609,-10.517914
1965-04-01,0.7156372,0.9306946,-12.730377,-8.931793,-17.928589,-1.0801086,-13.192413,1.0115356,1.1442566,-14.348511,-10.807892
1965-05-01,1.7433472,1.030304,-10.832001,-6.5090027,-15.140533,-0.17868042,-10.531128,1.3037415,0.8497009,-12.67569,-9.516754
1965-06-01,1.4040833,1.8491516,-8.049255,-3.663391,-10.706238,0.91659546,-6.970001,1.9274902,1.1890259,-10.813019,-5.9231873
1965-07-01,1.4837646,2.3205261,-4.254303,0.1430664,-7.3977356,2.0211487,-3.7897644,1.7497253,2.0151672,-7.2740173,-2.50943
1965-08-01,2.2911987,2.8615112,-1.5173645,1.0238342,-1.9185486,2.993744,-0.24053955,2.2632446,1.9085083,-4.2601624,-1.0423584
1965-09-01,1.7151489,2.785431,-1.1069946,1.019104,-6.2547913,2.1731873,-2.595398,1.8877869,2.4047241,-4.654114,-1.2926025
1965-10-01,1.9699097,2.3426208,-2.9059448,-2.2927246,-8.590637,1.6700134,-4.830963,2.0966492,2.39151,-5.6193237,-2.5497131
1965-11-01,1.9324036,1.9743042,-6.5100403,-3.2997131,-9.9823,0.8092346,-6.514038,2.037201,2.5915222,-8.510864,-5.1748047
1965-12-01,1.3217773,1.3352661,-8.482819,-5.571869,-12.03891,-0.22598267,-9.383453,1.6176758,1.7159729,-11.054474,-7.565216
