,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11,ssta20_cluster12
1965-01-01,0.9250183,-4.6838074,-7.409149,1.0253296,-10.427856,-2.4210205,-15.823151,-10.421875,-6.8722534,-2.0353088,-0.8143616,-4.6219482
1965-02-01,0.9003601,-3.7539368,-9.017517,0.4847412,-10.362213,-1.8993225,-18.06717,-11.329681,-6.9283447,-2.3054504,0.057617188,-5.7862244
1965-03-01,1.3139954,-4.209015,-9.63974,0.7546387,-11.092194,-2.1133728,-19.465302,-11.909515,-7.42334,-2.2071838,0.37393188,-5.939911
1965-04-01,0.76852417,-5.7089844,-9.159302,1.256012,-12.656555,-2.9582214,-19.344635,-11.507935,-8.747162,-2.8244934,-0.3935547,-5.7723694
1965-05-01,0.58026123,-6.8058777,-7.5224,1.8136902,-14.014893,-4.2392273,-17.211731,-10.200317,-10.484222,-2.3406677,-1.0029602,-4.491211
1965-06-01,0.008483887,-8.319702,-5.7131042,2.2418213,-14.745331,-4.771576,-14.214447,-8.348145,-10.927277,-0.082336426,-1.9359741,-2.5237427
1965-07-01,-0.2331543,-8.582794,-3.0737305,1.7123108,-14.716522,-5.4173584,-10.444916,-5.802063,-11.737732,0.8490906,-3.1420898,-0.94018555
1965-08-01,-0.68411255,-8.851135,-1.1501465,2.0676575,-14.594177,-5.806946,-7.0094604,-4.1598816,-12.190186,1.5552368,-3.7113037,-0.04345703
1965-09-01,-0.74871826,-9.485046,-1.8813782,2.0988464,-14.62735,-6.4812927,-6.407959,-4.8407288,-11.842651,1.7415771,-3.2145996,-0.072143555
1965-10-01,-0.586792,-9.4782715,-3.4179077,1.850647,-14.789734,-5.788971,-9.474304,-7.501892,-11.586914,1.2264404,-2.8351135,-1.0029297
1965-11-01,-0.20214844,-8.572235,-6.0450134,1.7946777,-14.1935425,-5.5999146,-12.444702,-9.630035,-11.083008,0.020385742,-2.6600342,-2.6096497
1965-12-01,0.16320801,-6.5912476,-7.362152,1.4125977,-13.345215,-4.5484924,-13.931488,-10.663788,-9.589508,-1.0183411,-1.5173035,-3.4887085
1966-01-01,0.77731323,-5.155182,-8.80072,1.188324,-11.545074,-3.5217896,-16.767548,-11.433624,-7.79718,-1.8329163,-1.0224915,-4.698303
1966-02-01,0.8320923,-4.0731506,-9.936584,0.83514404,-10.500885,-3.0958252,-19.058746,-12.377869,-6.522522,-2.507843,-0.6444702,-5.6894226
1966-03-01,0.76242065,-4.897766,-10.347687,1.109375,-11.203461,-3.103485,-18.214142,-12.801056,-7.156494,-2.7600708,-0.8548584,-5.9300537
1966-04-01,0.56185913,-6.020691,-10.31778,1.4252014,-12.50238,-3.52594,-18.013275,-12.988495,-8.562836,-2.5521545,-0.6545105,-5.2259216
1966-05-01,0.25564575,-7.392975,-8.532166,2.5446472,-13.614441,-4.2209473,-16.407196,-10.964874,-10.293152,-2.0575256,-1.1604004,-4.841736
1966-06-01,0.13699341,-8.667969,-6.516632,2.1037598,-14.631714,-5.422821,-13.884857,-9.434479,-11.18338,-0.6199341,-1.6376038,-3.4248047
1966-07-01,-0.45010376,-8.989807,-4.0038757,2.0098267,-14.460876,-6.191986,-10.270203,-6.5142517,-11.440186,0.66537476,-3.1783447,-1.8944092
1966-08-01,-0.5073242,-9.103027,-2.315216,2.1235657,-14.614929,-6.4685974,-4.76709,-4.4655457,-11.958832,1.411499,-3.3197937,-0.5552368
1966-09-01,-0.67211914,-9.36261,-2.3902283,2.0162659,-14.657684,-6.7004395,-5.0191345,-4.686798,-11.861877,2.1186523,-3.410431,0.17611694
1966-10-01,-0.39788818,-9.078796,-3.391388,1.5138855,-14.569031,-6.2875366,-7.657715,-7.108032,-11.3602295,1.6959229,-3.048462,-0.44882202
1966-11-01,-0.015411377,-7.916687,-6.336731,1.4944458,-13.556213,-5.8435364,-10.566254,-9.46286,-10.728119,0.4934082,-2.0532837,-2.3609009
1966-12-01,0.7664795,-6.867523,-7.850891,0.844635,-12.496429,-4.099945,-13.65683,-10.422272,-9.334534,-1.1478271,-1.036377,-4.070709
1967-01-01,1.1497803,-5.124542,-8.529663,0.67401123,-10.792389,-2.6264343,-15.754547,-10.949646,-8.224152,-1.8040771,-0.7984314,-5.348419
1967-02-01,1.341217,-4.174347,-8.974274,0.677124,-9.787598,-1.5725708,-17.68811,-11.631653,-7.4322205,-2.0083008,0.06011963,-5.787506
1967-03-01,0.99090576,-4.430023,-8.960999,1.3349609,-9.495392,-1.7170715,-17.509064,-12.0225525,-7.2697144,-2.2484436,-0.44747925,-5.870392
1967-04-01,0.8246155,-5.8774414,-8.318939,1.6399536,-10.700867,-2.883484,-16.403778,-11.804199,-8.530792,-2.6901855,-0.9793701,-5.2564087
1967-05-01,0.31750488,-6.7145996,-7.6426086,2.1750488,-12.017303,-4.5144653,-14.17688,-11.085785,-10.090637,-1.8630981,-1.63974,-4.739319
1967-06-01,0.080841064,-7.918335,-5.1332397,1.7330627,-13.270142,-5.2845154,-10.9583435,-8.153717,-10.6979065,-0.18411255,-2.3812256,-3.0032349
1967-07-01,-0.22479248,-8.859497,-2.8310852,2.1541138,-13.713013,-5.807495,-7.22583,-5.1629333,-10.483673,0.64816284,-3.0724792,-1.4182434
1967-08-01,-0.66778564,-8.992981,-1.2587585,2.664215,-13.636627,-6.433777,-4.561676,-3.8770447,-10.290131,1.4677429,-3.7488403,-0.28012085
