,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,27.443695,21.83487,19.109528,27.544006,16.09082,24.097656,10.695526,16.096802,19.646423,24.483368,25.704315,21.896729
1965-02-01,27.723114,23.068817,17.805237,27.307495,16.46054,24.923431,8.755585,15.4930725,19.89441,24.517303,26.880371,21.03653
1965-03-01,28.326874,22.803864,17.373138,27.767517,15.920685,24.899506,7.547577,15.103363,19.589539,24.805695,27.38681,21.072968
1965-04-01,28.303406,21.825897,18.37558,28.790894,14.878326,24.57666,8.190247,16.026947,18.78772,24.710388,27.141327,21.762512
1965-05-01,28.026001,20.639862,19.92334,29.25943,13.430847,23.206512,10.234009,17.245422,16.961517,25.105072,26.44278,22.954529
1965-06-01,27.002625,18.674438,21.281036,29.235962,12.24881,22.222565,12.779694,18.645996,16.066864,26.911804,25.058167,24.470398
1965-07-01,26.318542,17.968903,23.477966,28.264008,11.835175,21.134338,16.106781,20.749634,14.813965,27.400787,23.409607,25.611511
1965-08-01,25.759705,17.592682,25.29367,28.511475,11.84964,20.636871,19.434357,22.283936,14.253632,27.999054,22.732513,26.40036
1965-09-01,25.847534,17.111206,24.714874,28.695099,11.968903,20.11496,20.188293,21.755524,14.753601,28.33783,23.381653,26.524109
1965-10-01,26.297577,17.406097,23.466461,28.735016,12.094635,21.095398,17.410065,19.382477,15.297455,28.11081,24.049255,25.88144
1965-11-01,26.881378,18.511292,21.038513,28.878204,12.889984,21.483612,14.638824,17.453491,16.000519,27.103912,24.423492,24.473877
1965-12-01,27.173279,20.418823,19.647919,28.422668,13.664856,22.461578,13.078583,16.346283,17.420563,25.99173,25.492767,23.521362
1966-01-01,27.819519,21.887024,18.241486,28.23053,15.497131,23.520416,10.274658,15.608582,19.245026,25.20929,26.019714,22.343903
1966-02-01,28.048462,23.143219,17.279785,28.051514,16.715485,24.120544,8.157623,14.838501,20.693848,24.708527,26.5719,21.526947
1966-03-01,28.137238,22.47705,17.02713,28.484192,16.171356,24.271332,9.160675,14.573761,20.218323,24.614746,26.519958,21.444763
1966-04-01,28.249695,21.667145,17.370056,29.113037,15.185455,24.161896,9.674561,14.699341,19.125,25.135681,27.033325,22.461914
1966-05-01,27.779175,20.130554,18.991364,30.068176,13.909088,23.302582,11.116333,16.558655,17.230377,25.466003,26.363129,22.681793
1966-06-01,27.363129,18.558167,20.709503,29.329895,12.594421,21.803314,13.341278,17.791656,16.042755,26.606201,25.588531,23.80133
1966-07-01,26.400452,17.860748,22.84668,28.860382,12.389679,20.65857,16.580353,20.336304,15.41037,27.51593,23.67221,24.956146
1966-08-01,25.978363,17.38266,24.170471,28.609253,11.870758,20.01709,21.718597,22.020142,14.526855,27.897186,23.165894,25.93045
1966-09-01,25.786713,17.096222,24.068604,28.475098,11.801147,19.758392,21.439697,21.772034,14.596954,28.577484,23.0484,26.634949
1966-10-01,26.339935,17.659027,23.346436,28.251709,12.168793,20.450287,19.080109,19.629791,15.377594,28.433746,23.689362,26.289001
1966-11-01,26.918365,19.01709,20.597046,28.428223,13.377563,21.09024,16.367523,17.470917,16.205658,27.427185,24.880493,24.572876
1966-12-01,27.686401,20.052399,19.06903,27.764557,14.423492,22.819977,13.263092,16.49765,17.585388,25.772095,25.883545,22.849213
1967-01-01,27.924927,21.650604,18.245483,27.449158,15.982758,24.148712,11.020599,15.8255005,18.550995,24.97107,25.976715,21.426727
1967-02-01,28.217407,22.701843,17.901917,27.553314,17.088593,25.30362,9.18808,15.244537,19.44397,24.86789,26.93631,21.088684
1967-03-01,28.125275,22.704346,18.17337,28.46933,17.638977,25.417297,9.625305,15.111816,19.864655,24.885925,26.68689,21.263977
1967-04-01,28.318085,21.616028,19.17453,29.133423,16.792603,24.609985,11.089691,15.68927,18.962677,24.803284,26.5141,22.23706
1967-05-01,27.831787,20.799683,19.871674,29.689331,15.496979,22.999817,13.337402,16.428497,17.423645,25.651184,25.874542,22.774963
1967-06-01,27.116608,19.117432,21.902527,28.76883,13.765625,21.751251,16.077423,18.88205,16.33786,26.851654,24.654541,24.032532
1967-07-01,26.312775,17.67807,23.706482,28.69168,12.824554,20.730072,19.311737,21.374634,16.053894,27.18573,23.465088,25.119324
1967-08-01,25.582062,17.256866,24.991089,28.914062,12.61322,19.81607,21.688171,22.372803,15.959717,27.71759,22.501007,25.969727
1967-09-01,25.52649,17.503265,25.17691,28.533447,11.870483,20.477661,21.872467,22.333221,15.660248,28.34311,22.474945,26.122955
1967-10-01,25.877563,17.839325,24.113647,28.236938,12.73291,20.663483,18.556,20.708557,16.09143,28.096222,23.115509,25.762878
1967-11-01,26.491577,19.18454,21.99115,28.250977,13.538239,21.374146,15.131866,18.382202,16.64685,27.402557,24.119171,24.51883
1967-12-01,26.91626,20.457123,20.074493,27.786194,14.82135,22.746399,14.046082,17.192749,17.98056,25.82547,24.965057,23.17511
1968-01-01,27.423218,22.217926,18.723999,27.515717,15.132141,24.119232,11.831116,16.09317,19.381836,25.118347,26.132782,22.539429
1968-02-01,28.046936,22.52063,18.239288,27.279297,16.845978,25.277618,10.234497,15.508057,19.996155,24.73056,26.66153,22.037415
1968-03-01,27.969269,22.537445,18.047394,27.546387,17.65863,24.919495,9.417419,15.040649,20.852814,24.312134,26.52008,21.848969
1968-04-01,28.192352,22.484528,18.732422,28.339233,17.433563,24.699402,11.247955,15.003052,19.766663,24.584167,27.070557,22.346039
1968-05-01,27.350525,20.818695,19.603424,28.95404,16.264801,23.330322,13.339172,16.342957,18.458893,26.09372,25.676758,23.590973
1968-06-01,26.626404,18.415863,21.079834,28.560333,14.588562,22.775848,16.363739,18.553375,16.640228,27.246643,24.523315,24.782013
1968-07-01,26.02002,17.76892,22.831268,28.34024,13.014221,21.815826,18.559814,20.12622,15.324554,28.07956,23.967377,26.055145
1968-08-01,25.495728,17.429108,24.573761,28.71811,12.628418,21.181244,22.776855,21.764893,14.820557,28.844238,23.357025,26.96225
1968-09-01,25.428955,17.648712,25.087189,28.818512,12.40683,20.856781,21.64569,21.169373,14.680084,29.059906,23.396118,27.183838
1968-10-01,26.257416,17.854004,22.806519,28.52127,12.393982,21.70108,18.7146,19.185974,15.291901,28.443115,24.10141,26.239136
1968-11-01,27.035461,19.061829,20.606506,28.712189,13.245209,21.985474,18.206146,16.889008,15.984375,27.64383,24.910095,25.070374
1968-12-01,27.67398,21.163422,18.972809,28.0578,14.488647,23.588013,15.903259,15.451172,17.826294,26.236664,25.721771,23.700287
1969-01-01,27.983185,23.165894,17.963013,27.920624,16.17453,24.39444,13.682587,14.669098,19.408966,25.434296,26.01831,22.023468
1969-02-01,28.312347,23.227417,16.880615,28.510284,16.396057,25.312256,12.54068,14.423492,20.013489,24.961548,27.325836,21.566101
1969-03-01,28.338501,23.089478,16.558075,28.932281,16.593964,24.768738,11.589539,14.163544,19.789429,24.92923,27.339172,21.02771
1969-04-01,28.801025,22.261902,17.561005,29.57373,15.819733,24.405731,11.684906,14.761932,19.251556,25.64505,27.503235,21.497406
1969-05-01,28.070343,21.246155,18.322968,29.871124,15.178772,23.389435,13.370819,15.557709,17.640503,26.200867,26.331085,22.220367
1969-06-01,27.224823,19.247955,20.56369,29.291199,13.874359,22.780304,15.612579,17.144653,16.492462,27.41504,25.328156,24.061676
1969-07-01,26.740265,18.01532,23.143341,29.052765,14.032288,21.683533,19.696106,21.371277,15.459778,28.239044,23.858093,25.199982
1969-08-01,25.927063,16.904694,24.79132,28.603607,12.63092,20.339111,21.42511,21.613281,15.114166,28.242126,23.052063,26.552094
1969-09-01,26.098297,17.566162,24.550842,28.782043,12.208923,20.197083,21.371277,21.283081,15.398254,28.638458,23.08078,26.72644
1969-10-01,26.467987,18.017883,22.918243,28.09137,12.64682,20.954407,18.135315,19.397705,15.707428,28.144196,23.87143,25.996277
1969-11-01,26.879242,19.216187,21.101562,28.397491,14.122009,21.014893,16.49347,17.317474,17.091858,27.322235,24.56366,24.364197
1969-12-01,27.323792,20.832367,19.113617,27.964203,15.638214,22.712097,13.424164,15.968933,18.708557,26.016266,25.009216,23.019745
1970-01-01,27.850006,22.32071,17.408234,27.755981,17.31369,24.301727,10.521423,14.723663,20.436829,25.77652,25.535278,22.000977
1970-02-01,28.204865,22.529938,16.606018,28.095367,17.607086,24.882355,9.970245,14.4183655,20.855225,25.191254,26.489899,20.845428
1970-03-01,28.351044,22.834198,16.598267,28.108795,17.453674,24.75061,9.288391,14.115662,21.088196,24.830688,26.820496,20.991608
1970-04-01,28.283386,21.951385,17.298187,29.062866,17.086395,24.501648,10.145905,14.64978,19.946594,25.403564,26.615417,22.20346
1970-05-01,27.570526,20.266876,19.12735,29.350616,15.165314,23.81668,13.005066,15.990265,18.2807,25.68457,25.691803,22.877045
1970-06-01,26.873688,18.995605,21.027771,29.112457,13.367676,22.72519,14.578491,17.631378,16.902008,26.565826,24.412292,24.102844
1970-07-01,26.131897,18.275543,22.9628,28.55664,12.756073,22.1828,17.79306,20.291138,15.800171,27.515778,23.475739,25.049713
1970-08-01,25.799255,17.487762,24.601868,28.401672,12.447693,20.792206,22.222046,22.418365,15.308929,27.955383,22.568665,25.776001
1970-09-01,25.729523,17.610199,24.884918,27.966736,11.936279,20.601593,21.606323,21.773163,15.5243225,27.8815,22.57434,26.266724
1970-10-01,26.200623,18.084412,22.66269,28.151672,12.117615,20.978699,19.277649,19.638214,16.33844,27.526611,23.442688,25.774963
1970-11-01,26.614899,19.145416,20.83664,28.103119,13.690002,20.760193,16.770264,17.866943,17.80133,26.784851,24.025879,24.118866
1970-12-01,27.197052,21.146057,18.87268,27.61081,16.020233,22.23291,12.1909485,15.997498,19.641327,25.52597,24.812103,23.114685
1971-01-01,27.515808,22.75235,17.869324,27.434753,17.050049,23.632904,10.993439,15.032501,21.444366,25.06836,26.09665,22.500336
1971-02-01,28.352844,23.925903,17.075226,27.587952,18.05954,24.36618,10.041229,14.322418,22.374329,24.376068,26.932709,21.357391
1971-03-01,28.338531,23.27118,17.321808,27.714447,17.481903,24.522339,10.196899,14.635193,21.128632,24.641418,26.765198,21.305511
1971-04-01,28.521362,22.35852,17.58075,28.559418,16.259918,23.697113,10.650513,14.384674,20.283142,24.847473,26.526031,22.023499
1971-05-01,27.942719,20.86673,19.107605,29.330261,15.180237,22.359009,12.334503,15.118469,18.803223,25.976074,25.822876,22.748383
1971-06-01,26.97522,19.787537,21.69983,29.219574,13.666687,21.8461,15.240021,17.631622,17.622742,27.266266,24.514435,24.12851
1971-07-01,26.553223,17.970612,23.021149,28.462555,12.570221,20.85437,16.884491,19.575073,16.093384,27.488129,23.389282,25.398926
1971-08-01,25.928131,17.321808,23.818695,27.876526,11.978729,19.712433,20.165558,20.86081,15.68573,28.215973,22.750366,25.731964
1971-09-01,25.868835,17.027313,23.629913,27.91803,11.026062,19.644226,18.696991,20.892426,15.361084,28.18634,22.873901,26.467743
1971-10-01,26.278961,17.768005,21.764069,27.91455,11.092255,20.233246,17.59851,19.901184,16.157623,27.833527,23.328003,26.14209
1971-11-01,26.628326,19.218292,20.55542,28.062317,13.474487,21.344543,15.287964,18.060059,17.344543,26.829926,23.992615,24.065247
1971-12-01,26.881805,21.495758,19.69513,27.940247,15.588867,22.890686,12.5711975,16.749115,18.936646,25.616333,24.456116,22.814606
1972-01-01,27.487366,23.945984,18.210907,28.013428,16.735046,24.499786,12.035858,15.274506,20.042084,24.690125,25.758514,21.859406
1972-02-01,27.745117,23.424683,17.322327,27.703033,16.72644,25.29892,10.4461975,14.041138,20.582977,24.44336,26.250153,21.32904
1972-03-01,28.011993,23.779541,17.014832,28.031586,17.416077,24.98471,9.107574,13.926819,20.499298,24.274536,26.861328,20.585846
1972-04-01,28.251099,22.770447,17.874695,29.222412,16.160217,24.570068,9.562408,15.1492,19.407959,24.72647,26.806335,21.521301
1972-05-01,27.439056,21.36444,19.256348,29.801086,15.0660095,23.4682,11.746521,16.57962,17.68103,25.22287,25.646118,22.065063
1972-06-01,26.927795,20.247253,21.560516,28.970856,13.571503,22.320435,15.421814,18.667145,16.687714,26.469666,25.148743,23.80011
1972-07-01,26.604523,19.549988,23.903412,28.711182,13.219971,21.27835,18.74942,21.384033,16.252045,27.407501,24.233398,25.114319
1972-08-01,26.196106,18.518433,24.868011,28.604034,13.26062,21.02298,22.198975,22.281708,15.202759,27.858002,23.562897,26.33957
1972-09-01,26.129639,18.087524,24.533722,28.935944,12.208496,21.110962,21.67337,21.153992,15.274017,28.04834,23.310394,26.779083
1972-10-01,27.100922,18.356781,21.401733,28.971802,11.780487,21.249176,18.58728,18.427063,15.885712,27.93164,24.679596,25.57727
1972-11-01,27.513184,19.865631,20.597809,28.863739,13.854126,22.039215,15.576752,17.106659,17.444763,26.838379,25.522736,24.388824
1972-12-01,28.022491,21.728363,19.258728,28.393616,15.182678,22.70398,13.592529,15.850311,18.224304,25.828827,26.832153,23.211884
1973-01-01,28.239288,23.504883,17.804443,27.99707,16.124847,23.555359,12.125885,14.414215,20.114136,25.536896,27.218414,22.18451
1973-02-01,28.598022,24.239319,16.932617,28.296082,17.325348,24.43689,11.249176,13.909363,21.29712,24.860687,27.667938,21.25879
1973-03-01,28.872284,24.099518,17.230682,28.813538,17.373383,24.2471,10.546295,14.188477,20.937439,24.958252,27.881042,21.185486
1973-04-01,28.984894,23.196136,17.839417,29.315979,17.212708,23.888367,11.333649,14.7778015,19.916565,25.124756,27.46939,21.483063
1973-05-01,28.40918,21.177704,18.568512,29.425201,14.671967,22.996155,12.169098,15.573425,18.598633,26.099976,26.603882,22.349548
1973-06-01,27.604828,19.8685,21.040344,29.467926,13.400635,22.285461,15.820496,17.967072,17.09378,27.15921,25.71991,23.39566
1973-07-01,27.141724,18.985504,23.03061,28.838806,13.641876,20.925781,19.289398,20.038422,16.375336,27.864532,24.705353,24.842712
1973-08-01,26.673279,18.37143,24.211182,28.2388,12.970032,20.674316,22.577698,22.184021,15.541382,27.870361,23.932068,25.600006
1973-09-01,26.50824,18.081635,24.641754,28.269867,12.526855,20.50055,20.825775,21.617523,15.6409,28.410645,23.648071,26.965027
1973-10-01,26.808716,18.716095,23.39273,28.132965,12.983643,20.619476,18.817535,19.818512,16.337982,27.915009,24.061676,26.01358
1973-11-01,27.292694,20.265106,21.128693,28.834412,14.137512,21.551514,17.134552,17.6734,17.706879,27.1922,24.855347,24.483978
1973-12-01,27.501434,21.990814,19.760254,27.213562,16.084564,22.55246,13.468597,16.513214,19.096191,25.663574,25.103394,22.880615
1974-01-01,28.013123,23.431183,18.589294,27.292633,17.561401,23.97351,11.20462,15.219269,20.184021,24.905945,26.116913,21.544739
1974-02-01,27.897614,23.843323,17.937805,27.419403,18.175201,24.582428,9.9270935,14.38327,21.494324,24.46347,26.264252,21.024933
1974-03-01,28.209412,23.139435,17.359253,27.858948,18.055298,24.330841,9.444977,14.13266,21.100311,24.600037,26.756653,21.036682
1974-04-01,28.520233,22.739075,17.577087,28.772308,17.40625,23.946106,9.629974,14.171814,20.108154,24.648499,27.11789,21.501678
1974-05-01,27.970062,21.494324,19.31372,29.308777,15.612335,22.884918,12.382782,15.484589,18.522736,25.309784,26.089996,22.551117
1974-06-01,27.170746,19.810547,20.829132,28.862366,13.702881,21.292664,15.837006,17.543793,17.347504,26.97348,25.508514,24.312225
1974-07-01,26.361176,18.77481,22.728302,28.279907,12.857086,20.649017,18.775787,19.474274,16.34262,27.681274,24.415497,25.067963
1974-08-01,25.949036,18.188416,24.07727,28.511414,11.944214,20.265747,22.042053,20.86145,15.540863,27.847687,23.52417,26.02539
1974-09-01,26.020477,17.820343,23.648499,27.973969,11.7161255,19.972076,22.556976,20.389587,15.382751,27.680786,23.516846,25.885895
1974-10-01,26.512909,18.82425,22.36264,28.07431,11.829193,20.411133,18.248138,19.886902,15.744476,27.097809,24.151672,25.073364
1974-11-01,27.138947,19.73761,20.811035,28.41449,13.246704,21.06311,15.819855,17.83844,17.15857,26.336212,24.894714,24.18985
1974-12-01,27.684204,21.41748,19.381287,27.744904,15.317169,22.101288,11.690186,16.514435,19.140442,25.60785,25.193756,22.937286
1975-01-01,27.950287,22.677856,18.164948,27.609406,16.718475,23.695282,10.228241,15.760468,20.767456,24.689117,25.23413,22.11728
1975-02-01,28.301056,24.0979,17.289429,27.700409,17.621338,24.08847,9.617706,14.611481,20.99469,24.437836,26.35672,21.630249
1975-03-01,28.457092,23.743835,17.668976,28.162903,18.148438,24.53778,10.049561,14.284302,20.871185,24.60144,26.882874,21.572266
1975-04-01,28.722534,22.565155,18.310638,28.694244,17.036255,23.719788,10.5460205,14.826019,19.658081,25.053558,26.719757,21.983368
1975-05-01,27.973846,21.63919,19.64679,28.689056,16.049011,22.294556,12.372498,16.097076,18.250275,25.504303,25.946533,22.993713
1975-06-01,27.000732,20.003662,21.22525,28.551392,14.190002,21.028168,14.586517,18.440277,16.880676,27.16858,24.7146,24.603333
1975-07-01,26.140778,18.327606,23.93808,27.886139,13.22113,20.352081,18.173431,21.1734,15.96933,27.629211,23.507172,25.62265
1975-08-01,25.78247,17.78543,25.351532,27.781494,12.545044,20.099854,22.411469,22.205444,15.608643,28.32132,23.264832,26.813568
1975-09-01,25.733887,17.417664,24.465637,27.397247,11.878387,19.760406,20.883423,22.032867,15.346527,28.321777,22.790527,26.597168
1975-10-01,26.450531,17.934875,22.818817,28.10962,11.438995,20.285614,17.815582,19.544464,15.726044,27.679169,23.573639,25.77069
