,vws_v500-200_cluster1,vws_v500-200_cluster2,vws_v500-200_cluster3,vws_v500-200_cluster4,vws_v500-200_cluster5,vws_v500-200_cluster6,vws_v500-200_cluster7,vws_v500-200_cluster8,vws_v500-200_cluster9,vws_v500-200_cluster10,vws_v500-200_cluster11,vws_v500-200_cluster12
1965-01-01,7.856173515319824,9.983579635620117,-4.065694808959961,6.751628398895264,-1.218604564666748,2.1951072216033936,-2.505645275115967,-5.182013511657715,14.465778350830078,2.8367879390716553,0.9948997497558594,-7.104111671447754
1965-02-01,4.6102399826049805,6.448449611663818,-3.2900853157043457,9.253595352172852,6.3498430252075195,0.28478240966796875,-0.5158462524414062,3.8802549839019775,17.781620025634766,2.657971143722534,-1.2568700313568115,-5.327715873718262
1965-03-01,9.03872013092041,4.167245388031006,-0.7130599021911621,3.674211025238037,-0.7292494773864746,2.631479263305664,-2.1163692474365234,-4.9185709953308105,9.010021209716797,3.5704526901245117,1.3584203720092773,-4.455707550048828
1965-04-01,0.9632569551467896,0.6144533157348633,-3.0362095832824707,3.9832773208618164,0.04709577560424805,3.8412535190582275,-0.010302066802978516,-5.062801837921143,7.060694694519043,0.3568981885910034,1.221548080444336,-10.70767879486084
1965-05-01,-4.1620941162109375,2.3253567218780518,-1.8551340103149414,3.3931074142456055,4.812605381011963,1.1280922889709473,-3.7264575958251953,-1.4305360317230225,-3.5719244480133057,-1.1744524240493774,-0.8764240741729736,-4.140018463134766
1965-06-01,-8.272676467895508,1.1847543716430664,-1.7241487503051758,1.8610211610794067,8.664161682128906,1.4930858612060547,-1.3164753913879395,-5.036310195922852,0.2281203269958496,-1.0147678852081299,-1.3230981826782227,-3.331293821334839
1965-07-01,-4.978177070617676,3.592528820037842,-3.3599934577941895,-0.46727901697158813,6.986371994018555,2.7058024406433105,1.941967248916626,-6.530867576599121,1.8212840557098389,-1.9699302911758423,-1.6395236253738403,-6.118042945861816
1965-08-01,-5.69123649597168,0.06328487396240234,-4.994365692138672,4.381383895874023,6.806819438934326,0.9632570743560791,1.94343900680542,-8.128446578979492,1.2951353788375854,-1.6785248517990112,0.5114312171936035,1.576974630355835
1965-09-01,-4.538125038146973,-2.9309797286987305,-3.600623369216919,6.374126434326172,4.003145694732666,0.5901696681976318,0.9831252098083496,-10.16313362121582,4.535917282104492,-5.224693775177002,1.0625991821289062,-6.6412482261657715
1965-10-01,-1.5048590898513794,-2.0744240283966064,-5.641933441162109,4.912683963775635,-0.8631783723831177,0.8845183849334717,-3.3386523723602295,-5.156257152557373,10.02846908569336,-4.652921199798584,2.7933712005615234,-7.608920097351074
1965-11-01,1.990534782409668,3.088456392288208,-1.0773169994354248,2.778654098510742,-3.7073252201080322,-0.43122124671936035,-1.0876193046569824,-2.5814404487609863,6.58017110824585,0.5460174083709717,0.7903265953063965,-12.67245864868164
1965-12-01,3.370295763015747,2.7896921634674072,-0.023548126220703125,2.5188910961151123,-1.6792607307434082,-1.854398488998413,-3.0089826583862305,-3.3857486248016357,7.529446125030518,2.053083896636963,2.6285359859466553,-8.458852767944336
1966-01-01,6.630805492401123,4.878166198730469,0.35298705101013184,3.414137840270996,-4.3269853591918945,1.0206248760223389,-5.085040092468262,-1.7555325031280518,3.283937692642212,4.024632453918457,-2.1417930126190186,-8.98164176940918
1966-02-01,4.9439897537231445,8.626484870910645,-0.6611275672912598,-1.0423250198364258,0.6314709186553955,0.825324296951294,-3.022090196609497,-0.3811972141265869,6.886865615844727,3.581228017807007,0.40723752975463867,-8.011651039123535
1966-03-01,4.0846686363220215,3.290447950363159,-0.7500982284545898,1.3316583633422852,-2.2719931602478027,1.437988519668579,0.08535385131835938,-0.4166405200958252,5.375097274780273,3.0633208751678467,-0.6423207521438599,-4.789196014404297
1966-04-01,1.9501094818115234,1.9023693799972534,1.7888054847717285,6.471672058105469,2.4846534729003906,0.2596769332885742,-3.1559081077575684,-2.6408934593200684,0.6423208713531494,0.7081441879272461,0.5381608009338379,0.012296676635742188
1966-05-01,-5.42066764831543,-1.3403384685516357,-4.339282035827637,0.2929503917694092,1.3063421249389648,1.1269547939300537,-2.193873167037964,-7.982717514038086,-1.6354589462280273,-0.5945806503295898,-2.1765127182006836,-5.4257307052612305
1966-06-01,-5.0662336349487305,1.4423285722732544,-3.177607536315918,-0.05135655403137207,6.691565036773682,0.33707380294799805,-0.11862707138061523,-6.101324558258057,1.2397949695587158,0.8036243915557861,-0.060036659240722656,-3.7606146335601807
1966-07-01,-5.9421916007995605,0.1468367576599121,-5.470576763153076,1.2998318672180176,6.9309892654418945,1.783018946647644,2.6083436012268066,-7.629006385803223,4.398595809936523,0.932377815246582,-2.3219029903411865,-2.049928903579712
1966-08-01,-6.554855823516846,0.2611236572265625,-2.577963352203369,3.383758068084717,4.881783485412598,1.3605918884277344,1.6412453651428223,-8.369701385498047,2.8557238578796387,-3.9949753284454346,0.8875311613082886,-1.7757856845855713
1966-09-01,-5.456110954284668,-0.34213709831237793,-4.509989261627197,5.258640289306641,5.417774200439453,0.3775804042816162,-1.3142986297607422,-7.014172554016113,3.5739948749542236,-6.075284481048584,1.5284054279327393,-0.24448680877685547
1966-10-01,0.6083241701126099,-2.0195491313934326,-4.85429573059082,9.088695526123047,4.725543022155762,-0.9938614368438721,0.5707111358642578,-5.321570873260498,3.1465041637420654,-4.078158378601074,-0.09620344638824463,-5.257917404174805
1966-11-01,2.86295747756958,2.16059947013855,-3.244154214859009,7.885790824890137,-1.2636651992797852,0.2987370491027832,1.1443150043487549,-2.6596999168395996,7.942934036254883,-2.7935173511505127,2.661147117614746,-14.575186729431152
