,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8,vo1000_cluster9,vo1000_cluster10,vo1000_cluster11,vo1000_cluster12
1965-01-01,1.2956662e-06,5.5450888e-05,-8.961511e-05,-1.4973331e-05,-2.0707412e-05,-1.3151708e-05,6.2580293e-06,3.4739995e-05,8.951438e-05,-5.820337e-06,7.933841e-05,9.587202e-06
1965-02-01,2.525041e-06,5.6491815e-05,-7.092325e-05,3.8441503e-06,-2.1084299e-05,-2.8648981e-05,5.9798476e-06,3.1536445e-05,8.2721424e-05,-6.9420275e-06,3.2622243e-05,7.532268e-06
1965-03-01,5.1497045e-07,5.0506475e-05,-5.3649223e-05,1.8901723e-05,-2.2484171e-05,-1.914602e-05,1.0762735e-05,3.3384993e-05,8.037934e-05,-6.6100038e-06,9.838023e-05,7.1015384e-06
1965-04-01,1.1341472e-06,5.4077937e-05,-5.2599316e-05,1.135499e-05,-5.560105e-06,-3.2274285e-05,8.492432e-06,2.2491135e-05,5.5388075e-05,-5.3896074e-06,-0.0001232748,5.6926947e-06
1965-05-01,1.843051e-06,6.969187e-05,-7.515876e-05,5.1358962e-05,-5.4254997e-06,-2.8864342e-05,8.420648e-06,9.999989e-06,3.6121917e-05,-4.2589454e-06,-0.00014461382,-4.6806963e-06
1965-06-01,2.1212327e-06,5.3647207e-05,-5.4106866e-05,6.169646e-05,-1.9976142e-06,-3.2049946e-05,7.855313e-06,5.62091e-06,-8.970041e-06,-3.935893e-06,-0.00013339694,-1.2496639e-05
1965-07-01,3.18011e-06,5.3790784e-05,-6.719026e-05,5.1807638e-05,-5.528782e-07,-3.8663435e-05,8.698829e-06,8.384755e-06,-2.2313674e-05,-5.3985787e-06,-0.0001722792,-1.3196572e-05
1965-08-01,1.8520295e-06,5.723662e-05,-7.0707894e-05,5.0039853e-05,-1.1899974e-06,-4.1364467e-05,1.002691e-05,2.5407528e-05,-2.2053442e-05,-7.5701755e-06,-0.00014916342,-1.2487661e-05
1965-09-01,2.2468594e-06,6.5510205e-05,-5.9401245e-05,2.9975054e-05,-8.216266e-06,-3.4086937e-05,5.6298813e-06,3.1078795e-05,1.6712183e-05,-9.068754e-06,-0.00013797343,-8.485469e-06
1965-10-01,1.1610682e-06,6.448723e-05,-6.1797175e-05,8.295021e-06,-1.2532531e-05,-2.0335065e-06,8.3398845e-06,2.8826442e-05,4.3731467e-05,-8.664945e-06,-0.00012340042,-4.223046e-06
1965-11-01,1.4033503e-06,7.05623e-05,-6.414824e-05,-1.0823132e-06,-1.800638e-05,-2.0438209e-05,1.091529e-05,3.3160653e-05,8.489302e-05,-8.458548e-06,-5.1773757e-05,2.3186512e-06
