,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5,mgu50_cluster6,mgu50_cluster7,mgu50_cluster8,mgu50_cluster9,mgu50_cluster10,mgu50_cluster11,mgu50_cluster12
1965-01-01,0.8055832,-0.872715,-1.1976207,2.0393772,-0.08570709,0.454607,0.73258513,0.15349083,0.1753252,1.9914725,-0.4187599,-1.3432906
1965-02-01,0.7540935,-0.8694561,-0.6527443,1.9002247,-0.10069732,-0.2088913,0.7557228,0.00586586,-0.12579098,1.526111,-0.5197838,-1.1487381
1965-03-01,0.3356598,-0.99524724,-0.8215515,1.6998069,-0.10428314,0.9330036,0.88281786,0.5259754,0.3076338,1.5019954,-0.48817292,-1.0763922
1965-04-01,0.39594802,-0.38812676,-0.8375198,1.9807183,-0.26070634,0.025418853,0.4656868,0.12057686,-0.41615295,0.84925175,-0.53412247,-1.2341198
1965-05-01,0.6481819,-1.238682,-0.60288393,1.0108898,-0.5660591,0.4223446,0.03975754,0.078863904,-0.48784715,0.07267189,-0.5100071,-1.1826302
1965-06-01,0.84077835,-1.7568362,-0.48263246,0.38193512,-0.14501801,0.79319954,-0.28873253,0.09776535,-1.0148003,-0.1160141,-1.1122395,-0.703582
1965-07-01,0.7808167,-1.6799278,-0.2662468,-0.10232735,-0.7029301,0.88705367,-0.3278385,0.16880798,-1.2295574,-0.64687806,-0.9111694,-0.8241585
1965-08-01,0.9401733,-2.5148406,-0.10917129,-0.44971848,-0.9372398,1.0571648,-0.46731645,0.3324005,-0.9297451,-0.65926135,-0.91508025,-0.8443634
1965-09-01,0.9486458,-1.5733643,0.22029725,-0.21703796,-0.393993,0.86652297,-0.73030394,0.534774,-0.43994218,-0.22257766,-0.57974625,-0.6019066
1965-10-01,0.38845292,-1.0666157,0.68011856,-0.06941299,-0.62602156,0.5800724,-0.3965996,0.993618,-0.10884552,0.06648026,-0.74138415,-0.1570755
1965-11-01,0.6540478,-0.77560234,1.2680111,-0.07625656,-0.8824917,0.30795938,-0.6856583,1.5991089,0.043016814,0.16359405,-0.5654076,0.31838837
1965-12-01,0.82839507,-0.2251854,1.636911,-0.16098633,-1.0877979,0.23756905,-0.7889633,1.8405883,0.28873214,0.1883606,-0.28319246,0.69738996
1966-01-01,1.0158718,-0.8330475,1.4868816,0.011159515,-1.0851281,0.71882343,-0.7821716,1.7058109,0.42932433,0.37844926,-0.91969985,0.90886843
1966-02-01,0.8241852,-0.6731995,1.1701393,0.122429654,-0.97812575,1.000445,-0.7572266,1.2101834,0.3987999,0.36564788,-0.7332657,0.9157608
1966-03-01,0.7519749,-0.60459936,1.4481506,-0.07549286,-1.1163101,0.41718024,-0.8300934,1.0910366,0.12997894,0.18151169,-0.7211212,0.8753891
1966-04-01,0.87637365,-1.2321752,1.2505554,-0.15590973,-1.1937721,0.7631348,-0.7660881,1.3250644,-0.40306625,-0.1920143,-1.1849102,0.5865471
1966-05-01,0.46411705,-0.88293856,0.8829384,-0.10043869,-0.89311373,0.569479,-0.5218857,0.9193718,-1.0201385,-0.42637023,-1.1504459,-0.52713776
1966-06-01,1.0588696,-1.2006652,-0.24978332,0.25043947,-0.79825515,0.80580443,0.32429123,0.6334831,-1.3749554,-0.9663086,-0.8284523,-1.7048264
1966-07-01,0.96335524,-1.6240816,-0.71783906,-0.6541622,0.09912529,0.90394515,0.58096695,-0.027243042,-2.1423569,-0.9659805,-1.1415837,-1.7100776
1966-08-01,1.109745,-1.9283508,-0.9505539,-0.13490257,0.13654366,1.0700295,0.27571335,-0.27308732,-1.0834873,-0.8333756,-1.2653263,-1.8272564
1966-09-01,1.0145584,-1.567626,-0.75033414,0.015755082,-0.07910347,0.96138537,0.0886219,-0.1742897,-1.152087,-0.86061895,-0.7303116,-1.2636856
1966-10-01,0.79300344,-1.0910362,-0.9899414,0.8776867,0.3410309,0.66663516,0.7260445,-0.20941086,-0.8392841,0.09157638,-0.2501114,-1.1474918
1966-11-01,0.48807794,-0.4486904,-1.3949769,1.3752835,0.0968277,-0.47527695,0.81499517,0.003938675,-0.5993479,0.8409252,-0.2753849,-1.0575569
1966-12-01,0.49365807,-0.37877733,-0.90919685,1.3756119,-0.24256173,-0.1408104,0.9590877,0.1168499,-0.40437928,1.491477,-0.41816482,-0.7601805
1967-01-01,0.49144858,-0.7961143,-0.72949946,0.6958653,-0.09992218,0.11265755,0.9717949,0.07477875,-0.25960255,1.5070009,-0.6870483,-0.93783474
1967-02-01,0.8320347,-1.0433086,-0.8241974,0.96885645,-0.06563492,0.46957055,0.97832644,-0.24947968,0.40132254,1.1259239,-0.6899872,-1.0080414
1967-03-01,0.52998126,-0.87056655,-1.1033924,1.0864121,-0.07935028,0.116249844,0.9551414,-0.1433529,-0.23739758,1.1455166,-0.5750443,-1.0854326
1967-04-01,0.6779057,-0.98126525,-1.2878898,0.8088497,-0.064656064,-0.5306343,0.6282711,-0.27462387,-0.09143238,0.9355486,-0.40850678,-1.4857756
1967-05-01,0.35495338,-1.0622479,-0.6752933,2.1049032,0.1747013,0.41830292,0.37128067,0.07183953,-0.98844874,0.7595415,-0.43495673,-1.4635704
1967-06-01,0.61031073,-1.3656073,-0.56492156,1.6552521,0.28899154,0.51985854,0.4519371,-0.049634553,-2.0575545,0.054206274,-0.94730455,-1.6229241
1967-07-01,0.5610024,-1.6519865,-0.6214134,1.5941883,-0.115270235,0.7797874,0.41111907,-0.1332306,-2.4079363,-0.29617557,-1.3789955,-2.1453946
1967-08-01,0.882975,-2.0467784,-0.61357653,1.6278225,-0.8284424,0.8173401,0.550227,-0.15086365,-2.1261284,-0.09633045,-1.1007801,-2.2080913
1967-09-01,0.9486111,-1.6382716,-0.4199356,2.008246,0.42711982,0.97277486,0.78207284,0.07967682,-2.0431862,0.36866838,-0.85064733,-2.0516763
1967-10-01,1.1771915,-1.0962086,-0.45422286,1.7741143,0.3732399,0.6808445,0.557737,0.3585453,-1.5468394,0.91562974,-0.4153641,-1.8263611
1967-11-01,1.068126,-0.78403246,-0.08457489,1.1177604,-0.20866165,-0.28899154,0.72982633,0.7801136,-0.86240274,1.4972044,-0.5714523,-1.6160667
1967-12-01,0.6903141,-0.6178215,-0.2729908,1.2487049,-0.40883332,-0.2462143,0.55120623,0.6041069,0.08653412,1.9488153,-0.77260286,-1.2767872
1968-01-01,0.46496353,-0.9824402,-0.5842125,1.1279457,-0.33513793,-0.1878086,0.47262114,0.19145545,0.5849422,1.654905,-0.7209671,-0.8318287
1968-02-01,0.5692612,-1.0400589,-0.12253151,1.375927,-0.23886338,0.3887455,0.6341736,0.755246,0.40296823,1.6166137,-0.755246,-1.1381572
1968-03-01,0.6600658,-1.0101559,-0.5149239,1.3051796,-0.2137001,0.39458045,0.42484894,0.41427308,0.34462014,1.5721233,-0.85480344,-1.2380787
1968-04-01,0.75889283,-1.139616,-0.31508103,0.71732026,-0.47116318,0.7822323,0.1703041,0.33076248,-0.22609977,0.530241,-0.74612886,-0.844957
1968-05-01,0.69215775,-1.0181786,-0.0040115356,-0.18853836,-0.5579559,0.8143242,-0.020056915,0.4361534,-0.59515303,0.020056915,-0.6560539,-0.38692245
1968-06-01,0.9350319,-1.5214329,0.09153442,-0.38911057,-0.4642338,0.81140673,-0.19874878,0.31872788,-0.44381255,-0.4656929,-1.3088261,-0.61156386
1968-07-01,0.8150536,-2.3656604,0.10903855,-0.9087753,-0.24469833,0.98098147,-0.60281146,0.3581131,-0.42740098,-0.37233505,-1.6516228,-0.5419105
1968-08-01,0.98572236,-2.4557357,0.26402664,-0.476268,-1.5834278,1.0750687,-0.8103126,0.4886673,-0.4077095,-0.203125,-1.82995,-0.69142836
1968-09-01,0.7439415,-1.8675117,0.5174767,-0.3759819,-0.5127365,0.9317497,-0.5149239,0.85990906,-0.18999633,0.10648575,-1.3675392,-0.57837754
1968-10-01,0.93795013,-1.1326873,0.7847847,-0.08095856,-0.8310997,0.9189865,-0.60974044,1.0681397,0.044855498,0.11377945,-0.62760925,-0.27496642
1968-11-01,1.0327656,-0.16155167,0.85881424,0.05287857,-1.0437057,0.22464104,-0.98098147,1.0469879,0.17322159,0.20020752,-0.47480926,0.07330017
1968-12-01,0.7016388,-0.6545952,1.4240639,-0.012033844,-1.0229194,-0.16665725,-0.76071626,1.507211,0.3136223,0.33513793,-0.59041214,0.77785647
1969-01-01,1.0741342,-0.71586835,1.5548077,-0.049095917,-0.9567032,0.3649006,-0.54934156,1.628783,0.562278,0.54900897,-0.9215393,0.73942107
1969-02-01,0.8379444,-1.0824276,1.6898216,0.0033172606,-0.82832414,0.065018654,-0.5480148,1.8185314,0.6535034,0.65980685,-0.8906891,0.85751647
1969-03-01,0.83462715,-1.0595382,1.3302281,0.026869964,-0.9898758,0.69297945,-0.6282921,1.456948,0.5373993,0.49062577,-0.82600176,0.6783829
1969-04-01,1.0960286,-0.91855395,1.0130966,0.07928314,-0.86979026,-0.045778275,-0.5413796,0.99584657,0.12472992,0.7238296,-0.90362626,-0.13833007
1969-05-01,0.5987686,-0.43423158,-0.11146088,0.52346647,-0.46276015,0.47735634,-0.13633995,0.64521027,-0.50588495,0.49195212,-0.710561,-1.1650276
1969-06-01,0.72316664,-0.9825775,-0.6276291,0.39940032,0.2036808,0.5453602,0.38281363,0.20865707,-1.8344542,-0.56957626,-0.91092455,-1.6675956
1969-07-01,0.61601794,-1.4974194,-1.0797745,-0.99783707,0.24315643,0.7649643,-0.0016586303,-0.29391098,-2.413651,-0.22225761,-1.1016678,-1.8467286
1969-08-01,0.67871475,-1.337858,-1.0452744,-0.7696087,0.5609516,0.797142,0.68136865,-0.41565552,-2.6120243,-0.7629738,-0.6544987,-1.1676819
1969-09-01,0.89632875,-1.3292332,-0.81870425,0.12871036,0.4209625,0.55829775,0.64985466,-0.17846909,-2.0255296,-0.20633468,-0.46939468,-0.9139099
1969-10-01,0.7364357,-1.2672001,-0.4451786,0.7828773,0.41266936,0.40404433,0.523798,0.1708397,-1.2277243,0.16520043,-0.55066794,-0.8747662
1969-11-01,0.857848,-0.94277036,-0.65980685,1.4247704,0.113451384,0.10250358,0.53905714,0.34300652,-0.8193674,0.9819139,-0.57256204,-1.2632195
1969-12-01,1.2025131,-0.70492136,-0.3977417,1.3687084,-0.24680558,0.37053984,0.60805666,0.6130325,-0.23818055,1.5179863,-0.5168316,-0.7865265
1970-01-01,0.7804016,-0.94147414,0.0788723,1.3587974,-0.03494339,0.8060268,0.52581483,0.85062104,0.53679657,2.0323727,-0.6226578,-0.8276585
1970-02-01,0.9611088,-1.0459713,-0.34610558,1.2127011,-0.116810605,0.16772804,0.7983726,0.88223684,-0.0063228607,1.557143,-0.77574235,-1.0702652
1970-03-01,1.1607851,-0.8842331,-0.09784164,1.1524655,-0.229628,-0.105162814,0.58238906,0.55110663,0.15674591,1.4855922,-1.0712639,-0.7541111
1970-04-01,0.81967163,-0.8629349,-0.38104898,1.1850796,-0.53579825,0.39835435,-0.009650802,0.41699106,0.4349617,0.81101876,-0.7181694,-1.1607853
1970-05-01,0.37605706,-0.76243097,-0.28953093,0.35974997,-0.46058655,0.28853226,-0.45160142,0.21931076,-0.63596916,0.3813816,-0.7747444,-0.5204899
1970-06-01,0.86160356,-0.38504258,0.021965027,-0.4612526,-1.0336578,0.49952394,-0.53280336,0.24526902,-0.73514175,-0.40933648,-0.9038681,-0.36906815
1970-07-01,0.86260223,-1.4419959,0.015973663,-0.6459526,-0.9191769,0.83564603,-0.94846267,0.28620225,-0.5810577,-0.5264801,-1.4799343,-0.5860504
1970-08-01,0.8875618,-1.2013859,0.16373444,-0.61034393,-1.1757606,0.969429,-0.95844686,0.3697342,-0.55376893,-0.5930389,-0.7647602,-0.44161758
1970-09-01,1.2013862,-1.2842518,0.33978194,-0.3940277,-0.9664337,0.97375566,-1.2433182,0.72881854,-0.38504258,-0.32347566,-0.95611686,-0.36008376
1970-10-01,0.7850605,-1.306216,0.7810669,-0.35043183,-0.60069275,0.58904535,-1.0030403,1.0459709,-0.102832794,-0.069554135,-0.7201664,0.17172241
1970-11-01,0.50351715,-0.9704269,1.0153542,-0.105162814,-0.9824074,0.078539275,-0.9168472,1.1198514,-0.03194809,0.0076538087,-0.62531966,0.4722351
1970-12-01,0.98839796,-0.92849505,1.3937413,-0.07554474,-0.83564603,0.1371109,-0.780069,1.5092205,0.2985161,0.28387374,-0.9444687,0.7058563
1971-01-01,0.48176688,-0.6930916,1.2525947,0.085575104,-0.8256996,0.8302723,-0.7469841,1.5459007,0.5483986,0.5235748,-0.9145409,0.7747467
1971-02-01,1.1350107,-1.1023487,1.1421963,0.4020714,-0.9047424,-0.48176688,-0.541539,0.7450241,0.4925453,0.58269346,-0.8132881,0.9080086
1971-03-01,1.0576012,-1.3548272,1.1118202,0.33478698,-0.7342453,-0.258358,-0.54774475,1.1722454,0.24888611,0.5203087,-0.9932564,0.733593
1971-04-01,0.8142681,-0.76070213,0.9119278,0.5879189,-0.8864517,-0.067610934,-0.59216535,1.2669662,-0.20479202,0.40729752,-0.6787197,-0.22994156
1971-05-01,0.8047962,-0.56080973,0.09668045,0.7264069,-0.16527061,0.38280067,-0.18944053,0.5438248,-0.7600487,-0.017964173,-0.48568648,-1.1631005
