,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1011.0493,1013.8655,1010.56305,1018.94586,1015.6658,1017.7154,1010.02167,1015.3067,1021.27704,1023.81287,1007.3432,1013.853
1965-02-01,1008.8459,1013.2707,1010.67847,1016.0044,1013.3569,1017.3607,1009.1032,1014.4434,1016.3356,1021.2994,1020.83673,1013.4716
1965-03-01,1010.0266,1014.5916,1011.72095,1015.69806,1013.52313,1017.6168,1011.4846,1015.7396,1022.2569,1020.38837,1013.30664,1015.46423
1965-04-01,1009.4666,1016.16187,1011.2955,1016.5204,1011.3606,1017.6168,1012.712,1014.55444,1021.5871,1014.45825,1019.9294,1016.26794
1965-05-01,1009.0691,1016.52167,1011.5206,1015.9219,1007.37915,1017.6993,1015.84186,1015.272,1021.10834,1009.5081,1020.8931,1015.90704
1965-06-01,1010.65424,1017.0444,1014.16187,1016.0316,1003.39954,1017.4016,1018.54956,1014.0329,1022.5192,1006.57416,1021.0079,1016.51416
1965-07-01,1010.5804,1017.27203,1014.00806,1018.5669,1001.72943,1019.4903,1018.73804,1012.49304,1022.4944,1003.8206,1024.1403,1014.63196
1965-08-01,1010.1953,1018.12225,1013.5888,1017.90643,1004.9797,1020.29346,1017.4574,1011.0213,1019.44507,1006.69257,1021.651,1013.8784
1965-09-01,1010.6312,1019.0109,1013.18884,1016.2239,1008.1252,1023.0451,1016.5185,1011.56525,1019.3173,1012.4112,1014.1315,1013.59625
1965-10-01,1010.18164,1017.91943,1011.9783,1018.35547,1011.56714,1021.6646,1014.8069,1012.99414,1019.10333,1017.8308,1020.79706,1013.8003
1965-11-01,1010.3162,1016.43604,1011.169,1018.89,1014.19104,1019.64844,1013.2986,1016.0174,1018.65375,1022.2414,1021.9412,1013.98883
1965-12-01,1009.1621,1015.14294,1011.09326,1018.05096,1014.59906,1019.09344,1011.3246,1016.47943,1021.207,1026.4194,1021.3279,1015.1529
1966-01-01,1011.08954,1013.96173,1010.96686,1017.06555,1016.1079,1017.88794,1012.12787,1016.71063,1018.02563,1024.1531,1012.56287,1014.62836
1966-02-01,1009.83026,1014.27466,1011.3462,1017.16125,1014.1001,1018.0938,1010.3109,1016.61993,1020.49603,1020.6825,1022.21466,1014.4888
1966-03-01,1009.0817,1014.74164,1010.7979,1017.6545,1012.4634,1018.6371,1011.8669,1016.44586,1018.6121,1014.99194,1016.2018,1015.46954
