,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6,zgv500_cluster7,zgv500_cluster8,zgv500_cluster9,zgv500_cluster10,zgv500_cluster11,zgv500_cluster12
1965-01-01,-0.15335579,0.15585776,-0.13540053,0.11685638,0.17881699,-0.09316144,-0.5970868,-0.16836761,-0.002943492,-0.0943388,-0.28154483,-0.022959208
1965-02-01,-0.10920346,0.3149534,-0.0650511,0.16719016,0.08962925,-0.35689813,-0.5650028,-0.12539265,0.36366805,-0.047095824,-1.17666,-0.0858027
1965-03-01,-0.21590495,0.3009718,0.0045624017,0.52173346,0.013981581,-0.29964727,-0.50392544,-0.09875407,0.43166265,0.024430942,-0.49023813,-0.012656999
1965-04-01,-0.32260647,0.14261205,-0.17881697,-0.4899438,0.11302998,-0.108026125,-0.5429266,-0.04150319,0.43578362,-0.061960507,-0.10169773,-0.025314044
1965-05-01,0.037235152,0.07314567,0.013981581,-0.16719027,0.106701516,-0.37058535,-0.51525784,0.0760892,0.45918435,-0.22399957,-0.70305246,-0.06740592
1965-06-01,0.013540054,0.28787327,0.15144253,-0.08109312,-0.13098526,-1.0976272,-0.45211992,0.054307364,0.6300539,-0.273303,-0.36602306,0.058281086
1965-07-01,-0.09139533,0.29537916,-0.08079882,0.10993934,0.020751571,-1.0952725,-0.59958875,0.24828334,0.36013594,0.027080107,0.3488035,0.18588133
1965-08-01,-0.08889338,0.005003929,0.15674086,-0.32937646,-0.016189193,-0.5998831,-0.60415125,0.18028875,0.48847204,-0.07667792,0.131574,-0.02060442
1965-09-01,-0.0473902,0.09139533,0.052982807,-0.38648015,-0.06755309,-0.3385013,-0.51393324,0.07093809,0.20884056,-0.23518482,-0.27757105,-0.028110337
1965-10-01,-0.17896418,-0.30700582,-0.21634646,1.1847546,0.14467248,-0.08977642,-0.3435052,-0.040767334,0.26800472,-0.35719243,-0.4482934,-0.07152679
1965-11-01,-0.24828336,0.13966855,0.01663072,-0.4989214,0.0715268,-0.31142116,-0.2646197,0.014275933,-0.13878556,-0.44711608,0.93691266,-0.17543197
1965-12-01,-0.3691136,0.18176048,-0.13510613,-0.26152903,0.028110337,0.036204923,-0.36337382,-0.062990665,0.08021011,-0.027227283,0.15306143,-0.087127306
