,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1268.8718115599672,1033.3379433371804,1034.457243331755,1048.8700610414649,1147.1864512268926,1443.2784383330866,1068.6426360494013,1469.9273916391226,1029.1581036027071,1215.9156155873495,1079.299796340812,1329.1897044462316
1965-02-01,1267.0742577150872,1032.7057300914416,1031.286374487058,1048.4245517149143,1144.4383905974912,1440.3094395642033,1067.7756364819036,1466.73950782189,1028.110071656051,1226.7061164580196,1078.3968672793137,1327.1823259740095
1965-03-01,1268.78322686935,1034.0426982532847,1029.5417554450758,1049.3341490279797,1147.4901484099912,1439.8630151251482,1069.976452658172,1470.7364595853364,1029.6510266346538,1221.6687305864082,1081.3470693734976,1327.5539223664725
1965-04-01,1267.5794948663497,1034.287802956321,1023.4012488162879,1050.0274106205588,1147.5020803532132,1435.864344592343,1071.8102748448484,1471.823736337515,1029.415283203125,1228.7189529602788,1082.8598935379941,1324.3069318384905
1965-05-01,1266.3555953865337,1034.582984230735,1019.7617656052714,1049.3241184441617,1147.2933745048415,1431.4190471341826,1072.2484407609293,1472.2920344426082,1028.7185416251991,1231.104839278991,1084.4689524071848,1322.4995930989583
1965-06-01,1265.87565510053,1036.7210457541726,1016.3675944010416,1049.7803838370073,1148.5188400913294,1427.65546319609,1075.3221347587598,1474.5912405160757,1030.2310783240446,1229.8573689288405,1086.7941440680088,1321.22330011106
1965-07-01,1266.0834333843127,1036.4844512939453,1013.314788510101,1048.3320526990472,1151.1414433868838,1426.0711525288805,1074.671901173248,1474.833767230694,1029.5970357907047,1231.997643895896,1086.8990123781384,1320.2597225413604
1965-08-01,1266.8928417481686,1035.9814245050602,1016.4162992226957,1048.2554354408915,1151.495859925176,1428.683167950237,1074.2251538643727,1470.6925025353064,1029.6819018710191,1229.296066100339,1085.842725965712,1320.7101260914521
1965-09-01,1267.7652791848504,1035.7802165638316,1022.2662415167298,1048.401572846011,1152.0340696522887,1432.1657009034361,1074.2584389416738,1469.26516019381,1029.869439191879,1225.0718449971762,1085.7955150115185,1322.4101945465686
1965-10-01,1269.6736704381624,1035.1719388094814,1027.9254335345645,1048.8185202428538,1151.6048463633363,1437.7389916876482,1073.4691867928932,1468.4622837946965,1029.8550240097532,1227.7642307511296,1084.4649094801684,1327.0106097452
1965-11-01,1269.372695580385,1034.4911818070843,1032.009548611111,1049.3699657824611,1150.1577457911533,1441.940698126481,1071.7468905323208,1467.9291064922625,1029.900679861664,1230.3777855562878,1083.0051780765893,1329.9112357345282
1965-12-01,1268.264351937539,1033.7573172829368,1035.876218237058,1049.4473716085272,1147.1772185849472,1442.7763301614336,1069.6737333006095,1471.2848956768328,1028.8690535429937,1230.020178369729,1080.9340908996062,1330.1773769403594
1966-01-01,1269.7680085674485,1033.6193708939984,1034.2598346748737,1049.9106552557735,1147.8603653169014,1444.321908092047,1069.7497858942497,1466.385298508864,1029.7980086211187,1220.0085008000754,1080.426507933527,1330.615154590482
1966-02-01,1270.5551337720153,1033.6536823619494,1030.2177043876263,1050.4691505924984,1148.61357353103,1441.0960409878555,1069.3223252656799,1468.6521970308743,1029.2641026199244,1230.1507053605046,1080.4517827482305,1328.988507838031
1966-03-01,1268.8261341275718,1033.363959572532,1024.5281797466855,1049.2452301104247,1148.0185753191022,1438.1140541691352,1070.1101936648724,1469.7682600754958,1028.7198867311904,1223.1851968420558,1081.1631553193442,1326.1432921964358
1966-04-01,1267.0585042520652,1034.12465875799,1022.9056310172033,1049.7804942365149,1146.8120564205547,1434.8003080105896,1071.7654263407567,1468.7777592585637,1028.7247928692277,1227.2834502070784,1083.19087884365,1323.728972790288
1966-05-01,1265.5713621220386,1035.5730785023081,1021.3159426294192,1048.5566052971576,1147.1958557988557,1431.896018077977,1072.5787814765488,1474.0002265343298,1029.7133058195661,1230.1842379282757,1085.1831550272102,1323.2031728707107
