experiment,model,n_clusters,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
test1_linreg_nc5_nv8_nd10,linreg,5,0.5097301240936768,0.5276641299967857,0.504974040335984,0.536407432228359,0.4577378125200126,0.4996727537526642,0.98537850730121,0.987551750237709,0.9852789130047588,0.9968706821425768,0.9849312867980752,0.9866204064066816,-0.1402637783519156,0.2020600791670607,-0.2761102723535066,-0.076861082119161,-0.24626458600296,-0.0303822076833433
test1_linreg_Anc5_nv8_nd10,linreg,5,0.5276574638917768,0.5152496835602165,0.505658950371795,0.5257147654457804,0.4425835492533155,0.4897456920903205,0.978371639188573,0.9904265720121668,0.9883347554581862,0.992718668729882,0.982078729017221,0.9952741848723292,-0.3184483526022144,0.2290045007180083,-0.3112603951925536,-0.0395882922103919,-0.2551343518738078,-0.0239006769098418
test2_linreg_nc5_nv8_nd10,linreg,5,0.5088841940280103,0.5387092229110324,0.4890725023640985,0.536407432228359,0.4784590461703149,0.4996727537526642,0.9804659141047832,0.9914739362665772,0.9925310922264636,0.9968706821425768,0.9884971870047884,0.9866204064066816,-0.0268780363598409,0.1769940240473539,-0.0724863419878505,-0.076861082119161,-0.0611378164163159,-0.0303822076833433
test3_linreg_Anc5_nv8_nd10,linreg,5,0.5146077409292358,0.519278989074427,0.479107235240347,0.5257147654457804,0.4522259438726846,0.4897456920903205,0.9692041473133308,0.989203459046072,0.9863450574558082,0.992718668729882,0.9852056584227508,0.9952741848723292,-0.1162219688738455,-0.2051727169152115,-0.1596933684642098,-0.0395882922103919,-0.1863350330878452,-0.0239006769098418
test4_linreg_Anc5_nv8_nd10,linreg,5,0.5301577027695418,0.4743061193977987,0.4900429085648835,0.5257147654457804,0.4776908126960651,0.4897456920903205,0.976644962965834,0.9896789066632906,0.9763467366239192,0.992718668729882,0.962546567677932,0.9952741848723292,-0.2645439709781548,-0.1320738571894974,-0.2517044503585074,-0.0395882922103919,-0.1602951080884627,-0.0239006769098418
test5_linreg_nc5_nv8_nd10,linreg,5,0.538387785463945,0.5562548261963911,0.5077706242530062,0.536407432228359,0.4836853584362218,0.4996727537526642,0.986184396750951,0.9925603854783192,0.9938916397921244,0.9968706821425768,0.9932208727906116,0.9866204064066816,-0.0764410524984065,0.2797248342908466,-0.0719378665159871,-0.076861082119161,-0.1454698780980272,-0.0303822076833433
test1_lgbm_nc5_nv8_nd10,lgbm,5,0.3344557974761885,0.5230330397263535,0.5326014147108016,0.536407432228359,0.5318583316958224,0.4996727537526642,0.6023250373309931,0.994143599066285,0.9902354890265728,0.9968706821425768,0.989891068941142,0.9866204064066816,-0.3600631017309211,0.0397360776715483,-0.3661714189039057,-0.076861082119161,-0.3657777103722646,-0.0303822076833433
test1_lgbm_Anc5_nv8_nd10,lgbm,5,0.3314483436613779,0.5130385003611531,0.5326014147108016,0.5257147654457804,0.5318583316958224,0.4897456920903205,0.6018511848802593,0.9876508464090366,0.9902354890265728,0.992718668729882,0.989891068941142,0.9952741848723292,-0.3306277519526087,-0.034111148124877,-0.3661714189039057,-0.0395882922103919,-0.3657777103722646,-0.0239006769098418
test2_lgbm_nc5_nv8_nd10,lgbm,5,0.5227282367052116,0.5050668239304588,0.4967185561677184,0.536407432228359,0.4852543070742708,0.4996727537526642,0.9773119243986156,0.9906867844944076,0.9834072375946812,0.9968706821425768,0.976539373067715,0.9866204064066816,-0.0170440116779495,-0.2056424883109599,-0.2945105180693398,-0.076861082119161,-0.250896494464348,-0.0303822076833433
test2_lgbm_Anc5_nv8_nd10,lgbm,5,0.4802120147740884,0.532255766687824,0.4749473119460026,0.5257147654457804,0.4781079803410888,0.4897456920903205,0.9693903913979418,0.984275202720848,0.98822585169681,0.992718668729882,0.9852278484786214,0.9952741848723292,-0.0895836901307678,0.2604768445205295,-0.4735511923928358,-0.0395882922103919,-0.5274509437062502,-0.0239006769098418
test3_lgbm_nc5_nv8_nd10,lgbm,5,0.5115086061735278,0.54227938210875,0.4805139332547679,0.536407432228359,0.4529328800557466,0.4996727537526642,0.9442963177440464,0.9883798139459006,0.9877911075668676,0.9968706821425768,0.9853539088218464,0.9866204064066816,-0.1257371065616589,0.2353963051417872,-0.4066864727022259,-0.076861082119161,-0.4115177149091007,-0.0303822076833433
test3_lgbm_Anc5_nv8_nd10,lgbm,5,0.5281444509919265,0.5338078265438899,0.474959418083003,0.5257147654457804,0.466077626116642,0.4897456920903205,0.965804920196074,0.9903111590509938,0.9881455324410414,0.992718668729882,0.9846010848793998,0.9952741848723292,0.0281237927002005,0.2981386297952216,-0.4333077560866488,-0.0395882922103919,-0.3386247809377062,-0.0239006769098418
test4_lgbm_nc5_nv8_nd10,lgbm,5,0.5217034277584748,0.5489374489174406,0.5228515626739921,0.536407432228359,0.4963331702503271,0.4996727537526642,0.9778803988190536,0.9921185197688012,0.9909040438019814,0.9968706821425768,0.974633314562255,0.9866204064066816,-0.2479326494986095,0.3256855850118256,-0.3101878155470378,-0.076861082119161,-0.2996000229396666,-0.0303822076833433
test4_lgbm_Anc5_nv8_nd10,lgbm,5,0.5113015384253798,0.4851302335149117,0.5012645193095651,0.5257147654457804,0.5006707379258173,0.4897456920903205,0.973901304933931,0.9916127112253716,0.9884665458910972,0.992718668729882,0.9850420621834264,0.9952741848723292,-0.1585422626439446,-0.26319910609184,-0.4588174230614619,-0.0395882922103919,-0.4241521558930664,-0.0239006769098418
test5_lgbm_nc5_nv8_nd10,lgbm,5,0.50136086402809,0.5115643218174537,0.4827141738385545,0.536407432228359,0.4731332229501817,0.4996727537526642,0.958359886107296,0.9926234252564532,0.9875823977178464,0.9968706821425768,0.9854138337026211,0.9866204064066816,-0.3418956873985687,0.0464026445441538,-0.4221465081728738,-0.076861082119161,-0.4302105860710028,-0.0303822076833433
test5_lgbm_Anc5_nv8_nd10,lgbm,5,0.5140022199749057,0.513299444735229,0.4956339846962405,0.5257147654457804,0.4870495786846531,0.4897456920903205,0.9736102749372598,0.9929537737547018,0.9875831905838344,0.992718668729882,0.9820956583855752,0.9952741848723292,-0.2951428242917118,-0.0426669801180913,-0.4647090773250191,-0.0395882922103919,-0.420958937373185,-0.0239006769098418
