experiment,model,n_clusters,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
test2_lgbm_nc5_nv8_nd10,lgbm,5,0.5445111074243428,0.774286247250172,0.7015928348455677,0.7280934162495369,0.7010149325119017,0.7214546112518464,0.7556737186005079,0.997820611822893,0.9986210893647172,0.9985730910326682,0.9986850779173512,0.9986174342051534,-0.4079814039990283,0.3131960248796903,-0.4362951723592287,-0.1941045730873959,-0.4357115013649568,-0.1044526917103542
test2_lgbm_Anc5_nv8_nd10,lgbm,5,0.6854312106567348,0.7403699104994578,0.6885981913316054,0.70626863912714,0.6829553288788588,0.7005045854712773,0.9746698917352162,0.9960000593738774,0.989554255829188,0.9962271751366756,0.9924549017254386,0.9948025773723695,-0.1974162503467721,0.3238972410739471,-0.2008746977787569,-0.1509505178414834,-0.1942121788870086,-0.0573872178327191
test3_lgbm_nc5_nv8_nd10,lgbm,5,0.7606774452941228,0.7738943126190241,0.7029093308786456,0.7280934162495369,0.7037455200550762,0.7214546112518464,0.9959198729600108,0.9974736922556092,0.9958627176922932,0.9985730910326682,0.9965581763732964,0.9986174342051534,0.2158463443892273,0.2432335004530597,-0.0834845031760286,-0.1941045730873959,-0.1028056785815869,-0.1044526917103542
test3_lgbm_Anc5_nv8_nd10,lgbm,5,0.7256642263224575,0.73740619001389,0.7264180236940927,0.70626863912714,0.7214795055420307,0.7005045854712773,0.983031472113124,0.9971758356992436,0.9938513690658414,0.9962271751366756,0.9937138953129768,0.9948025773723695,-0.1942809292846737,0.1728457687788964,-0.0284978642492492,-0.1509505178414834,-0.0568131708619369,-0.0573872178327191
test4_lgbm_nc5_nv8_nd10,lgbm,5,0.7730947757574613,0.7642778033568796,0.7390269574858721,0.7280934162495369,0.749371905242178,0.7214546112518464,0.9876748887761392,0.9981544153434104,0.9983713358966508,0.9985730910326682,0.9978142381728508,0.9986174342051534,0.3271138822145675,0.2131835134717129,-0.0753807334233694,-0.1941045730873959,-0.0979146320541378,-0.1044526917103542
test4_lgbm_Anc5_nv8_nd10,lgbm,5,0.7391970875356961,0.742784271242213,0.6993680229656338,0.70626863912714,0.7190418512526178,0.7005045854712773,0.9906706620880992,0.9979736781007496,0.9871711359888058,0.9962271751366756,0.9890602046514932,0.9948025773723695,0.0284847129313047,0.2024235156029248,-0.0434083847179536,-0.1509505178414834,-0.028248972872597,-0.0573872178327191
test5_lgbm_nc5_nv8_nd10,lgbm,5,0.7570856913337891,0.7785465864022255,0.7275689821137072,0.7280934162495369,0.7245855937919414,0.7214546112518464,0.9955967280410868,0.9975452606345072,0.995805167250322,0.9985730910326682,0.9968377094944786,0.9986174342051534,0.3204393748713926,0.4004842829273681,-0.0989931581659665,-0.1941045730873959,-0.0877600512059898,-0.1044526917103542
test5_lgbm_Anc5_nv8_nd10,lgbm,5,0.5093224299155508,0.7347907983189286,0.7015928348455677,0.70626863912714,0.7010149325119017,0.7005045854712773,0.7112193536320752,0.9975141243789152,0.9986210893647172,0.9962271751366756,0.9986850779173512,0.9948025773723695,-0.4021494418654331,0.0996682628633255,-0.4362951723592287,-0.1509505178414834,-0.4357115013649568,-0.0573872178327191
test1_linreg_nc6_nv8_nd10,linreg,6,0.7489243959293229,0.7866962115203959,0.7284061589305713,0.7654159179257831,0.7281516146119491,0.7449339788858234,0.994975594057475,0.9983383960849834,0.9972520211003884,0.9961489280137044,0.99708536731944,0.993628608158584,-0.1641046649715559,0.3977776921728556,-0.1913002220552823,0.299164052512815,-0.1170472347104354,0.2807745703204933
test1_linreg_Anc6_nv8_nd10,linreg,6,0.7330489655470578,0.7223964127217537,0.7284273393951952,0.7269443223039136,0.7209900871249876,0.724140556029933,0.9944701682481408,0.9966559947497008,0.9977750550903008,0.9951818127072162,0.9970124519234896,0.9963256623994412,-0.3036326078783034,-0.056282631313284,-0.2116333614954183,0.0016629906525268,-0.1490260531141531,-0.0938278200956909
test2_linreg_nc6_nv8_nd10,linreg,6,0.7461086032377405,0.7790114126040669,0.7347149737244214,0.7654159179257831,0.7509683074970739,0.7449339788858234,0.9962481184823851,0.9980461702692766,0.9972767886484962,0.9961489280137044,0.9977134889682674,0.993628608158584,-0.2149793944304124,0.3638131780011996,-0.1747813376356974,0.299164052512815,-0.1973821912137592,0.2807745703204933
test2_linreg_Anc6_nv8_nd10,linreg,6,0.7485651822879398,0.7399447059260379,0.7280418980084411,0.7269443223039136,0.7204462954937669,0.724140556029933,0.99807872473382,0.9980109665897392,0.992014935126039,0.9951818127072162,0.9954162256870344,0.9963256623994412,-0.0470009905157601,0.094978114198482,-0.0775227466576338,0.0016629906525268,-0.0108579487298196,-0.0938278200956909
test3_linreg_nc6_nv8_nd10,linreg,6,0.7491371010608965,0.7816447721737121,0.7278818566567891,0.7654159179257831,0.7189458151555399,0.7449339788858234,0.9842229948651504,0.997886435200406,0.9912944414194192,0.9961489280137044,0.9942112087755276,0.993628608158584,-0.2198916861735775,0.2484340295174416,-0.105780349536689,0.299164052512815,-0.1726101690342553,0.2807745703204933
test3_linreg_Anc6_nv8_nd10,linreg,6,0.7193068092238082,0.7484755339239941,0.6915111048326801,0.7269443223039136,0.6798378512309011,0.724140556029933,0.9832783794468676,0.9983481140619612,0.9916164655701264,0.9951818127072162,0.990497428204998,0.9963256623994412,-0.3162010322806635,0.1133904586309167,-0.3659892860361884,0.0016629906525268,-0.3514131140720388,-0.0938278200956909
test4_linreg_nc6_nv8_nd10,linreg,6,0.751223631638052,0.779972103568154,0.726566333248443,0.7654159179257831,0.7225317049215892,0.7449339788858234,0.9905316507276908,0.9986801776943894,0.9942708608949018,0.9961489280137044,0.9964503880254756,0.993628608158584,-0.0857906437676321,0.290907062409215,-0.1546832909139334,0.299164052512815,-0.1366819004430485,0.2807745703204933
test4_linreg_Anc6_nv8_nd10,linreg,6,0.7364306611109689,0.7543480117626752,0.6979334846213472,0.7269443223039136,0.6851014784006686,0.724140556029933,0.9942396731644452,0.9980937384828192,0.9946719999863888,0.9951818127072162,0.992504469588218,0.9963256623994412,-0.3436353210508956,0.4046989995268848,-0.3753715442933328,0.0016629906525268,-0.3157371832765529,-0.0938278200956909
test5_linreg_nc6_nv8_nd10,linreg,6,0.7462674951727399,0.7726565670924477,0.7354673962872639,0.7654159179257831,0.7410442379496268,0.7449339788858234,0.9887780918522008,0.9985247914038512,0.9935672400748292,0.9961489280137044,0.9957025879124424,0.993628608158584,-0.1701494638922107,0.1389221908157577,-0.1245720253715373,0.299164052512815,-0.1283492502083336,0.2807745703204933
test5_linreg_Anc6_nv8_nd10,linreg,6,0.719583954359609,0.7404955414395071,0.702375397275393,0.7269443223039136,0.6918626376287056,0.724140556029933,0.994613050664123,0.9979666628813028,0.9945617220565446,0.9951818127072162,0.99255461715209,0.9963256623994412,-0.4098741272056391,0.1677233842028397,-0.3572582164456396,0.0016629906525268,-0.3291256789049027,-0.0938278200956909
test1_lgbm_nc6_nv8_nd10,lgbm,6,0.5450398231316977,0.7919728018219149,0.7015928348455677,0.7654159179257831,0.7010149325119017,0.7449339788858234,0.7695494460375651,0.9981112397777788,0.9986210893647172,0.9961489280137044,0.9986850779173512,0.993628608158584,-0.3850865479383793,0.4688155781692998,-0.4362951723592287,0.299164052512815,-0.4357115013649568,0.2807745703204933
test1_lgbm_Anc6_nv8_nd10,lgbm,6,0.7154280902302457,0.7487073570342052,0.7306890941267448,0.7269443223039136,0.7438848796477229,0.724140556029933,0.9814487563318596,0.9970242572155104,0.9904978871162392,0.9951818127072162,0.9925954062084216,0.9963256623994412,-0.1161424118909946,0.2057860638777031,0.0903829613143577,0.0016629906525268,0.1346087255001554,-0.0938278200956909
test2_lgbm_nc6_nv8_nd10,lgbm,6,0.7542978402040632,0.7918629501746761,0.7742081279532593,0.7654159179257831,0.7557075534244516,0.7449339788858234,0.9958053360991052,0.9977439377794752,0.9964134816125946,0.9961489280137044,0.9968557802367,0.993628608158584,0.1834246075206462,0.4706251924922882,0.3880182087553231,0.299164052512815,0.4265314037371188,0.2807745703204933
test2_lgbm_Anc6_nv8_nd10,lgbm,6,0.75331577985674,0.7476281874630123,0.7276720654492943,0.7269443223039136,0.7573058010915786,0.724140556029933,0.994949449072177,0.9984857957606506,0.9920822242059292,0.9951818127072162,0.9962681371730954,0.9963256623994412,0.1962021704230215,0.2860789436455376,0.0547195106018795,0.0016629906525268,0.1938340471680322,-0.0938278200956909
test3_lgbm_nc6_nv8_nd10,lgbm,6,0.7846454868093508,0.7877008078018999,0.7812380170983947,0.7654159179257831,0.7700559011092488,0.7449339788858234,0.9977433900970298,0.998092666221726,0.9944353548417136,0.9961489280137044,0.993165006541286,0.993628608158584,0.4994051863844302,0.495009167406218,0.382439110382075,0.299164052512815,0.3545626178354215,0.2807745703204933
test3_lgbm_Anc6_nv8_nd10,lgbm,6,0.743154521864722,0.7500926826001155,0.7298529555237456,0.7269443223039136,0.7304444313892835,0.724140556029933,0.9936212941863476,0.998240214121452,0.9936690292885152,0.9951818127072162,0.9912721106653288,0.9963256623994412,0.0571585349752334,0.2206919511389704,-0.0195036435821464,0.0016629906525268,-0.0878178730723934,-0.0938278200956909
test4_lgbm_nc6_nv8_nd10,lgbm,6,0.7944876928986584,0.7730078126286435,0.7830749245719871,0.7654159179257831,0.78454814217185,0.7449339788858234,0.9900186025905952,0.998418920068946,0.9957181474658892,0.9961489280137044,0.9921303462107464,0.993628608158584,0.538959256033259,0.1818788314746876,0.5174314068875497,0.299164052512815,0.4777393251830414,0.2807745703204933
test4_lgbm_Anc6_nv8_nd10,lgbm,6,0.7327010896146344,0.7411447853248343,0.7453981819390976,0.7269443223039136,0.7502866804865687,0.724140556029933,0.9982442933454936,0.9983932894169704,0.9967243636260504,0.9951818127072162,0.9987972850665572,0.9963256623994412,0.0871821365145475,0.2387167205214059,0.0499421120476902,0.0016629906525268,0.0030375903558421,-0.0938278200956909
test5_lgbm_nc6_nv8_nd10,lgbm,6,0.7784266181268622,0.7863807481123247,0.7741179937533558,0.7654159179257831,0.7626735038275965,0.7449339788858234,0.9934657174319792,0.9981804570245528,0.9973495176350602,0.9961489280137044,0.9945880607254438,0.993628608158584,0.3937676133222282,0.5014049537315212,0.4557397116454945,0.299164052512815,0.4337594640545159,0.2807745703204933
test5_lgbm_Anc6_nv8_nd10,lgbm,6,0.7243465587772857,0.7513267671777085,0.7237233282533124,0.7269443223039136,0.727092415497296,0.724140556029933,0.988656107608082,0.9977634390586252,0.990799041744448,0.9951818127072162,0.9955408735281716,0.9963256623994412,0.0132597073539987,0.2958179088005792,0.0276193384120848,0.0016629906525268,0.1127435640493375,-0.0938278200956909
test1_linreg_nc7_nv8_nd10,linreg,7,0.752905318776656,0.7917602073757837,0.7051169709301374,0.7585871732321139,0.696948331730489,0.7509485482406406,0.9959810091877728,0.9993997718451808,0.9935695113347672,0.9961188803088796,0.9928756301086272,0.9950381135629608,-0.2470314649210616,0.4957318297055522,-0.2338873121576433,0.1407791956551147,-0.291288510026446,0.1017481437028938
test1_linreg_Anc7_nv8_nd10,linreg,7,0.7555179102278567,0.7314640343712959,0.7148716738863108,0.7206955617880966,0.7143576229246423,0.7182915218343208,0.989610594165458,0.9981390962522926,0.9952645683541896,0.9977997144769,0.9942621390945292,0.9975798034850704,0.1189965142922672,0.2661778678030023,-0.0511870625279949,0.0031743609299858,-0.033812551578906,0.0385426540666492
test2_linreg_Anc7_nv8_nd10,linreg,7,0.7551619398783407,0.7429941943972479,0.7155736823658383,0.7206955617880966,0.7042272267679779,0.7182915218343208,0.9938700604187422,0.9982136469620044,0.9956800598732456,0.9977997144769,0.9956848437804648,0.9975798034850704,0.0973607218846276,0.234409564896453,-0.0744741827346636,0.0031743609299858,-0.0649030309967925,0.0385426540666492
test3_linreg_nc7_nv8_nd10,linreg,7,0.7563318696558142,0.781622160994853,0.7349151119838266,0.7585871732321139,0.7218034898277799,0.7509485482406406,0.996939850428336,0.9990594097206204,0.9970653396977708,0.9961188803088796,0.9974069308437638,0.9950381135629608,-0.2215282155887963,0.2438437876942662,-0.1503437124692603,0.1407791956551147,-0.2463413894376234,0.1017481437028938
test3_linreg_Anc7_nv8_nd10,linreg,7,0.7602552664021761,0.7399726619236645,0.7269867482746049,0.7206955617880966,0.7116560001441101,0.7182915218343208,0.995654656663492,0.9979477194518734,0.9942327428643316,0.9977997144769,0.9945651751716084,0.9975798034850704,0.2649236057273244,0.2672088311561219,0.0003775008151743,0.0031743609299858,0.0658298504583983,0.0385426540666492
test4_linreg_nc7_nv8_nd10,linreg,7,0.7602105455873429,0.7941949634515868,0.7566504913529005,0.7585871732321139,0.7692696721671142,0.7509485482406406,0.9924683797867636,0.9991515567738304,0.9930141281154138,0.9961188803088796,0.9899381784768168,0.9950381135629608,0.0182397965440493,0.5654479706514078,0.1343309696434763,0.1407791956551147,0.1807731816139742,0.1017481437028938
test4_linreg_Anc7_nv8_nd10,linreg,7,0.7710785874325985,0.7422906694270877,0.7230498030415282,0.7206955617880966,0.7292137356053305,0.7182915218343208,0.997772963712896,0.9981599204093412,0.995872186198234,0.9977997144769,0.9958957578092044,0.9975798034850704,0.3002588062734481,0.1089345802161382,-0.025485809531936,0.0031743609299858,0.0470989975442975,0.0385426540666492
test5_linreg_nc7_nv8_nd10,linreg,7,0.7586364186772124,0.7943302050094108,0.7377140411698624,0.7585871732321139,0.72774672140355,0.7509485482406406,0.9914692276908336,0.9988234087565148,0.9950805571052306,0.9961188803088796,0.994778858519634,0.9950381135629608,-0.0873244086910407,0.5324212413792925,-0.0964937034974917,0.1407791956551147,-0.1709672904525717,0.1017481437028938
test5_linreg_Anc7_nv8_nd10,linreg,7,0.7640841062670642,0.7374466172051151,0.7284753559852757,0.7206955617880966,0.7175819275085975,0.7182915218343208,0.9956042539548844,0.9975730081934948,0.9959699047543684,0.9977997144769,0.9952389191985308,0.9975798034850704,0.3018009897784608,-0.0028855366920493,0.0424489486660988,0.0031743609299858,-0.023694855320752,0.0385426540666492
test1_lgbm_nc7_nv8_nd10,lgbm,7,0.7656945548295526,0.7920289597374749,0.770853439454434,0.7585871732321139,0.7681732300636495,0.7509485482406406,0.997022937095184,0.9990283729935177,0.993061873023118,0.9961188803088796,0.9896966460331512,0.9950381135629608,0.1111376203896537,0.5163706618028517,0.0671169963087646,0.1407791956551147,0.1304349254562023,0.1017481437028938
test1_lgbm_Anc7_nv8_nd10,lgbm,7,0.7433687131738088,0.7111673257325276,0.7439006774164243,0.7206955617880966,0.7450202670258015,0.7182915218343208,0.9909379899824748,0.9987384720830208,0.9953443274458502,0.9977997144769,0.993453047383324,0.9975798034850704,0.2803843200485236,-0.1224435595167708,0.1383326050823816,0.0031743609299858,0.1411917356944425,0.0385426540666492
test2_lgbm_nc7_nv8_nd10,lgbm,7,0.7687794242284522,0.7686123961371234,0.7587742909295025,0.7585871732321139,0.7714420579138778,0.7509485482406406,0.996849706443287,0.9993005766249932,0.9947244860757142,0.9961188803088796,0.9948945646926612,0.9950381135629608,0.1790775804706788,0.1714970527287656,0.1140358616453779,0.1407791956551147,0.1225541587001564,0.1017481437028938
test2_lgbm_Anc7_nv8_nd10,lgbm,7,0.7402616146879283,0.7161962210969502,0.7211670949031306,0.7206955617880966,0.7474719850631792,0.7182915218343208,0.99263363936973,0.997571136383299,0.993341098693234,0.9977997144769,0.99439623917235,0.9975798034850704,0.3715717716206679,-0.0200920405437398,0.0135654155573231,0.0031743609299858,0.0546212531177103,0.0385426540666492
test3_lgbm_nc7_nv8_nd10,lgbm,7,0.75638570049649,0.7975030898740024,0.7669197677747353,0.7585871732321139,0.7778077816948783,0.7509485482406406,0.9930601434456232,0.9991664494863384,0.9927839031068322,0.9961188803088796,0.9915507508800008,0.9950381135629608,0.2104512507205718,0.4451280438120722,0.2069405726241293,0.1407791956551147,0.3329146106187647,0.1017481437028938
test3_lgbm_Anc7_nv8_nd10,lgbm,7,0.7442667787451009,0.7390159686836028,0.7433251717643622,0.7206955617880966,0.7384373383938131,0.7182915218343208,0.9927445427552368,0.9977916397853092,0.9949090074514207,0.9977997144769,0.9936925904674528,0.9975798034850704,0.0771924118853705,0.1465493885744604,0.1409159278245619,0.0031743609299858,0.0870479038954131,0.0385426540666492
test4_lgbm_nc7_nv8_nd10,lgbm,7,0.7548750723055586,0.7972582804774149,0.7532706179094353,0.7585871732321139,0.76675129046855,0.7509485482406406,0.9970351426923236,0.9991738156660408,0.9949316512695487,0.9961188803088796,0.9936016465194843,0.9950381135629608,0.2050427962494991,0.4967962056043886,0.028441687246905,0.1407791956551147,0.2016876107857316,0.1017481437028938
test4_lgbm_Anc7_nv8_nd10,lgbm,7,0.7496763276627938,0.7353355697787443,0.7423070227930766,0.7206955617880966,0.7380027540891483,0.7182915218343208,0.9939651441313798,0.9979885107774692,0.9946140744120244,0.9977997144769,0.9944383358229676,0.9975798034850704,0.2055968479551023,0.2035473679440736,0.1784554575119758,0.0031743609299858,0.1140061769473026,0.0385426540666492
test5_lgbm_nc7_nv8_nd10,lgbm,7,0.7855088979050366,0.7855180189355537,0.7708474459591375,0.7585871732321139,0.7806117647020956,0.7509485482406406,0.9978251147644152,0.9991673213505324,0.9938860067959536,0.9961188803088796,0.995470918757532,0.9950381135629608,0.4601091932706493,0.2561740367721207,0.2213588510115865,0.1407791956551147,0.2198088575573384,0.1017481437028938
test5_lgbm_Anc7_nv8_nd10,lgbm,7,0.525595904783647,0.7257869209019463,0.7015928348455677,0.7206955617880966,0.7010149325119017,0.7182915218343208,0.7396451406793982,0.9963187774702592,0.9986210893647172,0.9977997144769,0.9986850779173512,0.9975798034850704,-0.4134365306835638,0.1632644553916415,-0.4362951723592287,0.0031743609299858,-0.4357115013649568,0.0385426540666492
test1_linreg_nc8_nv8_nd10,linreg,8,0.7655772070036526,0.792855191616844,0.7491337186215965,0.7466044812597392,0.7529310102026292,0.739244592341723,0.9979059042123668,0.9992324770610216,0.9968782845249076,0.9979137110175208,0.9959156678709796,0.9981447113905352,0.1636792187159561,0.5033561474867234,0.1186578184099072,0.0199155971346903,0.1617442887678526,-0.0453549177043023
test1_linreg_Anc8_nv8_nd10,linreg,8,0.7501083836776858,0.7162532330580382,0.7047225683182643,0.7048056898429131,0.6940437800182435,0.7232727143860532,0.9945039839970632,0.9973271854288416,0.9920527264578644,0.995743812948826,0.9926790675671304,0.9968501622243264,-0.0485959778090958,-0.0388037969177406,-0.0279826271320508,-0.1717311039061178,-0.1815047846139303,-0.1402906207055983
test2_linreg_nc8_nv8_nd10,linreg,8,0.7735584107204989,0.7930187270957088,0.7584193738813998,0.7466044812597392,0.7565286517171922,0.739244592341723,0.9967396982163134,0.9989140553982454,0.9946384460285226,0.9979137110175208,0.994642379543646,0.9981447113905352,0.0216510321991238,0.584140878650605,0.0430358097887256,0.0199155971346903,0.0878049294823899,-0.0453549177043023
test3_linreg_nc8_nv8_nd10,linreg,8,0.7470014394321831,0.7908692075482994,0.7203527126444424,0.7466044812597392,0.7114639504735963,0.739244592341723,0.996573378785718,0.999085778515398,0.9984022929020404,0.9979137110175208,0.996517337631992,0.9981447113905352,-0.1348285352231722,0.4993601628466988,-0.2244591767307367,0.0199155971346903,-0.1489680890676667,-0.0453549177043023
test3_linreg_Anc8_nv8_nd10,linreg,8,0.7406119373071798,0.72013402443266,0.7089350541736568,0.7048056898429131,0.7101014435178291,0.7232727143860532,0.9914252682402956,0.9981855733802174,0.9913454221920438,0.995743812948826,0.9922189552666136,0.9968501622243264,0.0111843718565636,0.022697623114146,0.091311146895487,-0.1717311039061178,0.1195605020302007,-0.1402906207055983
test4_linreg_Anc8_nv8_nd10,linreg,8,0.7523841344673303,0.717426721507021,0.6984583315743804,0.7048056898429131,0.6996704210387236,0.7232727143860532,0.9961416031557516,0.9962212734445958,0.9917540130809124,0.995743812948826,0.994066594592254,0.9968501622243264,0.0417193175913953,0.0226934046668611,0.0244198251544009,-0.1717311039061178,0.0569460872514159,-0.1402906207055983
test5_linreg_nc8_nv8_nd10,linreg,8,0.7540227805108453,0.7741318866068627,0.7592763114805511,0.7466044812597392,0.7616931001229352,0.739244592341723,0.99753209041442,0.9988775884486624,0.9944640165239866,0.9979137110175208,0.9934495190313009,0.9981447113905352,-0.0445399753020055,0.285673855815371,0.0768450284644893,0.0199155971346903,0.1409684772338256,-0.0453549177043023
test5_linreg_Anc8_nv8_nd10,linreg,8,0.7063763660926308,0.7325685234411612,0.6937569532825962,0.7048056898429131,0.6879822172667955,0.7232727143860532,0.986005966349808,0.9973555687169608,0.9926817193011036,0.995743812948826,0.9886664504646656,0.9968501622243264,-0.3690926537861903,0.0960052826747657,-0.3057625001387209,-0.1717311039061178,-0.2620624184196582,-0.1402906207055983
test1_lgbm_nc8_nv8_nd10,lgbm,8,0.5574741970201789,0.7742233410923178,0.7015928348455677,0.7466044812597392,0.7010149325119017,0.739244592341723,0.7745030673390467,0.9990287671850208,0.9986210893647172,0.9979137110175208,0.9986850779173512,0.9981447113905352,-0.4031668185720264,0.2641255572645036,-0.4362951723592287,0.0199155971346903,-0.4357115013649568,-0.0453549177043023
test1_lgbm_Anc8_nv8_nd10,lgbm,8,0.7499678570437149,0.7101006887822381,0.7298744455337192,0.7048056898429131,0.7323651037901047,0.7232727143860532,0.9954320888599646,0.9970575086988168,0.9957741236049368,0.995743812948826,0.99550276524772,0.9968501622243264,0.3145567829234734,-0.115824869701094,0.0993283068401692,-0.1717311039061178,-0.1189938285723875,-0.1402906207055983
test2_lgbm_nc8_nv8_nd10,lgbm,8,0.7872171703995805,0.7682445751143163,0.7535127481162804,0.7466044812597392,0.7469318681445334,0.739244592341723,0.9975955774675292,0.9988280597799104,0.998097967811162,0.9979137110175208,0.9972121321655838,0.9981447113905352,0.4159530306865004,0.4292429330864212,0.0953208960888154,0.0199155971346903,0.12780433014753,-0.0453549177043023
test2_lgbm_Anc8_nv8_nd10,lgbm,8,0.7165227236342673,0.7321775129438151,0.7316200122682097,0.7048056898429131,0.759675395377915,0.7232727143860532,0.9822811801479544,0.9979999783017348,0.9960652066359548,0.995743812948826,0.99739481661337,0.9968501622243264,0.2213014917416365,0.252759907661188,0.0159843087957835,-0.1717311039061178,0.172884931000708,-0.1402906207055983
test3_lgbm_nc8_nv8_nd10,lgbm,8,0.7554281926172868,0.7890168776035251,0.7651950834597814,0.7466044812597392,0.758390726486132,0.739244592341723,0.995913366362598,0.9991120968817376,0.9990630397378222,0.9979137110175208,0.9985215399740408,0.9981447113905352,0.2444831327945426,0.405089452719475,0.185994117774169,0.0199155971346903,0.1793004897317367,-0.0453549177043023
test3_lgbm_Anc8_nv8_nd10,lgbm,8,0.7480935297507552,0.7341588060801543,0.7476667814059004,0.7048056898429131,0.7559445947384726,0.7232727143860532,0.9965398913321414,0.9979056094283928,0.9965814639100944,0.995743812948826,0.9976254947471118,0.9968501622243264,0.3203934448269915,0.2782110550821373,0.1303447224353851,-0.1717311039061178,0.1917983334004883,-0.1402906207055983
test4_lgbm_nc8_nv8_nd10,lgbm,8,0.7667006083346238,0.788712206695392,0.7614771237285022,0.7466044812597392,0.7496429594619718,0.739244592341723,0.9966918404363988,0.9989141184536532,0.9970358715304024,0.9979137110175208,0.998208172889538,0.9981447113905352,0.196953917713625,0.3804757429446574,0.1350001322246401,0.0199155971346903,0.1330393998489493,-0.0453549177043023
