,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6,vws_u500-250_cluster7,vws_u500-250_cluster8,vws_u500-250_cluster9,vws_u500-250_cluster10,vws_u500-250_cluster11,vws_u500-250_cluster12
1965-01-01,2.771635055541992,1.6473388671875,6.87287712097168,-6.397087097167969,-3.3696327209472656,6.424787521362305,4.995790481567383,2.9573917388916016,6.485076904296875,10.780216217041016,5.484613418579102,10.63682746887207
1965-02-01,3.1415138244628906,6.48344612121582,10.987153053283691,-5.060966491699219,-5.148954391479492,7.382883071899414,8.308392524719238,-7.567007064819336,8.158485412597656,10.455963134765625,4.01814079284668,8.505552291870117
1965-03-01,4.172933578491211,2.160604476928711,9.654290199279785,-9.802566528320312,-2.717866897583008,11.401023864746094,13.577924728393555,-1.0232734680175781,4.156641006469727,16.30230712890625,12.753438949584961,9.191534996032715
1965-04-01,12.08863639831543,9.874261856079102,8.720633506774902,4.277215957641602,1.8738288879394531,8.459928512573242,14.205249786376953,1.226949691772461,4.404311180114746,19.00387954711914,16.080707550048828,17.83395767211914
1965-05-01,13.129833221435547,7.3502960205078125,21.112346649169922,3.0958900451660156,-3.630338668823242,12.320014953613281,19.166820526123047,-2.807483673095703,12.212472915649414,23.618383407592773,17.36794662475586,22.349071502685547
1965-06-01,6.224370002746582,-0.27536964416503906,33.7745361328125,0.22974586486816406,-5.76324462890625,10.108898162841797,24.099061965942383,-11.210382461547852,12.375414848327637,30.97031021118164,8.679898262023926,22.678213119506836
1965-07-01,11.901254653930664,0.2574481964111328,29.21380043029785,-4.798627853393555,-7.086330413818359,11.096321105957031,28.571809768676758,-9.82537841796875,8.18129825592041,27.79946517944336,16.616783142089844,25.74477195739746
1965-08-01,13.278111457824707,3.4950971603393555,16.60049057006836,-0.5963668823242188,1.9227104187011719,10.610756874084473,33.08203125,-3.970888137817383,9.279523849487305,24.39398765563965,14.700592041015625,34.86461639404297
1965-09-01,10.584686279296875,4.104499816894531,18.192432403564453,-1.6408233642578125,2.872661590576172,12.038124084472656,23.983373641967773,-1.6408233642578125,7.089590072631836,19.450340270996094,18.33255958557129,17.011104583740234
1965-10-01,17.690570831298828,7.809791564941406,11.924066543579102,1.4045562744140625,2.150829315185547,10.62053394317627,15.642393112182617,-1.7630290985107422,10.66778564453125,17.65146255493164,17.706863403320312,24.146318435668945
1965-11-01,15.448493003845215,6.245551109313965,8.129157066345215,1.564239501953125,2.963907241821289,9.647772789001465,16.383777618408203,-0.1824951171875,3.097519874572754,15.94057846069336,12.1864013671875,21.71196746826172
1965-12-01,12.64915657043457,3.120330810546875,4.712271690368652,-0.18086624145507812,-0.6077728271484375,7.8896331787109375,11.956655502319336,-2.2665176391601562,7.834232330322266,9.286042213439941,9.095399856567383,20.10210609436035
1966-01-01,9.288908004760742,4.752769470214844,6.438230514526367,-5.588113784790039,-0.8386249542236328,9.567903518676758,12.927335739135742,-0.9403781890869141,11.190998077392578,4.549266815185547,2.7948780059814453,8.131896018981934
1966-02-01,12.000086784362793,0.7975997924804688,2.430543899536133,-3.8928070068359375,-6.1543121337890625,8.584854125976562,11.112224578857422,-3.2987098693847656,10.907081604003906,6.224880218505859,-0.9338150024414062,14.197586059570312
1966-03-01,12.948671340942383,1.7839298248291016,9.35127067565918,-2.702972412109375,0.2986888885498047,9.064069747924805,9.019757270812988,-1.762594223022461,5.908139228820801,10.089787483215332,8.537260055541992,14.588180541992188
1966-04-01,13.974388122558594,9.789457321166992,11.657085418701172,0.8090858459472656,1.1110572814941406,7.240751266479492,13.634672164916992,0.04595184326171875,9.758275985717773,17.676822662353516,13.381933212280273,20.209115982055664
1966-05-01,17.888530731201172,8.642293930053711,17.617740631103516,1.004384994506836,6.182209014892578,5.834287643432617,16.470577239990234,0.5202445983886719,10.55423355102539,20.53406524658203,21.09861946105957,30.586105346679688
1966-06-01,17.31576919555664,2.9245290756225586,19.920272827148438,0.287200927734375,-3.5629348754882812,11.740784645080566,28.319677352905273,-6.328273773193359,10.007730484008789,28.496925354003906,14.632490158081055,31.897382736206055
1966-07-01,14.028547286987305,4.821697235107422,22.27204132080078,0.8254985809326172,-9.021398544311523,12.82229995727539,25.319652557373047,-5.277935028076172,13.14725112915039,21.554859161376953,11.97054672241211,22.74468994140625
1966-08-01,13.898895263671875,2.950786590576172,24.407176971435547,-0.9764842987060547,-2.361614227294922,9.858386039733887,32.857460021972656,-8.297651290893555,14.438835144042969,20.351896286010742,12.649980545043945,27.124921798706055
1966-09-01,12.95195198059082,3.2396297454833984,17.719493865966797,-2.9918155670166016,-1.3687191009521484,9.068992614746094,30.284133911132812,-2.7981605529785156,11.502819061279297,20.245222091674805,18.462934494018555,26.954242706298828
1966-10-01,19.393465042114258,7.511541366577148,14.25994873046875,0.1477031707763672,6.497312545776367,8.355093002319336,19.93340301513672,0.042667388916015625,11.044939041137695,12.364421844482422,16.15547752380371,24.144594192504883
1966-11-01,16.454164505004883,6.969963073730469,13.682266235351562,1.5804252624511719,10.805330276489258,9.272497177124023,13.816838264465332,-1.6624832153320312,11.560256958007812,10.742966651916504,8.003886222839355,18.78459930419922
1966-12-01,10.096351623535156,4.716663360595703,10.641214370727539,0.38895225524902344,2.2631454467773438,5.870391845703125,12.242975234985352,-0.07713508605957031,10.424583435058594,9.21341323852539,5.59796142578125,20.496318817138672
1967-01-01,6.254951477050781,-0.9371814727783203,6.612518310546875,-4.331605911254883,-6.152091979980469,8.899959564208984,12.007024765014648,-5.015716552734375,10.793916702270508,4.207521438598633,1.3012771606445312,7.123558044433594
1967-02-01,8.109722137451172,-0.20409011840820312,4.762645721435547,-9.474678039550781,-6.436183929443359,11.347407341003418,10.67799186706543,-5.667173385620117,9.572641372680664,6.521085739135742,2.194375991821289,12.483779907226562
1967-03-01,3.0368595123291016,3.5005531311035156,9.224870681762695,-8.761177062988281,-2.7054176330566406,7.814200401306152,18.71424102783203,2.5111236572265625,8.44116497039795,11.79966926574707,3.600149154663086,14.204668045043945
1967-04-01,11.228218078613281,7.006002426147461,12.139276504516602,4.803462982177734,0.10939216613769531,10.077150344848633,16.08882713317871,0.40817832946777344,8.749749183654785,9.70978832244873,10.325325012207031,19.55345916748047
1967-05-01,17.169689178466797,9.020781517028809,14.286304473876953,3.9789390563964844,2.0490646362304688,8.60606861114502,19.747753143310547,-2.1470260620117188,7.476226806640625,22.508684158325195,17.65787124633789,29.522851943969727
1967-06-01,18.341981887817383,8.568517684936523,21.27434539794922,0.9469776153564453,-6.419857025146484,14.939390182495117,27.271329879760742,2.5111255645751953,12.198055267333984,21.558441162109375,10.113070487976074,25.53411293029785
1967-07-01,12.589906692504883,5.115312576293945,24.92184829711914,-3.022165298461914,-6.692522048950195,14.652032852172852,30.923723220825195,-11.012701034545898,15.313283920288086,26.601913452148438,13.643013000488281,23.483421325683594
1967-08-01,11.414348602294922,-3.129924774169922,19.205690383911133,-9.1285400390625,-2.594392776489258,20.462886810302734,35.51656723022461,-7.378265380859375,10.900042533874512,24.033645629882812,10.168582916259766,24.995315551757812
1967-09-01,11.791507720947266,5.241033554077148,16.823551177978516,-1.964162826538086,-1.7502765655517578,13.577701568603516,17.24642562866211,-5.859832763671875,12.668277740478516,20.30614471435547,12.57358169555664,22.128259658813477
1967-10-01,16.139440536499023,8.993024826049805,12.19478988647461,-0.9943275451660156,6.759462356567383,9.856733322143555,17.899517059326172,0.5355339050292969,5.86473274230957,16.219444274902344,11.638031005859375,20.88739013671875
1967-11-01,17.29214096069336,10.054292678833008,9.050168991088867,1.211477279663086,4.431201934814453,7.56602668762207,12.57031536102295,0.9453449249267578,8.359529495239258,12.560518264770508,9.218339920043945,18.01870346069336
1967-12-01,10.6926851272583,6.039432525634766,12.555620193481445,1.6065959930419922,-4.764278411865234,6.818240165710449,14.134461402893066,-3.2801361083984375,11.778446197509766,14.97368049621582,9.884490013122559,16.497007369995117
1968-01-01,7.311775207519531,1.4878807067871094,10.500877380371094,-7.528759002685547,-6.476667404174805,12.502954483032227,9.625652313232422,-4.952314376831055,8.331048011779785,6.210451126098633,2.0203113555908203,6.279741287231445
1968-02-01,4.326892852783203,-1.8033294677734375,4.720745086669922,-17.72695541381836,-7.6873931884765625,12.506599426269531,10.931194305419922,-5.349815368652344,5.515741348266602,9.091400146484375,4.217491149902344,9.027582168579102
1968-03-01,6.755645751953125,4.018741607666016,8.983819961547852,-2.4269256591796875,-8.431337356567383,11.365163803100586,15.682937622070312,-3.763467788696289,8.801483154296875,12.54671573638916,7.98460578918457,16.002033233642578
1968-04-01,10.212783813476562,6.772054672241211,9.206274032592773,2.6858463287353516,4.60040283203125,8.69572639465332,12.506601333618164,4.2120208740234375,7.413887023925781,16.209896087646484,14.906177520751953,17.40604019165039
1968-05-01,16.76420783996582,8.398513793945312,12.869455337524414,-0.9335727691650391,7.311775207519531,6.225038528442383,21.280733108520508,0.8533439636230469,8.699371337890625,16.76238441467285,18.288557052612305,32.49272918701172
1968-06-01,14.654548645019531,2.3211708068847656,25.62403678894043,-0.02005767822265625,-1.8744392395019531,13.505815505981445,32.507320404052734,-7.603515625,13.943429946899414,28.366411209106445,14.898883819580078,31.398700714111328
1968-07-01,13.385473251342773,0.5634269714355469,26.118175506591797,-1.5863456726074219,-3.043231964111328,18.67511558532715,34.43646240234375,-11.82647705078125,13.022619247436523,27.188501358032227,13.055440902709961,21.211442947387695
1968-08-01,9.601949691772461,-2.430572509765625,32.05329513549805,-5.588676452636719,6.476665496826172,12.90957260131836,40.38616943359375,-10.602985382080078,10.927549362182617,23.501615524291992,16.99577522277832,26.459148406982422
