,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11,vo500_cluster12
1965-01-01,3.7558310196334613e-06,-3.821172998091389e-07,9.349292249474027e-08,4.1513394741989695e-07,2.265912371512968e-05,2.5876286943801806e-05,1.7096408555516973e-05,2.20385459215322e-05,2.3622962544322945e-05,4.6621460783439135e-06,1.2881547003676782e-05,1.3044712369296106e-05
1965-02-01,-6.775945571573131e-07,3.915043899107859e-06,-6.969080666088055e-06,1.5219440415008152e-06,6.7138048507331405e-06,3.5299586129809e-05,1.8851173990697134e-05,2.549285064950319e-05,3.3475014788564295e-05,9.060922553437514e-06,2.032356644035428e-05,2.8575856237600014e-05
1965-03-01,2.963318479487498e-07,-6.773772779964812e-06,6.531989914616464e-06,1.6791474877209112e-06,1.7142510841949843e-05,2.067812897006956e-05,2.3578800210088957e-05,2.7914084707195537e-05,4.315651676733978e-05,-2.124058168566775e-06,-2.0100861504380148e-07,2.5565657716501376e-05
1965-04-01,8.429835206032561e-06,1.0711281198206463e-05,2.839876019193484e-06,4.578385993557855e-07,2.6507593702262966e-06,2.6792887994717506e-05,3.5196080716559663e-06,1.2076087127102903e-05,1.0195413779001683e-05,9.262655165751793e-07,1.2914957941185484e-05,1.5638173361617977e-05
1965-05-01,9.10749582633399e-06,1.662492356826401e-05,8.579674861473244e-06,-3.66270651787979e-06,-3.218117853975855e-06,1.9132015016087256e-05,-1.7359813379395443e-06,1.0811891927785056e-05,2.8005797503283247e-05,6.073761436281903e-06,2.1950682778316106e-05,3.415332936003387e-05
1965-06-01,1.223482441429685e-05,1.9843091356432845e-05,2.6418123607899442e-05,-2.620544395623173e-06,-5.813304142066045e-06,1.3233879193698207e-06,-2.2274480215855874e-06,-2.2516991699766157e-06,4.365543645690195e-05,-3.276257516785442e-05,-1.5542326807571088e-05,3.3764589371175735e-05
1965-07-01,8.079857208230817e-06,2.5206408017472696e-05,7.679742256269408e-06,-3.405705907188018e-06,1.0159261364606209e-05,3.7685930004266304e-06,-4.535496221554544e-06,1.687581223969963e-05,2.164799843740184e-05,3.3949969319484593e-06,6.597450881902963e-07,2.956831880949502e-05
1965-08-01,1.1069540982489566e-05,3.336064999588885e-05,-1.6561010986813265e-06,-6.392577295793506e-07,2.9225911930552684e-06,-1.2494769720974176e-05,-1.098361584202697e-05,3.287829843299862e-05,-1.9189923477824777e-05,8.416159690729246e-06,1.5081419795543688e-05,-3.5846608562710104e-06
1965-09-01,1.4579271054372373e-05,1.9273460155443077e-05,7.835149579643092e-06,-1.4508484272565427e-06,1.0151487913390156e-05,1.806695493271675e-05,-1.4505243939311185e-06,1.5299303868232528e-05,3.877567360177636e-05,3.6073184700773494e-06,2.1853758252767703e-06,1.8520136265955258e-05
1965-10-01,9.939027976787014e-06,1.5767160044971762e-05,1.3718017106095266e-05,-8.963324143513257e-07,6.120194939285284e-06,1.8045665382413898e-05,1.1510147146509553e-06,1.2243019195271438e-05,4.832013473787811e-06,9.872634537339977e-06,1.866044493952012e-05,1.4424189242257352e-05
1965-11-01,1.1103478444544259e-05,1.710241708825643e-05,6.4651467048613336e-06,3.3916920181489085e-07,1.3444559954223223e-05,3.5333566818342265e-05,-9.853470904393665e-06,1.7138376863710748e-05,-2.0029647203045897e-05,1.5093738671994822e-05,1.1074775145624743e-05,1.716853344548546e-06
1965-12-01,7.17210274692994e-06,1.3453395255172865e-05,6.493802505825773e-06,-1.7025068385382012e-06,8.215727575588971e-06,1.0229459312049093e-05,9.274247834885804e-06,2.6887440591443526e-05,6.287159067142056e-06,1.4586534876691396e-05,2.389662031852086e-05,1.6725642847726204e-06
1966-01-01,1.209661088911916e-06,-6.594585454055754e-06,9.714047295843061e-06,-1.0138295051960582e-07,2.4566345018683933e-05,3.424125384913783e-05,1.5754747740478102e-05,2.348519631466063e-05,5.515907832887024e-05,2.859892447304446e-05,2.4137058235715986e-05,2.3786817799755855e-05
1966-02-01,1.6479012496036864e-06,-7.168213549617106e-08,7.442769794414e-06,5.600968093362595e-07,1.760674967954401e-05,3.75742299208493e-05,4.800768162264528e-06,2.544745711929863e-05,9.685340046416968e-06,1.5524260026508913e-05,2.6093519928898396e-05,-3.933256062611753e-06
1966-03-01,-5.156502563694653e-07,2.5583796242802147e-06,6.708655643127383e-06,1.2938776514850112e-07,1.236938715010183e-05,3.86455532271931e-05,1.0130164961689541e-05,3.038003017406611e-05,3.5653119994094595e-05,7.195920074189095e-06,1.8773824281413997e-05,1.0307689206393694e-05
1966-04-01,4.029329663420113e-06,1.1570903317929591e-05,2.417504922711735e-05,4.0410140688219476e-07,1.656160020502284e-05,9.605756113651788e-06,8.205136055039475e-06,7.010770884465143e-06,1.4289531463873573e-05,9.974393206804547e-09,2.0119588433382368e-05,2.9127514953243323e-05
1966-05-01,1.4546735545126268e-05,7.990513128583365e-06,9.63740169688456e-06,4.44509205201691e-07,1.0151265087188222e-05,-1.2342280182860417e-06,9.511178783820167e-06,3.207843438498717e-06,8.74551187735051e-06,4.297946615599144e-06,1.302255387123469e-06,1.714340904637256e-05
