,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11,msl_cluster12
1965-01-01,1018.4894,1009.2347,1016.0404,1020.9328,1013.4729,1017.91205,1009.0809,1016.67664,1018.11914,1015.1957,1011.027,1016.44165
1965-02-01,1014.1079,1008.2294,1015.66205,1016.31696,1011.88586,1016.7759,1008.50903,1013.9932,1016.2494,1012.40314,1009.33453,1013.8859
1965-03-01,1018.753,1008.9829,1016.10547,1018.113,1017.5355,1023.2721,1011.78046,1019.45685,1017.3117,1015.0084,1011.53674,1017.8544
1965-04-01,1018.0391,1011.5281,1021.5071,1022.68665,1016.0831,1020.7809,1017.88165,1017.9617,1018.56323,1018.34546,1010.0881,1017.0878
1965-05-01,1014.7709,1011.13055,1012.9153,1018.2469,1018.99915,1019.1895,1016.8007,1015.5107,1018.9657,1019.9257,1010.2219,1013.47906
1965-06-01,1015.28314,1013.02454,1017.2993,1020.2128,1020.7084,1021.4104,1020.47076,1022.3158,1019.3278,1020.27545,1012.56555,1012.3169
1965-07-01,1021.65656,1013.58575,1019.90955,1024.4722,1023.98157,1026.6719,1023.14185,1023.1729,1024.2296,1023.4842,1012.1153,1019.12573
1965-08-01,1019.12006,1012.78143,1014.0012,1024.9175,1023.0885,1030.3339,1017.2826,1024.2415,1023.39984,1025.4136,1011.72156,1014.1197
1965-09-01,1018.2475,1013.0989,1015.77,1022.1813,1020.6438,1023.56854,1016.7176,1020.7852,1023.34534,1023.46124,1012.4062,1016.036
1965-10-01,1020.76166,1012.2009,1016.8906,1021.29565,1018.0968,1021.6454,1013.93555,1019.22925,1023.42834,1021.94556,1011.1268,1016.4782
1965-11-01,1021.2764,1011.43005,1016.4503,1022.8975,1018.01,1022.32886,1012.18475,1018.02484,1022.0851,1021.44257,1010.9178,1017.3948
1965-12-01,1014.7305,1009.0133,1014.72565,1017.4816,1013.6918,1018.5681,1008.2505,1011.75073,1017.3055,1017.90576,1010.3181,1012.6183
1966-01-01,1019.7644,1010.65704,1018.4581,1016.73944,1014.8055,1016.7482,1010.9444,1013.85156,1020.09045,1017.1406,1011.4732,1019.4345
1966-02-01,1018.46375,1009.6099,1015.3875,1020.5185,1010.71655,1018.0062,1009.175,1011.96515,1017.6426,1016.2212,1010.38983,1016.46533
1966-03-01,1018.15576,1009.64435,1016.4009,1020.8071,1016.16675,1021.36664,1013.1919,1018.1771,1018.0031,1016.4146,1009.82837,1016.382
1966-04-01,1019.5234,1010.3354,1019.2781,1017.5418,1015.9508,1018.2021,1015.8732,1015.2154,1020.0228,1017.9718,1009.8716,1019.6705
1966-05-01,1016.47345,1012.2293,1017.9217,1016.7557,1017.26953,1018.9194,1021.21075,1016.18304,1020.3608,1018.8593,1011.7805,1017.74963
1966-06-01,1016.521,1013.12115,1017.6113,1018.905,1023.755,1025.4224,1018.88873,1023.52783,1020.4127,1022.05756,1011.2135,1016.9835
