,r900_cluster1,r900_cluster2,r900_cluster3,r900_cluster4,r900_cluster5,r900_cluster6,r900_cluster7,r900_cluster8,r900_cluster9,r900_cluster10,r900_cluster11,r900_cluster12
1965-01-01,101.53565202022624,166.3522412700038,137.57681165422713,143.42663205903153,137.69365507980874,137.7541796366374,213.45660869891827,378.1343347886029,235.2864227294922,423.7853527069092,133.64397287368774,146.60468519779675
1965-02-01,102.71100939417178,155.5083244077621,145.63013712565106,128.55072021484375,133.93091662176724,133.78652572631836,201.25507452549078,351.0917887968175,224.591552734375,389.1305685043335,133.5025429725647,144.15591055886787
1965-03-01,99.82198235447422,212.51885198777723,248.07733808244978,192.96919724036908,134.6849507298963,133.3621915181478,197.0095707820012,415.39746452780327,237.5584259033203,478.34744453430176,130.6581974029541,146.17152297705937
1965-04-01,102.13582325566766,103.99637529926916,130.33502669561477,187.45668345484242,136.97287460853315,138.0279541015625,190.11038755759213,366.0459855023552,263.5304260253906,327.9932737350464,123.28286170959473,146.28895542077854
1965-05-01,102.19638098968319,126.0772705078125,205.52853175571988,220.47205957873115,138.30951822215115,133.87331644694012,181.70390984950922,426.8728368422564,300.3127136230469,373.24864864349365,126.72224044799805,136.47505776924
1965-06-01,96.81032332905963,153.152096656061,269.924799601237,207.86556375437772,140.0385363348599,139.16082382202148,177.32442220052081,480.1427504595588,309.2417297363281,469.39873695373535,122.5313663482666,128.3452351888021
1965-07-01,97.65814096649733,115.02658474829889,245.03330049060642,228.55427182953935,140.91272025272764,135.8186149597168,173.60186454577322,479.7970042509191,317.7380065917969,433.25743675231934,116.63486957550049,131.61559523197644
1965-08-01,101.25062158502685,120.94337709488407,267.6449185325986,220.3372955322266,143.29288088042162,133.6681874593099,149.1303957425631,488.7197606703814,321.958251953125,418.46208572387695,111.47665977478027,133.97728769402755
1965-09-01,98.6991461069306,96.90202282321069,166.0811469668434,196.90674091207572,142.97377487708783,138.33511352539062,153.96198370517828,431.4406451056985,306.26434326171875,299.75972175598145,100.30319690704346,131.27733197128563
1965-10-01,98.0498705904908,107.06262896137854,146.3724408830915,164.66765568174165,140.95531332081762,137.53332773844403,167.78570321890024,437.99703261431523,304.1639404296875,275.53935050964355,108.1120252609253,135.76584531549824
1965-11-01,100.62298452927291,120.48470281785535,152.22950889950707,166.00841653758084,139.49245584422147,131.3415273030599,162.1801033998147,468.8479704015395,297.1554870605469,307.9195261001587,121.11314535140991,137.67354195578056
1965-12-01,100.86864635256903,187.933595718876,155.00947861444382,156.36315181337554,133.2218959413726,133.2786814371745,195.2221014560797,414.5667580997242,240.9520263671875,295.8581209182739,133.1944465637207,144.8584037914611
1966-01-01,99.2175985699051,214.63517219789566,152.55532037644159,177.20164594979124,130.84357689166893,134.4736925760905,183.05562337239581,349.1107940673828,224.0029754638672,353.8801670074463,132.3756456375122,143.53454322145697
1966-02-01,100.40020620896041,192.47926281344508,240.43560936337425,189.03595496868266,136.21948505270072,134.12530263264975,211.22362185747195,404.39138973460473,266.83599853515625,457.0612907409668,133.2610011100769,144.60651330780567
1966-03-01,102.16975767919622,141.33528432538432,129.00798434302922,170.76309467184134,142.33654943005794,137.36759821573895,195.80101600060095,325.2024706672219,243.3311767578125,390.4261350631714,129.3397068977356,144.06451175087378
1966-04-01,98.76054167016153,120.99625372117566,229.31861877441406,207.3960271374933,142.02774310934134,138.44106674194336,195.80792158077924,414.21508789062494,310.21954345703125,377.68030166625977,124.41844940185547,144.1121218497293
1966-05-01,95.81423332354774,136.64773510348414,218.94104367210753,214.65552757526268,138.02329754007275,138.58715693155926,178.96969134990985,446.9807344324448,285.74859619140625,439.4421100616455,125.6622314453125,135.2886802271793
1966-06-01,98.6777276349214,153.92651711740803,255.6138901483445,228.68633927970097,139.64046609812772,136.2684758504232,172.42189065004007,482.95472088982075,313.4032897949219,476.3828754425049,126.33521556854248,134.28780405144943
1966-07-01,98.17091584936973,124.4033936531313,224.6812002999442,244.22875766096445,138.67016496329472,133.71655782063803,158.5955106295072,459.41323673023896,312.2716369628906,418.44215393066406,120.82910537719727,130.67322446588886
1966-08-01,100.25785481271569,142.43304344915575,197.5590115501767,212.1698445287244,137.1959686279297,135.62722524007162,150.314458211263,470.9346995634191,291.7615966796875,392.9863452911377,122.55167961120605,130.78619973701345
1966-09-01,99.43173180328557,96.41019144365865,171.4342571440197,200.04473719103584,142.49898976293105,136.77284240722656,153.18238674066006,493.8884061925551,312.198974609375,385.7361316680908,110.40682792663574,130.09202522143985
1966-10-01,101.76837663709021,114.56943635017642,152.42921738397507,180.98795660610858,136.4751092318831,138.62406412760419,144.96646783290765,432.90755328010107,257.2175598144531,360.1062774658203,119.59512233734131,133.96304615756924
1966-11-01,101.49465923660372,119.77799938571069,132.51359122140067,153.66214883738553,137.74199650205415,138.93962860107422,172.89015941130808,415.75492410098803,261.72454833984375,349.89049434661865,126.07319355010986,136.25996907552084
1966-12-01,100.42246251018501,139.5709991455078,103.21894146147228,195.61793886382006,124.80547674771014,131.2650489807129,181.7494905911959,273.5719568589154,188.24227905273438,264.42370414733887,134.12235975265503,141.020363255551
