,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11,abs_vo850_cluster12
1965-01-01,-8.084304e-05,-1.1989687e-06,7.784218e-06,6.482486e-05,-9.589994e-05,-1.1908844e-05,4.5261404e-06,-7.509488e-05,1.6119928e-05,-4.4608365e-05,3.800705e-05,1.5240526e-05
1965-02-01,-7.375396e-05,5.23949e-07,-1.7546422e-06,3.9395e-06,-4.736214e-05,-8.328403e-06,1.4751422e-06,-8.570159e-05,2.5910045e-05,-2.282962e-05,4.5365337e-05,1.5976351e-05
1965-03-01,-6.7687855e-05,-4.6358327e-06,1.1014685e-05,7.989141e-05,-9.748825e-05,-7.224662e-06,3.4852055e-06,-8.72899e-05,4.8568196e-05,-3.4809273e-05,6.124848e-05,1.620967e-05
1965-04-01,-6.98056e-05,-3.0026495e-06,-1.094353e-05,-9.837663e-05,1.7435681e-05,-1.710451e-05,4.2659085e-06,-7.470902e-05,4.992762e-06,-4.6178728e-05,6.1015162e-05,5.863192e-06
1965-05-01,-6.5704706e-05,-1.0374497e-06,-1.5466185e-05,-0.000102701866,4.4786982e-05,-3.8605074e-05,-1.4201607e-05,-7.8486875e-05,4.7940048e-05,-5.7799443e-05,0.000118777745,1.1790107e-06
1965-06-01,-7.8734265e-05,2.3545435e-06,-1.4658568e-05,-7.552106e-05,7.1161285e-06,-2.1411804e-05,-1.802433e-05,-8.180708e-05,1.9763182e-05,-5.3537027e-05,0.00012869347,-1.4363133e-05
1965-07-01,-6.6350796e-05,-7.3234696e-07,-1.7655724e-05,-8.3956176e-05,1.9473755e-06,-2.1268228e-05,-1.666035e-05,-8.162761e-05,2.105537e-05,-5.528685e-05,0.00014241399,-2.1829102e-05
1965-08-01,-5.7969526e-05,-4.465335e-06,-1.8579996e-05,-9.040813e-05,1.0113285e-05,-2.084647e-05,-1.2963261e-05,-7.7428e-05,-9.023883e-06,-6.795748e-05,0.00015281432,-7.686831e-06
1965-09-01,-7.5378164e-05,-6.0446764e-06,-2.3685929e-05,-8.493428e-05,9.538979e-06,-2.105286e-05,-1.2550481e-05,-7.763439e-05,5.6388526e-06,-8.218949e-05,0.00014612902,-1.7934595e-05
1965-10-01,-6.667385e-05,-1.2362034e-05,-2.129e-05,-9.963291e-05,2.7180928e-05,-3.2063377e-05,-6.412585e-06,-7.706906e-05,-1.19582255e-05,-7.7729645e-05,0.00012585784,-1.6296981e-06
1965-11-01,-6.898004e-05,-4.878115e-06,-1.0252568e-05,-8.2798586e-05,1.4483392e-05,-3.0241754e-05,8.896241e-06,-8.321592e-05,2.0673906e-06,-7.744249e-05,8.761269e-05,-2.5091067e-06
1965-12-01,-6.695202e-05,-1.5848345e-06,-1.3097177e-05,-3.208023e-05,-2.4004052e-05,-2.4534587e-05,1.0825555e-05,-7.554356e-05,4.422501e-05,-5.2917843e-05,4.7429246e-05,1.7358274e-05
1966-01-01,-6.430186e-05,-5.9710146e-07,-6.88532e-06,2.0127482e-06,-4.866036e-05,-2.3247168e-05,1.0678072e-05,-7.704583e-05,2.0706786e-05,-6.612379e-05,5.8175043e-05,1.7757644e-05
