,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11,ssta30_cluster12
1965-01-01,3.3891602,0.5166321,0.19680786,2.1487427,-9.394226,2.6846313,-0.4588318,0.1204834,-8.717651,2.4456482,-9.552399,-8.216675
1965-02-01,3.2006836,0.6609802,0.41696167,2.6064148,-9.1651,2.8249512,-0.06652832,-0.18777466,-7.8608093,2.828949,-9.383148,-7.012085
1965-03-01,2.823059,0.70495605,0.34170532,2.11203,-9.179474,2.9228516,-0.38375854,-0.25802612,-8.248901,2.7941284,-9.882019,-7.43161
1965-04-01,2.8981934,0.6343994,-0.40393066,2.0963745,-10.575775,3.1616516,-1.6283875,-1.6089172,-9.345337,2.5269775,-11.4729,-8.3324585
1965-05-01,2.4476318,0.6498718,-1.3988953,1.0610046,-11.866608,2.8078613,-2.457672,-2.4761353,-9.946594,2.1272888,-12.556183,-8.944672
1965-06-01,2.1332397,0.04208374,-2.3973389,0.24368286,-12.614075,3.1526184,-3.205658,-3.0350037,-11.122681,1.3344116,-13.122528,-9.3862915
1965-07-01,1.4690552,-0.8890381,-2.8454895,-0.05227661,-12.868622,3.3755798,-3.188263,-3.7381287,-12.035858,-0.07974243,-13.132568,-10.154785
1965-08-01,1.0883484,-1.1879272,-3.9182434,-0.70043945,-12.313782,2.8172607,-3.5764465,-4.631256,-12.436005,-0.38409424,-12.925995,-9.641846
1965-09-01,1.5032349,-1.0739136,-4.3765564,-0.729126,-12.227203,2.988617,-3.1386108,-4.2138977,-12.474213,-0.14334106,-14.043945,-9.632629
1965-10-01,1.9925232,-1.2651978,-3.6462708,-0.28475952,-13.147003,2.811798,-3.3733215,-3.7630005,-12.334686,0.59591675,-13.8315735,-10.044434
1965-11-01,3.1336365,-1.9083862,-3.1258545,0.69021606,-12.091705,2.8572083,-2.3349915,-2.736145,-11.5772705,1.5509338,-13.163971,-9.287018
1965-12-01,3.696991,-0.99176025,-1.9253235,1.7565308,-10.234039,2.8617249,-1.3031006,-1.0631104,-9.327423,2.2200623,-11.381134,-7.7826233
1966-01-01,3.480072,-0.44284058,-1.090332,1.9576111,-8.8246765,2.8033142,0.28485107,0.025146484,-8.565979,2.6288147,-9.571533,-7.040497
1966-02-01,3.3193054,0.11300659,-0.17996216,2.485199,-7.28598,3.4685974,0.572937,0.66571045,-7.9178467,2.9657898,-9.324341,-6.4776
1966-03-01,3.3448486,0.52130127,-0.17208862,2.2712097,-8.141449,3.3983154,0.01651001,-0.25479126,-8.300781,3.3191223,-9.942261,-6.163086
1966-04-01,3.161438,0.15585327,-1.1265564,1.8921509,-9.572968,3.1195984,-1.641449,-1.0327454,-9.13623,3.2622986,-11.04248,-7.587555
1966-05-01,2.6232605,-0.021759033,-2.1745605,1.2813416,-11.0859375,3.0907593,-2.2517395,-1.8135071,-10.540283,2.346405,-11.787933,-8.6658325
1966-06-01,2.3916016,-0.58221436,-2.4687805,0.546875,-12.190552,3.0007935,-3.2257385,-2.8147278,-11.57431,1.1031189,-12.667114,-9.175873
1966-07-01,1.5325317,-0.8522644,-3.2713623,-0.22140503,-12.655243,3.7499084,-2.7458801,-4.321289,-12.0849,0.19464111,-13.160034,-8.9930725
1966-08-01,1.7768555,-0.7435913,-3.9574585,-0.67904663,-12.47699,3.3961487,-3.0709229,-4.2277527,-12.411438,0.1404419,-13.597015,-9.701355
1966-09-01,2.2835388,-1.4038696,-4.0710754,-0.46133423,-12.436279,3.2719421,-3.7720337,-4.1941223,-12.518982,0.473114,-13.465546,-10.102936
1966-10-01,2.7998047,-1.0646057,-3.4494019,-0.0146484375,-12.893799,2.9294128,-3.7373352,-4.1927185,-13.069305,1.3620605,-13.190826,-10.107574
1966-11-01,3.4542236,-0.68148804,-2.3436584,0.8878479,-12.79361,2.5343933,-2.4596252,-3.1958923,-11.24292,2.6654968,-12.482971,-9.223206
1966-12-01,3.837738,-0.21929932,-1.223877,2.1791077,-10.365692,2.5532837,-1.4154968,-0.86279297,-9.803894,3.0112,-10.328369,-8.524017
1967-01-01,3.5100098,0.50805664,-0.6157837,2.448761,-8.633484,2.4828186,-0.5496826,0.53060913,-9.009613,3.3667603,-8.749695,-7.308319
1967-02-01,3.127411,1.1491394,-0.12545776,2.7798157,-7.99942,2.776825,0.21157837,1.0299377,-8.273895,2.800354,-7.662384,-6.71933
1967-03-01,3.355957,1.1087646,-0.37667847,2.5541382,-8.0633545,3.053955,-0.18988037,0.7416382,-8.983856,2.4299316,-9.446136,-6.6570435
1967-04-01,3.019043,0.7788391,-1.3962402,2.0639648,-9.18808,3.5013123,-0.8753967,0.057159424,-9.624786,3.0826416,-10.718109,-7.901947
1967-05-01,2.0525208,0.321167,-2.435852,0.9021301,-11.241364,3.3141174,-1.4161682,-1.8614197,-9.818512,2.6044312,-12.819458,-8.211884
1967-06-01,1.9463501,0.09277344,-3.1425476,0.011657715,-12.348724,3.512909,-2.22052,-2.6036682,-10.824188,1.7655334,-12.913147,-9.039764
1967-07-01,1.4512329,-0.57110596,-4.336792,-0.13085938,-12.406097,3.9152832,-3.2665405,-3.0226135,-11.695404,0.81921387,-12.696075,-10.0381775
1967-08-01,1.6920776,-0.7123718,-4.365387,-0.5871582,-12.483765,3.3728638,-3.2685852,-3.484436,-12.452209,0.7635498,-12.856873,-10.187988
1967-09-01,1.7598267,-0.9571533,-4.6437073,-1.1013794,-13.257904,3.4180603,-3.6075134,-4.157898,-12.459076,0.46218872,-13.801788,-9.872833
1967-10-01,2.7205505,-0.91793823,-3.9353943,-0.30343628,-12.754944,3.1076965,-2.8095398,-3.2332458,-11.93457,1.6102295,-13.161102,-9.245148
1967-11-01,3.2084045,-0.8447876,-2.8055115,0.9336548,-12.251556,2.8568115,-2.1854858,-2.5215454,-10.877808,2.4456482,-11.989136,-9.017242
1967-12-01,3.4565735,-0.2290039,-1.8431396,2.39682,-10.775848,2.9622803,-1.0603638,-0.832489,-9.416626,2.697815,-11.196045,-8.569733
1968-01-01,3.5641785,0.10733032,-0.7785034,2.2252502,-9.329346,2.8786316,0.17263794,0.02722168,-7.994385,2.5625916,-10.5243225,-6.6144104
1968-02-01,3.0549622,0.62493896,-0.39544678,2.7052612,-8.13562,2.8877563,0.21191406,0.51068115,-7.553467,2.7413635,-9.992889,-5.5379333
1968-03-01,3.4108276,0.50845337,-0.54608154,2.707489,-7.7189026,3.144226,0.047454834,0.17260742,-8.121521,2.9676514,-10.120239,-6.273651
1968-04-01,3.0174255,0.031951904,-1.3925171,2.4303284,-9.355774,3.2731323,-1.1818237,-0.4814453,-9.762817,2.3848267,-11.317383,-7.9718323
1968-05-01,3.4026184,-0.99694824,-2.4412231,1.3613586,-10.383667,2.8313293,-2.666748,-1.5049133,-10.91687,1.4335632,-12.005493,-8.700012
1968-06-01,2.4207153,-1.3032227,-3.269806,0.6717529,-11.954163,2.700653,-3.9701538,-2.674286,-12.003143,0.9645691,-12.421082,-10.074646
1968-07-01,1.8938904,-0.9911804,-3.6502075,-0.5534363,-12.064026,2.976593,-4.1952515,-3.6610718,-12.556641,0.23843384,-12.827698,-9.754669
1968-08-01,1.5321045,-1.4904785,-4.2988586,-1.2752991,-12.279419,2.6687012,-3.1884766,-4.4650574,-12.854645,-0.09121704,-13.161316,-9.571411
1968-09-01,1.9651489,-2.1821594,-4.6141663,-1.1899719,-12.635254,2.7209167,-3.441925,-3.955841,-13.111084,0.45065308,-14.181427,-9.914917
1968-10-01,2.8548584,-1.6470947,-4.0484314,-0.5639038,-11.937958,2.5402832,-3.1244812,-3.5384827,-13.053314,0.9283447,-13.209595,-10.007507
1968-11-01,3.560608,-1.1218872,-2.3707886,0.0087890625,-11.69519,2.5792847,-2.8475647,-2.8396606,-12.492981,1.9095764,-12.021118,-9.167725
1968-12-01,3.764557,-0.7878418,-1.4421997,1.0031433,-10.038055,2.4914246,-0.95996094,-0.87786865,-10.764648,2.6769104,-10.912018,-7.8261414
1969-01-01,3.615509,0.07546997,-0.75875854,2.3156738,-8.096741,3.0735168,0.5559082,0.65078735,-9.004822,2.990448,-10.068268,-6.460541
1969-02-01,3.2302246,0.52801514,-0.69641113,2.5226135,-7.7287903,3.509674,0.9100342,1.072052,-8.445618,3.1220398,-9.230621,-5.735199
1969-03-01,2.8403625,0.8529663,-1.4139099,2.638855,-7.9842834,3.507965,0.8539734,0.74835205,-8.724182,3.153656,-9.774292,-6.4193726
1969-04-01,2.8739014,0.58551025,-2.1469421,2.3483276,-9.457214,3.414856,-0.52871704,-0.40463257,-10.231995,2.587799,-11.101105,-8.149719
1969-05-01,2.6790466,0.012756348,-2.9842834,1.5469055,-10.585785,3.309723,-2.0115967,-1.8818665,-11.248779,1.8027649,-12.03894,-8.787079
1969-06-01,2.3830566,-0.11608887,-3.4361267,0.5843506,-11.370941,3.15271,-3.5966187,-3.2653809,-11.888306,1.4252625,-12.223114,-9.530151
1969-07-01,2.034668,-0.1711731,-4.4044495,-0.10861206,-11.746521,3.8267212,-3.678894,-3.5117493,-12.299255,0.7087097,-12.586914,-9.633972
1969-08-01,1.5995178,0.08023071,-4.055603,-0.72940063,-11.809418,4.0781555,-3.704895,-4.0330505,-12.627777,0.58273315,-12.9774475,-9.750214
1969-09-01,1.7802429,-0.96295166,-4.292755,-0.6035156,-12.169617,3.6046143,-3.5820923,-4.121002,-13.043884,0.5281067,-13.906311,-10.704193
1969-10-01,2.8204956,-0.75079346,-3.9216614,0.09729004,-12.451752,3.638855,-2.6469421,-2.713623,-13.039886,1.428894,-13.418793,-10.471527
1969-11-01,3.3462524,-0.4614563,-3.2200317,0.96450806,-11.12561,2.860138,-1.5228271,-1.3069763,-11.747589,2.4186707,-12.110626,-9.665314
1969-12-01,4.170929,-0.15618896,-1.9949036,2.2501526,-9.0164795,2.7044678,-0.78378296,0.35195923,-10.955719,2.6967773,-10.232239,-9.416962
1970-01-01,3.8227234,0.42840576,-1.0319214,2.5855713,-7.838135,3.3392334,-0.3547058,1.2420044,-9.375397,3.1548157,-9.177032,-8.076782
1970-02-01,3.3569336,1.0804443,-0.64434814,3.2639465,-7.620514,3.331604,0.19351196,1.1537781,-8.79364,3.3677673,-8.361786,-6.9086914
1970-03-01,3.397461,1.3890991,-0.3904724,2.8282166,-8.127533,3.7260132,-0.67251587,0.088897705,-8.638397,3.5023499,-9.535675,-7.4570312
1970-04-01,2.7991028,0.5071411,-1.2827454,2.3941345,-8.843658,3.1973877,-1.6841125,-0.7300415,-9.704773,2.7670898,-10.475464,-8.55127
