,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10
1965-01-01,-0.5126087,-0.07152681,0.2242939,0.298617,-0.15894842,-0.023547936,0.2864015,-0.3383541,0.04297495,0.1389327
1965-02-01,-0.3917784,-0.21958432,0.33526343,0.590464,-0.21811256,-0.07388158,0.2675632,-0.21531627,0.028110314,0.19471183
1965-03-01,-0.7048186,-0.40296373,0.29096395,0.057692386,-0.03296708,0.20251207,0.2154634,0.0946332,-0.13672507,-0.11891699
1965-04-01,-0.021634674,-0.2696236,0.33335018,0.36028314,0.10846758,-0.042239092,0.20869339,-0.32142907,0.042827748,0.29287726
1965-05-01,-0.047242977,-0.16880913,0.26403102,-0.14540838,-0.14805754,-0.10287497,0.42783624,-0.40060887,-0.044741035,0.17749242
1965-06-01,-0.029876411,-0.20884058,-0.03281989,0.10743737,-0.03723512,-0.046212792,0.07491179,-0.06608136,-0.26800472,0.22723731
1965-07-01,-0.2035423,-0.09713514,0.2596158,0.39354452,-0.021045947,-0.15365013,-0.21943715,0.006475687,0.03958993,-0.14408383
1965-08-01,-0.25637788,-0.027815962,0.09845972,0.2796315,0.03605776,-0.5317413,0.078149654,-0.2578497,0.030317878,0.08756876
1965-09-01,-0.06166611,-0.063726544,0.2768352,0.07947421,0.07152679,-0.10007864,-0.20045161,-0.29037523,-0.05504327,-0.17278281
1965-10-01,0.041503202,0.0138343815,-0.2964094,0.2265015,0.09404447,-0.37294012,0.12686439,0.07917988,0.3521885,-0.29714522
1965-11-01,-0.10346365,-0.058428265,0.057398032,0.7137964,0.025608372,-0.763394,-0.001471746,-0.19427022,0.3027379,-0.41400176
1965-12-01,-0.10478821,0.2930244,0.29199415,0.068877675,-0.1683676,0.0063284873,0.24666438,-0.4803775,-0.046212792,0.21605206
1966-01-01,0.17736158,0.022423362,0.15464887,0.28296837,-0.0031826734,-0.09142947,-0.022712708,0.0010127068,0.14625819,0.08810215
1966-02-01,-0.10285816,0.17085156,0.20803085,0.17417891,-0.09186347,-0.038915396,0.15812087,-0.40810522,0.11211679,0.002314663
1966-03-01,-0.111827515,-0.22510163,0.18633094,0.20007429,-0.060615398,0.17707224,-0.20542696,-0.15175554,-0.021121358,0.31927973
1966-04-01,0.068282746,0.15551682,-0.5681068,0.07088675,-0.0947568,-0.0017359972,0.17504692,0.0865108,0.20094228,-0.22973093
1966-05-01,-0.056564737,-0.07710743,-0.055118084,-0.122532845,-0.04079604,0.14553487,0.20108692,0.19544491,0.10936818,0.052948046
1966-06-01,0.011428642,0.26314902,-0.20238896,-0.07638411,-0.022423362,-0.26734436,0.26097903,-0.19428761,0.3950852,-0.24940567
1966-07-01,-0.015045357,0.19313028,0.13540821,-0.15218954,-0.073056795,-0.2546137,-0.20933297,0.032260705,0.15276821,0.22365499
1966-08-01,-0.029656697,0.06741476,0.11124887,-0.15421489,0.08607678,-0.09721613,-0.052369405,0.02271266,0.07204409,0.2559157
1966-09-01,-0.1694049,-0.03066938,0.15595087,-0.17663828,0.34416246,-0.16564354,-0.11197217,-0.05063343,-0.01085,0.15609555
1966-10-01,0.18300357,-0.14567955,0.016202688,-0.12687282,-0.056130745,-0.03428607,-0.14900687,0.16607757,0.28687438,-0.18054426
