,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10
1965-01-01,1.6119928e-05,7.828392e-06,-9.6430595e-06,3.1401843e-05,-1.1989687e-06,-7.686373e-05,3.9783114e-05,-5.1666073e-05,2.210967e-06,1.4145757e-05
1965-02-01,2.5910045e-05,5.1901807e-06,-8.682888e-06,-1.1096767e-05,5.23949e-07,-2.8325936e-05,3.0980085e-05,-1.0926269e-05,2.336601e-06,4.6068963e-06
1965-03-01,4.8568196e-05,1.3679135e-05,-3.0205993e-06,6.2037456e-05,-4.6358327e-06,-7.8452045e-05,5.2902407e-05,-7.5432545e-06,-3.0834126e-06,1.7376224e-05
1965-04-01,4.992762e-06,1.31945635e-05,-3.567984e-06,-5.8306476e-05,-3.0026495e-06,3.6471884e-05,3.8553742e-05,3.808258e-06,1.0354343e-06,-4.5819907e-06
1965-05-01,4.7940048e-05,8.959061e-06,-3.3795368e-06,-7.2852556e-05,-1.0374497e-06,6.382319e-05,6.395779e-05,2.3558983e-05,5.1901807e-06,-9.104646e-06
1965-06-01,1.9763182e-05,5.513226e-06,-1.602777e-06,-4.404755e-05,2.3545435e-06,2.6152331e-05,7.1935254e-05,2.255838e-06,9.748728e-06,-8.297029e-06
1965-07-01,2.105537e-05,6.455448e-06,-3.989735e-06,-5.3065938e-05,-7.3234696e-07,2.0983578e-05,7.492343e-05,4.9030277e-06,6.0606108e-06,-1.1294185e-05
1965-08-01,-9.023883e-06,4.858157e-06,-9.948155e-06,-7.482674e-05,-4.465335e-06,2.9149487e-05,8.777352e-05,-6.046013e-05,4.9209702e-06,-1.2218457e-05
1965-09-01,5.6388526e-06,1.1139622e-05,-6.143382e-06,-7.875714e-05,-6.0446764e-06,2.8575181e-05,9.681883e-05,-0.00010338946,4.8761067e-06,-1.732439e-05
1965-10-01,-1.19582255e-05,1.3315657e-06,-1.4704121e-05,-7.335508e-05,-1.2362034e-05,4.621713e-05,8.310729e-05,-0.000118797,9.479525e-06,-1.4928461e-05
1965-11-01,2.0673906e-06,7.1912727e-06,-1.2595345e-05,-6.601474e-05,-4.878115e-06,3.3519595e-05,5.8062185e-05,-0.00013131506,7.6578945e-06,-3.8910293e-06
1965-12-01,4.422501e-05,1.2099794e-05,-4.7614594e-06,-3.528939e-05,-1.5848345e-06,-4.9678492e-06,3.39593e-05,-8.590904e-05,5.7375655e-06,-6.7356377e-06
1966-01-01,2.0706786e-05,5.496706e-06,-6.161368e-06,1.6025333e-06,-5.9710146e-07,-2.9624156e-05,5.6072055e-05,-8.680657e-05,4.56797e-06,-5.2378164e-07
1966-02-01,3.9077826e-05,9.0079775e-06,-1.1913013e-05,2.775377e-05,-5.045258e-06,-4.8589915e-05,4.961164e-05,-6.611369e-05,5.309328e-06,3.940666e-06
1966-03-01,4.6116664e-05,1.5240281e-05,-5.558504e-06,-2.6112888e-05,2.4579494e-06,-1.380307e-05,3.476002e-05,-4.175475e-05,4.2939428e-07,1.5780934e-06
1966-04-01,1.8873756e-05,4.836813e-06,-1.2426259e-05,-4.916834e-05,-7.114544e-06,6.4764696e-05,3.6096095e-05,-2.2854168e-05,6.6779903e-06,-5.5992386e-06
1966-05-01,1.9264802e-05,4.0628693e-06,-1.4503694e-05,-8.066387e-05,-6.870141e-06,5.7171874e-05,7.999921e-05,-6.123375e-05,1.3097673e-05,-1.4560723e-05
1966-06-01,-7.844792e-07,1.0124088e-05,-8.833518e-06,-7.1743125e-05,-3.586978e-06,4.770529e-05,8.460216e-05,1.8914488e-05,4.9997507e-06,-1.0079981e-05
1966-07-01,2.0682344e-05,5.2360083e-06,-1.0340678e-05,-8.171481e-05,1.3611134e-07,3.6886337e-05,6.787677e-05,1.7977607e-05,4.8286674e-06,-1.336314e-05
1966-08-01,1.0262585e-05,5.064925e-06,-7.0819588e-06,-7.139282e-05,-3.6521524e-06,2.5570427e-05,7.2251605e-05,-6.538862e-05,3.1993077e-06,-1.7257313e-05
