,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8,mgu600_cluster9,mgu600_cluster10
1965-01-01,-1.1057217,-0.17630272,-0.8326317,0.40083656,-1.7744341,-0.5566082,-1.2367268,-1.0291393,-1.253021,0.012709427
1965-02-01,-0.9509274,-0.040735625,-0.8883575,0.31806183,-1.7157751,-0.4145237,-1.7385868,-1.020992,-0.6191782,0.33924407
1965-03-01,-1.3309071,-0.9900333,-0.6494854,0.4471119,-1.8757837,0.21377945,0.025419235,-1.542731,-1.5645653,-0.006843567
1965-04-01,-0.5044672,0.34087372,-0.32197267,-0.5644299,-1.2722479,-0.092876434,-1.3344917,-0.73454094,-0.5422697,-0.24050179
1965-05-01,-0.8238327,0.4145233,-0.39529648,-0.8857506,-0.77560216,-0.7351925,-0.539337,-1.001765,-0.037150763,-0.53640366
1965-06-01,-0.19878884,0.7065147,0.028026199,-0.85055506,0.14566974,0.2685278,-0.4643837,-0.67360055,0.24441242,-0.7912443
1965-07-01,-0.61559355,0.703582,0.39790344,-0.78863716,-1.1451534,-0.12188034,-0.7697361,-0.08961792,-1.0392416,-0.368248
1965-08-01,-0.978627,0.2913395,0.55693436,-2.235559,-2.00907,-0.12904969,-0.40474683,0.2382206,-0.36107865,0.045297623
1965-09-01,-0.5425955,0.5188061,-0.17402153,-0.88379514,-1.1265781,-0.2610325,-0.842408,-0.5530237,-0.6762077,0.06843567
1965-10-01,-1.2660561,-0.10656395,-0.41387177,-1.0252285,-0.9574448,-0.30600414,-0.9134506,-0.53738135,-0.5481356,-0.21736412
1965-11-01,-0.96852493,0.19944039,-0.5856121,-1.4244359,-1.5391464,-0.5891968,-1.4332345,-0.7211796,-0.71726894,-0.45493317
1965-12-01,-1.0499957,0.3571682,-0.24701957,-1.0063274,-1.9188004,-0.51945764,-0.62634736,-0.48752135,-0.10982265,-0.119925305
1966-01-01,-0.9525234,-0.16542777,0.23632583,0.9134636,-1.4786756,-0.8793278,-1.3815197,-1.0765941,-1.1947567,-0.14901619
1966-02-01,-0.8537262,-0.81630784,-0.24124908,1.0460685,-1.7606255,-0.436874,-1.3047142,-0.8136818,-1.1570107,-0.43950003
1966-03-01,-1.0834869,-0.27604142,0.48906288,0.6413609,-1.7307564,-0.08960686,-1.4051526,-1.2955234,-0.7995682,-0.12407074
1966-04-01,-1.2423502,0.36564788,0.036105346,-0.6164158,-0.8954113,-0.26750717,-0.8858925,-0.05711212,-1.6532943,-1.0204666
1966-05-01,-0.31772652,0.57046354,-0.78348464,-0.67713815,-0.7985836,-0.44836217,0.1995636,-0.83403206,-0.73851717,-0.44475135
1966-06-01,-0.55799085,0.6672913,-0.02002182,-1.777037,-0.51400834,-0.3876396,-0.3659765,0.72013664,-0.07286701,-0.6370945
1966-07-01,-0.9653242,0.6863289,1.086113,-1.4934464,-0.98600274,-1.1146688,-0.21203633,-0.44409505,-1.0654342,-0.59967613
1966-08-01,-0.1762596,0.28556022,0.50809973,-0.8773586,-1.3368804,-0.6259346,0.43884355,-0.53238904,-0.8721069,-0.013785553
1966-09-01,-0.5182749,0.264225,0.07582092,-1.7583277,-0.27275905,-1.1517588,-0.29803276,0.39912757,0.33676395,-0.635125
1966-10-01,-0.710618,0.35842705,-0.23435631,-0.9052582,-0.42834014,-1.1648881,-0.003610611,0.17987022,-0.083042145,-0.22516556
1966-11-01,-1.0690448,0.6134617,-0.3200241,-0.527137,-0.20547219,-0.77068406,-0.3387333,-0.41356963,-0.70175534,-0.6029583
1966-12-01,-0.58260804,0.27210274,-0.6128052,-0.43195075,-0.6229803,-0.80777395,-1.1983674,-0.37188452,-0.569479,-0.4467209
1967-01-01,-1.6963965,-0.28376693,-0.14629173,0.7794609,-1.1993965,-1.5755752,-0.53357315,-0.8450958,-1.6444759,0.12800522
1967-02-01,-1.1533535,-0.44475326,-0.16653748,0.3983837,-1.6330469,-0.9747341,0.3758522,-0.82778895,-1.1458433,-0.09306526
1967-03-01,-0.27331734,-0.49569398,-0.28735885,0.29323655,-1.6301081,-0.29356346,-1.2624195,-0.16784362,-1.0828203,-0.27625617
1967-04-01,-0.2573166,0.27364388,-0.2168251,-0.30303305,-1.7355818,-0.36932144,-1.3407902,-1.2927881,-0.85848445,0.1286583
1967-05-01,-0.39381218,0.5796158,-0.029715728,-1.2686237,-0.92869127,-0.48883668,-0.8859142,-0.5998615,-0.25339833,-0.25372466
1967-06-01,-1.0168585,0.84542274,-0.0450634,-1.3078091,-1.0661666,-0.9711422,-0.94730455,-0.6550474,-0.4940613,0.041797638
1967-07-01,-0.8637093,0.7337448,0.7507248,-1.2477249,-0.68280333,-0.8542393,-0.8176664,-0.536512,-0.095350645,-0.5655743
1967-08-01,-1.1500883,0.6684357,0.36017838,-2.244664,-1.2173564,-0.90811884,0.078697205,0.2471939,-0.53553236,-0.31576806
1967-09-01,-1.1967843,0.62174,0.36866838,-0.536512,-1.3332796,-0.81309474,-0.25045967,-1.3976085,-0.7778282,-0.69325334
1967-10-01,-1.4482231,0.4620598,-0.010776138,-0.5972492,-0.41503754,-0.48230553,-1.3727913,-0.89473075,-0.5819017,-1.0315529
1967-11-01,-0.9192217,0.46695787,-0.2625416,-0.8153809,-1.4109968,-0.545982,-1.5968006,-0.26025563,-1.14519,-0.5348793
1967-12-01,-0.9414269,-0.36213723,-0.7017433,-1.0338386,-1.164456,-0.2151924,-1.082167,-0.25078583,-1.2460922,-0.22498855
1968-01-01,-1.1808246,0.15936355,-0.3555603,-0.36686555,-2.046568,-0.64000815,-1.155297,-1.2880394,-1.0984074,0.23448715
1968-02-01,-0.48502007,-0.86027336,-0.23120537,1.3846791,-1.5352905,-0.1703041,-1.4200531,-1.9729035,-0.90804595,0.011669922
1968-03-01,-0.6053642,-0.20130157,0.025891876,-0.5506622,-1.1932236,-0.48502046,-1.544043,-0.7078384,-1.215469,0.14368287
1968-04-01,-0.7756683,0.15061149,-0.21406555,-0.6057285,-0.85115623,-0.24396896,-1.2533954,-0.7359184,-0.928833,-0.68887484
1968-05-01,-0.0061992644,-0.17395096,-0.6090107,-1.172802,-0.2479805,-0.7351891,0.79317284,0.0043762205,-1.2012463,-0.52914655
